pval	qval	lfdr	statistic	param.cutoff	param.N.cens	param.eta0	param.eta0.SE	WT2U_old_ZT00	WT2U_old_ZT04	WT2U_old_ZT08	WT2U_old_ZT12	WT2U_old_ZT16	WT2U_old_ZT20	WT2U_old_ZT24	WT2U_old_ZT28	WT2U_old_ZT32	WT2U_old_ZT36	WT2U_old_ZT40	WT2U_old_ZT44
FBgn0025630	0.00238506514523462	0.014491652846877	0.030000988889417	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	454.696034997554	397.404849052473	391.058842632425	544.827771813986	553.874829656263	523.801992724934	502.010054218601	412.938735155412	426.75543470695	563.828924741996	601.917579521759	520.486060626808
FBgn0025631	0.00266979230180883	0.0153459881063485	0.0303471419560806	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	2178.46906319723	2461.47697321276	2986.51102421338	2533.63963815595	2787.24107827022	3017.75691033751	2120.16951177159	2445.33064940869	3008.05473076894	2374.12250811005	2642.67826194352	3058.28533377549
FBgn0023545	0.00274518658819236	0.0155571933442652	0.0303471419560806	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	860.917012959121	814.071667829427	620.069329242509	811.52668109356	754.471725440862	660.290642943846	949.498524679855	851.195067180818	609.502287525498	887.023719103033	714.312683105297	667.624788465827
FBgn0052801	0.0465112353998743	0.0749732117903102	0.165256070313035	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	30.0545353623116	93.2684849817027	73.6583436465183	60.0072545879041	41.4187922470226	52.8804194565418	41.1483650998854	104.76246980687	63.3383978518831	104.711086023514	40.8709467576503	48.8170545634127
FBgn0026088	2.45961785059322e-05	0.00143712547307126	0.00287093256054213	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	1087.78027988754	889.091970966884	589.266749172147	950.591112360766	834.872910390965	607.410223487304	1098.66134816694	883.496828704603	598.080609224339	1038.04932394464	798.841232081346	612.61965656339
FBgn0026089	0.0220636729945345	0.0491097227849894	0.10040290993306	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	607.877215231271	563.66606141116	488.823553290531	486.725509435222	596.105755084599	678.870249779928	640.885786430715	614.606489533637	567.968911884919	549.733201623446	585.197646757265	627.74606783656
FBgn0023515	0.0281787483245557	0.0563882078784552	0.12266578323536	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	152.211679092998	170.316363879631	174.101539528134	169.544306613443	247.700620300821	225.099082821766	149.162823487084	151.905581219961	171.325174517389	201.367473122141	234.079058702906	250.273350156087
FBgn0025624	0.00317566794903257	0.0168074603001532	0.0422296424586512	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	793.051933108739	715.734243446545	582.570536113372	865.818959054044	665.949208677618	475.923775108876	826.053429380199	844.210902527027	574.198918231006	846.750224478604	665.0817699654	600.931066034122
FBgn0023507	0.0249863718795774	0.0527469500837599	0.12266578323536	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	7345.9101432334	8094.08243580342	9027.83444583964	4786.29292546378	5727.97532780883	4837.84378001064	9566.99488572335	11481.9666908329	8345.09350058335	6715.60522862341	5896.56295494463	5511.51421662417
FBgn0004654	0.00457680219829134	0.020796907451362	0.0512133618160862	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	3581.33721381868	3747.97379323212	4221.29271225138	3006.07770602262	2468.88487119507	2211.68781375671	3914.2382301266	4386.92842316268	3236.48829679212	2929.89673392716	2494.05663737025	2617.55671440721
FBgn0040900	0.0202419226174881	0.0469510072981939	0.10040290993306	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	50.414059317426	37.5101515687283	26.7848522350976	20.002418195968	23.5518622581109	48.5928178789843	42.1770742273825	43.6510290861958	38.4183724675356	27.1846088714891	33.4398655289866	52.254875307315
FBgn0000810	0.00254138279592297	0.0149720369769531	0.0303471419560806	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	615.633224357029	791.768334464237	837.026632346799	673.414745930923	882.788768088501	1001.15496835966	585.335493545869	740.321453301881	1014.45270002114	604.102419366424	745.894778327117	923.398651812158
FBgn0003159	0.00688564171719859	0.0261267216283886	0.0540932881006763	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	2093.1529628139	2264.802124447	2403.94048810001	1697.34805834357	2178.1411922846	2858.40105170496	1922.65735929214	2040.24909948879	2518.99923260112	1644.16541804228	2078.84497371867	2572.1774805877
FBgn0023528	0.00883147732396144	0.0297718094997871	0.0654028834678567	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	1935.12427687658	2002.2310634659	2196.357883278	1977.38191308712	2054.69694872485	2429.64089394922	1812.58548264995	1792.3112542792	2561.57094263271	1916.01150675718	2048.19176365043	2315.02848894381
FBgn0023524	0.0251123431096947	0.0528982002168823	0.12266578323536	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	1105.23130042049	1133.41485010374	1080.76878768619	1279.20226843738	1138.61072020246	1252.6942609097	1033.85267313462	1058.97396563111	1015.49103441216	1243.44414652922	1274.43043071582	1192.9237981341
FBgn0004397	0.00139655389979216	0.0109740251907328	0.0221609252091788	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	3126.64117882113	5360.91031068744	4669.93898718926	4711.04573320275	3354.11003882751	3512.26029228247	3197.22796826109	5121.13873239249	5361.95879519876	4744.21766675765	3542.76797576541	3977.55860069496
FBgn0023550	0.0144976866239982	0.0389370707803654	0.0925294573463754	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	36.8410433473498	143.957878993498	77.676071481783	41.9098286010758	26.8003949833675	44.3052163014269	41.1483650998854	124.84194318652	100.718435928404	45.3076814524818	30.6532100682377	33.0030791414621
FBgn0023541	9.15094220103554e-05	0.00276048933357383	0.00612866348351893	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	31.9935376437511	35.4825758082565	45.5342487996659	94.2971143524206	73.0919863182751	63.5994234004354	36.0048194623997	27.0636380334414	53.9933883327528	82.560663980078	74.3108122866368	70.8191073243874
FBgn0013432	0.0399873213175537	0.0688375786305297	0.165256070313035	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	683.49830420741	756.285758655981	987.021804863346	768.664356387914	897.407165352156	1024.0221767733	665.574805490646	734.210309229813	831.705847202596	784.326307810741	772.832447781023	950.901217763376
FBgn0040066	0.00441382220348222	0.0203506122211479	0.0512133618160862	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	437.245014464598	448.094243064268	547.750228207745	450.530657461565	440.176184272279	478.782176160581	444.402343078762	430.39914678989	526.43553624434	416.830669362833	473.73142832731	493.67105882437
FBgn0001404	0.0100272787199485	0.0318408033948608	0.0654931617801143	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	3464.0275757916	3357.6654593413	4298.96878373316	3569.95539992801	3780.47995901745	4047.49588921422	3125.21832933629	3078.27057115853	4080.65415668689	3182.61291269544	3624.50986928071	4005.74873079496
FBgn0040333	0.00506832036903107	0.0220679584563698	0.0512133618160862	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	34.9020410659103	28.3860606466052	17.4101539528134	41.9098286010758	50.3522572414784	39.3030144609432	40.1196559723882	20.0794733796501	20.7666878202895	45.3076814524818	59.4486498293095	61.1932092414609
FBgn0040334	0.0489366455801269	0.0772276601825339	0.18530280973514	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	342.233902674065	368.005000525631	349.542321668023	360.043527527424	310.234875262012	255.826894127594	389.880759321414	381.509994213351	382.107055893328	348.365728501305	311.176526450292	286.026685892671
FBgn0011606	0.0263231892771684	0.0543193346029694	0.12266578323536	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	79.4990935390179	103.406363784062	135.263503787243	112.394540339249	129.129175828953	101.473237335526	77.1531845622851	78.5718523551524	130.830133267824	127.86834543256	104.035137201292	92.1335959365816
FBgn0003371	0.00230528975718823	0.0142369591025861	0.030000988889417	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	10394.9912307969	10376.1189542144	13254.484128538	9058.2379544598	10429.4143144365	11853.7891614205	9016.63550251238	8719.72957025847	12570.0761376213	8088.93139531642	10038.4618547711	11215.5463949069
FBgn0003068	1.29560545586818e-07	0.00010883363651949	0.000253400106669816	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	789.173928545861	1920.11424516679	5442.68197417183	6951.31657115117	4883.35681924209	1837.95187624629	807.53666508525	1723.34262832301	5604.92904269615	7171.70255524506	4779.11411518433	1708.59690971944
FBgn0024996	0.0236376249597911	0.0510854714174049	0.12266578323536	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	768.814404590746	847.526667877212	597.302204842676	858.198990217485	934.765291692607	741.755072917437	873.374049245067	821.512367402205	649.997328775063	944.413448942843	832.281097610333	730.193126004849
FBgn0024997	0.0193059427057408	0.0457696799473506	0.10040290993306	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	540.98163652161	290.957121627703	259.813066680446	457.198130193555	603.414953716427	450.198165643531	512.297145493573	297.700018367855	289.695295093039	519.528080655125	702.237176108718	474.419262658517
FBgn0024991	0.000440677693459094	0.00577872297281273	0.0106451932174716	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	232.680273772735	221.005757891426	243.742155339388	268.603901488713	301.301410267556	270.118899386119	230.430844559358	209.52493961374	263.736935317677	261.777715058784	291.66993822505	277.775916107306
FBgn0000928	0.0298859707733927	0.0581854197101594	0.123045859301855	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	31.0240365030314	24.3309091256616	20.0886391763232	63.8172390061837	55.2250563293634	55.7388205082467	47.3206198648682	34.0478026872327	32.1883661214488	71.4854529583602	64.0930755972243	45.3792338195104
FBgn0040384	0.00706089705446884	0.0264663478063784	0.0540932881006763	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	1568.65284568452	1451.74424449781	1317.8147299668	1345.87699575728	1146.73205201561	1412.05011954225	1580.0972198356	1494.61123591134	1424.59478447186	1249.48517072289	1227.05728788309	1365.50239947799
FBgn0024980	0.000502287745388034	0.00620811657082214	0.0144350833147329	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	895.819054025031	702.555001003478	728.547980794654	516.252888676889	466.164446074332	604.551822435599	837.369229782667	855.560170089438	629.230640954773	469.186212374589	455.153725255651	611.932092414609
FBgn0024998	0.00681211476621045	0.0259817348113389	0.0540932881006763	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	413.976987087325	477.494091591109	530.340074254932	433.385727579307	496.213373782957	597.405819806337	437.201379186282	485.399443438497	516.052192334195	399.714434147451	505.313523549131	648.372992299974
FBgn0000092	0.00285265496369994	0.0158560253700553	0.0323397917430724	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	32.9630387844708	32.4412121675488	45.5342487996659	63.8172390061837	90.1467831258726	48.5928178789843	39.0909468448911	31.428740942061	31.1500317304343	67.4581034959174	70.595271672305	51.5673111585345
FBgn0011276	0.00922362663945169	0.0304777442878341	0.0654028834678567	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	26.1765307994327	20.275757604718	21.4278817880781	40.9573324965059	33.2974604338809	34.3008126204595	20.5741825499427	24.4445762882696	19.7283534292751	49.3350309149246	39.0131764504843	33.6906432902425
FBgn0040396	0.000613374555725295	0.00692266286157969	0.0144350833147329	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	403.312474539408	357.867121723272	377.666416514876	261.936428756724	302.11354344887	307.992713321209	400.167850596385	403.335508756449	332.267005124633	253.723016133898	246.154565699485	293.589891529256
FBgn0029657	0.047573238384559	0.0759580209103077	0.18530280973514	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	25.207029658713	15.2068182035385	0	26.6698909279574	5.68493226919918	5.71680210340992	22.631600804937	20.0794733796501	14.5366814742027	19.1299099466034	19.5065882252422	2.06269244634138
FBgn0028746	0.0219426937748297	0.0489717859791849	0.10040290993306	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	507.049096596419	470.397576429457	519.626133360893	448.625665252426	437.739784728337	407.322149867957	507.153599856087	536.907657760208	475.55715108463	446.028952965543	442.149333105489	402.225027036569
FBgn0015286	0.0125142116187579	0.0360611298922494	0.0781266073311167	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	1859.50318790044	1915.04530576561	2587.41672591043	2176.45359894223	1773.69886799014	1609.99439237282	1875.33673942728	1943.34381491744	2245.91728776431	1840.49870433637	1784.38838003287	1632.96485335359
FBgn0028665	0.00471689805082705	0.0211703485384818	0.0512133618160862	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	4829.08518192498	5414.64106833994	4663.24277413049	4922.49986841727	5037.66212369178	4902.87240393693	4701.2007126619	5188.36131718523	4520.90793847703	4999.95435762277	5295.57426057646	4964.9007183437
FBgn0029687	0.00146147821911655	0.0112257655775698	0.0221609252091788	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	5758.8367758752	5292.98652271163	6973.43627940765	5383.50798302911	5792.94598231396	7094.55141033171	5209.38302164549	4703.83489432846	6816.66527701004	5017.07059283815	5610.46632764108	6345.52952909487
FBgn0029689	0.000824472154695659	0.00821865818874401	0.0190065039084936	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	641.809755156462	650.851819111447	459.360215831923	767.711860283344	622.906150067967	423.043355652334	643.971913813206	603.257221971226	386.260393457385	832.654501360054	647.432952047324	453.104774046323
FBgn0019661	4.22897117850927e-07	0.000180105807561167	0.000253400106669816	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	15943.446259136	15176.4045671314	17301.6753012613	28759.6673813837	30469.612696545	30256.175132297	15380.2301652097	13882.7732905737	18773.0857895417	29023.0939010942	30252.8605670434	29537.0682674598
FBgn0029706	0.0448497128922562	0.0734859119559891	0.165256070313035	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	1526.96429663358	1956.61060885529	1574.94931142374	1411.5992269726	1338.39548280575	1131.92681647516	1605.81494802303	1922.39132095606	1505.58486697099	1566.63894089026	1403.54546706385	1199.7994396219
FBgn0026080	0.0168262032892766	0.0423718045318648	0.10040290993306	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	464.391046404751	561.638485650688	644.175696254097	491.487989958071	599.354287809856	606.695623224378	518.469400258556	594.527016153987	612.617290698541	566.849436838828	581.482106142933	694.439790268265
FBgn0029693	0.0248625437311264	0.0525976325694016	0.12266578323536	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	747.485379494912	698.499849482535	713.81631206535	692.464668022321	764.217323616632	756.047078175962	741.699280925434	680.956053744654	671.802350986367	677.601547056006	809.058968770759	724.005048665824
FBgn0029712	0.030616750200746	0.0589276185873193	0.123346975885087	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	94.0416106498138	60.827272814154	58.9266749172147	120.967005280378	102.328780845585	59.3118218228779	103.899621877211	84.6829964272198	48.8017163776804	108.738435485956	117.968414505036	55.6926960512173
FBgn0029713	0.0485416222697445	0.0768628484866002	0.18530280973514	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	269.521317120085	222.019545771662	158.030628187076	269.556397593283	242.015688031622	210.092477300315	253.062445364295	270.636380334414	182.746852818548	233.586268821684	270.305579692642	218.645399312186
FBgn0029711	0.0451509989285942	0.0737592323819915	0.165256070313035	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	842.496491285446	1012.77409235566	1076.75105985092	966.783546138454	1071.20366615339	1077.61719649277	898.063068304998	955.084516405964	1101.67278886636	996.7689919546	1077.50677815623	1175.73469441459
FBgn0003210	0.0222447726097588	0.0493148297841082	0.10040290993306	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	1310.76554225308	1236.8212138878	1201.30062274413	1254.43736971857	1179.21737926817	1091.90920175129	1264.28351769398	1127.06957100558	1124.51614546868	1229.34842341067	1227.98617303667	1104.22802294142
FBgn0011760	0.00785147713387543	0.0279485080746622	0.0575070879756627	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	12942.8402286084	14061.2378988719	17770.4102153755	14153.1396178042	16325.5012107774	19520.7353823561	11981.3752079591	12911.101383115	17591.4612525673	13667.8172381653	16365.0986358246	18603.4231735529
FBgn0028325	0.0380573833955402	0.0668593809974265	0.165256070313035	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	6925.14664816103	7716.95334435567	8322.05358944482	5723.54909236056	6208.75817114681	6716.52787124373	7870.65353448057	8844.57151344499	7625.52776761032	6221.24808210856	6433.45857371559	7141.04124923386
FBgn0029737	0.0293156507186583	0.0575950543095833	0.12266578323536	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	1155.64535973792	1211.4765168819	735.244193853428	1084.89306310512	964.814219401232	796.064692899831	1368.18313957119	1256.27661710071	891.929241881436	1188.06809142063	992.049344026602	865.643263314599
FBgn0024332	0.00621962021627811	0.0247561454544276	0.0540932881006763	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	88.2246038054955	86.1719698200514	61.6051601407244	121.919501384948	129.941309010267	104.331638387231	87.4402758372564	81.1909141003242	84.1050856721726	113.77262231401	117.039529351453	114.135648697556
FBgn0026751	0.00208802527829589	0.0134989130644334	0.030000988889417	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	417.854991650204	460.259697627098	527.661589031422	616.264979656729	577.426691914373	507.36618667763	453.660725226236	478.415278784706	480.748823039703	546.712689526614	558.259977303359	497.108879568273
FBgn0029763	0.0072829869260377	0.02688506394899	0.0540932881006763	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	1115.89581296841	1244.93151692968	1147.73091827393	919.158740909959	1032.22127345031	899.681731024136	1137.75229501183	1195.16517638004	1104.7877920394	984.686943567271	976.258296415692	878.706982141428
FBgn0029766	0.0059468476837424	0.0241552488253142	0.0540932881006763	pvalue	0.733328578055296	1153	0.451417091146333	0.0124684044848975	5341.95128536571	8908.15410363285	9373.3590396724	19099.4518888357	12619.7375044409	5788.26212970254	5083.88050809084	7448.61160326845	9172.64601022189	18152.2708645954	10676.6059552825	5412.50497919978
