baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	logFC	logCPM	PValue	FDR
FBgn0029831	2291.54888572599	-0.458386376742277	0.146694014028343	-3.12477901554804	0.0017793868036	0.0111101478519431	-0.45701142793836	6.6478075485607	0.00208939457844314	0.0134040330022293
FBgn0029834	2237.33557314267	-0.393177264076889	0.0722314378084289	-5.44329832004269	5.23029444962729e-08	1.30798329604518e-06	-0.392612946909262	6.61126990667548	8.4130862558616e-08	2.22598177233819e-06
FBgn0029835	315.654907789491	-0.617459751490506	0.0667101924604361	-9.25585324696378	2.1252609861485e-20	2.39479408533298e-18	-0.615826781780717	3.79436786265107	1.07793478716947e-19	1.2746246162357e-17
FBgn0029840	1075.83166114971	-0.40101597981892	0.0612905669322722	-6.54286621727703	6.03508152656133e-11	2.61556610232599e-09	-0.400121791119411	5.55670802552514	2.24923100737157e-10	9.83704775735384e-09
FBgn0029837	796.07490805497	0.471783717212932	0.0956667966542224	4.93153041298273	8.15878618220422e-07	1.48847341053623e-05	0.473008432303579	5.12264761488927	8.95865025006143e-07	1.8064410967387e-05
FBgn0029851	145.981179063553	1.8180961634114	0.131604515720519	13.814846348224	2.07396286704528e-43	6.40787623889023e-41	1.8176853142219	2.68310100261499	8.7185720078079e-42	2.69375750615433e-39
FBgn0028982	2911.90494114433	-0.199956310410804	0.0377200954055238	-5.30105526672454	1.15135225313601e-07	2.65087785589824e-06	-0.19899167740272	6.9912770460517	2.59637831368343e-06	4.5545991737106e-05
FBgn0029866	786.674334077286	-0.295005882257011	0.0906664492733588	-3.25374915000333	0.00113892802550987	0.007559703831139	-0.293768771277523	5.10614201174652	0.00122079871735286	0.00854704881521922
FBgn0014026	31914.1665414798	0.221711339994046	0.0603410315271353	3.67430477045032	0.000238497920604581	0.00209379751012894	0.222978250172688	10.4446965773498	0.00059674534654729	0.00483555577769031
FBgn0029868	2757.54924647829	0.219902142295358	0.0486765082325765	4.51762359873196	6.25375245912768e-06	9.03445566418174e-05	0.220854454525521	6.91271249523074	2.22722874682458e-05	0.000292224615576519
FBgn0031289	32.8564636505004	1.6472301771911	0.24367279832319	6.76000845611963	1.37983686693714e-11	6.64124498066528e-10	1.6432559489243	0.588151454851207	1.38390188141091e-11	7.40503475986242e-10
FBgn0002936	3234.5932315386	-0.664060411656326	0.164364500305106	-4.04016932137806	5.3412625819155e-05	0.000572884804138708	-0.663140686312254	7.14344923123604	6.47500258686797e-05	0.000736550769323295
FBgn0026438	12647.9034366073	-0.25944142842586	0.0564574622490923	-4.59534343363143	4.32037091581553e-06	6.52689473685822e-05	-0.258480071975488	9.10944482721816	2.28481483968168e-05	0.00029814654679116
FBgn0002593	36654.6989665011	0.322510109014586	0.0663998580007548	4.85709034213477	1.19123252373061e-06	2.07825594030816e-05	0.323653713106791	10.6441858734401	3.69149677010107e-06	6.1118606781332e-05
FBgn0031266	1180.84769626619	-0.113538012940951	0.0375591014788956	-3.02291611008714	0.00250351633563252	0.0146211460138343	-0.112689227946866	5.69073837207157	0.00683951139507251	0.0342440356204938
FBgn0031268	620.214147055474	0.230568359015327	0.0494586387404777	4.66184199337104	3.13391762228771e-06	4.92884449692474e-05	0.231399590433525	4.76385287190977	1.02795880262611e-05	0.00015147368325466
FBgn0023489	1094.7327684741	-0.263606016337734	0.0801855886695651	-3.28744878863485	0.00101099575213881	0.00683367488636945	-0.261898453562165	5.58215081510923	0.00127411708834174	0.00886237724919189
FBgn0031260	1606.01040457618	0.295753414306009	0.0755576509018112	3.91427487191663	9.06762941980517e-05	0.00090847023622274	0.297215495642999	6.13346962325179	9.57683582678437e-05	0.00103448937569891
FBgn0031250	2071.82710729775	0.255088300881419	0.0746356690482194	3.41778005254586	0.0006313410467166	0.00468395394690286	0.256048274762855	6.50004825498855	0.000627026311900798	0.00502621445488953
FBgn0003444	481.692573358414	0.16718545272834	0.0617233669655176	2.70862496567532	0.0067562663097157	0.0322429091751156	0.168273638021152	4.39966314016928	0.00726423101925566	0.0358643323208406
FBgn0025686	67.505105056821	-0.510060532204096	0.147451627795076	-3.45917193205194	0.00054183890926979	0.00413854312040355	-0.50809566138635	1.59730419352108	0.000798769369387069	0.00610096732056567
FBgn0031239	688.076236466514	-0.266534562206045	0.0731978645197136	-3.64128877194583	0.000271276647419787	0.00233449032253973	-0.265537674362836	4.91261312917416	0.000326879831302109	0.00293701221783452
FBgn0036970	472.935301991649	1.55149870608082	0.566794863174677	2.73731963164013	0.00619420768604405	0.0301617291392628	1.55229277125162	4.36654645147344	0.00606130802217824	0.0314099691337953
FBgn0036975	3472.73154848174	-0.506572082713724	0.150716669330096	-3.36108862387505	0.000776359105273682	0.00548779890059877	-0.5052515761808	7.24426001160002	0.00083526610740378	0.00631925653768832
FBgn0019947	1206.17743578823	-0.105131112442211	0.0371065033220887	-2.83322606632214	0.0046080784519064	0.0239350192040995	-0.104558177867277	5.7212348687888	0.0103151122531829	0.0468681903040729
FBgn0036997	1136.65919991007	0.498993673514178	0.112070981063346	4.45247885562927	8.4884601367268e-06	0.000117659147886497	0.500530094525843	5.63574784069428	8.27981317158112e-06	0.000126079571633393
FBgn0052425	4317.66226102117	0.207396288510697	0.0802282903839093	2.58507675432521	0.00973573217076803	0.0428927519464656	0.20872616804892	7.55894257698759	0.00976366434579329	0.0450681335441003
FBgn0037010	2594.1931518308	0.299556828362048	0.117669722360111	2.54574262906221	0.010904555359209	0.046689240603712	0.300539642768022	6.82481677442293	0.0110985875135658	0.0496507572185583
FBgn0052428	970.398351253115	0.165185589955605	0.0589312143687293	2.80302368999302	0.00506259505131269	0.0256922454562622	0.166393019422435	5.40783063684039	0.00621456876495593	0.0319158925634037
FBgn0036995	731.542614392622	0.519557274107544	0.164054234519821	3.16698484271536	0.00154028346442595	0.00981559216385349	0.521102935050498	5.00055467997579	0.00150640626717301	0.0101967203017548
FBgn0037014	36.7666111723304	0.404293691732927	0.140151115491052	2.88469835089353	0.00391788864345759	0.0209289110022514	0.403928471492213	0.752090072657778	0.00323222665816594	0.0190161344790623
FBgn0037030	32.2242863543528	-0.45744243746083	0.180227336693145	-2.53814124901414	0.0111442995493137	0.0475033827696159	-0.454363884387223	0.586126450281677	0.0104248165768041	0.0472769380552226
FBgn0052432	3125.62336481757	-0.300815120835139	0.0554711811082746	-5.42290816285264	5.86371225551076e-08	1.44749061812583e-06	-0.299720736269583	7.09307329224796	1.66463500325691e-07	4.11986409849992e-06
FBgn0037022	603.3896517423	0.13083958730633	0.0389594617220096	3.35835202857575	0.00078408688317897	0.00552611049822529	0.132671634134616	4.72406244902043	0.00175738356960436	0.0116084274687383
FBgn0037057	1432.37827135803	0.402309200748737	0.113989864050717	3.52934187700881	0.00041659457463397	0.00331407212279415	0.403652550889166	5.96852328334374	0.000392630021692384	0.00337577230499969
FBgn0053054	335.713324271046	0.282045427178466	0.10980969058717	2.56849305075284	0.0102141760100234	0.0442876314277972	0.282978972869054	3.88064723755356	0.00988326822348643	0.0454231972382692
FBgn0024150	627.148004983214	-0.181648215546111	0.0690128513884916	-2.63209260147165	0.0084860729768551	0.038557688317039	-0.180612261404752	4.7794179021165	0.00922736139919556	0.0431120329178025
FBgn0020294	571.150916878653	-0.309256750150866	0.0500968900726833	-6.17317262014029	6.69330639460559e-10	2.39210778535569e-08	-0.308067760310214	4.645466090283	5.07440112016972e-09	1.77381802660531e-07
FBgn0037073	920.508467203974	0.157040529744831	0.0433582295108546	3.6219313269126	0.000292411755363512	0.00247632165594316	0.157998826575213	5.33191440149994	0.000776976533453775	0.00598588743747439
FBgn0037087	269.602211665995	0.186726159062846	0.0660420208780883	2.82738408940479	0.00469300015836472	0.0242315663163435	0.187700486321214	3.56744746159119	0.00643959662006208	0.0327237567998348
FBgn0037102	504.837928720156	0.207722651910116	0.068096220818846	3.0504284879878	0.00228515092003852	0.013552430657665	0.208967773592043	4.4679880916346	0.00270534023626284	0.0166207497004012
FBgn0037098	3802.13614584517	-0.426158174042172	0.100629098624075	-4.23493979245697	2.28612949621393e-05	0.000276821091210329	-0.425294840641729	7.37598648032094	2.87423084834785e-05	0.000360332239076907
FBgn0027945	2551.5806687216	0.374025140371867	0.117409163702731	3.18565543417771	0.00144426497598967	0.0092591498929244	0.374972184060334	6.80026278433371	0.00134782572241969	0.00931419536027112
FBgn0037126	1084.30824957568	0.289485899356914	0.0894579841281732	3.23599846540411	0.00121218035846558	0.00798591177384976	0.290420771791247	5.56732503336484	0.00119286170220146	0.00838163358339266
FBgn0037116	2193.74853934263	-0.15534185429411	0.0372267408073646	-4.17285668648647	3.00804163204481e-05	0.000351353935996649	-0.153841209313436	6.58313894100064	0.000303958898346896	0.00275432197574888
FBgn0037142	1356.57369714054	-0.146100139576795	0.0427588380204557	-3.41684073610469	0.000633523296367852	0.0046856263572288	-0.144939585943803	5.89036408645412	0.00183143697555523	0.0119982923063392
FBgn0000045	718.73270030086	-0.690643330730468	0.11393559536387	-6.06169940592138	1.34690764137233e-09	4.57470971243411e-08	-0.688625169025768	4.97685543461831	1.39343422020057e-09	5.44747467799228e-08
FBgn0037166	541.55925198104	1.06049234125412	0.0940329847409286	11.2778759940025	1.68771675010151e-29	3.29896959846372e-27	1.06084302853885	4.56811931731704	4.43313238797289e-29	9.23055261130529e-27
FBgn0037167	423.237661883642	0.801113275469256	0.276150902290154	2.9009982180957	0.00371975993587734	0.0200720341779342	0.803523061850997	4.21436553983362	0.00290709165446421	0.0175451316108747
FBgn0037163	1350.15918384676	-0.808439544175537	0.158736319994816	-5.09297143969281	3.52494815036501e-07	7.26063513638625e-06	-0.807284789820388	5.88446258447096	4.80042495856849e-07	1.05455207002681e-05
FBgn0028500	1829.39633110211	-0.229505129385002	0.0584689450576949	-3.92524833753261	8.66403082529299e-05	0.00087535957009131	-0.228526271202721	6.32140733843958	0.000147437777117726	0.00149593117503557
FBgn0052451	6952.61746828396	-0.233597312853903	0.0515261392772626	-4.53356909969354	5.79952815474039e-06	8.46766473568651e-05	-0.232499233564067	8.24605045653719	2.32111341308387e-05	0.00030165026147242
FBgn0037184	334.862056271512	0.205651600637155	0.0772229611999934	2.66308876843708	0.00774269858076287	0.0358195946300434	0.206726867650117	3.87932064212702	0.00899421514097964	0.042208031661099
FBgn0037171	25.9671326924768	-1.07846999515939	0.265712341527465	-4.0587877437673	4.93281244082525e-05	0.00053820937894075	-1.07273253176382	0.28424838844154	5.6151419302491e-05	0.000656676793747568
FBgn0037206	451.996242796512	0.243309600069262	0.0833930245831408	2.917625320409	0.00352707884332549	0.0192220927844424	0.244612345108402	4.3092521856298	0.00369748644453909	0.0211809361039446
FBgn0037207	578.700128536825	0.323269694076208	0.0641836341333724	5.03663743010344	4.73780982265201e-07	9.27990643790613e-06	0.324405714665861	4.66307437748567	6.63648874429952e-07	1.39701734489892e-05
FBgn0037410	394.996434496109	-1.13255435237464	0.162054889972144	-6.98870828624377	2.77428576923058e-12	1.44413636400492e-10	-1.13032571272298	4.12085944618128	5.06938108321004e-12	2.80662034768704e-10
FBgn0046876	238.312431444604	0.454604050721	0.128597189738916	3.5351009741656	0.000407619363976868	0.00326436310047696	0.455718788047351	3.38781816639945	0.000425276868562164	0.00360469190007824
FBgn0037396	295.165571452635	0.992304676271638	0.164132371059467	6.04575849277237	1.48708714238395e-09	4.99765636833457e-08	0.993311064764827	3.69754609786393	1.91668815056339e-09	7.25614193916844e-08
FBgn0037374	1268.17731170501	0.223065701998839	0.0348047114463292	6.40906626514686	1.4641355169677e-10	5.84312082563195e-09	0.224602020961493	5.79299920903801	1.25287523683448e-08	4.06780983674597e-07
FBgn0010403	108.117338885897	4.05491149889142	0.44438829346876	9.12470368478885	7.1932766869898e-20	7.82922773954413e-18	4.04876578368369	2.24868163004249	4.64963450079519e-17	4.63897908839753e-15
FBgn0011281	123.291889021548	3.90949832546723	0.449653963415016	8.69445983701669	3.48483639178192e-18	3.44100649077188e-16	3.90509233377249	2.44258194536414	1.12436892528623e-15	9.79018687853777e-14
FBgn0029088	1242.59359514804	-0.204764089515963	0.0441908764247466	-4.63362816224428	3.59312138044238e-06	5.55976035248418e-05	-0.203731211060296	5.76429933307628	2.1264933908315e-05	0.000281708903145009
FBgn0037332	1177.84782009192	-0.210176133932735	0.0382644618797851	-5.49272415206157	3.95780730072207e-08	1.02629398242712e-06	-0.208563744131817	5.6868112177625	1.07279263450359e-06	2.11859955737637e-05
FBgn0010051	3752.06077301895	-0.199270383242591	0.0560151272804787	-3.55743872980606	0.000374488411192282	0.00303712955325967	-0.198430632760473	7.35645620775492	0.000627096082020566	0.00502621445488953
FBgn0037351	20811.2461567574	0.257918631211584	0.0638956771205137	4.0365583844604	5.42410319170102e-05	0.000580469948269412	0.259259334564427	9.82773421231762	0.000122289275017938	0.00127313769143675
FBgn0037371	458.608735158435	-0.123834502862869	0.0436489207756996	-2.83705761018061	0.00455313956456852	0.0237397772179844	-0.12264860035203	4.33015957518523	0.0082386982608197	0.0394354082669321
FBgn0037360	1649.62731660835	0.10832904110247	0.0319229216005379	3.39345635271193	0.000690165560883664	0.00501167986515825	0.10894879091358	6.17249967656249	0.00432374813691829	0.0240492797069706
FBgn0037344	3049.75157621597	-0.258049776884102	0.0739823209808933	-3.48799244823295	0.000486661824083567	0.00379271517581156	-0.257242956976563	7.05788402646746	0.00065261003706618	0.0051830007753067
FBgn0037339	1802.36729873158	-0.130630712987771	0.0368473722258286	-3.54518396012521	0.000392339163863622	0.00316848609737417	-0.129278728991965	6.30000047240803	0.00191178866587318	0.0124650182721125
FBgn0037336	4712.54626102009	-0.171664900368534	0.0506608484366004	-3.38851214825911	0.000702729159063708	0.00506696976568287	-0.170856272626035	7.68529971425766	0.00150914694547657	0.0102008535241882
FBgn0051547	4275.12704088535	-0.28937043684733	0.053059244159574	-5.45372331307731	4.93259324060079e-08	1.24327310680196e-06	-0.288346004211768	7.54533798129125	4.50529770970098e-07	9.96576015323695e-06
FBgn0037328	8328.26957601052	0.384279951975361	0.105273876450847	3.65028784852227	0.000261946589992406	0.00227051985425091	0.385767435805975	8.50680503623042	0.000300460079680299	0.00272777880869944
FBgn0037327	1641.08746013215	-0.310645480178834	0.0611458681296017	-5.08040019188877	3.76640579600006e-07	7.64293108349335e-06	-0.309833626055241	6.16513636698998	8.72776872866637e-07	1.76732703769908e-05
FBgn0003275	443.475432884572	0.196992568079598	0.0780491410101956	2.52395561988139	0.0116042577352312	0.0490059879135999	0.19796623046758	4.28073184276862	0.0107935928509221	0.0486498975652385
FBgn0037324	44.0704146048244	2.06139425474634	0.195687929983136	10.5340899406723	6.01623603795899e-26	9.44647684779856e-24	2.05697096502509	0.998176059121481	2.37208699493083e-25	4.1308816795359e-23
FBgn0037298	4708.97212298549	-0.403746298151571	0.0526391212888749	-7.67008050791496	1.71888427497217e-14	1.15939954828757e-12	-0.402603240741974	7.684610372321	5.98230182466127e-13	3.74499914226181e-11
FBgn0037265	748.469238263399	-0.337380663838967	0.0565706392622794	-5.96388282399927	2.46313404864414e-09	8.0794170951759e-08	-0.3359820419247	5.0344030440667	1.05986135578514e-08	3.5258306329511e-07
FBgn0027570	1735.72781545688	-0.263264453368986	0.102426063183541	-2.57028772937638	0.0101614078934296	0.0440987606720747	-0.261999980613632	6.24564581602782	0.0102000406238187	0.046416001060196
FBgn0037270	4250.03854560499	0.128136367696607	0.0439842640956809	2.91323204630335	0.00357708681933047	0.0194335437070603	0.129063420323875	7.53671434251653	0.0086289043733779	0.0408338172372596
FBgn0027930	2260.95000522829	0.256771742557951	0.0712325684977795	3.60469582907087	0.000312518729421764	0.00261881398985271	0.257805411728176	6.6263393948729	0.000352215798663736	0.00309781718971649
FBgn0037238	2039.28027281064	-0.503798158313542	0.0828351843336151	-6.08193441430053	1.18741142377723e-09	4.07635362614277e-08	-0.503079920937011	6.47744634340215	1.43700343675018e-09	5.56425410387056e-08
FBgn0037239	3423.80569732976	0.278047192488837	0.0638251349078747	4.3563902041127	1.32224971667941e-05	0.000172306228385787	0.279165090745969	7.2248761391475	2.19329592511607e-05	0.000288959950079254
FBgn0003882	1001.44430901058	0.188454485151697	0.0479453376526822	3.93061128314223	8.47301648907482e-05	0.000858447932867282	0.189799848227876	5.45337450645955	0.00021539849973163	0.00206308683042955
FBgn0037230	3531.41294777665	0.344232080769001	0.0923527483379821	3.72736152376559	0.00019349481069361	0.00175641359737259	0.345509947202521	7.26967797451172	0.000216314381361968	0.00206753289206766
FBgn0037213	2708.89789193539	-0.219023023222296	0.0423132825286333	-5.17622387424288	2.26421745624897e-07	4.81926106576725e-06	-0.217799714764736	6.88714941093079	2.36296056379474e-06	4.19896776994916e-05
