baseMean_INC1	log2FoldChange_INC1	lfcSE_INC1	stat_INC1	pvalue_INC1	padj_INC1	logFC_INC1	logCPM_INC1	PValue_INC1	FDR_INC1	baseMean_WAKED2	log2FoldChange_WAKED2	lfcSE_WAKED2	stat_WAKED2	pvalue_WAKED2	padj_WAKED2	logFC_WAKED2	logCPM_WAKED2	PValue_WAKED2	FDR_WAKED2
FBgn0031775	1021.63976486735	-2.29982856569942	0.171925210621181	-13.3769128878187	8.25034938947521e-41	2.32417195448216e-38	-2.29899289127346	5.48753251124327	3.2483441412218e-37	8.88932576703496e-35	1021.63976486735	-1.31844155272557	0.170458296702929	-7.73468688956406	1.03657901845137e-14	2.61272469440191e-12	-1.3217306514411	5.48753251124327	3.54658475662479e-14	9.18086183755465e-12
FBgn0001089	590.720829651926	0.280904830421612	0.0650533464519048	4.31806887335597	1.57400318282755e-05	0.000201817971688384	0.281813035616971	4.69343454666079	2.44853851004764e-05	0.000315216422704789	590.720829651926	-0.249461584975673	0.0656010202063926	-3.80270892420305	0.000143122478785364	0.00220745104960743	-0.253702664931006	4.69343454666079	0.00015859971906602	0.00252336895218329
FBgn0031821	551.519459681901	-0.679857873804554	0.0693124713745178	-9.80859375408879	1.03399418818906e-22	1.35665703211984e-20	-0.678519172017298	4.59579028913648	6.25767016146407e-22	8.32443955645873e-20	551.519459681901	-0.439546684794999	0.0684859821553652	-6.41805331487919	1.38027921296016e-10	9.1174581391258e-09	-0.443265522447797	4.59579028913648	2.58564596061813e-10	1.99720298474197e-08
FBgn0031800	460.368702101539	0.374912318502195	0.104505771877818	3.58747954075225	0.000333889922353448	0.00275689454853562	0.376046909319523	4.3345517276047	0.000347217372114675	0.00306511335494411	460.368702101539	-0.35021422203202	0.105168073618394	-3.3300431393541	0.000868325298581593	0.0103830458299806	-0.353260002349178	4.3345517276047	0.000825856493900475	0.0105326944055643
FBgn0028703	6638.4335226756	-0.19006227144972	0.0353602403042354	-5.37502770949651	7.65709056059393e-08	1.83992796509588e-06	-0.18876820014505	8.17967164419593	7.11398028525433e-06	0.000111154491308591	6638.4335226756	-0.141766309794282	0.0352935494169673	-4.01677678035206	5.89995604073776e-05	0.00101636293090263	-0.145166389869324	8.17967164419593	0.000528894358427629	0.00720590350642934
FBgn0015776	5954.90004799706	-0.236256888077185	0.052317092572244	-4.51586425126627	6.30590520574227e-06	9.0897536774941e-05	-0.235161258266266	8.02274557544668	2.15958136686505e-05	0.000285303039059772	5954.90004799706	-0.153778148493054	0.0522591079618473	-2.94260951804464	0.00325458645283551	0.0319362518409289	-0.157559045868336	8.02274557544668	0.00435824883520173	0.0426387204735058
FBgn0002938	67538.9765165644	-0.640645533914186	0.0788145510483557	-8.12851847016328	4.34568915274891e-16	3.68345227478133e-14	-0.639209078089836	11.5258720461901	5.9617819064857e-15	4.88050829917266e-13	67538.9765165644	-0.252516914920994	0.0788068613941095	-3.20425037178131	0.00135414661547084	0.0151518881810511	-0.25561500674538	11.5258720461901	0.00173647891637561	0.0194982357104872
FBgn0031914	4921.81282836027	-0.146351386705017	0.0535279874395518	-2.73410964442273	0.00625492120402941	0.0303801396005039	-0.145275219511182	7.74811486152624	0.0110977218478356	0.0496507572185583	4921.81282836027	-0.269040072810607	0.0535108329554874	-5.02776835924804	4.96220777954983e-07	1.32022294757023e-05	-0.271782194850644	7.74811486152624	1.93713764713507e-06	4.86979117697105e-05
FBgn0053296	429.253747672411	0.331358762052314	0.0812949897406841	4.07600472193043	4.58160887162154e-05	0.000503241396472375	0.332406125535131	4.23334339609359	5.07572598177387e-05	0.000603916813086088	429.253747672411	-0.466656430057066	0.0823929051272094	-5.66379385866511	1.48062266978636e-08	5.71830803677975e-07	-0.470020447809632	4.23334339609359	1.77876377309868e-08	7.70553419247147e-07
FBgn0032018	1181.62227168863	-0.283888506040915	0.06448912917793	-4.40211411845315	1.07201142116763e-05	0.000145024369942705	-0.282926858917463	5.69154658178776	1.57810353257897e-05	0.000220658038467757	1181.62227168863	-0.20329448977892	0.064249950240335	-3.16411902294822	0.00155553167160967	0.0170663028071907	-0.207163386168032	5.69154658178776	0.00155513310838452	0.0177533550799845
FBgn0029173	326.981369500648	-0.385583601082693	0.0785101891177648	-4.91125553785534	9.04950607381888e-07	1.62925130028265e-05	-0.384294748623464	3.84522667047262	1.11583301998429e-06	2.19005095602655e-05	326.981369500648	-0.832299321726576	0.0793358463378236	-10.4908356076839	9.5182848067818e-26	5.36271363996212e-23	-0.836057921817274	3.84522667047262	2.13532460706828e-25	1.20306700508823e-22
FBgn0032074	45.6537670997109	0.983358803094122	0.274069354143535	3.58799255818701	0.000333233798936615	0.00275425883466418	0.981142864000147	1.04858550066718	0.000368502580770495	0.00319702691903968	45.6537670997109	1.7681502493744	0.270611356921054	6.53390999362315	6.40744608440631e-11	4.68477241194227e-09	1.75393048036091	1.04858550066718	1.65041673235123e-10	1.37458186630087e-08
FBgn0032140	1746.51231295658	-0.840999237497419	0.107343469363875	-7.83465675630979	4.70125217222355e-15	3.41125706860281e-13	-0.840159809071267	6.25634760067669	1.39065802949309e-14	1.08290427694999e-12	1746.51231295658	-0.357191331321363	0.107011903882135	-3.3378653996735	0.000844246355309225	0.0101713101775494	-0.35989058452053	6.25634760067669	0.000893389785408151	0.0112442672334287
FBgn0032181	56.3500954531285	1.8582111473811	0.261512188435542	7.10563877920024	1.19767287353641e-12	6.51779021746121e-11	1.85631544314881	1.33613878002285	4.59353725699062e-12	2.58805293220331e-10	56.3500954531285	-0.927964439146235	0.274711702096063	-3.37795744435284	0.000730263808731476	0.0090601901036659	-0.926490661117126	1.33613878002285	0.000793915563325923	0.0101799062956902
FBgn0051755	85.4786700320017	-0.631609153078811	0.113491630186327	-5.56524875043081	2.61778711733238e-08	7.08281497452248e-07	-0.629434404421971	1.93492698880054	6.34030218088772e-08	1.75006957603869e-06	85.4786700320017	-0.525095971464844	0.111336520463682	-4.71629586839954	2.40177101734438e-06	5.58353466119525e-05	-0.527453777384645	1.93492698880054	4.11641054557614e-06	9.8321646397826e-05
FBgn0040965	124.633334564842	0.713917227848739	0.111091166558147	6.42640859725836	1.30653921458748e-10	5.28018253051431e-09	0.714777708464544	2.46427943582689	2.64865327466067e-10	1.1427387866982e-08	124.633334564842	1.1043043209701	0.109129835186747	10.1191788577374	4.54210165357654e-24	2.28969734936611e-21	1.10024666160999	2.46427943582689	4.85501150769279e-23	2.58340556781564e-20
FBgn0032230	711.046009709388	-0.316027683270332	0.064883247529535	-4.87071309318288	1.11196205158166e-06	1.96139457275307e-05	-0.314850523856903	4.96041262768605	1.95015375776818e-06	3.57142881298349e-05	711.046009709388	-0.24465446020237	0.0644958214829524	-3.79333815086047	0.00014863552474398	0.00227103286026338	-0.248829960260365	4.96041262768605	0.000153231073863999	0.00245016231297058
FBgn0032256	352.671946376059	0.178280422416142	0.0584852722683808	3.04829601541458	0.00230143100479368	0.0136321002868979	0.179892559377707	3.95195014041994	0.00251875417806617	0.0157163697182526	352.671946376059	-0.221392936756012	0.0591742081156845	-3.7413755723303	0.000183015782698761	0.00273041303222545	-0.224661619394355	3.95195014041994	0.000232489057777752	0.00350674046518946
FBgn0032208	7148.5622288613	-0.345561743716738	0.0550407527463404	-6.27828884007611	3.42319533917284e-10	1.27082809917044e-08	-0.344748166701916	8.28641079582736	2.97285957668323e-09	1.07856246308606e-07	7148.5622288613	-0.195615700574539	0.0549807959656173	-3.55789138987491	0.000373843820757194	0.00503611267962364	-0.199340383093321	8.28641079582736	0.000591025998710776	0.00794025900396682
FBgn0032266	303.957106692146	-0.972280107811564	0.212587312459713	-4.5735566086326	4.79514044761326e-06	7.16503201360995e-05	-0.970925594386248	3.74128300075214	7.66777925374286e-06	0.000118264073578662	303.957106692146	-1.27126948401201	0.212747807373774	-5.97547631491463	2.29418871589382e-09	1.05642978465534e-07	-1.27334156285297	3.74128300075214	5.28857905184373e-09	2.55828334134138e-07
FBgn0032262	577.691387573336	0.433338440977784	0.133065524253645	3.25657936876098	0.00112763399898875	0.00749512730209181	0.434466473041568	4.66015586089412	0.00104582698054577	0.00751457675894027	577.691387573336	0.43169511613428	0.132935938446653	3.24739209861989	0.00116467816368881	0.0132801041092993	0.42809748369866	4.66015586089412	0.00122269079262302	0.0146753538994277
FBgn0015400	3212.05506312537	-0.500265947991793	0.0911569797775131	-5.48796097910212	4.0659985223495e-08	1.04970711178069e-06	-0.499053488847039	7.13176254662871	5.25861163967713e-08	1.50349200850231e-06	3212.05506312537	1.10110712430431	0.0907570963452905	12.1324631201849	7.10788283372974e-34	6.80793017814635e-31	1.0975100006085	7.13176254662871	8.38996293810951e-33	8.92878500235699e-30
FBgn0032382	5571.04570217926	0.454247964803302	0.0954194994657935	4.76053602614153	1.93079463573576e-06	3.21620017757863e-05	0.455576294936943	7.92686063018826	2.27333086069474e-06	4.0698996231279e-05	5571.04570217926	0.351311481520007	0.0954093142943226	3.68215078494608	0.000231274547976701	0.00333606569355548	0.346960894317246	7.92686063018826	0.000312517431902615	0.00449443237652139
FBgn0014019	14591.7428048582	-0.766419958539552	0.0905600794743601	-8.46311048961199	2.60338847682538e-17	2.46883711198352e-15	-0.765090970588437	9.3161269937112	2.24997112403435e-16	2.1550223426001e-14	14591.7428048582	-0.752995683766694	0.0905475214333636	-8.3160275604103	9.0960677812656e-17	2.64006476390794e-14	-0.75674704711705	9.3161269937112	4.67468883485493e-16	1.39919280188252e-13
FBgn0032402	1426.1808854629	0.308634209247024	0.0588941501105531	5.24049007698848	1.60150700058067e-07	3.55074862304667e-06	0.309801950420671	5.96250354351595	3.5568074816656e-07	8.11121477604599e-06	1426.1808854629	-0.22483768200678	0.0591503662474368	-3.80112070762576	0.000144043105107077	0.00221269289985413	-0.228018194104472	5.96250354351595	0.000189557096070424	0.00295696720873374
FBgn0051860	38.1228531141524	1.18033513967359	0.310185390120621	3.80525704068331	0.000141657004761009	0.00132758394481501	1.17656009617208	0.797152198277369	0.000159016438811564	0.00159482665019597	38.1228531141524	1.78968831418345	0.307346635168108	5.82302881957552	5.77905850172633e-09	2.46008099242377e-07	1.77522190720649	0.797152198277369	1.21247302851809e-08	5.45214397518605e-07
FBgn0021796	1394.74479494592	-0.335294350229265	0.0510497892875723	-6.56798695760513	5.10000069227699e-11	2.24998474741512e-09	-0.334432935973601	5.93040151567246	4.09296284878213e-10	1.72697789275926e-08	1394.74479494592	-0.153360103739218	0.050707286563864	-3.02441944997524	0.00249110797492398	0.0254912737006644	-0.15689817819853	5.93040151567246	0.00322250259139852	0.0334104477693009
FBgn0027586	6000.85433592967	-0.289588304287045	0.109639241497964	-2.64128336105302	0.00825926092573726	0.0377419852799196	-0.288458487015188	8.0336615633066	0.00859307831856185	0.0407448040273195	6000.85433592967	-0.404844406415621	0.1096311474299	-3.69278636506552	0.00022181034997248	0.00320921379461694	-0.409476937500329	8.0336615633066	0.000194411972903774	0.00300820335455952
FBgn0032507	897.788574045698	-1.1751388629366	0.254269522307847	-4.62162689523537	3.80742325993353e-06	5.83479999738294e-05	-1.17283235325916	5.29562920581738	2.63264607341152e-06	4.59298435175511e-05	897.788574045698	-1.65614586390843	0.254382945488196	-6.51044377495532	7.49291111034057e-11	5.35575392648074e-09	-1.65799556474863	5.29562920581738	5.48255481174192e-11	5.87282145966878e-09
FBgn0032517	349.204437410685	-0.31365209372534	0.0641775954463546	-4.88725218736995	1.02253079701429e-06	1.81703153502837e-05	-0.312345925712695	3.93927792209991	2.41943349289361e-06	4.26094012932752e-05	349.204437410685	-0.273286205538973	0.0635379515550188	-4.30114913765089	1.69914649220231e-05	0.000336944619095522	-0.276257606067918	3.93927792209991	2.81457020196737e-05	0.000551287390479417
FBgn0012037	1203.4260772201	0.728409163060286	0.0948072766975948	7.68305122172933	1.55343439770986e-14	1.06277104723321e-12	0.729532183895108	5.71702116653576	1.1202730872255e-14	8.94164635787153e-13	1203.4260772201	0.374149502965022	0.0948816150822077	3.9433298288699	8.03580174437268e-05	0.0013408869182509	0.369408315033258	5.71702116653576	8.76454520820313e-05	0.00151802556969565
FBgn0028519	144.19560117953	1.04063581722093	0.38686049337274	2.68995111945503	0.00714624856450023	0.0337010185872886	1.0403368612919	2.668540164313	0.00617268024784628	0.0318201998998233	144.19560117953	-2.28529415482395	0.400601824116765	-5.70465239358932	1.16580751934704e-08	4.66870371724007e-07	-2.27761475063027	2.668540164313	1.52638105936757e-08	6.72875354182697e-07
FBgn0041713	1989.30027920174	-0.378541284626157	0.0862723423731255	-4.38774784842373	1.14530445263746e-05	0.000153856535409827	-0.377516168316464	6.44291357879166	1.48740655668776e-05	0.000209505588234637	1989.30027920174	-0.312119187299606	0.0861583597195915	-3.62262220770475	0.00029163160476832	0.00407178937386439	-0.315991165092783	6.44291357879166	0.000289460148193497	0.00420705508254524
FBgn0000317	939.890013534825	-0.342376258397195	0.0599995169473158	-5.7063169141483	1.154469602346e-08	3.30074920933432e-07	-0.341135692035229	5.36180520456939	3.92978014204464e-08	1.16171093211431e-06	939.890013534825	-0.236581573784205	0.0596554499349634	-3.96579983961444	7.31502308743601e-05	0.001242256934955	-0.239671592023128	5.36180520456939	9.84284431017667e-05	0.00166269422932755
FBgn0001987	1268.38189996127	0.336929232464845	0.0690545318336884	4.87917626139743	1.06529828732327e-06	1.88603086801891e-05	0.33775115984197	5.79361725209059	1.46716246385858e-06	2.79929921889192e-05	1268.38189996127	-0.274125369476823	0.0693708696662346	-3.95159194047484	7.76330352835576e-05	0.00130680002099458	-0.277394150110967	5.79361725209059	8.48720285224304e-05	0.00147800779852334
FBgn0028523	684.990725115636	0.278452471846033	0.0644063830231217	4.32336763494496	1.53665348590192e-05	0.000197557947489511	0.279277883560599	4.90707915403783	3.15699752035576e-05	0.000391680340025485	684.990725115636	-0.317502987305501	0.0650109171567686	-4.88384107149062	1.04038942645374e-06	2.60859945721832e-05	-0.320858316224981	4.90707915403783	2.009121362112e-06	4.9982764691711e-05
FBgn0040260	693.831511841489	0.313308015106222	0.0594876395244381	5.26677504118335	1.38841170582092e-07	3.12164491041145e-06	0.314181894412389	4.9250754353738	3.37116269896004e-07	7.72464027048786e-06	693.831511841489	-0.250064586790851	0.0600641167235359	-4.1632941668293	3.13688807964611e-05	0.000585462494192296	-0.253453652833503	4.9250754353738	4.41255917878324e-05	0.000825458824499725
FBgn0032637	98.2521691352738	0.99208226329959	0.368304948767305	2.69364358697876	0.00706756959317117	0.0333707826485633	0.991505343592371	2.12698818707363	0.00835780951879651	0.0398660854437415	98.2521691352738	2.52888275653908	0.366031265614083	6.90892553207557	4.88338203577596e-12	5.35783031282932e-10	2.51492236179936	2.12698818707363	1.06403426158236e-10	9.70601919755797e-09
FBgn0003187	69.2182078378897	1.05954308547683	0.381534893636298	2.7770542174495	0.00548540280338433	0.0272956140268043	1.05733234601054	1.63481557507951	0.00650171915456744	0.0328967068475684	69.2182078378897	2.71974712040309	0.378049683803398	7.19415261253722	6.28498666569369e-13	1.03788969455197e-10	2.7026425206012	1.63481557507951	1.93044588052308e-11	2.56802925606251e-09
FBgn0032753	478.980322884251	-1.01486215811711	0.125716491688547	-8.07262551226259	6.88023856002956e-16	5.58465465491213e-14	-1.01346467270107	4.39321133219012	1.07756191978174e-15	9.49119590929644e-14	478.980322884251	-0.532523788819948	0.124839974001601	-4.26565123133652	1.9931994420924e-05	0.000387238625889675	-0.53676907914799	4.39321133219012	1.84188235742777e-05	0.000376152435382584
FBgn0032774	19893.8396913841	-0.217851809322506	0.0474608164387481	-4.59014036565639	4.42948033656329e-06	6.64658766528605e-05	-0.216938158562937	9.76331985845966	4.03059065773865e-05	0.000488053063461704	19893.8396913841	-0.145543466272203	0.0474401531833248	-3.06793837089383	0.00215541064942256	0.0225870056894631	-0.149073167583817	9.76331985845966	0.00476937196289507	0.0458185001610922
FBgn0053116	929.61838864567	-0.376998925668828	0.0756583744061919	-4.98291073034176	6.26348515517273e-07	1.17400510403609e-05	-0.375854160176593	5.3466908100338	1.15337758679539e-06	2.25450010741352e-05	929.61838864567	-0.236621253872225	0.0753350106021628	-3.14092016422219	0.00168417935630003	0.0183075381067008	-0.240385220193422	5.3466908100338	0.00177579716387078	0.0198698425648999
FBgn0041180	7164.75280028469	-0.793967014924071	0.07939790141647	-9.99984887206822	1.52629810068108e-23	2.05899763497513e-21	-0.793070228117059	8.29017371721324	2.00237559284033e-22	2.8204049159154e-20	7164.75280028469	-0.336918628627807	0.079302681414131	-4.24851496342684	2.15192275318459e-05	0.000415546696169395	-0.340775902361743	8.29017371721324	2.56369169179501e-05	0.000506289464412632
FBgn0032810	1513.46529509899	-0.977440665941526	0.0708099892983722	-13.8037115331692	2.42061843227455e-43	7.24521354510176e-41	-0.976413701871221	6.04916162585747	5.59337648725668e-41	1.62343515136195e-38	1513.46529509899	-0.367449795800792	0.0701670809845457	-5.23678326994567	1.63399377968945e-07	4.85239986826221e-06	-0.371042810539967	6.04916162585747	2.51868821189468e-07	7.83439245396814e-06
FBgn0032850	62.2313391609494	0.893070148715133	0.154947189564471	5.76370666176905	8.22863838338819e-09	2.41760424650589e-07	0.892458628661453	1.48608505029232	9.46381455696818e-09	3.21545922992225e-07	62.2313391609494	0.965592758374853	0.15366421179425	6.28378427937235	3.30429134946279e-10	1.97894517185598e-08	0.9583548042007	1.48608505029232	4.80655402263599e-10	3.31202693732428e-08
FBgn0032867	54.6433181771552	1.38338286234546	0.447889085327298	3.08867286045729	0.0020105269286164	0.0122811396188061	1.37920397649035	1.3077938202331	0.00264357070595054	0.0163566668098154	54.6433181771552	3.00594803372778	0.444356113706563	6.76472752597886	1.33560314367849e-11	1.18448212131042e-09	2.98742987896314	1.3077938202331	4.56947232560583e-10	3.1946281704126e-08
FBgn0032879	1715.94966275142	-1.01661361413855	0.123775839417143	-8.21334453416564	2.15111182771083e-16	1.89021551246003e-14	-1.01532205480157	6.22950674072296	4.1579422408225e-16	3.90438929241156e-14	1715.94966275142	-0.528084363886405	0.123504678354838	-4.27582477782082	1.90430960894155e-05	0.0003729954485571	-0.53249676128685	6.22950674072296	1.70020993016812e-05	0.000350206681960221
FBgn0051627	73.0792453763776	0.522683419334375	0.190578791718636	2.74261062640194	0.00609529145542186	0.0297860722245054	0.522843266733201	1.70907607700907	0.00603098260330296	0.0313348555168099	73.0792453763776	1.03397386344028	0.188010675241732	5.49954869376894	3.80764548702061e-08	1.31585535783714e-06	1.02663043159648	1.70907607700907	6.25730554846898e-08	2.2494616340444e-06
FBgn0037490	100.957162066305	0.363002244655094	0.104930904906925	3.45944071460244	0.000541298424461296	0.00413854312040355	0.364368142122811	2.16825314552797	0.000619142121784449	0.00499170306603658	100.957162066305	0.44701192051587	0.103574530693389	4.31584789738663	1.58991432471852e-05	0.000318581577450919	0.442244712565885	2.16825314552797	2.68283787448661e-05	0.000527643145006832
FBgn0001112	860.349364429438	0.501311696990015	0.0944004599674827	5.31047938921799	1.0933724964676e-07	2.53567113103309e-06	0.502395123329547	5.23378903236361	8.72034590077213e-08	2.30092212224781e-06	860.349364429438	0.372123282656378	0.0943585681472264	3.94371481003992	8.02290610520449e-05	0.0013408869182509	0.366311075494387	5.23378903236361	9.21340571850073e-05	0.00158430879662118
FBgn0026563	277.805928068963	1.01336436607859	0.372688954047367	2.71906198204576	0.00654673391245303	0.0315257000570514	1.01460194583232	3.60813425350249	0.00545292924456434	0.0289283430156588	277.805928068963	2.22318495814207	0.372044890899607	5.97558255071423	2.2926940475054e-09	1.05642978465534e-07	2.21216421928283	3.60813425350249	4.10906258882749e-09	2.06055505108847e-07
