x	BH.Q	ADJ.P	PER	LAG	AMP	WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44
FBgn0040255	0.00426371082621083	5.78703703703704e-06	24	0	48.3197958473485	113.376416756464	70.58993934579	23.6509709638993	14.5670244248846	27.2955716293303	83.88126856351	118.988677239737	57.5283441418542	23.0055532134224	23.3587427132099	31.1544474408298	100.440290411356
FBgn0030747	0.00426371082621083	5.78703703703704e-06	28	6	25.1835108648728	163.123211863891	196.384831256877	186.67373510792	153.514026631476	150.125643961316	119.020718907683	150.718991170334	167.538686448207	187.181546600119	167.758243122144	160.964645110954	131.611415021776
FBgn0030317	0.0114848361865407	2.63798701298701e-05	24	16	5171.58089510804	12573.2132378495	9689.82667404325	13429.5281198227	20026.2969631952	24780.7396298813	14316.4921886099	11368.5181911337	8646.40919760114	13437.3344905672	18811.2202113609	22164.6585515148	14546.5248181963
FBgn0267012	0.0114848361865407	2.63798701298701e-05	24	8	284.496343470216	74.0417415552415	366.524685064679	683.344125349806	300.304811220698	70.9684862362587	44.2076955942823	77.0593338314488	571.246364636657	993.421616034149	340.825291406381	51.0586777502488	55.415332640748
FBgn0035204	0.0114848361865407	2.63798701298701e-05	24	4	247.530113783869	1078.2328613982	1204.55396499034	908.02834950685	653.275018439056	609.601099721709	785.536744790708	988.172633838579	1195.98399663328	895.125161394981	689.082910039693	641.262376490413	763.115309906967
FBgn0267013	0.0114848361865407	2.63798701298701e-05	24	8	234.537720634355	50.9036973192286	316.749727833673	527.92345901561	243.157253861535	48.2221765451501	45.3412262505459	67.9935298512784	446.096984398238	787.417344077594	230.402144034843	43.2700658900414	33.4800968037852
FBgn0024980	0.0114848361865407	2.63798701298701e-05	24	2	169.315617235378	978.739271183349	777.394332026072	639.420893559707	487.435048063446	544.091727811317	680.118393758189	1002.90456530636	732.729435912038	590.824434799257	497.965924204339	490.682547193069	727.326240909817
FBgn0262057	0.0114848361865407	2.63798701298701e-05	24	0	118.603164723349	2845.9794410296	2470.64787710265	2373.54387173418	2185.05366373269	2400.19059860577	2489.23332115497	2632.48283074199	2376.8289553345	2304.73814919923	2329.50370512648	2462.93215046115	2513.31623247726
FBgn0031769	0.0114848361865407	2.63798701298701e-05	24	12	43.0969610788837	445.40735154325	477.839589417655	519.476683671361	634.225832652668	516.796156181986	510.088795318642	465.755679481257	516.745828081216	527.036309980222	543.62164859834	519.240790680496	446.78611941603
FBgn0036263	0.0114848361865407	2.63798701298701e-05	24	18	36.7432337709871	284.59794410296	258.82977760123	265.228745809443	287.978867476565	344.834054917206	333.258012941513	285.572825375369	241.215337717599	248.87825749066	289.860761850287	354.814540298339	296.702926847338
FBgn0035534	0.0114848361865407	2.63798701298701e-05	24	20	31.1034853324688	223.282126877525	193.669833589732	187.518412642345	210.661583990639	233.832063624596	278.848541440857	198.314462066229	192.770416334985	169.404528207929	219.784533710657	245.773974255435	248.214510786684
