logFC	logCPM	PValue	FDR
FBgn0033235	0.370694586961503	5.60053482260929	1.86160868268825e-07	5.9041350870159e-06
FBgn0004240	1.4017600857654	6.9980798789832	1.90270024932279e-07	6.01454224026853e-06
FBgn0033592	1.31570117296179	1.01382811579579	1.91681778627155e-07	6.03923709108845e-06
FBgn0019952	-0.496949845660549	5.40408468230656	1.9397181423718e-07	6.08147160494898e-06
FBgn0002069	0.499194696546283	6.50881984005415	1.94292160275046e-07	6.08147160494898e-06
FBgn0030012	0.394924179318219	2.68691479282301	1.9585222167464e-07	6.11033413420099e-06
FBgn0051146	-0.413126724070373	3.35926147959961	1.97002403472911e-07	6.12626305345307e-06
FBgn0020278	0.262491231441735	5.87834898136284	1.98120773665336e-07	6.1411028160731e-06
FBgn0039704	-0.943868767847664	1.08601455986849	2.00488946550938e-07	6.19446170988671e-06
FBgn0263987	-0.425582981178236	7.06454596299052	2.01764287407274e-07	6.21382104433078e-06
FBgn0041160	0.446108569151028	4.25686859702558	2.03221839026259e-07	6.23864991728688e-06
FBgn0086673	-1.30656938246794	0.62698938867355	2.05040422605388e-07	6.27436794796935e-06
FBgn0051431	-0.388725837384923	2.89988815912898	2.09838042560106e-07	6.40072857210412e-06
FBgn0039629	0.520232914440257	5.03498009477631	2.35002974603264e-07	7.14558251031765e-06
FBgn0260744	-0.224230069926287	7.06957174244326	2.43972861602536e-07	7.39484831781357e-06
FBgn0016794	0.316354882453172	5.56263972872546	2.49796056075708e-07	7.54746569430011e-06
FBgn0030676	0.554242255420422	2.03999141604721	2.62502759621851e-07	7.90645104294997e-06
FBgn0260763	0.904648122514428	1.92046564916777	2.68423232879338e-07	8.05942860350565e-06
FBgn0010039	0.781896701829485	3.70544677322385	2.91162910023381e-07	8.71486985063733e-06
FBgn0086348	-0.967676893933531	5.45040717628863	2.93921199987291e-07	8.77002259650552e-06
FBgn0051673	0.413925197879008	5.03190219723572	3.00616280806819e-07	8.94193396760158e-06
FBgn0033257	-0.623537475002239	2.33139846327709	3.07812605091007e-07	9.12764437015996e-06
FBgn0034497	-0.392593954076076	6.69371673333733	3.19838037137152e-07	9.45496518425817e-06
FBgn0060296	0.2789525297112	5.84257818260744	3.21582427399293e-07	9.47728150655516e-06
FBgn0051133	0.375292714832878	2.79103811549549	3.2364262840768e-07	9.50873955487351e-06
FBgn0037292	-0.754170885763698	2.58486173317976	3.25389669717157e-07	9.53083258884077e-06
FBgn0261632	0.615676577437409	1.042550846318	3.34257240213641e-07	9.76071904501908e-06
FBgn0002031	0.353382106463224	6.32330766188811	3.39381645034464e-07	9.88023524662642e-06
FBgn0038250	0.405585564204509	5.29086844405853	3.46401892216615e-07	1.00411792245893e-05
FBgn0033943	0.866035472627218	0.790469964928381	3.47006715738051e-07	1.00411792245893e-05
FBgn0040582	0.950068776784867	6.68631082647741	3.4857948288308e-07	1.00563080935366e-05
FBgn0262532	0.751279260111991	1.60781380942038	3.52366555437054e-07	1.0134200961341e-05
FBgn0015032	-0.694531589041994	1.98646326789305	3.53939817160616e-07	1.0134200961341e-05
FBgn0262509	-0.355905393666145	6.35440930423619	3.54453677390817e-07	1.0134200961341e-05
FBgn0043791	-2.58126741914855	5.75558640460182	3.55856820575616e-07	1.01440375817656e-05
FBgn0010278	0.384113381734611	5.050863446732	3.68812080144048e-07	1.04567886157645e-05
FBgn0010803	0.37357986523807	5.27353566141912	3.69011751109667e-07	1.04567886157645e-05
FBgn0023511	-0.304111760742935	5.99468245198654	3.73112846446091e-07	1.05415898065169e-05
FBgn0040237	0.389501916577624	5.54334935422423	3.74205526646036e-07	1.05415898065169e-05
FBgn0031232	-0.45197361692546	2.26809983449074	3.79453483703351e-07	1.06580805481252e-05
FBgn0034255	0.688033175922904	0.649293524913064	3.83610014219338e-07	1.07433237315579e-05
FBgn0003748	-0.250800994893942	9.11706890209853	3.85757618693196e-07	1.07719722211179e-05
FBgn0085256	0.858615104793735	7.22334860541879	3.86930889372715e-07	1.07733257511973e-05
FBgn0030679	0.254161504531426	6.55305429703972	3.89795002675583e-07	1.08216131467442e-05
FBgn0053087	-0.28176133073423	6.73629883765951	3.92175655210598e-07	1.0856238224298e-05
FBgn0030156	-0.578279858010633	3.27751734170222	3.97597645940514e-07	1.09746116795915e-05
FBgn0014033	-0.635380156363575	5.89124976733288	4.0810437669262e-07	1.12322520688561e-05
FBgn0262035	0.558351116521652	4.82298961610296	4.18624315664308e-07	1.14887784969419e-05
FBgn0034915	0.33170907955579	4.99291345735086	4.30448306790353e-07	1.17795253783943e-05
FBgn0036995	0.831040399441986	5.00055467997579	4.37394807828874e-07	1.19355198557976e-05
FBgn0034629	-0.739251566703073	4.22562232375226	4.40732575071371e-07	1.19924335341863e-05
FBgn0052373	0.365429196670299	3.11719334571206	4.52822682280481e-07	1.22865032602902e-05
FBgn0025574	-0.333179050953768	6.82056385152954	4.59038354592382e-07	1.24199699443103e-05
FBgn0015039	0.848181160022707	6.99003696572852	4.68172724903321e-07	1.26314319975324e-05
FBgn0032817	-0.363555887564267	6.48027876867564	4.72662545528159e-07	1.27167468007548e-05
FBgn0030057	0.31609111081712	3.88546347107049	4.79085329546043e-07	1.28534433792493e-05
FBgn0040736	0.862787080418763	8.73361829568269	4.82621547321707e-07	1.29121485481768e-05
FBgn0027602	-0.4382195688683	3.71641023224814	4.88290114954492e-07	1.30274170502343e-05
FBgn0265630	-0.250958453806641	6.7196416668521	5.12969656290668e-07	1.36478426887556e-05
FBgn0085354	0.389540642765655	5.46526804199434	5.22825713159776e-07	1.38343837518319e-05
FBgn0039622	0.487659563527716	1.83016769076725	5.22869797260715e-07	1.38343837518319e-05
FBgn0000042	0.377592651720164	10.0145353837744	5.48087019836211e-07	1.44616459393698e-05
FBgn0031114	0.482617864945069	4.59201270639819	5.75248309188545e-07	1.5136616223648e-05
FBgn0030398	-0.880790548156979	2.46805217637615	5.92226814061905e-07	1.5540680616671e-05
FBgn0052726	-0.476076438214363	6.4085494933764	6.32183030726614e-07	1.65438499133866e-05
FBgn0033669	0.257759238557065	6.15216745150992	6.56722612999202e-07	1.71392075948402e-05
FBgn0263402	0.659878844816984	2.85877506071159	6.67875518123311e-07	1.73829122624594e-05
FBgn0035344	-0.45909552966736	5.80592771855735	7.14549325353961e-07	1.8547299290624e-05
FBgn0053329	0.382207900168693	5.12869492162198	7.17907439491887e-07	1.85841012309548e-05
FBgn0026593	-0.657610089300715	6.09280422920479	7.26702027468591e-07	1.87610566552403e-05
FBgn0259680	-0.43249548264081	5.40162050291073	7.32768018526369e-07	1.88668066705526e-05
FBgn0039226	0.245989353943998	5.38336984251548	7.55714608455643e-07	1.94054544766438e-05
FBgn0000964	-0.681166052024787	5.30440899269526	7.83807509909495e-07	2.00730169249015e-05
FBgn0002563	-1.52407601078142	5.72375116554666	7.96467250709272e-07	2.03428355394491e-05
FBgn0035498	0.213107302064979	6.98847368342629	8.02074772297844e-07	2.0431574917736e-05
FBgn0262838	0.791170662065572	3.54725460716336	8.26762858138188e-07	2.10046012075532e-05
FBgn0001142	0.410188213655555	8.46430598983308	8.53571791466844e-07	2.1628334970025e-05
FBgn0037391	0.325051592928159	6.62936921255137	8.97831679338755e-07	2.26897937327351e-05
FBgn0027329	0.294630618393445	6.12775770176763	9.08957563925567e-07	2.29105145981028e-05
FBgn0267429	-0.395285576269383	6.87748016799643	9.55435325012748e-07	2.40187914513703e-05
FBgn0026751	0.302608207353627	4.19383654535888	9.94182998109927e-07	2.49274470049657e-05
FBgn0050098	1.48627809831559	2.45273723689166	1.04609426096981e-06	2.61065191046883e-05
FBgn0050121	0.98504779918419	0.348048058402999	1.04665935855088e-06	2.61065191046883e-05
FBgn0028855	1.0581628232145	3.00556684870437	1.05175938858102e-06	2.61655881138415e-05
FBgn0034709	0.42127989557642	5.87158059046047	1.08452654338336e-06	2.69108684780462e-05
FBgn0000566	0.310159654958266	5.88897634806519	1.10004918145408e-06	2.72255066149023e-05
FBgn0016070	-0.27346187620623	6.10917859348895	1.16399054108044e-06	2.87337665012073e-05
FBgn0039628	0.302547235868322	5.89271805004976	1.20835831941851e-06	2.97523290061452e-05
FBgn0031602	0.466430205076708	6.16645464428662	1.22120654121355e-06	2.99915801326753e-05
FBgn0024365	0.236236120557296	5.76264300443076	1.26020048545446e-06	3.08700773649176e-05
FBgn0042712	0.252603595944497	5.07375527401076	1.27622090589654e-06	3.11827648894824e-05
FBgn0020306	-0.291312882757192	7.50434914894859	1.29577370432756e-06	3.15799504835862e-05
FBgn0020389	-0.392528864476572	5.76649337420784	1.38888513364753e-06	3.37633040864874e-05
FBgn0000928	0.951409370263312	0.349473878834934	1.3938832811009e-06	3.3799022952872e-05
FBgn0029823	0.714712496944792	7.80518147554412	1.45601393579194e-06	3.52164178712504e-05
FBgn0029810	0.291082318588055	9.51064365267185	1.47129911479865e-06	3.54964809106837e-05
FBgn0016797	-0.313244208423446	6.8218526704908	1.51338872996342e-06	3.64201941095216e-05
FBgn0036341	0.184086628525872	5.27988518784019	1.53939207432567e-06	3.69531260348152e-05
FBgn0051523	-0.444549737739252	8.65398413764921	1.74724947539846e-06	4.17864601628831e-05
FBgn0001256	0.517302091683962	2.29636013625856	1.7494644524239e-06	4.17864601628831e-05
FBgn0036821	-0.243451997460085	8.25886754020446	1.76305255973618e-06	4.20062622317242e-05
FBgn0001125	0.578318969984041	8.18799298062342	1.8010348718542e-06	4.27279912985125e-05
FBgn0051028	0.450200346484313	2.61375368774033	1.80226649452903e-06	4.27279912985125e-05
FBgn0037555	0.276014547054957	5.04477425648238	1.8368415484788e-06	4.34401687687158e-05
FBgn0000277	1.33520502107164	3.40972588002894	1.88535900825076e-06	4.44777551256792e-05
FBgn0003248	-0.508400544454934	8.42387708077988	1.94036321394556e-06	4.56628964697066e-05
FBgn0030981	1.49126052577126	0.328573428296448	2.06860459288557e-06	4.85615068398481e-05
FBgn0015245	0.289878298751994	8.44356521019459	2.0822390693705e-06	4.87620679863829e-05
FBgn0028990	0.314932020744143	6.67907172622632	2.22687225563334e-06	5.20219084498931e-05
FBgn0003060	1.4095255662682	1.64928394019712	2.25808894301252e-06	5.26228123994498e-05
FBgn0020388	0.198437141915385	6.02361146163219	2.37238479210547e-06	5.51521882009373e-05
FBgn0044048	-0.854980278155176	3.57332236464967	2.51551508182928e-06	5.83224761095465e-05
FBgn0034860	-0.374157076242551	8.67338895410025	2.52093392246317e-06	5.83224761095465e-05
FBgn0265068	0.704516924446283	2.81523230697457	2.55202886286528e-06	5.88995962615028e-05
FBgn0001128	-0.46672291401565	9.2709995769525	2.57083693049167e-06	5.91910483659836e-05
FBgn0029763	-0.242186334846512	5.71026942446845	2.60790297232584e-06	5.98591518029019e-05
FBgn0035410	-0.391039027100231	4.20062043355049	2.61235387905753e-06	5.98591518029019e-05
FBgn0053229	-0.39098344424788	5.20555652573244	2.66523766201051e-06	6.09251702308752e-05
FBgn0026196	-0.405469095762208	5.0406607445095	2.68134552050967e-06	6.11474461796229e-05
FBgn0063923	0.421839215571971	5.42212379606065	2.82731498701206e-06	6.4323094882664e-05
FBgn0032281	0.766874797047771	2.32399762406541	2.8541227553838e-06	6.47791178935215e-05
FBgn0037750	0.486973001067641	2.66077865843725	2.886737439452e-06	6.52188070670347e-05
FBgn0026084	0.557575839890169	7.13977959466219	2.88711361415982e-06	6.52188070670347e-05
FBgn0052580	1.07604786713051	1.62802792672476	2.89709665180047e-06	6.52903334845763e-05
FBgn0086254	0.598678887050082	7.61243540318175	2.91566112678029e-06	6.55544654279381e-05
FBgn0034053	-0.69530265172744	4.31417697912856	2.94712012543838e-06	6.60388023504842e-05
FBgn0038610	0.246808463671902	5.58847731214469	2.95099262956852e-06	6.60388023504842e-05
FBgn0038455	0.753477761152796	2.98021866371669	3.00260927013144e-06	6.6922118983523e-05
FBgn0011603	-0.292229433774076	6.10639031698498	3.00443841751043e-06	6.6922118983523e-05
FBgn0013995	-0.327520174570161	7.72700267583227	3.01943043756563e-06	6.71000109768064e-05
FBgn0010038	1.21655693490054	2.70155139014626	3.03009252227721e-06	6.71810791165999e-05
FBgn0263132	-0.601668435319142	3.32382492175974	3.0383558370255e-06	6.7185402385462e-05
FBgn0033374	0.726317380928452	3.2253767829788	3.04431662510863e-06	6.7185402385462e-05
FBgn0039182	-0.267553773141833	4.74114433803721	3.14671048038361e-06	6.92855011060096e-05
FBgn0039151	-0.596173514363037	7.13369022887085	3.21791153798768e-06	7.06907264010229e-05
FBgn0264776	0.74525097658667	5.21481533546415	3.30419749447079e-06	7.24201455424285e-05
FBgn0000052	0.531438063214583	6.96650348522238	3.45438186510937e-06	7.55389714703596e-05
FBgn0039488	0.346231992306345	2.80430765883723	3.4995378724112e-06	7.63521041957962e-05
FBgn0264339	-0.225731564305442	5.61554999895237	3.51169488882831e-06	7.64432128299944e-05
FBgn0034253	-0.437281339735925	3.13882531906786	3.65540145557889e-06	7.9391009391235e-05
FBgn0032587	0.393802986844181	5.48311230199201	3.72823073695338e-06	8.06188845397056e-05
FBgn0032538	-0.823227788896279	0.738672491021214	3.72877070903003e-06	8.06188845397056e-05
FBgn0263776	-0.222721434493038	6.52504941809799	3.83188016132073e-06	8.2661595011554e-05
FBgn0001083	-0.667289103764455	3.62143797131876	3.85010806417619e-06	8.28681686262461e-05
FBgn0031824	0.714204654362173	4.48941700927386	3.89531827823606e-06	8.35757220641833e-05
FBgn0033830	2.46143630457112	3.98396070724013	3.90043305102213e-06	8.35757220641833e-05
FBgn0261269	0.409171203678212	2.22355632711969	3.9525522125366e-06	8.44747906199839e-05
FBgn0031814	-0.371055575713676	7.33394527615093	3.96003142497106e-06	8.44747906199839e-05
FBgn0030955	0.938006694495526	2.42572035529849	3.97187673525445e-06	8.45391897117047e-05
FBgn0036862	-0.483647193327959	6.93026734976625	4.00565209262191e-06	8.50690371244625e-05
FBgn0031869	-0.293205933519643	4.83076291619567	4.15489200015697e-06	8.80432645519987e-05
FBgn0034201	-0.834507411781411	2.07412904538768	4.20142893180816e-06	8.88328616089592e-05
FBgn0032772	0.36144152678268	4.42243576272829	4.25835586637821e-06	8.98381772867192e-05
FBgn0015351	0.585314075449248	3.1076820989363	4.28190498379966e-06	9.01364526040288e-05
FBgn0031857	-0.453701091981884	6.92501762881551	4.34453259628312e-06	9.12542394894731e-05
FBgn0017561	-0.359393875208598	5.79454494488295	4.37727043221442e-06	9.17406919031723e-05
FBgn0052451	-0.251907722246394	8.24605045653719	4.39936337721324e-06	9.20024070457388e-05
FBgn0038984	-0.366084382001039	9.16466718994512	4.43444254970321e-06	9.25339667561163e-05
FBgn0265575	0.271396347370255	6.0977679833432	4.94525259288138e-06	0.000102968759423082
FBgn0033115	0.664366656163355	0.847465975497405	5.02194660400919e-06	0.000104338838553579
FBgn0052668	0.69141159484238	0.470302243863855	5.18765621702308e-06	0.00010754842261179
FBgn0266464	0.217001992755221	5.78644402154196	5.24522846235864e-06	0.000108507123569052
FBgn0022764	-0.244916525928245	7.94878957298815	5.30275053639158e-06	0.000109460656546462
FBgn0263766	0.862996201861661	1.53557706522838	5.39932831119751e-06	0.000111214551751935
FBgn0262141	1.19487265863315	1.1323794622421	5.48290072534948e-06	0.000112693611904286
FBgn0041588	0.326719693991931	4.62054715455806	5.63884344973238e-06	0.0001156506264701
FBgn0021979	-0.248844775993183	8.232074974273	5.89219478803004e-06	0.00012058855059776
FBgn0032382	0.436194289238276	7.92686063018826	5.92174963070256e-06	0.000120935006317418
FBgn0085421	-0.235653297961172	7.6155202638735	5.93520835431644e-06	0.00012095196939924
FBgn0029766	0.9338924612312	7.8913155066257	6.03781851301378e-06	0.000122781795578866
FBgn0031461	-0.446722720476679	6.49678372191876	6.0764027329478e-06	0.000123304630034267
FBgn0030617	-0.435848380825187	3.09959978257487	6.22488253292759e-06	0.000126050581184737
FBgn0039665	0.454668885059371	3.59364770553493	6.76840642395012e-06	0.000136767503646823
FBgn0035186	-0.476544453875439	5.28287134411183	6.84052247741498e-06	0.000137933735344591
FBgn0020621	-0.259551896655476	8.56452312006215	6.97473714289915e-06	0.000140179838242434
FBgn0004360	0.715172887885676	1.51461651596609	6.98118425993328e-06	0.000140179838242434
FBgn0030189	0.442048768768445	3.96659483289779	7.08957007395915e-06	0.000142058372737198
FBgn0000565	-0.686154028108273	8.08243865836585	7.48251950464089e-06	0.000149619147840189
FBgn0038832	-0.376396590530946	4.78747856465197	7.57960193984715e-06	0.0001512446403747
FBgn0030607	-0.550287379627014	5.20259254411311	7.70267360447793e-06	0.00015338088936318
FBgn0003062	-0.352595072907258	4.61328658807704	7.81517990348906e-06	0.000155298325966013
FBgn0037796	0.387939911711002	6.4080784679155	8.02377740227319e-06	0.000159113333248391
FBgn0037906	0.642881266404505	4.31005898915675	8.12034506186591e-06	0.000160695588848247
FBgn0259918	-0.848281590362623	4.37306119813744	8.14426396171903e-06	0.00016083661902133
FBgn0037801	0.916579186850102	5.09131580442275	8.24351828054448e-06	0.000162461765619455
FBgn0005613	0.547592583732887	2.70704905296508	8.26305898951159e-06	0.000162512482549368
FBgn0011638	0.2245965042444	6.09730328372153	8.35249213560038e-06	0.00016393477392373
FBgn0035089	0.394488263655371	4.7950108796903	8.43555038638698e-06	0.000165226383641747
FBgn0052649	0.217500985550133	4.87501190707448	8.73269869262394e-06	0.000170552586014726
FBgn0267339	0.897496505860448	2.12735672816583	8.74309038768327e-06	0.000170552586014726
FBgn0053639	-0.299241599711426	4.50040685750663	8.84470249808728e-06	0.000172184066111138
FBgn0011726	0.268655966868806	7.31610636789685	9.24586710245296e-06	0.000179593045463724
FBgn0043575	1.80610300777828	2.78602468115209	9.26496068651837e-06	0.000179593045463724
FBgn0033304	0.462827486066354	5.31302044539539	9.28153659475289e-06	0.000179593045463724
FBgn0266405	1.30326222622837	4.05365954247438	9.76458754810235e-06	0.000188558910354283
FBgn0052354	0.334172289651955	4.02847496107402	1.00657866513227e-05	0.000193974010264522
FBgn0260386	-0.247962511905608	3.16783659260081	1.00855144196839e-05	0.000193974010264522
FBgn0031490	0.519067052275516	2.44355778796122	1.02851757162162e-05	0.000197417661342523
FBgn0038439	-0.629569438077496	1.75511608113648	1.03885334384992e-05	0.000199002746547891
FBgn0042177	-0.214095582403211	4.28026290213225	1.06344709253158e-05	0.0002033073104245
FBgn0031080	0.682674936966586	2.04834503843698	1.06575023610725e-05	0.000203341748235761
FBgn0001149	0.458380372500824	8.54412649149507	1.08817866274612e-05	0.000207208255105017
FBgn0000299	-0.451868042593861	7.88404443004323	1.10241040315322e-05	0.000209501723043681
FBgn0039483	-0.434855725868035	5.15162151816179	1.12788091359647e-05	0.000213917690899545
FBgn0025678	0.370429940848424	6.02264926739491	1.14831379984495e-05	0.000217362639820454
FBgn0029914	-0.186542714045416	4.60360597559105	1.15884292641703e-05	0.000218923028584267
FBgn0005592	-0.42972639671745	3.61552417592321	1.17844132633167e-05	0.00022218722487411
FBgn0020385	0.571192418086863	7.98432115015577	1.19601454028184e-05	0.000224980390038189
FBgn0028940	0.405447693793183	7.12117751059575	1.19795363248566e-05	0.000224980390038189
FBgn0050151	0.427646817261438	5.86861815585577	1.21957318199693e-05	0.000228592405815394
FBgn0063497	0.415499100572277	5.3209813462646	1.23157612194495e-05	0.00023039132999978
FBgn0033377	0.52012547258318	5.64118558961405	1.23445428008948e-05	0.000230479592489221
FBgn0085290	0.595796048150374	1.15154788960767	1.26160630664616e-05	0.000235090762744298
FBgn0263594	0.198363998813326	8.41320214358797	1.33579155784308e-05	0.000248431292058661
FBgn0039801	0.513004912251447	6.53524208240322	1.36439898338089e-05	0.000253259950829888
FBgn0033544	-0.325678393798422	8.50240451821019	1.38639272495055e-05	0.000256844671558537
FBgn0000276	1.29877766280461	4.06572138890727	1.38925648964158e-05	0.000256878352466932
FBgn0023172	-0.244982243624776	7.9305102653945	1.48816518914581e-05	0.000274636727969915
FBgn0031713	0.205448390815196	5.8746517395982	1.51893669401215e-05	0.000279369087380278
FBgn0040775	-0.606725948330026	7.89074123968043	1.51964183049828e-05	0.000279369087380278
FBgn0005427	-0.204864881287802	7.075695740251	1.52515437319096e-05	0.000279845375218832
FBgn0031858	-0.280635361759079	6.8073289910874	1.53777366017161e-05	0.00028162134067158
FBgn0034010	-0.751231788651235	5.45792406122159	1.54772788359372e-05	0.000282903390630929
FBgn0039102	0.483691446818347	6.8495188737913	1.56727626639507e-05	0.00028593089675299
FBgn0014135	0.714098183805465	3.98828332478697	1.57500625857577e-05	0.000286318575572486
FBgn0000047	-0.767563609403788	1.59311731460345	1.57537992615056e-05	0.000286318575572486
FBgn0266421	0.471886385925874	2.47274571151807	1.60048975163871e-05	0.000290331265931735
FBgn0028426	0.278695933865249	4.01589105674286	1.61300682436205e-05	0.000292048759238936
FBgn0037633	0.375663735408394	3.68743520950514	1.63564341956775e-05	0.000295588540992828
FBgn0010041	1.28231075579652	0.772290118677445	1.66891257401922e-05	0.000301032855630058
FBgn0031110	-0.509949376570837	3.47646510566376	1.68520978477882e-05	0.000303401115011495
FBgn0034354	0.596022790379423	2.98061894736008	1.70569274896059e-05	0.000306512666970816
FBgn0023129	0.643273649977901	8.49516934227882	1.71378886376976e-05	0.000307070156911427
FBgn0032805	0.835165348958589	2.05067058525022	1.71520707817513e-05	0.000307070156911427
FBgn0263598	0.177180541298017	8.0065689388403	1.72424864324156e-05	0.000308112938525515
FBgn0011769	0.474964883164732	3.430222954122	1.73218053881702e-05	0.00030895391435362
FBgn0264874	-0.505856915069824	3.12136887399548	1.73976803506096e-05	0.000309281636233359
FBgn0085201	-0.747764331996706	3.25759207347381	1.74047611119003e-05	0.000309281636233359
FBgn0263120	-0.306550329665103	9.27688537874712	1.75014204073038e-05	0.000310423341965104
FBgn0036547	-0.464107092124556	5.92555038791316	1.80354359378493e-05	0.000319303891705583
FBgn0030600	-0.319345121801417	7.37457224600738	1.8332545896243e-05	0.000323965174528073
FBgn0030159	0.407887603182709	6.37177733236066	1.87999389701446e-05	0.00033154525582086
FBgn0260755	0.559955526364491	3.68967305280579	1.88307182257828e-05	0.00033154525582086
FBgn0037850	0.507857017599252	2.03321094754905	1.92571060264701e-05	0.000338430388112901
FBgn0033458	-0.80436133602677	2.62770946249898	1.93685106759641e-05	0.000339764826473231
FBgn0003514	0.213021417228226	7.05489151906044	1.94224440039728e-05	0.00034008805972587
FBgn0027095	0.295018584805116	5.51901710123983	1.96723652733846e-05	0.000343835610562915
FBgn0032415	-0.904373118604148	1.82695374919645	1.9728227468025e-05	0.000344183902893885
FBgn0010051	-0.246903714532194	7.35645620775492	2.01874550681499e-05	0.00035155535389589
FBgn0051019	0.817342320989945	0.82757278589329	2.0474040877993e-05	0.000355899026369178
FBgn0039630	0.468664470454889	1.63564600758032	2.05512997633645e-05	0.000356594835386785
FBgn0263986	-0.509989221842927	2.63258985154181	2.06099228774449e-05	0.000356965355009344
FBgn0039321	-0.306004113214168	7.4763589598294	2.06958214379117e-05	0.000357806096989745
FBgn0032752	0.222722428223136	5.73121588974331	2.09319616240395e-05	0.000361236627810902
FBgn0040349	1.00665346662452	4.78718240311646	2.10045535349006e-05	0.000361837434815248
FBgn0051675	-0.583893773120692	3.86802658538804	2.17015579710543e-05	0.000373173289491487
FBgn0035251	0.267881495361277	6.36048606572048	2.20507671697351e-05	0.000378498652243231
FBgn0030828	-0.498808079076047	6.44059351842837	2.21366164357674e-05	0.000379292508446835
FBgn0264821	-0.400475395467543	4.34874894451373	2.25897802293301e-05	0.000386365919708077
FBgn0050069	0.337143374656723	7.33760864679554	2.2676512071665e-05	0.000387157990414273
FBgn0037238	-0.350642250529175	6.47744634340215	2.2934354424096e-05	0.000390863428245537
FBgn0037718	0.300195712764894	6.39601091207796	2.30695148169357e-05	0.000392468584221332
FBgn0028582	-0.37187618178494	8.65391311225355	2.31745242710262e-05	0.000393556016787037
FBgn0046876	-0.556552254083948	3.38781816639945	2.3829470484269e-05	0.000403962244775802
FBgn0002938	-0.344974024134148	11.5258720461901	2.39327873048688e-05	0.000404996884816313
FBgn0062928	-0.637516260789861	1.42869431522397	2.42102459116818e-05	0.000408969550867881
FBgn0037533	0.180176631146147	8.17261263105874	2.46986945088648e-05	0.000416486084517443
FBgn0039648	-1.41820421790847	1.64422498753188	2.48103980335878e-05	0.000417634432980147
FBgn0036875	-0.401933829336118	4.24704485971613	2.48604044261299e-05	0.000417742023848196
FBgn0028425	0.430593098384362	5.79697624633156	2.49298173188253e-05	0.000418174764062536
FBgn0020294	-0.220445761162811	4.645466090283	2.59539346433857e-05	0.000434278496243697
FBgn0264748	0.88560913771065	3.63658814613975	2.59805364739652e-05	0.000434278496243697
FBgn0001941	0.236031338150874	6.18119245146011	2.60319850361929e-05	0.000434380405360027
FBgn0028978	0.331276155699724	4.53248795431915	2.60784044088588e-05	0.000434398186831391
FBgn0040235	-0.237903697791	4.67564606611886	2.62083771712586e-05	0.000435805271781796
FBgn0023458	-0.378149918834987	8.02783915292029	2.69190250473982e-05	0.000446846485102218
FBgn0029710	0.239897726291937	3.69723103791695	2.79070817271094e-05	0.000462446416578294
FBgn0000120	-0.382073231583895	12.6663675704086	2.90927491005474e-05	0.000480925016768435
FBgn0031914	-0.238720962475495	7.74811486152624	2.91226257805066e-05	0.000480925016768435
FBgn0283510	-0.23420263075948	6.82104199133582	2.92059374614823e-05	0.000481470686757449
FBgn0284243	0.279605683542817	8.7097441657145	2.94167993483228e-05	0.000484113581027896
FBgn0038088	0.461348485242113	6.14755856621787	3.06360180720589e-05	0.000503313518171836
FBgn0260970	-0.302989746203416	6.97410738076441	3.10442309939834e-05	0.000509146651473241
FBgn0036237	0.273531761663415	5.3720717676797	3.11473371958745e-05	0.000509964437029208
FBgn0000250	0.247625389162782	7.53897901819751	3.16295045692949e-05	0.000516975076390284
FBgn0033127	0.262297761586159	6.15508119890162	3.22186022357302e-05	0.000525706596616394
FBgn0261954	-0.297699522156865	7.27296310486902	3.23565972654425e-05	0.000527060354776205
FBgn0034513	0.893987562589603	0.0492649640160788	3.27915504976369e-05	0.000533238490095699
FBgn0040475	0.260514752936614	5.44804572598462	3.29517355870456e-05	0.00053493512449614
FBgn0037852	0.293268079253715	4.63369125183821	3.31393668494294e-05	0.000537070821800059
FBgn0039806	0.665806069893425	1.0094674799364	3.32518561506609e-05	0.000537983578059172
FBgn0045038	-0.348272140109035	6.65811723090035	3.37238464839054e-05	0.000544699834102607
FBgn0030707	-0.288713965037014	3.45597391730776	3.38014786667072e-05	0.000545034617289093
FBgn0037410	0.667025034032722	4.12085944618128	3.4366830586261e-05	0.000553219333370098
FBgn0259937	-0.315375022232553	5.34806873988757	3.48112648692298e-05	0.000559433380734032
FBgn0038959	-0.661715615562116	3.64776953392465	3.50726560573995e-05	0.000562689949276001
FBgn0032388	0.173528805830493	6.39877814836683	3.6011041592867e-05	0.000576778856816857
FBgn0032015	0.19904440741567	5.65139571492782	3.61824603059098e-05	0.000578129812903892
FBgn0262515	0.204396072456722	8.11342308544347	3.62161085552657e-05	0.000578129812903892
FBgn0034069	0.465464437260502	3.35187494854886	3.63095532647541e-05	0.000578657073493869
FBgn0029664	0.369154276158759	4.84929552746538	3.64213741897921e-05	0.000579474953471476
FBgn0036839	-0.431108241592695	1.4112253793961	3.65151377859012e-05	0.000579532493202919
FBgn0267408	0.435698828753358	7.46478464747976	3.65460039564171e-05	0.000579532493202919
FBgn0031926	-0.51093908418086	2.29965694264931	3.68372762913093e-05	0.000582329500670493
FBgn0026576	-0.349927458439203	7.96291367549282	3.68439838595029e-05	0.000582329500670493
FBgn0020416	0.39877545076772	6.92365740690734	3.69257657340909e-05	0.000582660600001849
FBgn0063491	0.704572934189655	6.85833906584836	3.74130976267536e-05	0.000589379357021457
