INC1_ZT00	INC1_ZT04	INC1_ZT08	INC1_ZT12	INC1_ZT16	INC1_ZT20	INC1_ZT24	INC1_ZT28	INC1_ZT32	INC1_ZT36	INC1_ZT40	INC1_ZT44	WAKED2_ZT00	WAKED2_ZT04	WAKED2_ZT08	WAKED2_ZT12	WAKED2_ZT16	WAKED2_ZT20	WAKED2_ZT24	WAKED2_ZT28	WAKED2_ZT32	WAKED2_ZT36	WAKED2_ZT40	WAKED2_ZT44	WT2U_old_ZT00	WT2U_old_ZT04	WT2U_old_ZT08	WT2U_old_ZT12	WT2U_old_ZT16	WT2U_old_ZT20	WT2U_old_ZT24	WT2U_old_ZT28	WT2U_old_ZT32	WT2U_old_ZT36	WT2U_old_ZT40	WT2U_old_ZT44	WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44
FBgn0016123	24.9151647542476	28.9735931697445	16.5437514384349	16.7184539186475	19.5886531479572	16.3585408416267	23.3402088693527	24.5715721250094	20.4814286231979	20.9318373316727	20.1230528141539	21.2599921678673	39.5896853258577	28.4310249955152	18.5250067832057	37.7405095929294	19.999405581448	26.4778608476805	35.1241904548345	28.2832577199542	19.35869382158	18.8065821802882	22.8224326688877	22.4959414426427	30.6086983958006	22.1239359119576	18.0281485518043	19.582371495677	24.0049094763173	32.8664502760274	34.2155422732604	27.2794531211498	20.0101310288151	22.2511258683329	27.2382426099584	34.4441195696232	29.8156671639883	26.9232763000895	20.1510168791527	19.9352925520226	23.7280137166074	27.202597624913	26.9475331333197	23.3203496953257	21.5974316658336	20.8913172042638	22.2620207062574	24.15652175203
FBgn0031800	14.6699385587366	13.9088137940543	10.7112064394441	12.0481834901535	16.7284801860591	13.2872576718559	18.3544119742771	16.7338366903588	12.9291286018077	15.1538913996089	16.006750232027	14.880951699967	9.70337785047733	10.3562155040634	6.1617922275138	6.16452156775085	8.48804348986904	9.58867515699193	10.1168118243266	10.9765791824232	7.86365642096068	7.96150229434661	11.2530461858879	9.19906491408316	10.2812157556285	8.55806261151034	9.05509528385346	7.85527074205835	10.4469450245569	10.3321422559355	13.5537033024086	11.1873037463906	6.55020477702757	8.0034268924751	9.41681156574443	8.60596414710389	14.3757632752989	13.0863996803559	10.3867473699533	8.39023136863994	11.6353089235963	11.3198715667389	14.1206945236858	13.5141628518524	10.0418197853491	9.83133296000449	11.3641993315129	13.0988913832979
FBgn0037726	0.451949954107095	0.551644574223986	0.4809867860916	0.759925241455224	0.65834848131552	0.365677863944652	0.655793219825592	0.590218228259068	0.354211760684554	0.527487549390483	0.389428490068446	0.494344775008598	0.165281736140128	0.142566412132533	0.118704833821388	0.21199894868109	0.224920731745544	0.207341659294292	0.115126731013259	0.137398131319164	0.0814080132621054	0.157015542575079	0.153298750344612	0.140197712243281	0.425912336548058	0.231320134580987	0.1606594810142	0.235448421863473	0.18232327566071	0.161204747211339	0.188188104540384	0.09639173579753	0.171751224125818	0.129886373452208	0.0990178172764216	0.135131357074714	0.493557909256375	0.26411004588113	0.190643750133144	0.105557522790424	0.136439296832891	0.281613984595981	0.226691985462729	0.22904399051385	0.153533528968949	0.161591039089626	0.207864457418047	0.258214196678773
FBgn0086673	0.321795531477853	0.262728883829799	0.149183222930705	0.251635011066153	0.252260314656673	0.300947596612885	0.2223346013635	0.386347697324894	0.307301347156478	0.252137284508196	0.209413705353092	0.267261247375269	0.592530878368499	0.426860652247673	0.37257673965913	0.176622254554886	0.515679476677238	0.337279021486626	0.582050111931615	0.612498662525246	0.496137665555545	0.433430521967007	0.456755540880224	0.361875802946806	0.39933916523372	0.437858192832706	0.110872340363433	0.0742787484317605	0.143797361422848	0.379526252449107	0.389306018615414	0.328750832940832	0.320176391873358	0.118200768469294	0.100767491727492	0.198703544426764	0.999467782485264	0.773080091563643	0.458889913317986	0.325205608361313	0.494122594210361	0.695758106877744	1.14936890149051	0.582344792060519	0.302727617684402	0.208075038111398	0.487674232601995	0.595087340408247
FBgn0030087	52.0989982549766	55.6399993331242	50.6209850782541	44.494716687327	47.1862087385578	52.3880811867314	55.3291012611137	54.6572407281149	56.8536901907106	45.9388823707909	46.2094579836627	50.3719989922177	52.5970443819377	53.2836852888242	54.4934471042522	48.4245090885686	46.6781168888677	52.6672896259835	53.8052092875602	57.4005673018649	59.5612114661057	46.8586606350257	45.5691746643363	55.1966421351565	56.958930917195	60.4584237546909	56.8638592258099	51.4544017788858	56.872774125486	65.9828511197563	61.5475698223612	59.5084570443581	59.7104755782601	54.7469362544084	57.9929858755344	70.6269638896039	57.9717453048985	58.5271804108108	55.5112443732564	47.5227723337999	50.0983446078635	56.158720731788	53.9133643988285	59.425509094991	58.2975736207912	50.7481081307096	49.4625903832225	53.9484932705367
FBgn0033982	2.83003612498111	2.44129121995159	1.98031243134351	2.20900064665701	2.25017943030838	1.90768957083351	2.79297046469032	2.64397159196336	1.93418035481208	2.19357273518953	1.79114562830852	1.80455121143423	3.20633598480763	2.98761352872961	1.90592954524952	2.42423211871402	2.00124860959939	2.04837594380058	3.17083145454615	2.88646089200337	1.82562191228401	2.33525004235436	2.21510888426403	2.02376888423228	3.67002231921099	3.33510162319781	2.30864286106722	2.37961873219969	2.04557402064047	2.66222123943916	3.40244498498783	3.3037196432415	2.83823320103944	2.7398379043029	2.51296345503652	2.44371738888261	3.22269409801603	3.18875527250494	2.25031218410155	2.34636085671732	2.06063473447358	2.40122443745526	2.81542456407557	3.442887504862	2.37171276542397	2.2390995415085	1.86212904480154	2.31302870778919
FBgn0051235	2.47043725749476	2.1915844824359	2.69838081228911	1.85710839115828	2.61466787815045	2.14802754883286	2.51002655521499	2.89150575318098	2.39971129876228	2.44125303835672	2.3568604760892	2.5291418857471	1.42984305745194	2.03158936888644	1.4941795871377	1.45577623845833	1.73600373626079	2.32932017955689	1.66465398491813	1.68436187621834	2.31853883364165	1.77086334464788	2.10114766744721	2.39573840853138	1.7320505081075	1.90231594236409	2.19417110974134	2.06535028384703	2.78456037286144	2.62879756595638	1.68533584229065	2.35667651154996	1.68758693502061	2.36714864289739	2.94572691396944	3.10783019616159	2.70331505110539	2.09520083066482	1.96339097900325	1.93767255022017	2.42072961551048	2.51123783425146	1.71207115839505	1.96503126015119	2.00215355359148	2.51828988712659	2.72023853200437	2.10772692906514
FBgn0037602	7.06516277342723	5.99906162106784	7.53115374714814	6.11470287145618	6.66669662870609	6.81719708181017	7.42209410585084	6.23293062320193	4.97825911134462	7.19652082350254	6.85205616533034	5.55554459483011	7.62384912843255	5.56582106263571	6.23244692457937	7.46839305642245	7.56954584021127	5.8343287940752	6.75064559087126	7.36420472131374	3.0851410790942	8.30344144905574	5.72107612735951	6.92222318455293	10.4295129043501	6.39195832043788	6.45821724747629	7.06689824256561	9.82219613005934	8.33927943300596	8.48802844169452	6.42304457026587	5.9138021273832	6.1880825075605	6.61962543979351	8.83856275996745	7.98371400511857	6.61570097326583	5.04266910195382	6.12909457787692	7.46205462394916	9.33513533128111	6.24864214981062	5.06124004070318	5.26657451565684	8.0127920926374	7.52136906742672	7.78854826694209
FBgn0035171	20.0109052866698	21.3617464218	16.2239388319097	16.3247395995831	15.335361467582	14.0636183453676	19.5816830335119	17.648400979555	15.7214945269264	17.8679312992476	16.8471669271418	16.0093397539423	17.9840482708495	17.3496993769513	17.0861772969459	16.4198611509185	17.3609977981922	17.4275982510027	16.5336598092276	17.1619585067559	17.2156076718464	18.5964208291252	16.906867611551	17.0904460579294	18.8383705908341	18.3490489156627	15.5789369776002	21.3674108196331	19.2344892074572	23.5241129412595	17.1824476988659	16.334971694572	18.2724230587891	22.7724462981687	21.5529496248797	22.3393206655237	19.1871969203606	19.8111813613391	17.0069629498379	18.0881913750708	17.7316333707285	17.6887908758487	18.9241216649527	19.8521351361487	18.135948142598	18.8319062323976	16.3950975744415	14.5952647027857
FBgn0000287	5.3903143705307	5.69120308790576	4.91975102127693	3.69962887435452	4.11920375923149	4.68702823209594	4.30325171269242	4.20512445169849	4.68677952856639	4.17077470999222	4.27834587379508	4.01952544259676	6.40176311985865	5.33775163386649	6.2120886487088	5.39681592586183	6.06284807850362	5.56921719344526	5.60108631104482	5.19313852355147	5.69913576816777	5.15235611708612	5.49917422308377	6.07102875698783	6.53401693748444	5.37872240195557	4.46413379100601	6.31378306605951	7.50449473183116	8.71661803705068	6.11484839295091	4.8741516125884	5.16486188223206	6.28391145868706	7.34535811971805	8.59452542514631	6.00104462683078	6.03087306346597	5.54953763257879	5.39472398893416	6.33699532852715	6.62634479519893	7.0445213060947	5.98147257608316	5.4931501112395	5.75106334874856	5.59822999319577	6.55805980269226
