INC1_ZT00	INC1_ZT04	INC1_ZT08	INC1_ZT12	INC1_ZT16	INC1_ZT20	INC1_ZT24	INC1_ZT28	INC1_ZT32	INC1_ZT36	INC1_ZT40	INC1_ZT44	WAKED2_ZT00	WAKED2_ZT04	WAKED2_ZT08	WAKED2_ZT12	WAKED2_ZT16	WAKED2_ZT20	WAKED2_ZT24	WAKED2_ZT28	WAKED2_ZT32	WAKED2_ZT36	WAKED2_ZT40	WAKED2_ZT44	WT2U_old_ZT00	WT2U_old_ZT04	WT2U_old_ZT08	WT2U_old_ZT12	WT2U_old_ZT16	WT2U_old_ZT20	WT2U_old_ZT24	WT2U_old_ZT28	WT2U_old_ZT32	WT2U_old_ZT36	WT2U_old_ZT40	WT2U_old_ZT44	WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44
FBgn0037046	8.85127474359491	8.24727002555607	7.28343790511772	4.92241261387111	7.64990864063013	8.01533592157181	10.8865809627557	8.64735305008879	8.25086111486678	7.97862020398594	10.2345349459357	7.66123019520319	9.37500942563448	6.45727168586905	6.95295931511256	7.37751458165459	7.24525272231718	8.92637633294867	9.87224416424796	7.60366001148904	6.52617334132071	9.79675340172445	8.41706767224337	8.52476781492284	8.10233514750559	7.08173259257818	4.61109132263498	5.0926918732423	6.72046795673496	8.64699165290349	8.70042163994131	7.99728755100876	5.7672449148149	6.06766182188723	8.76887467939515	10.0604247706362	7.74031923047042	8.08648287618098	6.92068995372604	6.17447445517348	5.97642353300278	7.62110873524354	9.29470242171653	7.22064619964759	4.9047031264493	4.85593347832695	6.96079002705207	9.37361122835751
FBgn0014464	1.29081247984833	1.81412641101761	1.76282125339705	1.27517143577548	1.43641451355609	1.39797636188782	1.38875581872717	1.32165339236694	1.77494496020343	1.17879672365182	1.29703825841609	1.35692801184323	2.25878736294997	2.17164462351678	2.40495894825519	1.60914899487017	1.63200323828967	1.94809331267005	1.88391534292677	1.65205653287606	1.92421328539827	1.78143481024194	1.44938799131886	1.84368073048609	1.43615198339136	2.31827710223178	2.16454823525182	1.06852100841816	1.55142458185638	2.14971495049494	1.6625826067261	1.4409203905685	1.9486198903723	1.74758380444733	1.35897107369663	1.78650451971304	2.12826752097842	2.20102687411341	2.07167279048017	1.3098891532137	1.54008716924101	1.68415272631579	2.02082220756846	1.83785425465175	1.69838106053067	0.98214993334104	1.19409925175022	1.71210026688607
FBgn0033792	1.85511876531566	1.28527750352361	0.921079796315973	1.13592483280785	1.11150900298264	0.83021310996302	1.26973448670815	1.10912857420873	0.916245289539723	0.985379344252175	1.13400746742291	1.2866325353221	1.6454905157623	1.50307057309054	1.48461993744535	1.67827573810342	1.33723091621627	1.14660194200708	1.39158961167017	1.48388355286337	0.957179201837784	1.43482668336306	1.24768149586032	1.19240614978832	1.41485435970056	1.25264051755935	1.15061417296896	1.24084426552042	1.57658255219557	1.58792750661148	1.23058403857665	0.925806897809164	1.59666028854858	1.25599694460386	1.49416178521116	1.39530666232709	1.55999199693631	1.74760272142509	1.14920650716752	1.02871227539956	1.10059148892504	1.14423527768339	1.52664386956778	1.45349388782149	1.49208747880666	0.992557203379625	1.07817150029047	1.1552321210868
FBgn0038631	47.3729528915707	58.9284584349425	44.670857187454	46.4162283907808	49.8662311219543	42.8198018724474	52.2545413310913	52.6871083120805	45.3774399737576	52.7141565165513	43.5324993538514	48.0382865953231	33.5428908668796	39.4032960302916	29.7545130251734	47.720121867011	39.1443137993075	34.9012036727506	31.8262985446244	33.6553873674361	31.8638916398223	42.2879334513063	34.5677990195066	32.6554183267643	55.9745142166059	60.5068493247799	54.0017549928465	95.5655585883949	69.4368551992636	65.0545921940167	47.4134037521015	54.6879590081424	68.1933244850283	89.8367533759394	79.6104080544803	90.1546627948046	44.202652523009	48.6954002119299	41.2441592227853	34.7971878035253	31.4332321186614	34.8591493058802	41.0765316886701	45.3617387455735	37.5851408210611	33.9511543403979	33.8746508377665	35.2330442969206
FBgn0036875	7.60753890552871	9.02923698880029	5.98840831288385	6.64420410624175	7.78116051188407	6.01359415307557	10.164606073379	9.35638178481645	7.09505477292653	7.74898100793304	7.99975161478483	7.7306244786242	8.67693599651872	6.8213468000315	6.28501352237759	7.96926035179083	5.29443430709277	5.3157217901574	9.73435423015465	6.92177028746406	5.90071294805664	6.25675534053173	6.51516592020151	5.29599754645939	6.56885165263224	5.47143617234723	4.94268893340186	8.2281945944608	5.87254345987555	5.5756719283097	5.12769113700856	5.50977056496535	5.30680055053481	5.51777902474853	5.5472046161931	4.83174764211554	7.92348408670818	9.4137533260765	7.51816120654933	6.62499404826878	6.12630162168878	6.18168914357609	7.2459001898814	7.0481438679007	7.73747572591918	6.85157997653861	6.41983037946086	5.44871586450969
FBgn0033446	303.663119213853	330.675926084363	247.122798934443	290.612319928403	297.580454990705	235.890924249049	309.698467848135	334.469664092643	268.414455458283	306.615056925581	295.176454382702	254.300150019017	333.10147835137	295.698422129378	240.537322689789	368.439245373537	245.237146598551	260.155139784607	291.245855848879	296.786318349192	257.79024694818	262.355996989705	273.365891705612	233.30028106271	253.486562417006	249.062907222893	233.979714053558	265.68284919547	234.767532263042	222.190133286717	259.963107046885	266.791132984939	238.759737532426	253.995403228927	243.827695050314	254.897289851729	283.348724450754	294.369836761304	257.824091637591	264.333744286807	256.65675686433	240.437853057395	247.113340304027	274.545462658235	280.542571425594	270.020575731925	249.820996557654	230.522594267718
FBgn0001108	18.9880716867978	20.3616501761226	15.9913407742347	16.4644838017309	17.4384875833834	16.2174376293436	18.0003842107486	18.3805305317479	16.1720634130389	18.2088421003948	17.5542380907777	16.2890633826101	19.2936128043917	19.4408770191903	17.8543623756059	19.929705841272	19.2501221929085	17.7079460576358	18.7147276066431	18.8401197327982	19.8652088785808	20.110999308852	20.7197393026826	16.710222745915	21.5483232863661	22.1056638148194	19.9802574623387	22.5810388149155	24.0777073377947	21.2498104197156	20.2239663821576	20.0727559140785	18.8322043030536	21.4893326775655	21.7000301931238	21.4891828893844	20.2508994311891	22.0484164789369	19.9933517800543	20.6153624514803	20.7638639962408	18.4078157374498	18.7166796506029	21.0664501876563	21.0986112945458	21.1619030467253	20.832332637607	17.3944683543463
FBgn0035432	27.7743542635206	29.59617858288	26.358770983362	26.464432243529	26.6600527735543	24.1584727204408	28.8523274408595	30.465555098378	25.6083597172275	28.0603878463965	29.4958098876004	26.7155891320355	29.47634380705	27.7152815798276	25.9440478128155	28.4944236242996	25.3705742214183	24.0329172323001	29.0081394025959	25.7061621655664	26.0525132009584	29.0204109301168	27.3853239484865	24.1189196749791	32.3127963528095	29.6970585482336	31.4195346322041	32.9698239363021	32.3513120024957	31.1634454356908	30.9272321557201	31.1967947538199	28.9987564137157	33.2070397468193	32.9844518307402	31.7384113271286	29.136118300312	31.1090833862042	28.5781436428783	29.2062828125722	28.9172012081523	26.7862305590111	28.5856293995731	30.6602083399211	30.5618094107789	31.4706499076077	26.9817265611649	24.9489915210349
FBgn0051809	2.37114687712359	1.69238243942621	1.36098232792164	1.71492388809556	1.83857328549518	1.88007901583554	2.37180521661452	2.4332129805546	1.80988620120583	2.41523209358776	1.97044871444075	1.96427499472262	2.73100050359544	3.0063414926248	2.01589277289791	2.6808389339838	2.49133311299651	1.75942104948622	3.23216168284896	2.81256751883108	2.78209497694102	3.78222043138623	3.13319120036672	2.40025951427244	4.23944539368736	4.28881590826762	3.91397354858678	4.46847553003472	5.80459700831501	3.05592382717522	5.10059442107146	4.93475608597039	3.11143014598904	5.10515028075734	5.00114220317372	3.91210260011846	3.46881802310609	4.59108589919112	3.03620702753153	2.96165573916612	2.92682082709157	1.93179474368522	3.26217657491635	4.12474242416497	3.53023842954389	3.53857806078179	2.82332407631918	2.49677734485852
FBgn0262531	2.85204750656318	1.50537263898322	0.597286679282495	6.33996356655166	2.42207610723198	1.99144441157657	6.55910124550105	3.40385330454459	1.15992227863173	3.92577540631999	3.22434108547171	1.95823782653543	0.885667277708892	1.10229936796769	1.07095693171733	1.32000337100701	0.770796012414795	0.891152018467293	1.37750233531242	1.13705603955316	0.545284185455998	0.964072799130302	0.836668228573557	0.375626881237045	2.12133548476184	2.49973107713167	5.32681120831238	3.73941301915718	0.930014464989281	0.975021393943801	2.34882793555344	2.33538301915834	1.99405749507045	2.04487219364547	1.13748802611707	1.04064602984001	1.14665194703884	1.83896327778641	0.760097032323446	1.05319730801741	1.09418448355644	0.541647394604112	1.03397170713392	2.14649797877551	1.47060153858188	1.53887013464931	0.678530885064376	0.370620196079906
FBgn0265048	31.7612246965043	34.6304138012123	32.2602654863759	32.8990571326921	29.9360937479754	31.4521772194546	31.376272553474	34.8888036061831	33.5664673403797	30.4759914300519	31.5773217482953	30.396410245063	28.8891152592817	35.114887100482	30.1338575247223	30.4286190235472	31.7164727139387	31.34239720889	30.3927575753108	37.679748874222	36.2392592533905	31.5269932485441	32.3913265240634	31.7939901132394	40.6352408298381	42.7652936271373	44.2551847807201	33.2813755833881	35.4018811931215	31.4442780241071	40.7087877725463	44.2319164693218	41.4858986458408	31.882592047888	34.6712842449207	32.1109329550844	32.7694777546431	37.8119450683165	37.3498927947702	32.18987115343	30.8351895205382	32.5963581240073	33.5724017696226	37.7668093848496	35.815676370638	33.5355836103578	32.3229408768751	32.1132382671969
FBgn0034335	31.1510615053618	32.9339350278133	48.8761630299506	27.5098647613821	32.6103121666156	36.6619178803967	36.2007312998453	44.948653375734	44.7108163962041	33.928242310028	35.3150775870835	36.4764211896047	26.2243043442549	43.3321005490358	46.5516868998951	26.8987971334204	29.1396758050771	33.9029187579233	28.0502626565629	49.2873472479702	49.8395869837787	29.7845824768712	30.4488336173854	40.668992853068	76.2407920407882	128.21315127252	133.685701482189	51.3039561257599	63.7903624007022	54.7603061357498	66.6246625852294	85.5173736171257	94.414321591842	55.7188054907598	53.6637671291447	61.7373825444132	36.2742269137138	46.9449241923291	50.3702674625463	26.3435327212135	26.9005123611536	33.6162327196742	37.4523062934676	47.3390582806995	45.7431994822832	36.7430219976676	29.0842109832038	33.8751021818514
FBgn0034143	6.77827452404866	7.1900597592837	4.15609803665218	5.8180214088258	7.6353299034056	5.84849504678188	7.37849475289809	7.79461817469056	5.93224642536966	7.04771137598632	6.54170999134371	5.74846881657668	6.02792600798337	7.41069551157466	5.2630006200015	7.36711563527236	6.36907014195325	5.84656314877954	5.61861680883909	5.58942643460307	4.93252401996913	5.89659987512158	6.003716734236	5.11309631437167	10.2880803146586	8.04466531610303	7.87642593436741	9.07345022172788	6.25560619135495	6.67655328147824	9.15386962474504	9.54982700380864	9.5659134429799	11.7174396967056	9.9892498415685	8.9388740462731	6.64657926112658	8.41049628388139	7.12425714861383	7.33550613764847	6.03144665959098	4.82714670810016	5.81108939112682	6.81775535722503	7.7927332892429	7.37578110066058	5.9692230230004	5.02882644007284
FBgn0038201	1.26297552611121	1.58528433040805	1.76501806747633	1.28558607817779	1.0259372769153	0.649063018338481	1.69597214042929	1.2263553403124	1.03288262221909	1.54747752770063	1.1183690397235	1.20900917403415	1.87527059558814	1.86305990848913	1.03136686379081	1.84586193262124	1.29648635945665	0.982489525592104	1.92818002048174	1.91616837978428	1.29483286872812	1.52008796969878	1.5695356396969	0.996026812770643	2.43181317719719	1.78075985769392	2.03790347856935	2.83781583835712	1.91395890890642	1.43126873846079	2.08707622987319	2.14227480041926	2.27648689331502	2.85518536203662	1.9559553809515	1.76317754986966	1.92543820389155	2.96942788509444	1.70385190490925	1.92378795392082	1.18545273298725	1.24662164781512	1.96421695320185	2.1618642029125	2.1310722749046	2.03866115788932	1.10485079055751	1.32989175454646
FBgn0035589	26.2971221469307	28.1281537736358	23.5205983274256	23.0102893465859	25.4838238047682	21.1399553952117	26.8460306104359	29.5204137070372	25.61220313544	24.3758511881192	26.3368010342099	27.2554068156622	26.2605527181492	29.9469749790977	27.6035843727512	25.1716666222479	25.1848206266909	27.7554395893766	24.5315401269143	26.101452787977	24.896598803357	30.0784849961923	28.543450361436	27.2105796865244	33.7842032760318	35.9362367359968	40.604100121235	37.9761322805725	37.1998534420937	33.9292585648906	36.7911262416944	38.1659170117247	35.9565433551058	38.5189346371428	36.9425557665427	42.7369491736828	27.1419796193915	34.5702805759871	28.5932323716819	29.560543192401	26.1931208624517	26.5101678671879	25.4141222198709	29.743995222408	32.6209366929817	32.6603280033232	28.0423909294614	26.6036908234569
FBgn0030468	9.75743915767028	11.2747510025583	13.552249408705	9.50646914076597	9.59582938885187	10.0256243370298	10.7919137520794	11.8967293059716	11.6354485872115	11.6031420398958	10.0155988439567	11.6633497634591	10.7087945504058	10.5889507279933	13.0024605925701	10.0710634237185	11.2183514982555	11.7633054057895	9.71851810266118	9.85547700658909	11.9563003552884	11.76618522571	9.99144341029283	10.7096431480627	10.3296941714195	10.7872984081326	13.3114983906385	11.8545177234197	11.0650447507124	12.349324568242	9.8852102485499	11.2893177947594	10.1204905048859	13.0889833281502	12.8812047968092	15.6685176499201	10.2943904682557	11.1001824903262	11.5641421189372	10.7148249035553	10.5758502571526	9.72736076958565	9.35570434212367	11.7559866001978	13.1263482907643	11.2922429928258	10.765382978265	9.90915400128468
FBgn0000529	2.10244832444756	2.81362786276376	3.10870762438355	2.11192857877905	1.92133780289108	2.54684881038468	2.35510782157394	2.57505807767023	2.78545649977684	2.37431364857582	2.66369884879488	3.13502975300858	1.81614248201327	2.57595283537087	2.82229206878456	2.93507210787406	3.00883083921708	3.47235447809203	2.45033839864969	2.80557803692543	3.21525850319119	2.42375184955109	2.67891851993865	3.37799710965352	1.93011789406285	2.33558222032864	3.01226545572039	2.49155607987201	2.85934422985255	3.31111661609535	2.40356437825733	2.2952663809238	2.0691319758118	3.05547811535188	3.09323520285134	2.35143450939602	2.7195939817442	2.87468879999893	3.01063403274021	2.83420243613019	2.73707570202509	2.51991531043722	2.73530502765806	3.0721540791037	3.71151281411121	2.88145663488013	2.58640518067886	2.2219814638294
FBgn0038088	55.6645018458875	56.286842651659	49.1394848999202	61.8697467067168	59.2903628744917	46.9652367466356	50.0508905186547	58.2016069874752	42.1644794443233	59.0938381770843	62.3119973128436	46.6399489987559	56.6293514136775	58.3329917096278	56.2837327284888	88.9181684549928	59.9797977651419	42.5894449591197	49.9234141353272	57.941739971867	52.6213487472498	74.0886988853112	64.2466668011509	44.8275603763414	81.5119906437705	100.856682454367	96.5049304846696	167.175601867295	123.152532359392	90.6441505633641	78.5615465415914	103.805050359088	94.537091113381	144.226759419469	119.424932833846	82.8209413206296	56.3987024361221	79.3697097697864	78.5889658286955	101.987670984398	72.6591500138646	53.0609955010433	52.0519037522946	75.707192594228	76.0334770470371	94.8958736328964	75.3598113412213	53.5984931624847
FBgn0005677	10.9734606501438	12.0212122879012	11.1561450529814	9.57818534216252	9.80505639682755	8.61180847739307	10.2790703998504	10.0832716468626	9.87427493925977	10.7450490130119	8.32834915441442	10.3866593043571	8.2094070895468	8.89696699470641	10.4362350161933	8.26226049520658	8.20595927739175	8.162439119772	7.68225534627044	8.06305416312658	8.63970430884034	8.36632515072164	7.87376680647298	8.34271299258129	7.41825049011884	8.44375756341569	7.87782091381124	9.85915455147938	8.85038944997297	10.3651251545461	7.41170782900106	7.36965318452011	7.87876851901131	9.63669211797165	9.81526086905801	9.53676939933149	8.0118416756879	8.84727172508703	9.04975615524212	8.14802586473153	8.106109920677	7.25344692371749	8.18022391253625	8.7735308067401	9.15598525165251	8.07793020579513	7.72952016340654	7.48453921869409
FBgn0265464	9.87869398058569	9.57833368069655	10.1096935670616	9.05317424138826	9.10368237113226	9.10630492545721	10.0572493661214	9.29163710952746	9.43040110823009	9.47441116819662	9.50296477227941	9.36398353653491	9.1587251335768	11.0567282824543	10.6165456190752	9.44532063018133	9.92231680579618	9.66940579783705	8.77956205062761	11.2220937249346	9.8646737865155	10.1977877891821	10.8657484646659	10.2333175561115	11.2527307596455	11.0368245847317	11.143590544665	10.2935212496754	11.0838707830201	11.1763538792863	10.4884537849052	9.97953855866117	10.5345753767481	10.7801437348905	10.4732410609309	11.1685542500678	9.81316910198946	11.3170836285754	11.4487843388012	10.2787134747766	9.75919692975311	9.89495819110201	10.1931825918752	11.243680941487	10.8106768550554	10.2412632498891	10.1759699147538	10.4669630555738
FBgn0030691	1.18587558786568	1.96809498463734	0.123757198277802	0.51475267415243	0.839245291002748	0.618937914031742	0.6625315957827	0.615595614715057	0.878723848148668	0.603961906883203	0.624917738467919	0.70751767818249	3.16553659411935	1.78349873832016	1.73360310497098	3.17947666210448	2.17103276357257	1.00895741006728	2.6363526523552	1.4876802102795	1.04508658895459	0.521360322493334	1.03364000438604	0.554535268789898	0.852553271523384	1.41256843938474	1.70155278788095	2.28247263930225	1.52552631076318	1.28101233479781	0.724124978329019	1.41686679019689	1.46594724887097	2.09729252029773	1.44459492524634	1.27187139422194	0.591841525112171	1.15348577988234	0.822104791787238	0.944227303682905	0.765159489380328	0.330211645473472	0.760132535411087	1.2422389563872	1.31844443106396	1.17052372821899	0.466962684871989	0.556742951837806
FBgn0033785	0.555134649447309	0.696803891160986	0.332487842932174	0.914526048927251	0.512438248550712	0.464619118699048	0.616142345345098	0.496160371041207	0.817197211658065	0.491700793673464	0.385696196021421	0.766462508876891	0.970630897132146	0.933950667212149	0.987394806584352	1.1251594788416	0.824626976273947	0.677669819517629	1.04426817457211	1.0566312985962	0.986504803993827	0.482997941989481	0.60255484314514	0.686102380842206	0.595525242703799	0.972475512413438	1.05019012458232	0.965688715394542	0.905984344954854	0.499585049237633	0.735472894255973	0.721245675812121	0.864534436687723	0.793968591470764	0.90885797738861	0.598860527238001	0.512919299894012	1.15164471936965	1.1233795236567	0.862503315320051	0.770883123356007	0.469668328355691	0.821854071030793	1.06611925132811	0.873730702127234	1.09051663264781	0.607039629457668	0.438410510160197
FBgn0265050	1.45907697246569	1.55657778252099	2.12589994364637	1.00265914332465	1.42974023944702	1.21293227167547	0.990417765142017	1.70904169032366	1.1259457106653	1.02891091629758	0.879183522496539	1.37813576250297	1.18212079794282	1.91972507311331	2.07917269249597	1.2101522632399	1.40290832406049	1.14309953641651	1.58346993429077	0.605281858793608	1.44090397021975	1.34759962821963	1.29945672473654	1.27618392400755	1.5976529207856	1.69120302353271	1.14906170717235	1.30974969688631	1.63836469215799	1.5774349375847	0.882590638215782	1.39745017536828	1.78675139885014	1.50857991906792	0.72342080996593	1.52889582744819	0.795045782179084	1.4280769343526	1.56420423943952	1.17963108386878	0.796600135607916	1.01111807874242	1.35111374574002	1.54475463389362	1.28111174904522	1.02206915842046	0.972300659550382	1.55897711445708
