x	BH.Q	ADJ.P	PER	LAG	AMP	WAKED2_ZT00	WAKED2_ZT04	WAKED2_ZT08	WAKED2_ZT12	WAKED2_ZT16	WAKED2_ZT20	WAKED2_ZT24	WAKED2_ZT28	WAKED2_ZT32	WAKED2_ZT36	WAKED2_ZT40	WAKED2_ZT44
FBgn0085209	0.021055533008658	2.63798701298701e-05	24	22	52.7489018356648	145.316516146972	49.94105238614	12.5489121601562	40.2352723565766	75.3653797734406	124.587319849727	114.785429645558	65.5718836273148	20.6919003821939	44.3975169841165	85.2098592638436	145.629038999868
FBgn0032514	0.021055533008658	2.63798701298701e-05	24	12	47.196230827467	403.894434584965	462.181739355369	493.590544966143	515.836825084315	495.638203451215	427.027552818268	423.662585782696	464.125988799587	501.778584268203	515.444343522913	463.541634395309	430.51584654336
FBgn0002565	0.0327530513468013	9.57491582491583e-05	24	10	5915.09048708812	6132.14328064316	11219.4844233299	16774.5491815528	19261.3470486483	7801.64678384122	6262.76983911274	6751.47027097055	13514.9799519986	19771.9729777022	11835.7283082047	8365.33591679574	6127.34181591945
FBgn0030317	0.0327530513468013	9.57491582491583e-05	24	16	4938.95425344955	8049.03908922895	6623.99958467076	7302.63028306688	13991.558043587	17375.7099696484	10922.1550401594	7846.10586822683	6801.03380497056	10677.0205972121	14984.7034152733	18947.2643059083	11678.5387462957
FBgn0004784	0.0327530513468013	9.57491582491583e-05	24	2	4285.80601309917	18880.4620611543	15687.846583188	11813.545907571	8409.1719225245	10867.6877633301	15566.1925278913	19212.9939148547	15557.9539512621	11360.7154723404	9893.06622358263	10883.0032251781	16912.9925168472
FBgn0019940	0.0327530513468013	9.57491582491583e-05	24	14	3990.83672914349	19914.7737349063	19950.9964186958	23120.9523580157	27140.2387149861	26781.3093653738	20602.0481084839	18916.638805588	21040.3781589146	25414.8266444297	31575.29750585	23839.4463591097	20655.6588191438
FBgn0086367	0.0327530513468013	9.57491582491583e-05	24	0	3909.25419734287	13441.7777435949	8485.43880997234	4049.11565701039	3606.73108098953	7594.17032658257	10609.7839338695	12885.1862296668	8103.25043138176	3969.39622331754	4203.6868520083	7304.18913609667	10370.6079397781
FBgn0087005	0.0327530513468013	9.57491582491583e-05	28	26	1339.93471622717	13190.6793517233	12609.6617179332	11675.5078738093	8398.85518602282	11298.6004053289	12825.2714911973	13814.9482097958	12692.2577246121	11714.2021038695	10346.7871898349	10748.9397132697	12383.9294039513
FBgn0265487	0.0327530513468013	9.57491582491583e-05	24	0	1335.19763477646	8541.61933881537	7785.35605743209	6898.55531150985	4913.86159575318	6656.09301128492	7847.19553720166	8138.28696187007	6982.38104562735	5281.607572555	5298.46464886053	6515.71390504191	7853.95610956163
FBgn0027601	0.0327530513468013	9.57491582491583e-05	24	22	1079.93671469575	6955.95970674107	6065.56781708028	4835.51415238018	5312.08762471828	6641.90658685698	7579.96476419065	6616.85826711349	5916.83793668348	5003.99124242723	5804.1631959723	6833.83071296026	7437.09298542451
FBgn0039611	0.0327530513468013	9.57491582491583e-05	24	22	669.383545500853	1536.50845749518	853.537986235848	373.957582372654	603.529085348648	1244.85874355189	2159.51354406194	1366.99011668801	823.746788068142	581.09753573328	566.339058114461	1438.34242437368	2540.31654905395
FBgn0004797	0.0327530513468013	9.57491582491583e-05	24	0	424.073735181387	1922.23832756178	1045.13002357177	705.248863400777	747.963396372257	946.057179038366	1437.26821159975	1766.65211263573	1202.83424028856	887.165228886565	843.552822698213	1015.70152242502	1545.4881763861
