probe	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	fdr_BH
FBgn0037138	1	yule-walker	1	21.4623655914	614.277032398	2.62447515582	8295.27450399	0.792268153267	0.74610552066	0.0593666800327	0.00084871889111	0.0303164220798
FBgn0046301	0	burg	1	20.4717948718	42.2868716798	19.876514635	511.659780865	0.486949132574	0.372937828701	0.0945093962713	0.0496274451434	0.162121768019
FBgn0037126	0	default	1	24	180.517078822	3.11081646391	1001.38956212	0.69711497066	0.629807186362	0.152745025616	0.00463180360278	0.0517659450495
FBgn0037120	0	default	1	24	232.357442919	16.3665221552	1908.80747861	0.537544930138	0.434777136835	0.131152027426	0.0311037643022	0.125687880079
FBgn0037140	0	default	1	24	25.6243556938	14.7395414636	265.309144583	0.50493497222	0.394920521603	0.100463775901	0.0422649263552	0.148392032489
FBgn0037142	1	yule-walker	1	21.3475935829	143.649564914	16.4015681091	1378.91673534	0.798856355524	0.754157767863	0.0803065732946	0.000734139203616	0.0289049101741
FBgn0000100	1	yule-walker	1	21.6956521739	2195.10905967	4.23390605798	21456.0290032	0.563759152791	0.4668167423	0.093457300053	0.0239204021361	0.110361084614
FBgn0037151	1	mle	1	26.6133333333	118.845810107	10.9397358018	311.440086202	0.755039480331	0.700603809293	0.307280447644	0.00178210146035	0.0379253764735
FBgn0027532	0	yule-walker	1	25.4267515924	64.8054289369	23.3461686493	1686.14471586	0.543747797089	0.442358418664	0.0383509149483	0.0292699772334	0.121205292668
FBgn0037141	0	default	1	24	38.1919352304	17.3439834264	193.25212601	0.699762379505	0.633042908284	0.176624694984	0.00445238788709	0.0514414610164
FBgn0037164	1	burg	1	21.5783783784	60.4822482993	3.09411788494	281.511967377	0.72737758199	0.666794822432	0.17763802564	0.00288421110345	0.0433673060422
FBgn0037167	0	default	1	24	78.2674170346	2.15071668938	253.760509078	0.488247649113	0.374524904471	0.313316944013	0.0490647181951	0.161325736654
FBgn0037163	0	mle	1	24.3414634146	702.868255765	22.2549528726	1572.00350229	0.813454062773	0.771999410056	0.357555671926	0.00052304141425	0.0254969906408
FBgn0037188	1	mle	1	25.2658227848	70.7983074742	11.7942931778	847.889958024	0.641682857619	0.562056825979	0.072904920806	0.009867431872	0.0716708374978
FBgn0037186	0	burg	1	23.6213017751	52.8807712846	13.825287898	481.286096346	0.51197855407	0.403529343863	0.163393214647	0.0396255299072	0.142950405066
