x	BH.Q	ADJ.P	PER	LAG	AMP	WT2U_old_ZT00	WT2U_old_ZT04	WT2U_old_ZT08	WT2U_old_ZT12	WT2U_old_ZT16	WT2U_old_ZT20	WT2U_old_ZT24	WT2U_old_ZT28	WT2U_old_ZT32	WT2U_old_ZT36	WT2U_old_ZT40	WT2U_old_ZT44
FBgn0261990	0.186879240689377	0.0175406595719096	28	18	255.53733466897	1184.73039395951	1151.66303194798	1587.00249492953	1648.77075701051	1736.34074164969	1862.24828518578	1297.20220977389	1191.67309405315	1469.24316328549	1744.84915460335	1652.48668822409	1973.9966711487
FBgn0037249	0.186879240689377	0.0175406595719096	24	6	254.556482448438	3847.95002751661	4016.62758149463	3897.1960002067	3471.84830115731	3609.11985776016	3403.64105231768	4008.87946985633	4498.67505762334	3871.94894409298	3659.85382399492	3659.80750511686	3696.34486384375
FBgn0003885	0.186879240689377	0.0175406595719096	24	22	251.517180438954	2302.56520920936	2272.91242748889	2089.21847433761	1856.41490780675	2230.11771588871	3089.21693663014	2303.27973646608	2078.66200508464	2023.71372808722	1947.22346509111	2350.07943856489	2986.77866230232
FBgn0001168	0.186879240689377	0.0175406595719096	28	6	251.366418560255	1890.52722440347	2492.90439750008	2314.21123311243	1845.93745065648	1874.4033824731	1589.27098474796	1859.90610251482	2174.69426907427	2556.37927067764	2064.01659950195	2004.53416143203	1896.30192233651
FBgn0266549	0.186879240689377	0.0175406595719096	24	10	244.699417401365	941.385607638858	985.401819589294	1396.83004406034	1270.62980349625	756.908124984805	765.336881594003	874.402758372564	948.973372333896	1247.03960360839	1113.56212636544	864.792077985736	730.193126004849
FBgn0038721	0.186879240689377	0.0175406595719096	24	8	242.320462283404	2193.01158030803	1941.40379065175	2690.53840701555	2120.25632877261	1733.09220892443	1367.74490324082	1842.41804734737	1877.86727128814	2137.93051109881	1740.82180514091	1658.05999914558	1479.63804817555
FBgn0262574	0.186879240689377	0.0175406595719096	28	0	242.208466231861	890.002047180713	659.97591003357	496.85900896106	495.297974376351	461.291646986447	405.178349079178	1101.74747554943	825.877470310824	589.773934096223	562.822087376385	404.993926962171	472.356570212176
FBgn0015714	0.186879240689377	0.0175406595719096	24	6	239.989619167824	1389.29513465137	1041.16015300227	1266.92351072012	1044.88822671319	884.413034451129	873.956121558792	1465.91050668342	1522.54789452651	1049.75606931564	1011.87155243876	858.289881910656	992.155066690204
FBgn0039827	0.186879240689377	0.0175406595719096	24	6	232.686682791721	907.453067713668	1035.07742572085	1072.73333201566	796.286743420441	707.36800092464	456.629568009867	1007.10623581969	1158.49831194764	787.057468388974	907.160466415247	659.508459043902	561.052345404855
FBgn0027561	0.186879240689377	0.0175406595719096	20	8	224.071683978166	2796.0412898357	3211.68000458733	3445.8712400453	2832.7234149909	2763.68921601211	3089.93153689306	2809.40462719467	3249.38260517641	3112.9265042614	2648.98910892177	2786.65546074888	3453.63471932425
FBgn0027563	0.186879240689377	0.0175406595719096	24	6	219.078803444755	1288.46701601652	1268.24863817511	1406.20474234262	1009.6458708441	991.614614384599	1081.1901978074	1389.78603124863	1622.94526142476	1402.78976226056	1152.82878362426	1059.85796023816	1255.49213567312
FBgn0284221	0.186879240689377	0.0175406595719096	28	4	218.56050124083	1017.97619775572	1013.7878802359	1124.9637938741	716.277070636569	705.743734562012	697.44985661601	960.814325082323	977.783051530786	1078.82943226404	718.881879046045	703.166061262301	622.933118795097
FBgn0030749	0.186879240689377	0.0175406595719096	24	8	216.039587842339	2442.173373473	2227.29197287827	2776.24993416786	2706.0414330831	2148.90439775729	1935.13751200426	2308.42328210357	2378.10806461595	2443.20082205706	2406.34130380959	2128.07588685856	2049.62872751455
FBgn0038922	0.186879240689377	0.0175406595719096	28	22	211.748038449235	4100.98982524446	4291.36409703856	3374.89138162229	3995.72115867075	4326.23345686057	4449.10123697877	4339.09509978291	4198.35597751031	3592.63699291009	4196.49813986543	4308.16934231777	4323.40336753153
FBgn0013973	0.186879240689377	0.0175406595719096	20	18	206.138969849259	2807.67530352434	2769.66848880448	2390.54806198246	3413.74603877854	2859.52093140719	2772.64902015381	2509.02156196551	2481.12449325937	2581.29929606199	3067.83345301582	2982.65022815489	2497.92055251941
FBgn0039048	0.186879240689377	0.0175406595719096	28	4	197.05359891655	1981.66033163113	2602.39348856555	1991.4537636795	2077.39400406696	1753.39553845729	1597.84618790307	2024.49956291436	2537.87083107142	2347.67405808373	2239.20630111821	1874.49023993041	1586.8980553853
FBgn0051678	0.186879240689377	0.0175406595719096	24	16	194.753681118654	1871.13720158908	2085.36166964525	2083.86150389059	2211.69595481132	2249.60891224025	2195.96660797234	1855.79126600483	1753.89834868335	1985.29535561968	2215.04220434356	2204.24446945237	2027.62667475358
FBgn0039703	0.186879240689377	0.0175406595719096	24	6	190.506410506568	450.818030434675	421.735758178134	492.841281125795	386.713418455382	213.591026685626	148.636854688658	433.086542676294	545.637863577447	482.825491821732	260.770877693173	172.772638566431	99.0092374243862
FBgn0032266	0.186879240689377	0.0175406595719096	28	14	182.771878558159	172.571203048112	195.661060885529	455.342487996659	450.530657461565	618.033350980082	401.605347764547	270.550500531746	273.255442079586	281.388619964923	606.116094097645	543.397814846032	419.414130756081
FBgn0086909	0.186879240689377	0.0175406595719096	24	16	180.445162282781	1229.32744643262	1233.77985024709	1398.16928667209	1624.95835439626	1625.89062899096	1524.9569610846	1335.26444749128	1577.54819117512	1457.82148498433	1634.09704438618	1662.7044249135	1587.58561953408
FBgn0034135	0.186879240689377	0.0175406595719096	24	18	178.157427995209	1482.36724416047	1283.45545637865	1362.00973615471	1636.3883076511	1536.55597904641	1720.04283286346	1286.91511849891	1142.78394147661	1431.86312520896	1489.11246373824	1542.8782401013	1597.21151761701
FBgn0036094	0.186879240689377	0.0175406595719096	28	16	177.73949533765	384.891952865733	207.826515448359	448.646274937884	553.400236755115	623.718283249281	546.669201138574	246.890190599312	247.064824627868	473.480482302602	366.488801082297	577.766565528602	841.578518107283
FBgn0035903	0.186879240689377	0.0175406595719096	28	16	177.536384250936	880.307035773515	983.374243828822	1078.09030246268	1079.1780864777	1193.02364335051	1496.37295056755	888.804686157524	858.179231834609	1075.714429091	992.741642492157	1216.83955119368	1452.13548222433
FBgn0029105	0.186879240689377	0.0175406595719096	28	10	174.537309840404	1592.89037420252	1834.95606322698	2070.46907777304	2045.96163261616	1705.47968075975	1794.36126020779	1682.96813258531	1798.42239835127	1730.90342982113	2064.01659950195	1854.05476655159	1799.35537735846
FBgn0039756	0.186879240689377	0.0175406595719096	24	4	172.850548236325	1102.32279699833	1358.47575951611	1348.61731003716	993.453437066411	799.951183594456	1149.79182304832	1051.34072830207	1332.2294077107	1266.76795703766	906.153629049636	850.858800681992	1216.98854334141
FBgn0263336	0.186879240689377	0.0175406595719096	24	6	172.537102115059	370.349435754937	445.05287942356	546.410985595991	320.038691135488	302.925676630185	232.245085451028	548.301964955972	659.130539201556	616.770628262599	343.331541673251	301.887674914462	286.714250041452
FBgn0016650	0.186879240689377	0.0175406595719096	28	6	163.289394628232	1218.6629338847	1234.79363812733	1336.56412653137	1074.41560595485	927.45609306078	1039.74338255768	986.532053269752	1188.18101172625	1437.05479716404	1119.60315055911	1096.08448122789	995.592887434106
FBgn0025633	0.186879240689377	0.0175406595719096	20	0	162.609545597167	1817.81463884949	1467.96485058158	1150.40940349744	1390.64431267206	1607.21156582074	1609.99439237282	1583.18334721809	1266.7528640814	1441.20813472809	1380.37402825228	1713.79310836056	1511.95356316823
FBgn0010278	0.186879240689377	0.0175406595719096	24	14	162.501220302162	725.186853258358	744.12030409315	1001.75347359265	1127.75538781077	1141.04711974641	974.714758631391	728.326062267971	869.52849939702	710.220723453902	1149.80827152743	1036.63583139858	977.028655417034
FBgn0050046	0.186879240689377	0.0175406595719096	24	6	160.417665140099	809.533452500975	948.905455900802	1127.64227909761	781.999301851892	751.223192715605	698.879057141863	1019.45074534966	1014.44991596319	926.194276784913	759.155373670473	751.468089248615	739.131459938995
FBgn0032731	0.186879240689377	0.0175406595719096	20	8	158.748428831785	2540.09298868569	2505.06985206291	2812.40948468525	2565.07200960676	2340.56782854743	2631.87276835734	2744.59595216235	2842.55501409307	2632.1776812217	2189.87127020329	2272.05308566392	2787.38505915598
FBgn0032513	0.186879240689377	0.0175406595719096	24	20	157.901168033841	913.270074557986	781.630455661878	874.525425475936	744.851953773666	984.305415752772	1024.73677703623	968.015288974803	758.654885518083	723.71907053709	826.61347716639	1032.92029078425	1181.92277175361
FBgn0262057	0.186879240689377	0.0175406595719096	24	2	156.637675299512	2879.4183879376	2592.25560976319	2732.05492797995	2417.43511339842	2463.19993892587	2509.67612339696	2905.07457605191	2921.99988702995	2624.9093404846	2331.8353387544	2563.72302388897	2641.62145961453
FBgn0019952	0.186879240689377	0.0175406595719096	24	8	150.661969565986	678.650798503811	836.375001194617	887.917851593485	734.374496623397	564.432561013347	520.943591673229	806.507955957753	908.814425574596	757.984105440568	766.203235229748	614.92197167192	484.732724890224
FBgn0010803	0.186879240689377	0.0175406595719096	28	14	148.416057271674	987.921662393405	1077.65651669076	1178.53349834429	1267.77231518254	1270.17629557536	1091.19460148837	906.292741324975	849.44902601737	911.657595310711	1191.08860351747	1202.90627388993	1084.97622677557
FBgn0039487	0.186879240689377	0.0175406595719096	24	0	147.224317617073	916.178577980145	695.458485841827	648.193424089361	448.625665252426	743.913994083778	799.637694214463	997.84785367222	701.035527124304	502.553845251007	458.111001352872	822.06336092092	733.630946748751
FBgn0037553	0.186879240689377	0.0175406595719096	24	6	144.218921031274	524.500117129374	556.569546249509	456.681730608414	440.053200311296	394.696726118686	246.537090709553	647.058041195697	726.353123994298	536.818880154485	452.069977159207	373.41183174035	255.773863346331
FBgn0030558	0.186879240689377	0.0175406595719096	24	6	143.885376323276	564.249663898883	447.080455184032	601.319932677941	398.14337171022	268.003949833675	276.550301752455	533.900037171013	543.891822414	453.752128873326	413.810157266	247.083450853068	310.091431099987
FBgn0033981	0.186879240689377	0.0175406595719096	24	0	142.123285638887	479.903064656267	356.853333843037	389.71960002067	156.209361149465	278.56168119076	448.768965117679	529.785200661024	422.541961554375	195.206865510722	196.333286294088	261.945613310395	380.222974275594
FBgn0040609	0.186879240689377	0.0175406595719096	24	8	141.120532696635	494.445581767062	835.361213314381	645.514938865852	502.91794321291	349.217267965092	214.380078877872	349.761103349026	382.383014795075	426.75543470695	381.591361566458	243.367910238736	194.58065410487
FBgn0003716	0.186879240689377	0.0175406595719096	24	18	141.058474079138	1968.08731566105	1898.82469968184	1806.63828325733	1987.85937023739	2176.51692592197	2058.04875722757	1903.1118858697	1845.56550976436	1906.38194190258	1827.40981858343	2188.45342184146	2161.70168376577
FBgn0038981	0.186879240689377	0.0175406595719096	28	2	139.262405188189	1199.27291107031	1207.42136536096	1047.28772239232	1072.51061374571	945.323023049692	912.544535756809	1161.41260494426	1238.81620546624	1022.75937514926	1011.87155243876	988.33380341227	963.964936590205
FBgn0264272	0.186879240689377	0.0175406595719096	28	8	137.070002379777	393.617463132211	608.27272814154	660.246607595155	625.789940702428	471.849378343532	493.788781682032	389.880759321414	577.066604519508	646.882325602019	699.751969099441	534.108963310202	542.488113387783
FBgn0023535	0.186879240689377	0.0175406595719096	28	2	136.433829135973	249.161793164971	173.357727520339	229.010486610084	75.2471922610225	25.9882618020534	18.5796068360822	246.890190599312	261.033153935451	149.520152306085	49.3350309149246	31.5820952218207	21.3144886121943
FBgn0262150	0.186879240689377	0.0175406595719096	24	14	135.98877270282	421.732996213083	318.329394394072	681.674489383233	795.334247315871	688.688937754414	575.253211655623	524.641655023538	551.749007649515	609.502287525498	816.545103510283	733.819271330539	746.007101426799
FBgn0036622	0.186879240689377	0.0175406595719096	28	4	132.345717871563	393.617463132211	399.432424812944	508.912192466854	237.171530037906	207.906094416427	179.364665994486	381.651086301437	389.367179448866	365.493705637096	281.914462370998	214.572470477664	138.200393904872
FBgn0019932	0.186879240689377	0.0175406595719096	24	8	132.036294476007	838.618486722567	792.782122344473	1466.47065987159	846.769036962646	769.902255885831	559.532005871246	947.441106424861	992.624401420092	918.925936047812	938.372424749179	731.03261586979	636.684401770706
FBgn0032242	0.186879240689377	0.0175406595719096	24	8	127.380948636022	1461.03821906463	1505.47500215031	1707.53432998747	1481.1314426062	1301.0373564653	1146.93342199662	1562.60916466815	1619.45317909786	1473.39650084954	1482.06460217896	1377.53668276353	1296.05842045117
FBgn0033397	0.186879240689377	0.0175406595719096	28	4	127.282195970165	414.946488228045	482.563030992288	583.909778725127	310.513730089789	268.81608301499	278.694102541234	421.770742273825	441.748414352301	367.570374419125	292.989673392716	290.741053071467	266.774889726819
FBgn0035280	0.186879240689377	0.0175406595719096	28	2	118.496863605972	469.23855210835	412.611667256011	379.005659126631	341.946101540596	212.778893504312	243.678689657848	498.92392683611	434.76424969851	342.650349034777	299.03069758638	269.376694539059	267.462453875599
FBgn0086134	0.186879240689377	0.0175406595719096	24	6	118.37780171023	1799.39411717582	1892.74197240042	1980.73982278547	1780.21521944115	1752.58340527597	1662.16021156643	1945.28896009708	1948.58193840778	1817.08518427533	1880.7721989608	1650.62891791692	1657.71716270969
FBgn0027660	0.186879240689377	0.0175406595719096	20	18	117.738015097173	1586.10386621748	1473.03378998276	1419.59716846017	1906.89720134895	1685.1763512269	1573.54977896358	1424.76214158353	1388.10272494103	1562.69325847679	1891.84740998252	1645.05560699542	1416.38214648775
FBgn0033945	0.186879240689377	0.0175406595719096	24	12	117.711659103993	565.219165039603	659.97591003357	747.297377359222	910.58627596883	726.047064094866	505.222385888852	579.163238780887	623.336695350876	635.46064730086	815.538266144672	619.566397439835	427.664900541446
FBgn0030753	0.186879240689377	0.0175406595719096	24	8	114.963370504895	1057.72574452523	1231.75227448662	1408.88322756613	1119.18292286964	1124.80445612012	1093.33840227715	1225.19257084909	1344.45169585483	1367.48639296607	1098.45956588128	1038.49360170575	1079.47571358532
FBgn0039640	0.186879240689377	0.0175406595719096	28	24	114.692691399541	762.997397746428	672.141364596401	494.18052373755	541.970283500276	513.268170590554	630.99203216387	705.694461463034	630.320860004667	516.052192334195	467.172537643368	512.744604777794	607.806707521927
FBgn0030027	0.186879240689377	0.0175406595719096	24	22	113.559264644992	631.145242608545	371.046364166339	239.724427504123	342.898597645166	397.133125662628	427.330957229892	626.483858645755	336.985944545431	293.848632657097	311.112745973708	499.740212627633	413.913617565837
FBgn0035132	0.186879240689377	0.0175406595719096	28	16	113.102801321603	1143.04184490856	1137.47000162468	1269.60199594363	1396.35928929948	1398.493338223	1286.99507353016	1224.16386172159	1071.19625377524	1308.30133267824	1447.8321317482	1324.5902290093	1455.57330296823
FBgn0039239	0.186879240689377	0.0175406595719096	28	2	112.717636786034	389.739458569332	381.184242968698	219.6357883278	362.901015841134	202.221162147228	132.201048641354	370.335285898968	402.462488174725	286.580291919996	257.750365596341	236.865714163655	206.269244634138
FBgn0040238	0.186879240689377	0.0175406595719096	28	2	110.36363826979	1838.17416280461	1742.70136612551	1664.67856641131	1737.35289473551	1432.60293183819	1584.26878290747	1644.90589486792	1684.92972272716	1671.71836953331	1592.81671239614	1564.24259863371	1573.83433655847
FBgn0027596	0.186879240689377	0.0175406595719096	24	2	109.545181363836	2362.67427993398	2474.65621565583	2247.24910252469	2218.36342754331	2073.37601189507	2331.0260576654	2404.0932309608	2330.96495320286	2291.60400096895	2197.92596912817	2190.31119214862	2365.22067180478
FBgn0014032	0.186879240689377	0.0175406595719096	28	0	109.404648793349	610.78571865343	511.962879519129	578.552808278108	418.145789906188	443.424716997536	425.901756704039	640.885786430715	672.225847927415	558.623902365789	453.076814524818	413.353893344417	440.728619368275
FBgn0032859	0.186879240689377	0.0175406595719096	24	10	109.14831809303	1212.84592704038	1164.84227439105	1485.22005643616	1419.21919580916	1173.53244699897	1027.59517808793	1147.0106771593	1243.18130837486	1270.92129460172	1296.80652690659	1137.88431313913	1100.10263804874
FBgn0039006	0.186879240689377	0.0175406595719096	24	6	108.844925998289	389.739458569332	459.245909746862	559.803411713539	306.70374567151	304.549942992813	213.665478614946	404.282687106374	421.668940972651	369.647043201154	281.914462370998	265.661153924727	233.771810585356
FBgn0026565	0.186879240689377	0.0175406595719096	24	6	108.552967838313	275.338323964403	336.577576238319	413.825967032258	184.784244286562	221.712358498768	126.484246537944	347.703685094031	477.542258202982	277.235282400865	235.599943552905	198.781422866754	176.016422087798
FBgn0261341	0.186879240689377	0.0175406595719096	24	20	107.465423700707	512.866103440737	599.148637219417	419.182937479277	530.540330245437	568.493226919918	892.535728394874	481.435871668659	479.28829936643	407.027081277675	447.035790331154	673.441736347646	803.074925775577
FBgn0030742	0.186879240689377	0.0175406595719096	24	20	105.128938235926	1407.71565632505	1442.62015357568	1143.71319043867	1601.14595178201	1457.77906045893	1802.9364633629	1459.73825191843	1391.59480726792	1314.53133902433	1675.37737637622	1628.33567423093	1753.28857939017
FBgn0029768	0.186879240689377	0.0175406595719096	24	0	101.770929961033	1449.404205376	1327.04833522879	1169.15880006201	1136.3278527519	1149.98058474086	1298.42867773698	1317.77639232383	1260.64172000933	1168.12618989129	1171.95869357086	1184.32857081827	1226.61444142434
FBgn0035696	0.186879240689377	0.0175406595719096	28	12	99.8154976744875	1961.30080767601	2096.51333632784	2101.2716578434	2257.41576783068	1989.72629421971	1990.8763325125	1712.80069728273	1874.37518896125	1930.26363289591	2313.7122661734	2238.61322013494	1968.49615795846
FBgn0034716	0.186879240689377	0.0175406595719096	24	4	99.8150220051313	828.92347531537	910.381516451838	925.416644722621	641.029878375546	726.047064094866	800.352294477389	866.173085352587	976.037010367338	852.472535022886	744.052813186312	768.188022013108	776.259923973139
FBgn0033448	0.186879240689377	0.0175406595719096	24	20	99.5300984917092	1270.04649434285	1096.91848641524	1182.55122617956	1134.42286054276	1263.67923012485	1327.72728851695	1176.84324185672	1196.03819696176	1015.49103441216	1209.21167609846	1300.43921501614	1393.69252957799
FBgn0031708	0.186879240689377	0.0175406595719096	28	22	92.5398847493525	786.265425123701	705.596364644186	683.013731994988	709.60959790458	777.211454517659	880.387523925128	841.484066292656	793.57570878704	699.837379543757	782.312633079519	755.183629862947	931.649421597523
FBgn0052594	0.186879240689377	0.0175406595719096	28	10	91.586232642659	992.769168097004	1013.7878802359	1158.44485916797	1147.75780600674	1043.59113798871	981.860761260654	915.551123472449	930.639940117694	1122.43947668665	1114.56896373105	1086.79562969206	1097.35238145361
FBgn0001230	0.186879240689377	0.0175406595719096	24	8	90.4662434107771	565.219165039603	630.576061506729	764.707531312036	620.074964075008	516.516703315811	410.180550919662	572.990984015904	691.432300725341	589.773934096223	851.784411306658	561.046632764108	555.551832214612
FBgn0040294	0.186879240689377	0.0175406595719096	28	8	89.5412809654526	592.365196979755	737.023788931499	725.869495571144	678.177226453773	649.706545051334	580.970013759033	541.101001063493	617.225551278808	672.840685377381	682.635733884059	599.13092406101	553.48913976827
FBgn0034230	0.186879240689377	0.0175406595719096	28	14	87.7109214278755	1297.192526283	1390.91697168365	1453.07823375404	1444.93659063255	1486.20372180493	1418.48152190859	1278.68544547894	1388.10272494103	1453.66814742027	1480.05092744774	1549.38043617638	1505.76548582921
FBgn0243486	0.186879240689377	0.0175406595719096	24	18	85.4407978599964	1254.53447609133	1212.49030476214	1174.51577050903	1306.82465546991	1312.4072210037	1472.79114189098	1166.55615058175	1121.83144751523	1279.22796972984	1262.57405647583	1340.38127662021	1293.99572800483
FBgn0037902	0.186879240689377	0.0175406595719096	24	20	85.2060045167606	727.125855539798	667.072425195222	456.681730608414	791.524262897591	792.641984962628	853.947314196857	751.986372200405	683.575115489826	621.962300217672	868.90064652204	847.14326006766	887.645316075574
FBgn0036053	0.186879240689377	0.0175406595719096	20	12	83.852684835223	2607.95806853607	2441.20121560805	2602.14839463973	2658.41662785461	2595.57764748008	2341.74506160929	2590.28958303778	2631.28403331588	2808.69452769416	2590.59254171635	2509.84768498116	2561.86401835599
FBgn0037447	0.186879240689377	0.0175406595719096	24	4	83.5261008880835	895.819054025031	992.498334750946	846.401330629083	886.773873354582	781.27212042423	833.938506834922	954.642070317341	1074.68833610214	950.075967778246	817.551940875894	764.472481398777	972.215706375571
FBgn0038959	0.186879240689377	0.0175406595719096	24	6	83.0779972219288	168.693198485233	345.701667160442	283.919433692034	174.306787136293	164.050902625462	137.917850744764	181.052806439496	261.906174517175	304.231976567242	161.093978497713	125.3994957337	114.823212846337
FBgn0033735	0.186879240689377	0.0175406595719096	24	6	82.5354663756997	476.025060093388	426.804697579314	533.018559478442	413.383309383339	368.708464316632	296.55910911439	506.12489072859	612.860448370189	498.400507686949	468.179375008979	376.198487201099	404.975283631691
FBgn0032803	0.186879240689377	0.0175406595719096	24	8	82.0506240525636	133.791157419323	249.391818538031	231.688971833594	136.206942953496	90.1467831258726	91.4688336545587	115.215422279679	230.477433575114	228.433566023185	152.032442207217	71.524156825888	73.5693639195092
FBgn0033901	0.186879240689377	0.0175406595719096	24	22	80.2903012954359	622.419732342067	516.018031040073	411.147481808748	521.967865304308	569.305360101232	570.25100981514	624.42644039076	503.732875654699	410.142084450718	469.186212374589	588.913187371597	583.741962314611
FBgn0037142	0.186879240689377	0.0175406595719096	20	18	79.7913679061368	1432.92268598376	1328.06212310903	1323.17170041382	1492.56139586104	1573.91410538686	1430.62972637833	1334.23573836378	1113.97426227972	1331.14468928056	1453.87315594186	1413.76320375327	1318.74803736092
FBgn0041096	0.186879240689377	0.0175406595719096	24	18	79.2440585810626	403.312474539408	413.625455136247	435.253848820336	482.915525016942	639.14881369425	492.359581156179	446.459761333756	426.034043881271	322.921995605502	539.664827967339	651.148492661655	490.233238080468
FBgn0039066	0.186879240689377	0.0175406595719096	24	14	78.9076424107281	991.799666956284	1070.56000152911	1079.42954507443	1208.71755669921	1195.46004289446	1200.52844171608	903.206613942484	935.005043026314	1117.24780473158	1153.83562098987	1148.10204982854	1100.79020219752
FBgn0052855	0.186879240689377	0.0175406595719096	24	22	77.7768468104189	180.32721217387	68.9375758560412	64.2836453642342	45.7198130193555	112.886512202669	211.521677826167	166.650878654536	54.1272760668828	57.1083915057962	27.1846088714891	89.1729747439642	168.453216451213
FBgn0034165	0.186879240689377	0.0175406595719096	24	18	77.6615861615958	534.195128536571	417.680606657191	502.21597940808	659.127304362375	627.778949155852	626.704430586312	547.273255828475	526.431410779521	480.748823039703	557.787900548332	640.930755972243	588.554911356074
FBgn0086757	0.186879240689377	0.0175406595719096	28	12	77.1777685495781	697.071320177486	753.244395015273	794.170868770643	842.006556439796	825.127312215195	726.03386713306	671.747060255629	785.718523551524	709.182389062888	822.586127703947	811.845624231508	776.259923973139
FBgn0033742	0.186879240689377	0.0175406595719096	24	8	76.2797253327743	453.726533856834	442.011515782852	591.945234395656	349.566070377155	389.823927030801	267.97509859734	540.072291935995	587.542851500195	494.247170122891	430.926392481382	330.683114675534	299.0904047195
FBgn0033793	0.186879240689377	0.0175406595719096	24	20	76.0073619495169	789.173928545861	904.298789170422	646.854181477607	844.864044753506	905.528497165297	1050.46238650157	852.799866695124	817.147264493585	765.25244617767	916.222002705743	943.747316040288	1050.59801933654
FBgn0040475	0.186879240689377	0.0175406595719096	24	8	75.7996427558509	1132.37733236065	1223.64197144473	1224.06774714396	1203.00258007179	1106.1253929499	940.413946010932	1164.49873232676	1280.72119338898	1109.97946399448	1211.22535082968	1132.31100221763	1069.8498155024
FBgn0031681	0.186879240689377	0.0175406595719096	24	10	74.3946974723531	1959.36180539458	1975.87257857977	2361.08472452385	2062.15406639385	2035.2057523733	1900.12209912087	2029.64310855185	1919.77225921089	2204.38391212373	2059.98925003951	1986.88534351395	1765.66473406822
FBgn0020379	0.186879240689377	0.0175406595719096	28	14	74.1349533163778	890.971548321432	898.216061889007	945.505283898944	994.405933170981	984.305415752772	1079.04639701862	819.881174615216	803.178935186002	908.542592137667	934.345075286736	1063.57350085249	989.404810095082
FBgn0024944	0.186879240689377	0.0175406595719096	24	20	72.4175885633199	991.799666956284	1076.64272881053	834.34814712329	1083.94056700055	1089.88272932361	1255.5526619614	918.637250854941	850.322046599094	946.960964605203	1085.37068012834	1084.9378593849	1135.85597378532
FBgn0032084	0.186879240689377	0.0175406595719096	24	2	70.3606901923388	217.16825552122	190.592121484349	66.9621305877439	94.2971143524206	112.074379021355	136.488650218912	284.952428316706	203.413795541672	87.2200888452161	89.6085255393529	125.3994957337	162.952703260969
FBgn0013263	0.186879240689377	0.0175406595719096	24	8	69.7437459317478	700.949324740365	739.051364691971	716.49479728886	711.514590113719	630.215348699794	595.976619280484	669.689642000634	717.622918177059	802.632484254191	617.191305119363	583.339876450099	572.053371785343
FBgn0036101	0.186879240689377	0.0175406595719096	24	8	64.7806786838473	467.29954982691	512.976667399365	661.58585020691	479.105540598662	379.266195673716	361.587733040677	472.177489521185	561.352234048478	555.508899192745	420.858018825275	408.709467576503	505.359649353638
FBgn0035853	0.186879240689377	0.0175406595719096	20	10	63.8366791037696	985.013158971246	1091.84954701406	1102.19666947427	1042.98323450405	1070.39153297207	1024.0221767733	1125.40778548186	1220.48277325003	1230.42625335216	1039.05616131025	1030.1336353235	1085.66379092435
FBgn0032521	0.186879240689377	0.0175406595719096	24	16	63.3361920059801	305.392859326715	286.90197010676	365.613233009082	403.85834833764	449.921782448049	418.755754074777	345.646266839037	364.922603160597	330.190336342604	455.090489256039	415.211663651583	397.412077995106
FBgn0029924	0.186879240689377	0.0175406595719096	24	18	61.983747452967	106.64512547917	80.0892425386361	85.7115271523122	108.584555920969	168.923701713347	187.225268886675	121.387677044662	95.1592434079068	85.1434200631871	181.230725809927	205.283618941834	204.206552187797
FBgn0031312	0.186879240689377	0.0175406595719096	28	0	60.0384548448265	566.188666180323	536.293788644791	464.717186278943	481.010532807802	426.369920189938	508.795387203483	565.790020123424	555.24108997641	552.393896019702	533.623803773675	483.949165016722	497.796443717053
FBgn0266279	0.186879240689377	0.0175406595719096	24	4	60.0114682047659	122.157143730686	129.764848670195	108.478651552145	33.3373636599467	36.5459931591376	38.588414198017	122.416386172159	109.127572715489	119.408454966665	28.1914462370998	34.3687506825695	37.1284640341448
FBgn0038589	0.186879240689377	0.0175406595719096	24	4	59.9519157485836	238.497280617054	275.750303424165	187.493965645683	191.451717018551	103.953047208214	141.490852059396	276.722755296729	261.906174517175	205.590209420866	194.319611562866	140.261658191027	155.389497624384
FBgn0010314	0.186879240689377	0.0175406595719096	24	10	59.9275704728027	28.1155330808722	128.751060789959	159.369870798831	102.86957929355	56.0371895106776	47.8782176160581	32.9186920799083	104.76246980687	192.091862337678	135.923044357445	51.0886834470628	52.254875307315
FBgn0053301	0.186879240689377	0.0175406595719096	24	6	58.9341746913624	78.5295923982982	281.83303070558	314.722013762397	7.61996883655924	8.12133181314168	2.85840105170496	85.3828575822621	88.1750787541155	85.1434200631871	11.0752110217178	1.85777030716592	1.37512829756092
FBgn0040507	0.186879240689377	0.0175406595719096	24	16	58.7645930913009	204.564740691863	205.798939687888	234.367457057104	269.556397593283	314.295541168583	260.829095968078	187.225061204478	181.588280998574	179.631849645505	323.194794361037	283.309971842803	244.085272817063
FBgn0039137	0.186879240689377	0.0175406595719096	24	18	58.5240004161536	818.258962767452	835.361213314381	786.135413100114	871.533935681464	904.716363983983	886.104326028538	744.785408307925	716.749897595335	803.670818645205	845.743387112994	872.2231592144	857.392493529234
FBgn0038272	0.186879240689377	0.0175406595719096	24	6	58.3492714596299	505.11009431498	511.962879519129	549.0894708195	476.248052284953	466.976579255647	423.75795591526	593.565166565846	577.066604519508	521.243864289267	466.165700277757	443.078218259072	447.60426085608
