x	BH.Q	ADJ.P	PER	LAG	AMP	WT2U_old_ZT00	WT2U_old_ZT04	WT2U_old_ZT08	WT2U_old_ZT12	WT2U_old_ZT16	WT2U_old_ZT20	WT2U_old_ZT24	WT2U_old_ZT28	WT2U_old_ZT32	WT2U_old_ZT36	WT2U_old_ZT40	WT2U_old_ZT44
FBgn0034959	0.0975970303608865	0.00432043650793651	24	22	151.892149529393	1385.41713008849	1455.79939601875	1181.2119835678	1294.4422061105	1461.8397263655	1995.87853435299	1477.22630708588	1376.75345737862	1326.9913517165	1324.99797314369	1576.31810563028	2000.81167295114
FBgn0035158	0.0975970303608865	0.00432043650793651	28	12	143.908130295807	664.108281393015	682.27924339876	753.993590417997	982.975979916142	911.213429434496	860.378716563193	613.110639988292	770.877173662218	719.565732973033	913.201490608911	949.320626961786	908.272240538988
FBgn0039022	0.0975970303608865	0.00432043650793651	24	6	142.347268042926	460.513041841872	488.645758273704	622.747814466019	419.098286010758	319.168340256468	261.543696231004	570.933565760909	648.654292220869	557.585567974774	432.940067212604	328.825344368368	404.287719482911
FBgn0039637	0.0975970303608865	0.00432043650793651	24	6	140.495450647013	1707.29150880745	1743.71515400575	1707.53432998747	1574.47606085405	1596.65383446365	1492.08534898999	1761.15002627509	1972.15349411433	1657.18168805911	1617.98764653641	1438.84310290001	1496.82715189506
FBgn0030701	0.0975970303608865	0.00432043650793651	24	18	138.266059118542	2252.15114989193	2239.4574274411	2062.43362210251	2280.27567434035	2413.65981486571	2331.0260576654	2182.92076854892	2159.85291918497	2183.61722430345	2400.30027961592	2484.76778583442	2378.28439063161
FBgn0032796	0.0975970303608865	0.00432043650793651	24	20	137.773491417174	1723.77302819968	1597.72969925178	1443.70353547176	1604.00344009572	1701.41901485318	1792.93205968194	1732.34617070517	1373.26137505172	1507.66153575302	1629.06285755812	1783.45949487928	1721.66062854627
FBgn0264305	0.0975970303608865	0.00432043650793651	24	12	130.909796425039	1106.20080156121	1061.43591060699	1375.40216227226	1498.27637248846	1228.75750332834	1096.19680332885	977.273671122277	1108.73613878937	1180.58620258346	1281.70396642243	1162.03532713228	1045.78507029508
FBgn0035088	0.0975970303608865	0.00432043650793651	24	4	126.100808979315	882.246038054955	1064.47727424769	1027.19908321599	844.864044753506	843.806375385421	885.389725765611	1063.68523783204	1211.7525674328	908.542592137667	852.791248672269	836.925523378248	921.335959365817
FBgn0039240	0.0975970303608865	0.00432043650793651	24	16	117.072536275529	1442.61769739096	1610.90894169484	1615.12658977638	1695.44306613443	1698.98261530924	1768.63565074244	1439.16406936849	1356.67398399897	1660.29669123215	1697.52779841965	1747.23297388955	1677.65652302432
FBgn0000239	0.0975970303608865	0.00432043650793651	24	8	115.884186856546	2563.36101606297	2597.32454916437	2811.07024207349	2564.11951350219	2502.18233162895	2346.03266318685	2680.81598625753	2655.72860960415	2725.627776413	2404.32762907837	2431.82133208019	2154.82604227796
FBgn0032639	0.0975970303608865	0.00432043650793651	20	14	112.629105266568	342.233902674065	201.743788166944	411.147481808748	682.939706976622	616.409084617453	348.724928308005	343.588848584043	373.652808977836	501.515510859992	478.247748665086	371.554061433184	338.969125348767
FBgn0265590	0.0975970303608865	0.00432043650793651	28	20	108.182175872533	378.105444880695	237.2263639752	255.795338845182	352.423558690865	528.698701035523	443.766763277195	410.454941871357	312.541368257162	268.92860727275	318.160607532983	433.789366723243	432.477849582909
FBgn0262366	0.0975970303608865	0.00432043650793651	24	6	104.969938962426	137.669161982202	275.750303424165	258.473824068692	131.444462430647	110.450112658727	91.4688336545587	253.062445364295	264.525236262346	275.158613618836	142.97090591672	98.4618262797938	107.947571358532
FBgn0000244	0.0975970303608865	0.00432043650793651	24	6	104.158250528292	3120.82417197681	3165.04576209648	3235.61014999979	3002.26772160434	2974.8438431538	3056.34532453553	3157.1083122887	3383.8277747619	3185.60991163242	3060.78559145655	3025.3789452197	3102.97700344622
FBgn0052553	0.0975970303608865	0.00432043650793651	24	22	100.006277078073	250.13129430569	112.530454706185	42.8557635761561	109.537052025539	165.67516898809	270.833499649045	264.378245766763	99.5243463165264	77.8750793260858	114.779459679621	205.283618941834	246.835529412185
