pval	qval	lfdr	statistic	param.cutoff	param.N.cens	param.eta0	param.eta0.SE	WAKED2_ZT00	WAKED2_ZT04	WAKED2_ZT08	WAKED2_ZT12	WAKED2_ZT16	WAKED2_ZT20	WAKED2_ZT24	WAKED2_ZT28	WAKED2_ZT32	WAKED2_ZT36	WAKED2_ZT40	WAKED2_ZT44
FBgn0014411	3.21493828668683e-05	0.00132340898544817	0.00304058404098423	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1442.48012351773	1622.6301929824	1803.69697448645	1494.89511909434	1634.98541532029	1851.65647109993	1459.86196431033	1732.53211271546	1900.20618509814	1497.604048513	1700.78879090632	1929.58476674825
FBgn0023508	0.0194696116798878	0.0413028296596931	0.096951239722404	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1510.86436641042	1837.83072780995	1976.8719622966	1789.95378304257	1686.41120387158	1732.48599124367	1617.4310540965	1870.84780474183	2113.16032653156	1844.12125424269	1623.53185184043	1591.90743256731
FBgn0023522	0.0306980650389317	0.0542089412438575	0.17118751389341	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	477.621196453649	598.384609499387	690.190168808589	512.741804133809	627.749280936423	580.504685966483	528.012976369567	605.515362870985	725.078675892713	557.676127971219	629.416827095591	603.450330355703
FBgn0025628	0.0106295067544669	0.0285355644868076	0.0807269735547485	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	2331.47528112273	2546.08565255885	1950.93754383228	2922.73145092773	2198.89578633097	1898.60241770997	2330.14422180483	2482.51053170287	2070.91436325124	2825.19809296487	2265.44612496139	1886.80623654204
FBgn0025626	0.00723092527643206	0.0225904438622307	0.0576975088447734	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	703.075497240495	878.054502861771	905.194863819265	738.678333520739	900.837951174301	875.722465610402	783.671433307401	906.736203283962	951.827417580921	787.243776767138	880.501879059717	830.085522299248
FBgn0025625	0.0103991925782111	0.0281327422215109	0.0807269735547485	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	2000.23910461126	2463.45591133814	2483.0114194229	2489.4285178569	2502.13060847823	2304.86541721995	2081.79029220808	2479.43684965784	2722.70922529035	2844.68968578717	2447.22715805759	2234.49556715422
FBgn0025631	0.0012359164707437	0.00803959385372769	0.0189652961875755	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1770.51078864362	1925.00056470213	2093.15854831405	1679.56470247453	1901.86752487094	2490.84359032897	1666.47573767233	2065.51433426042	2260.59011675469	1858.19851572546	1955.282237241	2578.54417179141
FBgn0023545	0.000146578322311447	0.00262435973684037	0.00530991450404793	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	893.269172785796	819.94127826699	642.504302599996	883.112644544347	805.079586285694	702.383585819477	950.632058246395	783.788921482747	719.043538281239	871.70734566375	835.056620785667	655.330675499406
FBgn0052801	0.0194456543242273	0.0412736427231928	0.096951239722404	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	24.5755872895614	55.3891671919008	49.3590544966143	47.456987907757	30.1461519093762	35.2094599575316	27.1311015525865	78.8911724891131	70.6973263058293	55.2261796631693	29.5394178781325	31.8563522812211
FBgn0023518	0.0235933519844066	0.04614685262504	0.108296860155643	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1313.19116429874	1447.38250006377	1388.74627905728	1316.41557761517	1507.30759546881	1613.31551138741	1227.1605933016	1433.36039366583	1711.39259411062	1246.37907435898	1398.57782338389	1621.03324036728
FBgn0026088	2.7217906281269e-06	0.000463656328564058	0.000806224578265663	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1050.33923067995	916.191306502096	622.426043143746	1080.16231172656	809.512843919426	613.005725927281	1040.3733941511	851.409926473415	583.684023281054	1089.36346551271	778.250047943105	542.468170274508
FBgn0023515	0.00499912056014305	0.018130007471953	0.0393991719214503	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	168.823599641335	155.271271964181	197.436217986457	152.687700224957	171.123744662047	195.909046430368	166.960624938994	168.027951794994	197.435216146767	150.518411238834	184.053296009902	172.934483812343
FBgn0025624	0.000394462406913622	0.00420580132439751	0.00852067500176447	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	657.129834046967	589.304418156453	467.65612650182	697.411387513994	541.744082842026	504.668926057953	697.060609120298	690.553899450159	458.670458471966	707.111672942148	568.065728425624	463.28238031833
FBgn0040395	0.0326440504010071	0.0565109245791735	0.17118751389341	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	5139.50325490392	5146.6524531753	5210.30832889684	4705.46351841912	6407.83058379594	6396.38522561824	5199.77996294378	5039.81399316815	4912.60201573921	5251.90139934061	6548.66171729059	6738.07359822514
FBgn0000382	0.0183775116903802	0.039952748073015	0.0901727194419377	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	8239.23276477425	8516.31146053832	11873.7806859398	8337.98644066287	10634.4984117958	10608.881127204	8416.90250473701	8773.31311719838	10514.0718817023	9011.61308150774	10594.4258351379	11325.388326721
FBgn0015036	0.0222682872247527	0.0446230291555992	0.108296860155643	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	153.864546508558	99.8821047722801	90.3521675531244	94.913975815514	107.284834736309	123.68451318415	135.655507762932	107.578871576063	78.456788949152	107.203760522623	114.749277141976	122.874501656139
FBgn0003116	0.000884769934506502	0.00666330736497443	0.0139352480033709	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	800.309342603542	645.601604482647	465.982938213799	812.95883633288	580.756750018865	526.336286031819	697.060609120298	705.922309675311	573.338073089957	840.304223894497	619.19164398393	495.138732599551
FBgn0040900	0.0363800446688895	0.0606911199713122	0.175803555956431	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	57.6992049407093	52.6651097890204	35.9735481924477	31.9818831552275	36.3527125966007	51.4599799379308	50.0881874816981	34.835063177011	21.5540628981187	21.6573253581056	31.8116807918349	39.1378042312145
FBgn0000810	1.3778081250959e-05	0.000932664859426374	0.00177029938314712	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	620.800705010224	849.905909698674	1118.52637054192	595.275696147299	862.711935524208	972.322778827219	654.276948979681	859.60641192683	1030.28420653007	681.122882512421	890.727062171379	1059.45125872404
FBgn0040392	0.0012203626690269	0.00798099429053264	0.0189652961875755	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	65.1787315070975	77.1816264149437	66.9275315208329	76.3438501124786	74.4787282466942	76.7385665741074	56.3492109169103	63.5227622639612	44.8324508280869	57.3919121989798	51.1259155583062	68.2636120311881
FBgn0023526	0.0156522877943018	0.0364210903946171	0.0901727194419377	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1159.32661779018	1064.19842539193	875.914068778901	904.777791197888	1083.48816568405	1062.60344538499	1068.54799960956	853.459047836769	841.470615542553	856.547217913076	988.434367460586	1137.72686718647
FBgn0023528	0.00162850231355212	0.00933619327252298	0.0189652961875755	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1795.08637593318	2075.73174099484	2492.21395500702	1876.61436965674	2202.44239243796	2421.32747707948	1760.39108920051	2088.05466925731	2426.98748232816	2102.92629227205	2142.74392762145	2735.09538871627
FBgn0027296	0.0134537271509977	0.0331889311895303	0.0894556942389808	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	968.064438449678	1084.17484634639	1384.56330833723	876.922602643335	1046.2488015607	1087.88203202117	1068.54799960956	1056.32206280877	1282.89782369602	989.739768865426	1106.59203897312	1205.08029772391
FBgn0023525	0.0241937639819792	0.0468135719169862	0.108296860155643	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	599.430629106258	618.361030453843	530.400687302601	627.257579302527	550.610598109489	531.753126025285	644.885413826863	558.385571513852	503.502909300052	709.277405477958	482.85586916178	486.03691766206
FBgn0004397	7.98824405248803e-05	0.00200049715708373	0.00311162447736716	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	2548.38155154799	4834.29387097836	5901.33509184944	5077.89770613	2941.90976574442	2959.40024976381	2506.49638189664	5246.77525086686	6565.36755876695	5264.89579455547	2959.6224450975	2832.48480854743
FBgn0005670	0.0211370195741655	0.0432616782127503	0.108296860155643	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	352.606252415446	289.658103839612	166.482234658072	361.08577755902	250.035730542473	222.090439732123	289.050581925633	276.631384052734	232.783879299682	275.048032047941	245.40439467987	190.227932193578
FBgn0004655	0.00323249400651767	0.0140709579883449	0.0368866207145536	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1691.44150779894	1912.28829682202	1950.93754383228	1698.13482817756	2005.60575350027	2320.21313053478	1604.90900722608	1922.07583882566	2380.43070646823	1710.92870329034	1841.66909155587	2355.54970582287
FBgn0013432	0.0122152650248473	0.0312137799167871	0.0876552854168179	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	595.156613925464	681.922369854385	780.542336361714	551.945402840217	740.35402483321	828.77651900036	648.015925544469	656.743396954825	781.119239427821	662.714155958031	723.715738014245	931.115668105406
FBgn0004861	2.18499401595159e-05	0.00113022320504795	0.00177029938314712	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1003.32506369122	1236.72206090769	1474.91547589035	1049.2121022215	1355.69018439518	1473.38047822286	962.11060121095	1176.19566256496	1469.98708965169	1027.64008824211	1249.74460253637	1464.48202344242
FBgn0004860	0.000616059995316317	0.00543924609470674	0.0134283038338496	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	828.090441278698	971.580473693997	1034.86695614088	825.338920134904	1042.70219545372	1136.63359196237	825.411589542149	912.883567374023	1132.88154592512	840.304223894497	986.162104546883	1180.50539739268
FBgn0040066	0.000748428324895079	0.006085925417979	0.0138766934089023	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	440.223563621708	517.57090654727	604.857566119527	426.081217519644	463.718748488346	551.614872667995	456.011206864626	521.501386973488	586.270510828828	450.472367448596	476.039080420673	626.204867699432
FBgn0040336	0.0383032966658969	0.0627543048699526	0.175803555956431	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	254.3039032572	241.533089722059	133.018468897655	287.836948397048	235.849306114532	225.701666394433	271.311015525865	255.115609737522	177.605478280498	242.562044010783	260.174103618936	216.623195512304
FBgn0040334	0.045743455999459	0.0701884734270915	0.189572425275714	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	408.168449765758	377.735959866077	299.500703555727	336.325609954973	327.174413369407	310.56549295874	358.965343618836	357.571677905201	286.237955287016	373.588862427321	361.289803278697	314.012615343465
FBgn0003371	7.16230216155997e-05	0.00192147039513816	0.00304058404098423	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	9688.12391106317	11250.3570738959	13807.1497527478	10010.3294275862	11482.1372713654	12631.1680580981	8907.34934049531	10875.7116359992	13170.3945932664	9626.68112167794	11448.79669069	13879.3575981812
FBgn0003068	1.50316128117023e-07	0.000230476980897499	0.000254288630689689	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	681.705421336528	1416.50984949779	5095.69493116741	6254.00566732223	4310.01307151405	1234.13671184476	748.192300507865	1505.07964138321	5547.15362745982	6270.87855743947	4526.34772409537	1177.77485291143
FBgn0024997	0.0298710645310216	0.0532024251155801	0.17118751389341	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	595.156613925464	373.19586419461	653.380026472131	884.144318194516	901.724602701048	484.807179415243	650.102933356206	350.399753133463	775.084101816348	911.773397576246	719.17121218684	433.246391024607
FBgn0024980	0.0020464724198424	0.0107274519110697	0.0271738162698952	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	965.927430859281	813.585144326936	617.406478279683	515.836825084315	523.124400780352	631.964665904414	1000.72024572809	760.224025804181	556.956985287387	525.190139934061	555.56828240026	641.677953093168
FBgn0000376	0.00402504389599115	0.0160412981179893	0.038254127451846	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	705.212504830891	721.875211763297	895.99232823515	663.366157058429	748.333888573927	919.057185558133	753.409820037209	778.666118074363	870.784141083995	708.194539210053	841.873409526775	841.917881717987
FBgn0024973	0.0179495008918465	0.0394291226119662	0.0901727194419377	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1225.57385309247	1077.81871240633	912.724211115359	1171.98126659156	1006.34948285712	1030.10240542419	1106.11414022083	1000.99578599823	989.76256828161	1114.26938967453	1054.32999195796	895.618589849188
FBgn0024998	0.0233569421657766	0.0458803499537546	0.108296860155643	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	420.990495308138	434.941165326565	518.688369286455	372.434187710875	497.411506504708	501.96050606122	380.878925642079	414.947076079101	532.816434841494	458.052431323933	443.091268171987	501.510003055795
FBgn0024992	0.00115803123371625	0.00773971251770351	0.0189652961875755	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1140.09354947661	1083.26682721209	894.31913994713	1217.37490719898	1135.80060576209	1002.11539879128	1176.02890191404	1022.51156031344	949.240930033147	1206.31302244648	1070.23583235388	896.528771342937
FBgn0000092	0.0490682242943376	0.0733169749066504	0.189572425275714	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	28.8496024703546	32.6886888345644	17.5684770242186	42.2986196569138	35.4660610698544	17.1533266459769	40.6966523288797	32.7859418136574	17.2432503184949	54.143313395264	37.4923380760912	31.8563522812211
FBgn0029648	0.0432760438350065	0.067761218106088	0.175803555956431	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	299.18106265553	256.969415005048	168.992017090103	304.343726799746	238.509260694771	195.006239764791	282.78955849042	226.427910650571	251.751454650026	268.550834440509	220.409502629142	228.455554931043
FBgn0028369	0.0268034223873605	0.0497285312556163	0.119603431762293	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	765.048717361997	699.174733405961	570.5572062151	855.257455989794	774.933434376318	606.686079268237	668.886003661843	640.350426047996	579.37321070143	840.304223894497	725.988000927947	565.222707618238
FBgn0029639	0.00288616441553896	0.0131107524507667	0.0295118487564765	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1567.49506755594	2274.58793140511	3041.01971347784	1907.5645791618	2750.39303596721	3155.30929619418	1668.56274548407	2237.64052878212	2859.79306532239	2181.97552982914	2485.85562759053	3687.14523117791
FBgn0029666	0.0070307110928689	0.0222100112258614	0.0531761885474339	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	765.048717361997	858.078081907315	1123.54593540598	784.071974128159	836.999041248563	952.461032184509	707.495648178985	811.45205988802	931.135517198727	799.155305714096	821.423043303452	993.00800968035
FBgn0023215	0.00305861043985646	0.0135929742883554	0.0368866207145536	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1230.91637206846	1773.36136927512	1960.9766735604	1392.75942772765	1620.79899089235	2210.07071733429	918.283437164465	1413.89374071398	2120.91978917488	1087.1977329769	1666.70484720078	1811.26117256086
FBgn0029663	0.0280014305654476	0.0510296157325088	0.139398113179602	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1250.14944038203	1432.85419391507	1561.08467272343	1165.79122469055	1359.23679050217	1505.88151818366	1164.55035894948	1323.73240072642	1416.53301366436	1331.92550952349	1332.68219888651	1395.30822991749
FBgn0029687	0.000884768019108999	0.00666329983741002	0.0139352480033709	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	4893.74738200831	5237.45436660465	6183.26731838095	4588.88439595007	5146.12546123587	6307.91017239163	4522.54592803499	5045.96135725821	5794.59426953023	4854.48947901937	5275.05835416034	6936.49316386246
FBgn0029689	9.14327998753263e-05	0.00209500211423452	0.00311162447736716	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	621.869208805422	486.698255981292	296.990921123696	583.927285995445	505.391370245425	396.332126188625	594.797226345165	469.248792207971	351.762306497297	563.090459310745	455.58871419735	355.880964055927
FBgn0019661	0.0272541766077334	0.0502137154612388	0.119603431762293	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	10747.0111721047	12861.1830181325	14498.1765157004	11768.3013274736	14560.5913722287	14289.6239027644	10524.7803945918	14540.5651943571	13641.9974894773	13226.1285961951	13250.7011812561	14427.2868574182
FBgn0000221	0.00258173886828028	0.012316129192011	0.0284971204427187	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	135.699981990187	119.858525726736	96.2083265611973	125.864185320573	125.904516797983	97.5031198823953	126.263972610114	112.701674984447	85.35408907655	124.529620809107	110.204751314571	102.850508793657
FBgn0026083	0.0190676440259762	0.0408090311783468	0.096951239722404	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	3354.03341312753	3437.76044243502	3590.66206609269	3334.36923734501	3571.43234973434	4040.96263512594	2965.63810047887	3381.05024953342	3821.10427057848	3211.78135060706	3458.3841546552	3698.0674091029
