pval	qval	lfdr	statistic	param.cutoff	param.N.cens	param.eta0	param.eta0.SE	WAKED2_ZT00	WAKED2_ZT04	WAKED2_ZT08	WAKED2_ZT12	WAKED2_ZT16	WAKED2_ZT20	WAKED2_ZT24	WAKED2_ZT28	WAKED2_ZT32	WAKED2_ZT36	WAKED2_ZT40	WAKED2_ZT44
FBgn0020443	0.0390827003748839	0.0635695098084043	0.175803555956431	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	2913.80984950582	3299.74153402242	3044.36609005389	2953.68166043279	3247.80454247191	3634.69963561596	2887.37530753872	3180.23635592477	3724.54206879491	2942.14764989864	3323.1845112899	3585.204903878
FBgn0032429	0.0226460850993787	0.045065058837603	0.108296860155643	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	814.19989194112	1022.42954521443	1203.02237908697	826.370593785073	929.210800030185	964.19751883702	871.325761400373	1033.78172781188	1085.46260754926	883.618874610708	1040.69641447574	1193.24793830517
FBgn0032447	0.00176374494721167	0.00977873990608277	0.0271738162698952	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	879.378623448218	776.356359820904	785.561901225776	826.370593785073	797.986374071724	725.856559124498	939.153515281839	732.560887398907	726.803000924562	872.790211931655	787.339099597915	663.522308943149
FBgn0032453	1.10812431613992e-05	0.000840551328873587	0.00162321731062357	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1961.77296798412	1554.5287579104	1269.11331646379	1974.62336642276	1574.69311150153	1401.15594497664	1964.91785475078	1683.35319999497	1436.36275153063	2013.04839203591	1667.84097865763	1414.42204128622
FBgn0015399	0.00689745312047995	0.0219629157297758	0.0531761885474339	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1314.25966809393	1500.04760985279	1807.8799452065	1313.32055666467	1470.95488287221	1577.2032447643	1216.72555424292	1462.04809275278	1729.49800694504	1500.85264731672	1432.66176708942	1784.86590924213
FBgn0032450	0.0163316566106573	0.0373471726471463	0.0901727194419377	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	235.07083494363	183.419865127278	143.05759862578	184.669583380185	161.370577867837	156.185553144948	190.961214773974	149.585859524812	134.497352484261	202.495992098287	160.194535416026	136.527224062376
FBgn0032444	0.0143127261266576	0.0344965271405562	0.0901727194419377	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1296.09510357556	1607.19386769942	1443.96149256197	1495.92679274451	1356.57683592193	1237.74793850707	1189.59445269033	1662.86198636144	1510.50872790016	1438.04640377821	1281.55628332821	1184.14612336768
FBgn0028965	0.0214455846575312	0.0436387409326898	0.108296860155643	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	525.703867237574	537.547327501726	725.327122857027	577.737244094433	534.650870628055	631.964665904414	505.055890440456	545.066282652054	620.757011465818	506.781413379671	544.206967831748	610.731782305696
FBgn0032465	0.00205819595265901	0.0107645616077082	0.0271738162698952	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	804.583357784335	821.757316535577	1142.78760071822	863.510845191143	856.505374836983	966.905938833753	802.454503613038	849.360805110062	1050.11394439634	827.309828679634	875.957353232312	1145.00831913646
FBgn0024291	1.33918896035437e-06	0.000393183635695927	0.000450568557328739	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1985.28005147848	2246.43933824201	2845.25668377941	1955.02156706955	2237.02180198106	2647.02914347392	2026.48458519703	2257.10718173398	2707.19030000371	2016.29699083963	2362.01729879374	2725.08339228503
FBgn0032482	0.00874209230892659	0.0253710831595906	0.0639757534247007	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	7821.4477808517	5482.61953286388	4451.5174402794	7269.17253908817	5710.03583224656	5855.60403293718	7958.80429006065	5305.17520972244	5025.54530532535	6526.43499666512	5981.73212032182	5670.43070605736
FBgn0032488	0.00158616498763957	0.00921136151339066	0.0189652961875755	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	626.143223986216	598.384609499387	658.399591336194	615.909169150672	592.283219866568	647.312379219235	605.232265403852	600.392559462601	671.624599905378	633.476766724589	580.563174450988	642.588134586918
FBgn0032494	0.00518191504916793	0.018481960067151	0.0393991719214503	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	5173.69537635027	4402.98478218897	2059.69478255363	2829.88082241255	2698.08059588917	3497.47302244814	5159.0833106149	4703.75808957816	2501.99562121362	2694.17127454834	3126.63376925463	4051.21782867758
FBgn0051729	0.0493122862985001	0.0735401819483387	0.189572425275714	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	6747.60146667739	6564.07032180739	5197.75941673669	6609.93307663041	5933.47201698664	5894.42471955702	6198.41320086014	6220.10789845981	6076.52141223762	6728.93098876341	6145.3350501084	5765.99976290102
FBgn0051852	0.0208928567495609	0.0429835019936724	0.096951239722404	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	489.374738200831	468.537873295423	639.994520167965	457.031427024703	531.104264521069	568.768199313972	513.403921687405	456.95406402785	552.646172707763	491.621285628997	498.761709557698	528.815447868271
FBgn0032513	0.000324272838404646	0.00379256770151284	0.00644409350372389	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1090.94237489749	879.870541130358	905.194863819265	1044.05373397065	1146.44042408304	1148.37007861488	1067.50449570369	905.711642602285	873.370628631769	899.861868629287	1124.77014228274	1121.34360029898
FBgn0032514	4.81017615723051e-05	0.00162839661122951	0.00304058404098423	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	403.894434584965	462.181739355369	493.590544966143	515.836825084315	495.638203451215	427.027552818268	423.662585782696	464.125988799587	501.778584268203	515.444343522913	463.541634395309	430.51584654336
FBgn0032512	0.00120119376092651	0.00790790419362603	0.0189652961875755	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	772.528243928386	524.835059621617	584.779306663277	616.940842800841	808.62619239268	889.264565594068	774.279898154583	522.525947655165	545.748872580365	637.80823179621	730.532526755352	990.277465199102
FBgn0032507	0.0117553764073193	0.0304468098803327	0.0876552854168179	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	580.197560792688	853.537986235848	522.871340006507	334.262262654636	203.929851151663	276.258839666787	466.446245923313	1014.31507486003	913.030104364307	445.05803610907	373.787249304061	350.419875093432
FBgn0028406	0.0295639972455995	0.0528463443941654	0.151149126063496	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	728.719588325254	644.693585348353	570.5572062151	642.732684055056	609.129598874749	624.742212579792	712.713167708329	576.827663784035	510.40020942745	729.851864568158	647.594930405211	515.162725462033
FBgn0032485	0.0146395494296564	0.0349786781233031	0.0901727194419377	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1320.67069086512	1214.02158255035	1033.19376785286	1221.50160179966	1346.82366912772	1125.79991197543	1285.59681203025	1144.43428143298	1095.80855774035	1350.33423607788	1286.10080915561	1051.2596252803
FBgn0032484	0.000701163936712937	0.00586400213537315	0.0138766934089023	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1145.4360684526	763.644091940796	870.057909770828	715.981513217029	1290.9646229427	1234.13671184476	1129.07122614994	771.494193302625	738.873276147508	807.818235857339	1505.3741803279	1379.83514452375
FBgn0032479	0.0021897441428326	0.0111797504411399	0.0284971204427187	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	5988.96377208658	6695.73309627994	6764.70024846819	5206.85691240108	6610.87378342086	7187.24386466434	5950.05927126338	6907.58811586494	6762.80277491372	5442.48586249194	6616.82960470167	7125.81091456229
FBgn0051849	0.0122269787947319	0.0312330468398372	0.0876552854168179	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	122.877936447807	170.70759724717	253.488025635155	134.117574521922	164.917183974823	119.170479856261	130.437988233589	209.010379062066	246.578479554478	187.335864347613	143.152563563257	107.401416262403
FBgn0032474	0.000200545804508903	0.00305115609932353	0.00620978491571997	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	2926.6318950482	2252.79547218206	2037.10674066535	2691.63655328996	2220.17542297288	2031.3149975499	2658.84795215347	2201.78090492343	2033.84137506648	2510.08400900444	2179.10013424069	1890.44696251704
FBgn0032518	0.000170654309004987	0.002826004111242	0.00530991450404793	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	16898.3875210614	15208.4124802811	9939.57502498769	15626.7607791042	13995.7943496913	11952.2574455836	16554.1459627012	15296.6909774345	11815.0751182327	16075.1497470539	14307.3034361278	11217.9869104586
FBgn0032516	0.0488194827883177	0.0730886028818881	0.189572425275714	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	360.085778981834	394.08030428336	532.073875590621	385.845945163068	367.073732072993	425.221939487113	391.313964700766	411.873394034071	456.083970924191	396.329054053332	374.923380760912	455.090746874588
FBgn0028527	0.00317099457889114	0.0139041623755389	0.0368866207145536	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1748.07220894445	1604.46981029654	1065.82093946926	1232.85001195151	1641.19197600751	1753.25054455196	1719.69443687163	1575.77432841891	1235.47888532016	1423.96914229544	1614.44280018562	1702.03939331096
FBgn0028541	0.0051333850921391	0.0183896611745813	0.0393991719214503	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1550.39900683276	1620.81415471382	1390.4194673453	1721.86332213144	1530.36053516422	1328.02860506485	1519.34168694484	1604.46202750586	1401.01408837771	1676.27698271737	1476.97089390662	1415.33222277997
FBgn0024846	6.73945753786515e-05	0.00187810015763278	0.00304058404098423	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	926.392790436944	773.632302418024	614.060101703642	855.257455989794	743.013979413449	662.660092534057	868.195249682767	754.07666171412	651.794862039109	905.276199968814	812.333991648642	659.881582968152
FBgn0027844	0.000521058969138356	0.00492418791510541	0.0109274200162638	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	5579.72681852563	4711.71128784874	3595.68163095675	4508.41385123691	4969.68180741335	5545.94134664402	5402.21972068231	4469.13369347417	3734.02585647008	4744.03711969303	5436.38902103322	5708.65832879483
FBgn0028919	0.00725716136868139	0.0226402463431699	0.0576975088447734	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	217.974774220457	233.360917513418	287.788385539581	206.334730033726	281.955185505342	323.204786276829	245.223417879147	223.354228605541	293.135255414414	190.584463151329	251.085051964126	324.934793268456
FBgn0001965	0.00181141938915355	0.00994631305679195	0.0271738162698952	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1933.99186930896	2182.87799884147	2452.05743609452	2020.01700703018	2261.84804472996	2442.99483705335	1965.96135865665	2389.27550967028	2581.31457267869	2108.34062361158	2393.82897958558	2385.58569511659
FBgn0026373	0.0182703873430542	0.0398227093990775	0.0901727194419377	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	241.48185771482	217.924592230429	158.952887361978	261.013433492663	224.322836266829	205.839919751723	273.398023337602	240.771760194046	199.159541178617	230.650515063825	239.723737395613	186.587206218581
FBgn0019890	0.0356077384219561	0.0598477916530506	0.17118751389341	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	3950.25853084819	3931.72285149066	3563.05445934034	3879.09292463405	3838.31445928499	3808.94132207246	3840.09437359685	3875.91305878331	3452.09871376269	3970.87060440866	3932.15097216217	3780.89392503407
FBgn0004406	0.0157514033409682	0.0365582177204059	0.0901727194419377	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	193.399186930896	187.959960798745	161.462669794009	199.113014482546	180.876911456257	143.54625982686	194.09172649158	171.101633840025	168.98385312125	175.424335400655	189.733953294158	161.102124393604
FBgn0027929	0.00760535728692803	0.0232880725887581	0.0576975088447734	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	267.12594879958	241.533089722059	148.913757633853	300.217032199071	294.368306879791	159.796779807259	251.484441314359	253.066488374168	182.778453376046	307.534020085099	195.414610578415	168.383576343597
FBgn0028936	0.0372156264125138	0.061596676314845	0.175803555956431	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	677.431406155735	715.519077823243	379.813741380727	644.796031355394	649.028917578335	515.502606044886	768.018874719371	653.669714909794	594.029973472151	815.398299732676	699.856977420369	529.72562936202
FBgn0028916	0.022462460082199	0.044850983719338	0.108296860155643	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1267.24550110521	1135.02391786682	1061.63796874921	1111.11252123161	1025.85581644554	1016.56030544053	1280.37929250091	1142.38516006962	1012.17879369565	1276.69932986032	1089.55006712035	922.013853167914
FBgn0004858	0.0381724299754012	0.0626162643770355	0.175803555956431	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	984.091995377653	1125.94372652388	1044.906085869	1005.88180891441	1122.50083286089	1257.60968514978	934.979499658364	1074.76415507896	1203.57887223095	1030.88868704583	1170.21540055679	1182.32576038018
FBgn0028530	0.00108691224969018	0.0074511348075759	0.0189652961875755	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	335.510191692273	320.53075440559	276.076067523436	320.850505202444	335.154277110124	263.619546348698	364.18286314818	316.589250638129	241.405504458929	341.102874390163	341.975568512226	273.964629618502
FBgn0028855	0.0256164858792938	0.0484178678956146	0.119603431762293	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	193.399186930896	138.926927546899	116.286586017447	169.194478627655	136.544335118939	127.29573984646	195.135230397449	123.971842482892	71.559488821754	147.269812435118	118.15767151253	113.772686718647
FBgn0040228	0.0495256798215384	0.0737346399751043	0.189572425275714	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	354.743260005842	272.405740288037	273.566285091404	332.198915354299	296.141609933284	287.092519653719	304.703140513663	286.876990869502	305.205530637361	351.931537069216	285.168995669663	243.928640324779
FBgn0001974	0.0353298331065349	0.0595431668610939	0.17118751389341	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	259.646422233192	218.832611364723	297.827515267706	219.746487485918	206.589805731902	243.757799705988	243.136410067409	191.59284747356	274.16768006407	263.136503100983	218.13723971544	241.198095843531
FBgn0028888	0.00133588118380288	0.00840178705644678	0.0189652961875755	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1362.34233887786	944.339899665194	1071.67709847734	964.614862907669	1823.84219051726	1910.33890436248	1160.37634332601	831.943273521556	970.794992931265	1139.17531383635	1748.50631209407	1874.06369562955
FBgn0024183	0.0185597221326849	0.0401723978877901	0.096951239722404	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	5773.12600545652	6139.11736695805	7113.56000652053	5972.3587608262	6678.25929945358	6832.44084509229	5634.92109169103	5844.09412828443	7255.09757150675	6315.27607442359	6786.1131917725	7494.43441953071
FBgn0010422	0.000757824151775107	0.00612858544119272	0.0138766934089023	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	745.815649048428	830.837507878512	1245.6886804315	826.370593785073	969.110118733771	1201.63567188396	813.933046577594	978.455451001338	1155.29777133916	854.381485377266	1069.09970089702	1260.60136884261
FBgn0028507	0.0057553902224421	0.0196747614539768	0.0501185611147793	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	593.019606335068	590.212437290746	473.512285509893	578.768917744601	615.336159561973	531.753126025285	610.449784933195	614.736409006076	487.983984013407	658.38269088641	594.196751933203	542.468170274508
FBgn0041627	0.0109178028253629	0.0290311842082744	0.0807269735547485	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	397.483411813775	339.599156225752	274.402879235415	385.845945163068	393.673277875384	305.148652965274	411.140538912272	296.098037004593	271.581192516295	344.351473193879	368.106592019804	274.874811112251
FBgn0001989	7.84093566823799e-05	0.00198716592302979	0.00311162447736716	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1577.11160171272	1215.83762081894	972.958989484108	1484.57838259266	1228.01236454371	1133.92517196563	1462.99247602793	1312.46223322797	1051.83826942819	1477.0295894228	1184.98510949585	1027.59490644282
FBgn0013433	0.0381459167289119	0.0625882566593234	0.175803555956431	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	416.716480127345	414.056725237816	482.714821094007	439.492974971836	428.252687418492	412.582646169024	377.748413924473	427.241804259223	437.978558089772	481.875489217849	423.777033405516	393.198405299644
FBgn0040079	0.0192741471488161	0.0410638002581194	0.096951239722404	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1112.31245080145	1004.26916252856	916.907181835411	1019.29356636661	1001.91622522339	931.696478876221	1178.11590972577	1086.0343225774	878.543603727318	1133.76098249683	982.75371017633	966.612746361624
FBgn0011708	0.000659155487917776	0.00565938015568234	0.0134283038338496	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1624.12576870145	2050.30720523462	2230.35998793176	1841.537465551	2139.49013403897	2247.98859728856	1752.04305795356	1997.89332926975	2437.33343251926	1786.72934204371	2012.08881008356	2494.80747436649
FBgn0028506	0.0332142742988538	0.0571683997630521	0.17118751389341	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	138.905493375782	195.224113873093	170.665205378124	147.529331974114	179.990259929511	143.54625982686	159.656097597913	180.322679975116	171.570340669025	186.252998079708	142.016432106406	197.509384143571
FBgn0000307	0.0236474860831296	0.0462075575974224	0.108296860155643	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1465.9872070121	1635.34246086251	1714.18140107733	1513.46524479738	1811.42906914281	2004.23079758257	1342.98952685303	1608.56027023257	1848.47643414266	1553.91309444408	1878.02529817511	1940.50694467324
FBgn0015338	0.000495905189847325	0.00479069129288327	0.0109274200162638	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	737.267618686841	703.714829077428	559.681482342965	698.443061164162	753.653797734406	571.476619310706	778.453913778058	733.585448080584	522.470484650397	750.426323658359	671.453690999088	573.41434106198
FBgn0032597	0.000133605539434957	0.00250309241690845	0.00459201047675074	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	614.389682239034	447.653433206674	363.081858500518	624.162558352021	516.031188566381	414.38825950018	607.319273215589	507.157537430013	435.392070541997	597.742179883714	530.573390349533	401.390038743386
FBgn0032603	0.0401177557427382	0.0646341078811516	0.175803555956431	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1179.62818989895	1172.25270237285	890.972763371088	1226.6599700505	1071.0750443096	1200.73286521839	1134.28874567929	1225.37457528544	1332.90324961966	1456.4551303326	1231.56649922675	1359.81115166127
FBgn0004797	0.000810163216523719	0.00635792474542189	0.0138766934089023	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1922.23832756178	1045.13002357177	705.248863400777	747.963396372257	946.057179038366	1437.26821159975	1766.65211263573	1202.83424028856	887.165228886565	843.552822698213	1015.70152242502	1545.4881763861
FBgn0051810	0.00660022581700378	0.0213973133142455	0.0531761885474339	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	82.2747922302707	66.2853968034222	49.3590544966143	72.2171555118041	56.745697711767	39.7234932854203	94.9588554340526	52.2525947655165	37.0729881847641	74.7177724854643	56.8065728425624	55.5210711186997
FBgn0032613	0.0308251734888224	0.0543621203438841	0.17118751389341	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	595.156613925464	623.809145259604	319.578963011977	341.483978205816	313.874640468211	469.459466100422	570.796636510184	692.603020813512	568.165097994408	399.577652857048	430.593822146623	489.677643637056
FBgn0032596	0.00517985460397677	0.0184780578043005	0.0393991719214503	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1328.15021743151	1056.93427231758	985.507901644264	1393.79110137782	1064.86848362238	1021.97714543399	1132.20173786755	1083.98520121405	960.449042740169	1231.2189466083	1071.37196381073	992.097828186601
FBgn0032595	0.0308053242736133	0.0543382263811322	0.17118751389341	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	316.277123378703	222.464687901897	246.795272483071	294.02699029806	245.602472908742	262.716739683121	279.659046772814	263.312095190936	267.270379936672	279.379497119562	241.996000309316	258.491544224766
FBgn0027779	2.24675550859799e-05	0.00114156937340066	0.00177029938314712	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	5119.20168279515	4982.30098986819	4118.55297096325	5086.15109533135	4957.2686860389	4299.16534148117	5284.30377931915	5181.20336723954	4052.16382484631	5106.7973194413	4809.24445685133	4174.09233033372
FBgn0040985	0.0454343686119509	0.0698890562254959	0.189572425275714	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	2853.97363697471	3326.07408891693	4031.54717998617	2933.04818742941	2970.2826146003	3701.50732886871	3396.60521360265	3606.45359950231	3796.10155761666	3298.41065203948	3476.56225796482	4490.83549015843
FBgn0032635	0.000994127835560547	0.00708320115245008	0.0144599987714484	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	505.402295128805	468.537873295423	439.211925605466	498.298373031448	431.799293525477	427.027552818268	505.055890440456	444.659335847728	387.110969650212	527.355872469871	427.185427776069	429.605665049611
FBgn0032652	0.00484992942375063	0.0178338544583206	0.0393991719214503	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	4795.44503285006	2261.875663525	1634.70495739634	3258.02538723253	3989.93187035862	4122.21523502793	4067.57822507623	2126.98797516102	2013.14947468428	3641.67925896546	4367.2893201362	4495.38639762718
FBgn0011274	0.014052521649673	0.0341065912798753	0.0901727194419377	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	3538.88456969684	3852.72518680713	3916.93378225675	3093.98927685572	3597.14524400998	4140.27136833949	3475.91151044867	4100.29184807053	3904.73403462318	3308.15644845063	3877.61666223331	4191.38577871495
FBgn0032656	0.0150045212965458	0.0355073331013956	0.0901727194419377	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	947.76286634091	1053.30219578041	1438.1053335539	943.981389904296	1086.14812026429	1232.33109851361	953.762569964001	1045.05189531033	1169.95453410988	1047.13168106441	1049.78546613055	1191.42757531767
FBgn0032670	4.60979144578601e-05	0.00159617122633397	0.00304058404098423	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	198.741705906888	148.007118889833	86.1691968330723	222.841508436424	126.791168324729	84.863826564307	201.396253832661	141.389374071397	83.6297640447005	175.424335400655	145.42482647696	97.3894198311617
FBgn0032694	0.0403010603404589	0.0648205428366557	0.175803555956431	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1733.11315581168	1518.20799253866	1443.12489841796	1993.19349212579	1979.00620769787	1617.8295447153	1612.21353456716	1505.07964138321	1370.83840032035	1906.9274977812	2064.35085709872	1791.23717969838
FBgn0032681	0.0269668431346352	0.0499052166254187	0.119603431762293	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1055.68174965594	890.76677074188	932.802470571609	922.316243250755	1007.23613438386	1034.61643875208	1067.50449570369	808.37837784299	789.740864587069	1000.56843154448	1042.96867738945	1124.07414478023
FBgn0032700	0.0290740774419418	0.0522734685149963	0.151149126063496	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	445.5660825977	448.561452340967	358.898887780466	460.126447975209	426.479384364999	408.068612841136	529.056480275436	503.059294703306	388.835294682061	517.610076058724	451.044188369945	393.198405299644
FBgn0032701	0.0028655164829091	0.0130584596290982	0.0295118487564765	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	381.4558548858	494.870428189933	558.844888198955	436.39795402133	445.985717953419	549.80925933684	377.748413924473	508.18209811169	659.554324682432	414.737780607722	495.353315187144	568.863433593234
FBgn0032705	0.00884915299664337	0.0255576669751538	0.0639757534247007	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	198.741705906888	175.247692918637	204.965565282551	181.574562429679	165.803835501569	204.937113086146	183.656687432893	155.733223614873	203.47035375824	178.672934204371	152.241615218067	186.587206218581
FBgn0027074	0.00104878410974679	0.00729022840041826	0.0189652961875755	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	595.156613925464	614.728953916669	302.847080131769	345.610672806491	436.232551159209	717.731299134298	613.580296650801	621.908333777814	462.119108535665	364.925932284079	453.316451283648	743.618280393076
FBgn0032713	1.53547027751207e-05	0.000980291405021911	0.00177029938314712	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	840.912486821078	602.016686036561	378.977147236716	450.841385123691	696.021448495892	754.746372422985	801.410999707169	523.550508336842	354.348794045071	422.317844483059	697.584714506666	798.229170018027
FBgn0015808	0.000586997727673395	0.00528361420951135	0.0134283038338496	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	2212.87135985572	1792.42977109528	1187.12709035077	2092.23416254198	1750.25011379731	1436.36540493417	2085.96430783155	1883.14253292195	1519.99251557533	2046.61724634098	1753.05083792148	1577.34452866732
FBgn0032719	0.000276102926070594	0.00354454176587617	0.00620978491571997	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1307.84864532274	1676.20332190572	2321.54874962889	1403.07616422934	1805.22250845559	2147.77705740943	1433.77436666361	1765.31805452912	2213.17117837883	1707.68010448663	1790.54317599757	2247.23810806671
FBgn0032717	0.000652030863448695	0.00562382803162208	0.0134283038338496	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	2177.61073461418	2246.43933824201	2770.79980496248	2229.44675801441	2408.14554664311	2798.70066329098	2084.92080392568	2391.32463103364	2956.35526710596	1788.89507457952	2332.47788091561	2989.94620696604
FBgn0045852	0.0341131246654094	0.0581896142193472	0.17118751389341	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	263.920437413985	247.889223662113	300.337297699738	245.538328740134	289.048397719313	306.051459630852	248.353929596753	264.336655872613	308.65418070106	208.993189705719	270.399286730597	365.892960487168
FBgn0032707	0.0176094741987132	0.039005288219507	0.0901727194419377	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	168.823599641335	166.167501575702	207.475347714582	146.497658323945	179.103608402765	189.589399771324	157.569089786175	157.782344978226	186.227103439745	111.535225594244	169.283587070836	184.766843231083
FBgn0025608	0.00763705121383846	0.0233458529949593	0.0576975088447734	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	2006.65012738245	2038.50295648881	2140.84441452264	1882.80441155775	1995.85258670606	2160.41635072752	1941.96076882167	2122.88973243432	2207.13604076735	1863.61284706499	1949.60157995674	2248.14828956046
FBgn0032702	0.00530327251037282	0.0187151964597144	0.0414591232542108	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	879.378623448218	988.832837245573	1203.85897323098	784.071974128159	1048.90875614094	1236.8451318415	918.283437164465	1059.3957448538	1168.23020907803	957.253780828267	1114.54495917107	1420.79331174246
FBgn0032732	0.00705782430217186	0.0222598080780018	0.0531761885474339	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	477.621196453649	424.044935715044	415.787289573174	549.88205553988	453.07893016739	435.152812808468	524.882464651961	438.511971757668	394.00826977761	534.935936345208	440.819005258284	474.20455824332
FBgn0032748	0.000271040936049027	0.00351635537734057	0.00620978491571997	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	1332.42423261231	1371.10889278312	1615.4632920841	1299.90879921247	1492.23451951412	1706.30459794192	1276.20527687743	1522.49717297172	1643.28175535257	1194.40149349952	1456.5205276833	1669.27285953599
FBgn0032750	0.0124843234691644	0.0316530356741556	0.0876552854168179	pvalue	0.759144869009104	1051	0.455587689780564	0.0132596279314064	148.522027532567	159.811367635648	147.240569345832	125.864185320573	118.811304584012	151.671519817059	140.873027292276	174.175315885055	151.740602802756	133.192550952349	123.838328796786	152.910490949861
