WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44	WAKED2_ZT00	WAKED2_ZT04	WAKED2_ZT08	WAKED2_ZT12	WAKED2_ZT16	WAKED2_ZT20	WAKED2_ZT24	WAKED2_ZT28	WAKED2_ZT32	WAKED2_ZT36	WAKED2_ZT40	WAKED2_ZT44
FBgn0038201	1.92543820389155	2.96942788509444	1.70385190490925	1.92378795392082	1.18545273298725	1.24662164781512	1.96421695320185	2.1618642029125	2.1310722749046	2.03866115788932	1.10485079055751	1.32989175454646	1.87527059558814	1.86305990848913	1.03136686379081	1.84586193262124	1.29648635945665	0.982489525592104	1.92818002048174	1.91616837978428	1.29483286872812	1.52008796969878	1.5695356396969	0.996026812770643
FBgn0030960	36.8397355806984	42.389919924568	39.7421622623116	37.3021028425715	39.0285624547741	37.2664893565435	38.0316505140075	40.0225050579216	41.2892325034908	38.7282827987784	37.1093169373356	35.5047692597891	34.2443452400755	38.9077153367079	37.5046383813558	35.6095287769776	39.8268737190375	32.9821039258029	38.243775646392	37.3719688089858	35.5541663817775	40.0372658913199	38.9816164652575	33.790886632191
FBgn0035589	27.1419796193915	34.5702805759871	28.5932323716819	29.560543192401	26.1931208624517	26.5101678671879	25.4141222198709	29.743995222408	32.6209366929817	32.6603280033232	28.0423909294614	26.6036908234569	26.2605527181492	29.9469749790977	27.6035843727512	25.1716666222479	25.1848206266909	27.7554395893766	24.5315401269143	26.101452787977	24.896598803357	30.0784849961923	28.543450361436	27.2105796865244
FBgn0030468	10.2943904682557	11.1001824903262	11.5641421189372	10.7148249035553	10.5758502571526	9.72736076958565	9.35570434212367	11.7559866001978	13.1263482907643	11.2922429928258	10.765382978265	9.90915400128468	10.7087945504058	10.5889507279933	13.0024605925701	10.0710634237185	11.2183514982555	11.7633054057895	9.71851810266118	9.85547700658909	11.9563003552884	11.76618522571	9.99144341029283	10.7096431480627
FBgn0026323	17.6777552111277	19.7166591538724	18.8031843368171	18.4424339805498	18.5590128248456	17.0018902015523	18.5391593287586	19.7285812640064	20.5692854164425	19.3445834443876	18.6426321727711	17.2277524994231	17.3262734462246	19.3830336680842	17.0742583005266	16.6604696808386	17.7915307699384	17.9201118818515	17.2941399509855	18.7868748800965	18.0655268755891	17.3469305267963	18.1975976610127	17.5868232565786
FBgn0000529	2.7195939817442	2.87468879999893	3.01063403274021	2.83420243613019	2.73707570202509	2.51991531043722	2.73530502765806	3.0721540791037	3.71151281411121	2.88145663488013	2.58640518067886	2.2219814638294	1.81614248201327	2.57595283537087	2.82229206878456	2.93507210787406	3.00883083921708	3.47235447809203	2.45033839864969	2.80557803692543	3.21525850319119	2.42375184955109	2.67891851993865	3.37799710965352
FBgn0038088	56.3987024361221	79.3697097697864	78.5889658286955	101.987670984398	72.6591500138646	53.0609955010433	52.0519037522946	75.707192594228	76.0334770470371	94.8958736328964	75.3598113412213	53.5984931624847	56.6293514136775	58.3329917096278	56.2837327284888	88.9181684549928	59.9797977651419	42.5894449591197	49.9234141353272	57.941739971867	52.6213487472498	74.0886988853112	64.2466668011509	44.8275603763414
FBgn0020372	52.6909157987299	58.0051468641955	63.017273747111	54.6021152089798	55.6978634821824	61.4947636253357	55.8673752970349	63.8405559191389	55.2101016966198	52.2838510176546	56.0064542636401	56.5181327620859	52.4753918463052	60.9814258359348	77.6469330365447	53.092640039941	54.7716885480226	62.5177073905542	55.191053800983	59.8911626131611	62.1944587663513	64.3850847855182	58.5020571507378	63.559282156347
FBgn0262035	39.5002426801357	44.202997872324	54.9222396216906	49.9535419036388	37.8271482981895	36.9273947352119	38.6108473264007	45.2471957464101	44.8258015624132	55.507890153627	44.7664818940037	35.2779170683506	33.1749003753214	46.3584254634004	34.5464312020679	45.0619531400808	41.7796380266455	35.2092514722938	34.5817230775711	58.4995952191112	44.40633914909	49.1052189585954	44.2440246758978	36.4828163405737
FBgn0261555	8.63034449369136	9.92870026160724	10.9321756881172	9.70305165002038	9.57836477512442	9.1564724541274	8.8085510709841	10.1551710207721	9.97421039278145	10.199133188061	9.80768811042213	8.92842504933863	8.70515559717652	9.56540201204718	11.5325489066151	9.32362466350948	9.40884121297086	9.70489646813516	8.49458895036598	9.29498436542925	9.9361971089292	9.74557896784583	9.59978260554347	9.56121417157501
FBgn0005677	8.0118416756879	8.84727172508703	9.04975615524212	8.14802586473153	8.106109920677	7.25344692371749	8.18022391253625	8.7735308067401	9.15598525165251	8.07793020579513	7.72952016340654	7.48453921869409	8.2094070895468	8.89696699470641	10.4362350161933	8.26226049520658	8.20595927739175	8.162439119772	7.68225534627044	8.06305416312658	8.63970430884034	8.36632515072164	7.87376680647298	8.34271299258129
FBgn0265464	9.81316910198946	11.3170836285754	11.4487843388012	10.2787134747766	9.75919692975311	9.89495819110201	10.1931825918752	11.243680941487	10.8106768550554	10.2412632498891	10.1759699147538	10.4669630555738	9.1587251335768	11.0567282824543	10.6165456190752	9.44532063018133	9.92231680579618	9.66940579783705	8.77956205062761	11.2220937249346	9.8646737865155	10.1977877891821	10.8657484646659	10.2333175561115
FBgn0030691	0.591841525112171	1.15348577988234	0.822104791787238	0.944227303682905	0.765159489380328	0.330211645473472	0.760132535411087	1.2422389563872	1.31844443106396	1.17052372821899	0.466962684871989	0.556742951837806	3.16553659411935	1.78349873832016	1.73360310497098	3.17947666210448	2.17103276357257	1.00895741006728	2.6363526523552	1.4876802102795	1.04508658895459	0.521360322493334	1.03364000438604	0.554535268789898
FBgn0033785	0.512919299894012	1.15164471936965	1.1233795236567	0.862503315320051	0.770883123356007	0.469668328355691	0.821854071030793	1.06611925132811	0.873730702127234	1.09051663264781	0.607039629457668	0.438410510160197	0.970630897132146	0.933950667212149	0.987394806584352	1.1251594788416	0.824626976273947	0.677669819517629	1.04426817457211	1.0566312985962	0.986504803993827	0.482997941989481	0.60255484314514	0.686102380842206
FBgn0265050	0.795045782179084	1.4280769343526	1.56420423943952	1.17963108386878	0.796600135607916	1.01111807874242	1.35111374574002	1.54475463389362	1.28111174904522	1.02206915842046	0.972300659550382	1.55897711445708	1.18212079794282	1.91972507311331	2.07917269249597	1.2101522632399	1.40290832406049	1.14309953641651	1.58346993429077	0.605281858793608	1.44090397021975	1.34759962821963	1.29945672473654	1.27618392400755
FBgn0025697	23.0094509949758	27.885580793432	28.6758062236427	27.6592777338723	23.4064117141944	21.8376495149	21.7644331735136	27.6034554799451	25.9819963999874	28.876290882744	24.1204681527999	20.4264826062008	17.9962161879491	21.5115812124171	19.6176060582905	21.2308649327435	20.3318058719638	16.3535469161259	19.4969942257468	22.189864249867	20.2432029840404	23.3873281754234	23.7918484775953	17.9971450152143
FBgn0016700	169.613299912	187.658603476294	177.498735374993	178.086629168382	179.67723043	161.628996025074	164.395042417787	172.126214730491	186.05072188123	191.616067589641	177.115421022443	167.09976281803	150.256207054287	159.985195567749	158.88018106977	159.164065007652	154.1944523006	148.636471658582	157.930586479616	164.457536266493	152.17358205714	180.783465701339	171.134317813568	148.256466650024
FBgn0014009	95.2569336128223	112.816295750986	108.688370246551	106.72833961146	107.41406791552	98.4840348337121	103.533014228473	113.008613565422	110.755339140776	112.089336334369	103.86529613242	100.149476232633	93.8103746907825	101.800172069311	97.5983876036561	91.2684495910531	97.1078974434453	96.5869842962929	103.947792317451	105.894106949793	96.725763251134	108.107677359466	102.408997545731	94.3623214885187
FBgn0259239	7.88436328688104	9.37539480110137	9.79617720815689	8.16961401510143	8.26284186696938	7.88185937227773	8.15395417787165	9.07866989724872	9.62985068487829	8.55043392704635	7.71926186609974	8.14189062979018	7.02599171866353	8.71485641351877	11.1644749362936	7.58518049625251	8.34894304853841	7.9823224543467	7.63170411467983	8.16971152781498	8.52206818209127	8.64810285709873	8.04132319582609	8.5957072119398
FBgn0036585	17.1107042024551	18.5657479874585	23.2340295998341	18.5953166318341	15.7906704300343	22.562657271757	20.004933457087	22.8894692496749	15.9625343182879	15.8072904456949	18.9182361940776	22.0735354109188	2.84032543630835	4.27772235072525	4.90649623478791	2.62057504876443	3.08991815460635	2.01220541760402	3.18866900029633	2.01651234604864	2.66471698207478	3.71012532052403	1.83989898007051	1.72090195589783
FBgn0039630	2.11720756802122	2.96801264143798	2.87683364439907	2.76597607373211	2.36817018373573	1.91022775412587	2.05600971980535	2.45485242662453	3.31044902609256	2.84423094818258	2.96273061997778	2.16917364148812	1.8718743267903	2.02401907900219	1.65408699722245	2.25334181342591	2.22433683018433	2.32846124437452	1.37907327010976	1.32384117959318	1.27067018396054	2.06893333491201	2.08116946161492	1.16030723862089
FBgn0046258	0.515898239861718	0.779242373473839	0.766036544508444	0.688907044280496	0.732284698752913	0.446151848345625	0.676331383691223	0.792577750201109	1.11632007784129	0.688719861990621	0.488452162245769	0.389079456109933	0.90653470234868	0.796426527943237	1.01186770290821	1.24717319557394	0.627119608569526	0.561322258728342	0.936166449829609	0.438969398244908	0.55336140338558	0.655834190766339	0.606054369689278	0.552069708766379
FBgn0039225	0.562606860457975	0.968355198206923	1.11761942354965	1.24837252798218	0.799854221129191	0.634288563582344	0.753069747625618	1.18176373797402	1.00807448712386	0.8270100405017	0.743826648358182	0.963289529244723	1.04136425893907	0.866728057990083	1.1819061736232	1.14361947829438	0.989773969723267	0.921760481153078	0.753748554536279	0.871625380078543	0.798616840624536	0.787521154247554	0.823244559982531	0.848453404400172
FBgn0033033	34.5460482365357	44.0251440077479	50.5626381934788	50.7404351871909	39.107603742437	40.2448009812217	35.6579178074168	47.2119876506023	53.5094061762511	50.5731428744195	38.5136135100155	40.0316082790201	27.0483157559018	37.5158433090287	36.2489258512188	33.496208207296	33.8216621946606	33.9663084594319	27.8440365894052	35.2139438749815	40.0235757024952	39.5073691410117	32.593967211325	34.2046413104271
