logFC_INC1	logCPM_INC1	LR_INC1	PValue_INC1	FDR_INC1	logFC_WAKED2	logCPM_WAKED2	LR_WAKED2	PValue_WAKED2	FDR_WAKED2	logFC_WT2U_old	logCPM_WT2U_old	LR_WT2U_old	PValue_WT2U_old	FDR_WT2U_old
FBgn0041180	-0.791249225331943	8.29023783047864	187.150439509943	1.33153535123361e-42	1.5365597101344e-40	-0.34539777119009	8.29023783047864	36.1404022331031	1.83600518503771e-09	5.56495495642126e-08	0.25955992282696	8.29023783047864	20.5143235737122	5.91866855258436e-06	5.4511809070986e-05
FBgn0005614	-0.939380844579102	11.0921019942246	180.111915153654	4.58125789093651e-41	5.04359633096436e-39	-0.316986253383161	11.0921019942246	20.8136468892717	5.06209729886347e-06	6.89683754317416e-05	-0.606745010470272	11.0921019942246	75.9120808085111	2.96580018685358e-18	2.21925267106903e-16
FBgn0039703	1.51929796055402	4.83133617119969	178.667134931056	9.47206540917759e-41	1.00803824987892e-38	-0.477743228927573	4.83133617119969	17.7782647505411	2.48202526672494e-05	0.000288855868829788	-0.606911380292205	4.83133617119969	28.5044162442258	9.34850125291569e-08	1.27187421875606e-06
FBgn0031821	-0.675536887146685	4.5962464078437	178.627015870926	9.6650624707508e-41	1.01727437741595e-38	-0.440780265218805	4.5962464078437	79.38388481261	5.11415585777697e-19	7.20343894202763e-17	-0.153500566918878	4.5962464078437	9.9106453055289	0.00164325490659528	0.00742760523613479
FBgn0038439	-1.88355376967717	1.75620528530057	174.488431698661	7.74320850329539e-40	7.97467215532938e-38	-0.379620505894613	1.75620528530057	8.8074803958886	0.00299998026519417	0.0185322925497746	-0.63694429648319	1.75620528530057	24.1487336188012	8.91747887028772e-07	9.80615529501904e-06
FBgn0035523	0.426607635307396	5.55358712065901	172.52508855387	2.07818951617019e-39	2.0952525458819e-37	-0.119183942078111	5.55358712065901	12.9555970025016	0.00031896645800741	0.00276726515832878	0.149618682309854	5.55358712065901	21.0989239619383	4.36172982447222e-06	4.11187482862155e-05
FBgn0037217	-1.20229135244005	3.59398282029672	170.791664600348	4.96891236533693e-39	4.9575252744997e-37	-0.430446278819943	3.59398282029672	24.1300599690766	9.00436978547503e-07	1.44220491313177e-05	0.396371772885862	3.59398282029672	21.4937580007917	3.54982271172477e-06	3.41710572189948e-05
FBgn0259685	-0.540782120546539	7.13601932626624	157.709889614172	3.58122647844273e-36	3.34408577130852e-34	-0.219672146767152	7.13601932626624	26.4373363695219	2.72227326054098e-07	4.9804051743295e-06	-0.143537571886841	7.13601932626624	11.3237559133138	0.000765217774585212	0.00389232917948867
FBgn0259713	-2.464804570242	1.94988248785465	153.534047403414	2.92791805595526e-35	2.64562256037165e-33	-0.99585106800045	1.94988248785465	32.0209339703744	1.52520110497769e-08	3.68040235028865e-07	-0.546485638101388	1.94988248785465	10.0777228664458	0.001500726851311	0.00689398646611837
FBgn0030234	-0.60219831429411	5.1623888249196	149.423263050136	2.31751349387628e-34	2.05529113373583e-32	-0.408546555497638	5.1623888249196	70.9364531399531	3.68918169725706e-17	4.64933977583265e-15	0.147261235729068	5.1623888249196	9.55628685965701	0.0019926577002792	0.0087629363880965
FBgn0033289	-1.05504761568986	3.42685620490604	148.255873948563	4.17060053274342e-34	3.664771734185e-32	-0.634823201315286	3.42685620490604	57.7773300686481	2.93533227024783e-14	2.75633455729742e-12	0.269991492282259	3.42685620490604	11.3028337135437	0.000773888880280617	0.00392393207799246
FBgn0263986	-1.40224380535387	2.63487205076451	144.281397976742	3.08366934417827e-33	2.63708794451245e-31	0.83313488118475	2.63487205076451	63.214399048514	1.85388217462232e-15	1.99511050208231e-13	-0.498281277539054	2.63487205076451	20.9411387612127	4.73613508287147e-06	4.43862053069892e-05
FBgn0086367	-0.64553347026107	8.37528520595971	143.659457231072	4.2174115189787e-33	3.57472279015735e-31	-0.253645436644522	8.37528520595971	22.4495970626368	2.15730742635871e-06	3.16912431436561e-05	-0.471884637607575	8.37528520595971	77.4009293299705	1.39549532574406e-18	1.1423977974339e-16
FBgn0031850	-0.593379116247224	6.94971709774832	143.605312748348	4.33395162958274e-33	3.64127971124065e-31	-0.15093598448712	6.94971709774832	9.46932974941905	0.00208935698193885	0.0137727881438475	0.163951219734401	6.94971709774832	11.2192529170127	0.000809530770937144	0.00407067053086897
FBgn0036380	-1.05329134315233	4.22667092978431	142.890468571985	6.21125696852699e-33	5.1285706245303e-31	-0.458549882141658	4.22667092978431	28.4469285737966	9.63024231019716e-08	1.97936611259803e-06	-0.307573622373624	4.22667092978431	12.9486981860643	0.000320144039308439	0.00182303187187647
FBgn0033817	-0.775881520945839	3.93174865311454	132.386252213996	1.23165324898523e-30	9.66948755637748e-29	-0.311228114763002	3.93174865311454	22.6830115419596	1.91049520700776e-06	2.8414166293044e-05	-0.305085714621861	3.93174865311454	21.8603212784543	2.9323506370929e-06	2.88357848070594e-05
FBgn0041604	-0.497634302874236	5.34206943562628	128.284182100175	9.72692273773399e-30	7.3357847229934e-28	-0.271190460318967	5.34206943562628	39.5096427761201	3.26443483199629e-10	1.27619415595349e-08	0.269584305963581	5.34206943562628	40.6045351713846	1.86373593711518e-10	4.08486563059249e-09
FBgn0266590	-1.13590396767418	2.26075227753524	124.317839584054	7.17747453996271e-29	5.24777489647044e-27	-0.491490177091097	2.26075227753524	26.2977387491427	2.92631099162188e-07	5.29615749993784e-06	-0.237800653923634	2.26075227753524	6.3530482287912	0.0117179784984715	0.0383184698048345
FBgn0032753	-0.989599781713603	4.39385841246876	123.582948385588	1.03948619386876e-28	7.54257482187496e-27	-0.539990430013733	4.39385841246876	38.2537754342144	6.21167790596035e-10	2.1556322820032e-08	-0.428804693747944	4.39385841246876	24.1457070661289	8.93150450425869e-07	9.81031538323277e-06
FBgn0038610	-0.519131176313535	5.58890189225053	123.16008528007	1.28639683769576e-28	9.19485739660447e-27	-0.345750982283159	5.58890189225053	55.9404612242353	7.4699284907409e-14	6.81399762707774e-12	0.247757030592245	5.58890189225053	29.5963000706944	5.32064035416043e-08	7.62890618445338e-07
FBgn0034622	-0.978878097927054	5.40722416279839	122.376590813037	1.90929366963681e-28	1.35460850131714e-26	-0.818051782401121	5.40722416279839	86.7595302493006	1.22551821646538e-20	1.9563355795509e-18	0.793565853445722	5.40722416279839	83.4436010157318	6.5559946002974e-20	6.34275922036853e-18
FBgn0002938	-0.620426646590994	11.525874744368	119.6390454775	7.58853281624812e-28	5.30532608131566e-26	-0.240412219293569	11.525874744368	18.1009431836613	2.09497631973209e-05	0.000248030694566057	-0.346990268206363	11.525874744368	37.7199466631695	8.16652220621279e-10	1.63296345910451e-08
FBgn0026059	-0.455423688217077	8.18844457563842	117.451520246982	2.28620468835631e-27	1.53548070032622e-25	-0.149656157252161	8.18844457563842	12.8023269790305	0.000346188486836557	0.00298306344749328	-0.253627210521892	8.18844457563842	36.7131203510344	1.36855259679435e-09	2.59051319606646e-08
FBgn0003861	-0.509192500815956	11.4672701401721	113.340715206647	1.81707472169592e-26	1.17594200570294e-24	-0.163962550035511	11.4672701401721	11.8220449262404	0.000585335383099657	0.00469936487789482	-0.20343217473951	11.4672701401721	18.175123313054	2.0149364184069e-05	0.000162040814571799
FBgn0263346	-0.42953710639344	8.39591720235907	109.112061693022	1.53365470488534e-25	9.79289650892787e-24	-0.295104362984611	8.39591720235907	51.8042365870479	6.13193552907331e-13	4.81407200798887e-11	-0.171936955536969	8.39591720235907	17.6316861044731	2.68084324089156e-05	0.000208587461911124
FBgn0284247	-0.81000348160501	2.87740977645057	106.44488303057	5.89083240954828e-25	3.68773809272244e-23	-0.542079553703255	2.87740977645057	50.774622415354	1.03604660750499e-12	7.57500336388002e-11	-0.449105077512171	2.87740977645057	35.4267374554917	2.64826432688963e-09	4.73229024681883e-08
FBgn0026192	0.37171112664232	6.84927676443459	105.226383568262	1.08949534559683e-24	6.68922206418363e-23	0.199841862190583	6.84927676443459	30.4784744106266	3.37591627870765e-08	7.69869669463377e-07	-0.147629912404312	6.84927676443459	16.4533282856258	4.986256421351e-05	0.000359626234967619
FBgn0036454	-0.358108672189884	8.27384580426444	102.653885456833	3.99127907897718e-24	2.38927943865271e-22	-0.238559032535506	8.27384580426444	45.8128521869811	1.30107123620857e-11	7.69238290148499e-10	-0.114229911057314	8.27384580426444	10.5363644968341	0.00117048434051319	0.00554995000665115
FBgn0030798	-0.557619062104137	4.97836894838906	98.1772952988384	3.82551155322638e-23	2.24789875195106e-21	-0.300482200198078	4.97836894838906	29.3586185992725	6.01484123186866e-08	1.3063525922639e-06	-0.301675371675874	4.97836894838906	29.6550402102868	5.16182403271949e-08	7.4122864445858e-07
FBgn0003162	-0.505489800824002	7.05289965053159	96.4351036679962	9.22175299440739e-23	5.35308788972327e-21	-0.570936668702255	7.05289965053159	123.206705255524	1.25652364765767e-28	4.01166116575506e-26	-0.13697656851598	7.05289965053159	7.17879054286718	0.0073770420648191	0.0263843573177137
FBgn0284244	-0.946319641128279	3.08322555034213	94.385447816059	2.59694421569882e-22	1.48943303580618e-20	-0.506802749192431	3.08322555034213	29.4829434678055	5.64109702888776e-08	1.23357140051797e-06	1.40676989864855	3.08322555034213	256.86385820834	8.28201173152986e-58	3.96625541822965e-54
FBgn0267435	-0.812830819980687	10.6323596548176	93.7146866489346	3.64446632051608e-22	2.07777966773232e-20	-0.217735730270663	10.6323596548176	6.82441367185992	0.00899200710411207	0.0451627918422577	-0.383541219140289	10.6323596548176	21.1992284683427	4.13931108030164e-06	3.92149570001277e-05
FBgn0001316	-0.417119306607024	7.35331555455085	91.178751423546	1.31262255263342e-21	7.18417074807023e-20	-0.129418999096331	7.35331555455085	8.88130585885822	0.00288105398442839	0.0179770260995799	-0.181830836092202	7.35331555455085	17.513228676279	2.85315574602208e-05	0.000220395170230746
FBgn0033139	1.00723786237548	3.00335602726219	90.6415708163174	1.72204091944556e-21	9.26612804856715e-20	0.496192703590784	3.00335602726219	21.7160810851897	3.16130095536625e-06	4.49090819246963e-05	1.09695720924003	3.00335602726219	108.9621163227	1.65417399454598e-25	2.93401454069655e-23
FBgn0001296	-0.442875701152201	5.95798449670127	90.6174707877641	1.74314396209418e-21	9.32728093236765e-20	-0.133451368901702	5.95798449670127	8.42084047278934	0.00370944280899053	0.0221502763245083	-0.163124187529905	5.95798449670127	12.5867114568629	0.000388499115385613	0.00216088532355598
FBgn0042201	-1.15110795302161	5.04322933879397	89.4555415670974	3.13607379053229e-21	1.64138332053105e-19	-0.632713999235527	5.04322933879397	27.6933822312781	1.42148164755553e-07	2.80720643717255e-06	-1.56603927810606	5.04322933879397	160.563474553663	8.52191593642332e-37	5.10143192744141e-34
FBgn0050101	-1.43899934428812	0.717157135331316	88.2848009099672	5.66772799398061e-21	2.9185752003412e-19	-1.50311147740144	0.717157135331316	98.4812304536569	3.28119953920809e-23	6.98385093034112e-21	-1.29027435694045	0.717157135331316	76.4790052357013	2.22566610790323e-18	1.74733032635222e-16
FBgn0262719	-0.610330032284799	3.53549341386755	87.6847113772494	7.67654712173857e-21	3.91095576234106e-19	-0.176949800739384	3.53549341386755	7.96320619489161	0.00477377772557	0.0270072315744297	-0.21704389898868	3.53549341386755	11.9696661035785	0.000540736300011811	0.00288855118879706
FBgn0033304	0.779449003221018	5.3124430576459	85.5007221421296	2.31616999773559e-20	1.15543105407872e-18	-0.321286321356652	5.3124430576459	14.395371386996	0.000148166055290731	0.00140092248526616	0.454889025039003	5.3124430576459	29.1921995211817	6.55425455263317e-08	9.24545656923719e-07
FBgn0028983	-0.625448469960217	5.01071523157589	85.2089048479094	2.68450177468948e-20	1.3185722050244e-18	-0.419957807124361	5.01071523157589	39.2629823020399	3.70397399616231e-10	1.391241683735e-08	0.26545205573298	5.01071523157589	16.0781927260185	6.07799334788514e-05	0.000428366595187961
FBgn0031374	-0.416020402424356	8.04893214537388	85.0700169918614	2.8798453825572e-20	1.40730403439453e-18	-0.131968302127128	8.04893214537388	8.62936928484284	0.00330786081478176	0.0202316033741888	-0.203847424005865	8.04893214537388	20.576337592889	5.72999946792766e-06	5.30260240616533e-05
FBgn0036620	-0.929703286470205	6.0075999163035	84.6881390965678	3.4933982375399e-20	1.68988728884632e-18	-0.341211105487506	6.0075999163035	11.6644125456445	0.000637070568829009	0.00505248492650465	-0.7107440760527	6.0075999163035	49.7937285027659	1.70789003895418e-12	5.11192837284472e-11
FBgn0260746	-0.796908733901972	5.57595744070144	83.7518555759959	5.60943811948888e-20	2.68635991542322e-18	-1.87982738673249	5.57595744070144	435.479929274219	1.04279572344149e-96	2.49697435978064e-93	0.337591998478644	5.57595744070144	15.4473081630507	8.4837691380402e-05	0.000573447712097029
FBgn0260006	-0.470291046027065	4.55325572955073	83.6204833842113	5.99486840003847e-20	2.85665918087405e-18	-0.254888509028875	4.55325572955073	25.5659476178158	4.27517915780927e-07	7.55491992130944e-06	-0.205669881939036	4.55325572955073	16.7512369676721	4.2614473858743e-05	0.000312767379784705
FBgn0037913	-0.702892475538165	7.94828913808919	82.4619891066335	1.07721898926317e-19	5.03297730690861e-18	-0.378361173325108	7.94828913808919	24.1248537142988	9.02874616250293e-07	1.44369500408102e-05	-0.306508908216332	7.94828913808919	15.8303695669917	6.92815420182043e-05	0.000480158183393894
FBgn0044011	0.59113753546163	3.31365251119891	82.1626530490689	1.25335921879262e-19	5.77147817192101e-18	0.216408236729498	3.31365251119891	10.7118867179915	0.0010644942378799	0.00775219417792139	0.515674282600459	3.31365251119891	63.4213203106948	1.66901769131348e-15	8.24012961206213e-14
FBgn0038072	-0.301476284081021	4.49533775321422	82.096783147422	1.29583343218007e-19	5.9102345778194e-18	-0.242047195784278	4.49533775321422	55.4917912531786	9.38501046137256e-14	8.48015379236098e-12	-0.24414281179557	4.49533775321422	56.9199390452785	4.53920123094295e-14	1.71843752529532e-12
FBgn0023001	-0.512441250990896	3.16600375507581	80.2588777807171	3.28433539425866e-19	1.47687156836664e-17	-0.174154777577506	3.16600375507581	10.2311888833169	0.00138085629897098	0.00970347881991495	-0.258824917257181	3.16600375507581	22.4145162122873	2.19707165118963e-06	2.23425762427717e-05
FBgn0030421	-0.418641935086351	5.74207149993446	79.1736264159238	5.68844032624919e-19	2.48784846779976e-17	-0.226496065372808	5.74207149993446	23.6674598002184	1.14502326964083e-06	1.78036247997077e-05	-0.288043742863872	5.74207149993446	38.2272042274527	6.2968399603579e-10	1.27507681057734e-08
FBgn0036225	-0.931345214396188	2.15741558681313	77.3248410155358	1.45030427971123e-18	6.22915443545927e-17	-0.543579923333143	2.15741558681313	28.4595375592618	9.56772732751706e-08	1.97074607189158e-06	-0.545143457351207	2.15741558681313	28.8321064631364	7.89317510912548e-08	1.09884929062796e-06
FBgn0011230	-0.338987200642613	8.09364367159795	76.7077662530066	1.98222322610015e-18	8.43810402648323e-17	-0.10143890744025	8.09364367159795	6.92399916778758	0.00850465743128648	0.0431677842484695	-0.114348427956648	8.09364367159795	8.79735193659827	0.00301668088953331	0.0125789157857858
FBgn0038912	0.438495119393732	6.99459836458127	76.1344047116474	2.64999795362106e-18	1.10355132172967e-16	0.139525225203212	6.99459836458127	7.72585914808965	0.00544354502691502	0.0299645254412598	-0.368999434692341	6.99459836458127	53.5162292316125	2.56465379614936e-13	8.47417291365512e-12
FBgn0003248	-0.425884129133761	8.42390790301795	75.2346697267391	4.17963034240258e-18	1.71079057348427e-16	0.144443427876499	8.42390790301795	8.73142985146379	0.00312771124859322	0.0192403457540307	-0.513132367077181	8.42390790301795	109.106798418981	1.53773248059269e-25	2.78129883057914e-23
FBgn0038816	-0.502927670011966	5.73015126784761	75.0788500661553	4.52285466749553e-18	1.84340008533073e-16	-0.214108602541484	5.73015126784761	13.8739946076848	0.000195484738497728	0.00178149650364533	-0.259970281985668	5.73015126784761	20.4376584496347	6.16055406986444e-06	5.6357007527375e-05
FBgn0036880	-1.48167706061989	0.770559779277705	74.3691667948268	6.47931230890258e-18	2.60751484431382e-16	-0.851152741871395	0.770559779277705	27.7492228964041	1.38103666582038e-07	2.73296883992306e-06	-0.579621321044268	0.770559779277705	13.3974471746797	0.000251966989930323	0.00149618092346722
FBgn0051103	-0.361796128960475	5.68546491129148	74.2640037382347	6.83383198923884e-18	2.73867961476693e-16	-0.477828593876657	5.68546491129148	130.180531337032	3.741532359844e-30	1.27987131937807e-27	-0.202912069282171	5.68546491129148	23.9376887387435	9.95045660161009e-07	1.08548375091368e-05
FBgn0037721	-0.652336707221789	4.05384043938174	74.2200356094218	6.9877475083211e-18	2.78869356811248e-16	-0.210044831288648	4.05384043938174	8.04992937457443	0.00455054283352364	0.0259899220390516	-0.190445923468072	4.05384043938174	6.63734123026359	0.00998628641154146	0.0337623195375023
FBgn0041713	-0.381807734158472	6.44309937921573	72.9074623755046	1.35873456751014e-17	5.37766929240169e-16	-0.320934437150084	6.44309937921573	52.0787402358517	5.33190893067962e-13	4.25575197817078e-11	0.294581798380824	6.44309937921573	44.6983723329164	2.29848312096356e-11	5.73303940952839e-10
