logFC_INC1	logCPM_INC1	LR_INC1	PValue_INC1	FDR_INC1	logFC_WAKED2	logCPM_WAKED2	LR_WAKED2	PValue_WAKED2	FDR_WAKED2	logFC_WT2U_old	logCPM_WT2U_old	LR_WT2U_old	PValue_WT2U_old	FDR_WT2U_old
FBgn0037950	-0.512375651698293	4.51837872891675	72.8322075866868	1.41154418683051e-17	5.56369144916156e-16	-0.30048271036868	4.51837872891675	25.8347929865358	3.7192335749385e-07	6.6584708749086e-06	-0.153441405218092	4.51837872891675	6.82486094060219	0.00898975552264236	0.0309059147149564
FBgn0032538	-1.24788246334146	0.73850247646663	72.285006083266	1.86257208667761e-17	7.19343364766056e-16	-1.33890054660021	0.73850247646663	84.2188083598135	4.42936735747448e-20	6.6288250859204e-18	-0.834890681474029	0.73850247646663	36.0603413581071	1.91300844255927e-09	3.52361439669859e-08
FBgn0085400	-0.393129801370607	5.99285834198846	72.2521646144693	1.89382848713266e-17	7.28477479909905e-16	-0.131886667181232	5.99285834198846	8.31111174721674	0.0039403265150811	0.0231252741185336	-0.143287837274075	5.99285834198846	9.80783884671658	0.0017376958841053	0.00781392074082655
FBgn0037537	-0.355904196638946	7.20599838213684	70.998741042591	3.57452910606036e-17	1.34262116775867e-15	-0.274423122766117	7.20599838213684	42.5152517782908	7.01332074666359e-11	3.38266174033319e-09	0.175149081772172	7.20599838213684	17.493866772617	2.88236025375944e-05	0.000222280567717455
FBgn0034468	-0.71753736955728	5.15005784746587	70.1400078608653	5.52411513913159e-17	2.02720209971656e-15	-0.53244323771972	5.15005784746587	39.385003921407	3.47958975693018e-10	1.35172821207962e-08	0.910079963973309	5.15005784746587	117.30424849881	2.46242356817825e-27	5.89627323400282e-25
FBgn0040364	-0.421369832941347	5.1540927839106	69.9416533236124	6.10848338782639e-17	2.22460280945251e-15	-0.163542858208285	5.1540927839106	10.8470840387843	0.000989514521989737	0.00730167187335725	-0.195195772823943	5.1540927839106	15.4654874296915	8.40255720404739e-05	0.000568359413138177
FBgn0039054	-0.390067019708752	9.14897874134614	69.2456848715999	8.69309189365188e-17	3.15388008171961e-15	-0.228754341041192	9.14897874134614	23.90407250162	1.01257327903229e-06	1.592516726859e-05	-0.229956427275608	9.14897874134614	24.1615025545996	8.8585478796392e-07	9.76423683853818e-06
FBgn0032414	-0.731356029009831	4.22834146803676	68.5374877223256	1.24488446283573e-16	4.4325291394203e-15	-0.227922899136193	4.22834146803676	6.98477458264238	0.00822060062264877	0.0419482753136547	-0.807019892155823	4.22834146803676	84.255887701402	4.34706952503907e-20	4.42938637349194e-18
FBgn0035943	-2.81943144228392	0.361452414315927	67.3446513175476	2.27959633272257e-16	7.99779255487794e-15	-1.04511303702726	0.361452414315927	11.3277986840772	0.000763553618835125	0.00588959496090883	-1.18744613863531	0.361452414315927	14.5489163047353	0.000136567179808656	0.000872026965471537
FBgn0051100	-0.418316324631089	5.68523130831039	66.5457875991533	3.41859833008452e-16	1.19501221918064e-14	-0.270549637389532	5.68523130831039	28.3668648957926	1.00368593785124e-07	2.0541247676793e-06	0.403738261248612	5.68523130831039	64.714543546397	8.65735079179033e-16	4.41064392998765e-14
FBgn0067102	-0.375092311877182	5.49872392354005	66.0205797439008	4.46239228416809e-16	1.53743860783316e-14	-0.209709370570221	5.49872392354005	21.1587427177259	4.22768203792415e-06	5.85155181491872e-05	0.168761630102167	5.49872392354005	14.0045708570106	0.000182366768187427	0.00112256356407402
FBgn0051216	0.680530366994204	3.16147466472401	66.0099591214609	4.4865027023994e-16	1.54020512127532e-14	-0.289452900834353	3.16147466472401	11.2132041297253	0.000812173679115136	0.00618854375383037	0.280895263127597	3.16147466472401	11.1459909959445	0.000842134723174711	0.00421199288698035
FBgn0031390	-0.330454149514867	6.33888090009602	63.4429238959402	1.65081342612563e-15	5.41489417651755e-14	-0.137507353988317	6.33888090009602	11.1849197539701	0.000824648226319403	0.00626366432330471	-0.159655541681959	6.33888090009602	15.0807453052018	0.000103008648637326	0.000680894987334926
FBgn0023495	-1.18650876517219	0.854558096597048	62.4987125788624	2.66618871820376e-15	8.56938105468308e-14	-0.50006708518123	0.854558096597048	13.366858376641	0.000256110008398779	0.00227342137205144	0.569383659972876	0.854558096597048	20.7043576676081	5.35938962928654e-06	4.99340796394032e-05
FBgn0036921	-0.32738703897105	8.01933064834044	62.4274795830896	2.76438934363446e-15	8.85529134894008e-14	-0.188560005173945	8.01933064834044	20.828588704909	5.02275912010308e-06	6.86276559947893e-05	-0.106498391572578	8.01933064834044	6.65867264790911	0.00986743878707545	0.0334111177136834
FBgn0029688	-0.339168972143808	7.80643336402152	62.1491646440953	3.184020627451e-15	1.00648678447939e-13	-0.432609198907568	7.80643336402152	101.163096646787	8.4712972630728e-24	1.93185917108836e-21	-0.15441790249531	7.80643336402152	12.9767671160805	0.00031538005646382	0.00179911267469355
FBgn0259226	-0.572825962193605	3.54715393141061	60.8486408573706	6.16360433500175e-15	1.87412705779831e-13	-0.480402777699256	3.54715393141061	43.9643832459368	3.34405908094618e-11	1.79940437512936e-09	-0.372542043403356	3.54715393141061	26.7319919163337	2.33719718594269e-07	2.92623197999465e-06
FBgn0038142	-0.773125486694855	2.87762862230497	59.7066103431224	1.10106095577255e-14	3.26500366389768e-13	-0.445354308658127	2.87762862230497	20.9566426237322	4.69796027650406e-06	6.44657070606818e-05	0.473264067448963	2.87762862230497	25.3407464720312	4.8045166099818e-07	5.61190976712264e-06
FBgn0052855	-1.01495251040698	2.30247405989492	59.4793565636762	1.23583719212429e-14	3.64210726958967e-13	-0.396578399101184	2.30247405989492	9.83009209384296	0.00171679752941958	0.0116537822372649	-0.601722237408254	2.30247405989492	22.2232798851383	2.42713010980108e-06	2.42662340205373e-05
FBgn0037410	-1.08226149981212	4.12419889735726	59.0888876821952	1.50707930042458e-14	4.40085534739837e-13	-0.905460481329238	4.12419889735726	42.4659273715078	7.19243197318888e-11	3.42731907657727e-09	0.687078344528696	4.12419889735726	24.7275883882016	6.60321716311171e-07	7.5202870378459e-06
FBgn0030051	-0.499424340428509	4.27039610034361	57.6389772740938	3.1492283038616e-14	8.84554507166757e-13	-0.17321584342518	4.27039610034361	7.26028317609379	0.00704961744424375	0.0370792069637379	0.403292844481111	4.27039610034361	40.6416483583406	1.82867156376492e-10	4.01720555911478e-09
FBgn0016013	-0.379337366069869	4.92989079488408	57.3043315941276	3.73332107506861e-14	1.03946945514556e-12	-0.378679767635133	4.92989079488408	57.9774371109806	2.6514152755206e-14	2.51438173355805e-12	0.124544989678052	4.92989079488408	6.5134307112254	0.0107062758035424	0.0356801355763148
FBgn0028500	-0.230638704183127	6.32153219638298	57.2210592113522	3.89478345217302e-14	1.07815710707841e-12	-0.105761214576132	6.32153219638298	12.3257405257093	0.000446754668539543	0.00372088366545369	-0.102595055421904	6.32153219638298	11.6222157749259	0.00065168719182863	0.00339785515695951
FBgn0021796	-0.336029760052507	5.93044566819318	56.8572102171881	4.6863261151678e-14	1.28264145305851e-12	-0.155948211247816	5.93044566819318	12.4828461568855	0.000410705972369114	0.00347988693016672	-0.159984961588957	5.93044566819318	13.1504328603983	0.000287452829613042	0.00167572927695296
FBgn0038679	-0.389091815908222	6.60412915475665	55.4480958735299	9.59596092178977e-14	2.54598652933248e-12	-0.160504991075246	6.60412915475665	9.54252979943255	0.00200764836408833	0.0133536500216931	0.30021908885849	6.60412915475665	33.6537861408757	6.58465903949068e-09	1.09492819930975e-07
FBgn0260935	-0.272945393995571	5.47049669016196	55.3975087052582	9.84611615800779e-14	2.60514089948615e-12	-0.0989949408437607	5.47049669016196	7.53416064589117	0.00605399349736033	0.0327970303833243	-0.11527612796267	5.47049669016196	10.2306571255847	0.00138125445176718	0.00640001290346291
FBgn0033504	-0.240624480465778	8.63706051890306	52.6740081405048	3.93767906291039e-13	9.89897377022461e-12	-0.114626868558634	8.63706051890306	12.0150806964545	0.000527718032106741	0.00428709356362881	0.0948835821871887	8.63706051890306	8.2531801143817	0.00406806706187097	0.0160502373358154
FBgn0036910	-0.331810535153504	5.6006612984362	52.0655433860534	5.36786370053803e-13	1.33889058655608e-11	-0.264289888632794	5.6006612984362	33.5215048544665	7.04804004431484e-09	1.85456394352878e-07	-0.286760340929268	5.6006612984362	39.5197329968515	3.24761093937127e-10	6.94321820921832e-09
FBgn0038180	-0.479352783509907	3.32330856976058	51.4478676741924	7.35237967719804e-13	1.80566903969751e-11	-0.189170514328882	3.32330856976058	8.50128822878278	0.00354895126805429	0.0214231772143869	-0.346279534504249	3.32330856976058	28.063457670559	1.17401852412338e-07	1.56612108970108e-06
FBgn0038751	-1.45114236320936	0.481187449204818	51.290522965386	7.96592729668113e-13	1.95134658945299e-11	-0.586012178357261	0.481187449204818	10.0145012471768	0.00155312469022396	0.0107251826120873	0.771171995605113	0.481187449204818	20.3802866080427	6.34803740367006e-06	5.77961048026158e-05
FBgn0085261	0.727699763892275	2.58692924593762	50.9551683913848	9.44998583124276e-13	2.29725797694526e-11	0.553861537367846	2.58692924593762	29.4420640255214	5.76134753190928e-08	1.25414060592334e-06	0.482964343104962	2.58692924593762	22.4314044753653	2.17783781037225e-06	2.21907771784525e-05
FBgn0283531	-0.571474743722064	3.05197498781832	50.8026596310992	1.02135219986076e-12	2.4718392099765e-11	-0.245504481860134	3.05197498781832	9.95387568365897	0.00160511123446638	0.0110206131926301	-0.29326014969942	3.05197498781832	14.200625617016	0.000164315872947522	0.00102462072336678
FBgn0037396	0.991159874341202	3.69727057702739	50.8014617996941	1.02197570176519e-12	2.4718392099765e-11	0.461540188494828	3.69727057702739	11.0823269254045	0.000871543657910153	0.00653180372101991	1.02795545763977	3.69727057702739	54.7942525896152	1.33831575872908e-13	4.71264277099526e-12
FBgn0259233	-0.560862613121296	3.16568311485567	50.6642316873465	1.09598832912164e-12	2.62434405408177e-11	-0.484557153979749	3.16568311485567	38.7880132798272	4.72419981872364e-10	1.70748625900887e-08	-0.212557130111255	3.16568311485567	7.71784023637353	0.00546777689250014	0.0206739475927329
FBgn0041181	-0.248456729512289	6.23308665667314	50.1888322258954	1.39640261205218e-12	3.30240597981131e-11	-0.11579917159623	6.23308665667314	11.144899995006	0.000842630154818206	0.00636491452906055	0.209239156922243	6.23308665667314	37.0915979724706	1.1270832029477e-09	2.16771142928375e-08
FBgn0036876	0.496371238043979	5.95513910148307	49.9210924836837	1.60054817889647e-12	3.76659716399763e-11	0.21932048853731	5.95513910148307	9.76853428970708	0.00177523921322564	0.0119825519269029	0.189471544112543	5.95513910148307	7.28988419499484	0.00693439458243013	0.0251296372722345
FBgn0085256	-0.735595536656654	7.22356077391691	49.8030347488919	1.69980846000912e-12	3.99038368381552e-11	-0.421902168093263	7.22356077391691	16.5803430749598	4.66318521248364e-05	0.000498482008539825	0.810415051915724	7.22356077391691	60.6480965663559	6.82460282116514e-15	2.9984424688587e-13
FBgn0029840	-0.401865387784784	5.55694562460143	48.9220535158975	2.66339181170798e-12	6.08829755907853e-11	-0.180280257282303	5.55694562460143	10.0203032412606	0.0015482397560105	0.0107068883632264	-0.208001436744697	5.55694562460143	13.3312315198	0.000261022037102311	0.0015385040439175
FBgn0034418	-0.251446366521958	6.9895985441559	48.8839479071788	2.7156418222287e-12	6.17824640696117e-11	-0.0974109212754682	6.9895985441559	7.43136156880473	0.00640968259786739	0.0342207022978673	-0.146760541253694	6.9895985441559	16.8557714873794	4.03305000183758e-05	0.000298289983919694
FBgn0053993	-0.603561082428938	2.18586744806873	48.1938181910121	3.86103667638045e-12	8.56041881628981e-11	-0.342536243226799	2.18586744806873	16.6922696488778	4.3959763277911e-05	0.000475221910469336	-0.280463406680869	2.18586744806873	11.3401685981548	0.00075848437698095	0.00386473031902545
FBgn0032507	-1.1145365185914	5.29557152706374	47.9564392532878	4.35794500871077e-12	9.55157832801642e-11	-1.69086597811418	5.29557152706374	107.610609385312	3.27129356459991e-25	8.03396147736871e-23	-1.33345853939986	5.29557152706374	68.3161826525978	1.39273329214907e-16	8.13390211719746e-15
FBgn0033873	1.85621379588841	0.506032714880252	47.9281729045333	4.42122765020995e-12	9.6681548935413e-11	1.33007391086384	0.506032714880252	24.2975652875922	8.25433305869679e-07	1.33773269096781e-05	0.882162238772075	0.506032714880252	10.73344516801	0.00105216371664343	0.00508200911649559
FBgn0039862	-0.353613664129578	6.67262145838525	47.816592519198	4.68014331443039e-12	1.02110279420534e-10	-0.224541415756239	6.67262145838525	19.441842372059	1.03709849341803e-05	0.000131393245634364	-0.146867039121692	6.67262145838525	8.34119247113824	0.00387561516288574	0.0154283632710389
FBgn0004373	-0.266654459726113	7.35894022904541	47.7873977857951	4.75035739782256e-12	1.03406643537146e-10	-0.10391663093344	7.35894022904541	7.32483683109131	0.00680081382240573	0.0359680810552193	-0.138460518601528	7.35894022904541	13.0009002694471	0.000311341252737151	0.00178244262923875
FBgn0026088	0.215655644164038	5.18109596535278	46.9937005747736	7.12152329834744e-12	1.50573841394198e-10	0.113343956062	5.18109596535278	13.098823498037	0.000295481291549061	0.00257987220643292	0.127773479614762	5.18109596535278	16.7705621691341	4.21826523743214e-05	0.000310311401260561
FBgn0039688	-0.461869417753268	7.55378309185336	46.4347471397524	9.47208231525583e-12	1.95525009516208e-10	-0.214345161832363	7.55378309185336	10.0837073107211	0.00149586066252473	0.0104123208035333	-0.250033703077181	7.55378309185336	13.7357372148933	0.000210412481444769	0.00127310849480606
FBgn0005632	-0.359687956997284	7.95716655920689	46.2818979471355	1.02405717763268e-11	2.09581616396705e-10	-0.177022269766998	7.95716655920689	11.2686404736512	0.000788274382677003	0.00605305759915269	-0.147062203607189	7.95716655920689	7.78238220900359	0.00527581823088012	0.0200888515891723
FBgn0001987	0.349196050551698	5.79330662889639	46.1510369113401	1.09479058597629e-11	2.21221608280188e-10	-0.271031380400663	5.79330662889639	27.3837255564793	1.66829341038345e-07	3.23583828519825e-06	0.281132691352979	5.79330662889639	30.1321577177197	4.0358317572904e-08	5.90155672844693e-07
FBgn0264357	-0.250576574534684	7.88890761453426	45.5454924234994	1.49134491339326e-11	2.93308040666953e-10	-0.10921107215366	7.88890761453426	8.71559902432386	0.00315498734880052	0.0193708133505201	0.129039902087584	7.88890761453426	12.2104121180018	0.00047523535019503	0.00258038785950567
FBgn0037028	-0.240346645430214	6.74013860435724	45.42143400835	1.58886044007204e-11	3.11846419979713e-10	-0.0958842475974993	6.74013860435724	7.33428779702015	0.00676514789299961	0.0357992190713537	-0.13448340922687	6.74013860435724	14.4202740704918	0.00014621961395787	0.000925027386055797
FBgn0032775	-0.318222699027038	6.09518433572881	45.2305141818594	1.75154626232831e-11	3.42373675522051e-10	-0.201211346890805	6.09518433572881	18.3257850723807	1.86170234453357e-05	0.00022178339621819	0.148829412109814	6.09518433572881	10.1382079997839	0.00145227277268043	0.0066938732515559
FBgn0051072	-0.235946111689727	7.18946198918484	45.1418527451327	1.83266554822929e-11	3.57500419978414e-10	0.103692803002614	7.18946198918484	8.86651639967543	0.00290448875755649	0.018087902028528	-0.117552921547553	7.18946198918484	11.3360042335326	0.000760187142487793	0.0038708519142733
FBgn0000317	-0.340966758279084	5.3616799541691	44.9542186451914	2.01695216974928e-11	3.88699554966974e-10	-0.238095493437232	5.3616799541691	22.2833349850206	2.35239300929575e-06	3.42940947382567e-05	-0.208549406574163	5.3616799541691	17.14817586704	3.45741284407119e-05	0.000259930143018162
FBgn0002772	0.307897462309988	6.75665225067161	44.8713242167331	2.10416865803688e-11	4.03882312759063e-10	0.175780665142725	6.75665225067161	14.6634866020303	0.000128511810374216	0.00122965646330094	-0.209342474966204	6.75665225067161	20.6293198416253	5.57359698734148e-06	5.16742446049165e-05
FBgn0003189	-0.40453124423705	4.71977717642218	44.7380821142322	2.25233722597047e-11	4.28884412531713e-10	-0.182210489622118	4.71977717642218	9.33846909669442	0.00224392901401559	0.014630600473956	0.172431117768989	4.71977717642218	8.52234693940743	0.00350811786781342	0.0141655788102517
FBgn0039955	-0.263069618444399	6.77565749275912	44.5887150580588	2.43088762555057e-11	4.61239408039203e-10	-0.266308981852851	6.77565749275912	46.0155254421138	1.17319560322569e-11	7.06721225641236e-10	-0.132021672086151	6.77565749275912	11.3745805965324	0.00074456035015646	0.00380747412375791
FBgn0259221	-0.234631213372872	7.7597783987872	44.5879122960439	2.43188453810605e-11	4.61239408039203e-10	-0.103863662573513	7.7597783987872	8.80685982372341	0.00300100080859266	0.0185322925497746	-0.0921132024136845	7.7597783987872	6.93086014306985	0.00847209341903203	0.0294326118126546
FBgn0037238	-0.50513801729515	6.47738636348421	44.2517917019943	2.88739995989793e-11	5.41203851583217e-10	-0.229615111410979	6.47738636348421	9.22439187926929	0.00238811999975469	0.0153719175790662	-0.35201560201891	6.47738636348421	21.6386095862631	3.29158855275629e-06	3.20069392470048e-05
FBgn0011293	1.05018205191647	3.66654575688319	44.1351924370519	3.06461322512984e-11	5.72180613456016e-10	-0.634099810967625	3.66654575688319	15.8197647793947	6.96709189008534e-05	0.0007129359628551	0.505145460684681	3.66654575688319	10.2538964308435	0.00136396203080527	0.0063356102478433
FBgn0035049	0.249694423149409	6.28207682207192	43.7465514046745	3.73774564198756e-11	6.85826202278867e-10	-0.109988776934844	6.28207682207192	8.40857173601813	0.00373455942326591	0.0222586248637467	0.485668740625347	6.28207682207192	168.508760024354	1.56630518475223e-38	1.3638246417779e-35
FBgn0036410	1.30747944126633	1.75308092425071	42.2850385846835	7.88938003829762e-11	1.38650425700577e-09	0.96332858345746	1.75308092425071	22.9883656278008	1.62984778180956e-06	2.46285036727249e-05	1.18371845865392	1.75308092425071	34.7236104754026	3.7999491640629e-09	6.59346251691928e-08
FBgn0032382	0.453314971752076	7.926865503128	42.0724835564191	8.79521139368006e-11	1.53999656981652e-09	0.344764885899542	7.926865503128	24.3975366855344	7.83688367609167e-07	1.28310550170267e-05	0.446926301008323	7.926865503128	40.9372694168302	1.57194643814014e-10	3.47716004261116e-09
FBgn0037213	-0.21449261221883	6.88716332626295	42.0313644306833	8.98211158950728e-11	1.56704307475958e-09	-0.159962500692318	6.88716332626295	23.6344925709448	1.16480795341859e-06	1.80526384754745e-05	-0.0934062209762222	6.88716332626295	8.09637593318364	0.00443538544005228	0.0172411208379954
FBgn0032850	0.89270464926154	1.4861107046402	41.8395752698701	9.90776072775086e-11	1.72226011343735e-09	0.944639014894191	1.4861107046402	47.7864892182976	4.75255935923736e-12	3.09659956073303e-10	0.372397777002914	1.4861107046402	7.06282590867607	0.00786997591705683	0.0277739975436884
FBgn0030808	-0.267280653760771	5.60732714916634	41.8054525866248	1.00821863144493e-10	1.74624196238329e-09	-0.144061291260006	5.60732714916634	12.410711631026	0.000426878162627866	0.00359915408595924	0.199931766501182	5.60732714916634	24.4534890770391	7.61255255001692e-07	8.56792342233396e-06
FBgn0050295	0.362650551605852	5.42382353722624	41.7508392050871	1.03677740818884e-10	1.79246462376041e-09	0.192048725030171	5.42382353722624	11.7119011972636	0.000621016391939071	0.00494438487281165	0.425623175035571	5.42382353722624	57.9971573708683	2.62496827146316e-14	1.02620188179895e-12
FBgn0039241	0.7097694737432	7.58413373404557	41.6145235249493	1.11164382374041e-10	1.90812267809778e-09	0.29992532754784	7.58413373404557	7.48307737294562	0.00622815350013917	0.0334004782891002	1.01872192423742	7.58413373404557	84.8106303303608	3.28354231027278e-20	3.41845307041225e-18
FBgn0027341	-0.287626215059096	6.4648608468401	41.3134482055726	1.29673684902959e-10	2.22185072272012e-09	-0.342616733058978	6.4648608468401	58.8230400208395	1.72509358431632e-14	1.68601493373283e-12	-0.2010922934689	6.4648608468401	20.388013827568	6.32245594348307e-06	5.76179667237686e-05
FBgn0041171	-0.195190361075112	6.26717130813975	41.0824957226812	1.45937493313704e-10	2.47396338222771e-09	-0.0905359120798576	6.26717130813975	9.04203005232806	0.00263842497452375	0.0167135148187754	-0.139159988153279	6.26717130813975	21.3400186128072	3.84618055569954e-06	3.67651869885132e-05
FBgn0015776	-0.235002789029445	8.02272018932747	41.0453445484265	1.4873803477596e-10	2.5169839171098e-09	-0.15728740810579	8.02272018932747	18.485233950102	1.71225764150121e-05	0.000206289354594951	-0.134049189220762	8.02272018932747	13.4381232473446	0.00024656215605756	0.00146681511224802
FBgn0039580	0.365283643864354	5.84159350975748	40.5224520871069	1.94369678113458e-10	3.23207079335192e-09	0.160764018287264	5.84159350975748	7.86099436774381	0.00505126051566811	0.028202738755504	0.406045499885729	5.84159350975748	50.3570757161679	1.2816715074854e-12	3.8970951424429e-11
FBgn0004687	-0.197125511332002	7.45056557329239	40.514218743654	1.95190437918201e-10	3.2400936124446e-09	-0.0823143024305529	7.45056557329239	7.14591990043452	0.00751347247769198	0.0389837699844712	0.110949461933919	7.45056557329239	13.0694892060811	0.000300144973415872	0.0017334471838321
FBgn0020257	-0.252744311437859	5.40000768784772	40.3258499070491	2.14946054763486e-10	3.52199294721751e-09	-0.168816716537476	5.40000768784772	18.4130221294803	1.77838475125706e-05	0.000213183593836548	-0.126983530028187	5.40000768784772	10.493522309478	0.0011979378197605	0.00566330130190821
FBgn0034094	-0.380142672680489	4.34610449765103	40.0077054493396	2.52963017441356e-10	4.11354801537063e-09	-0.30552531518676	4.34610449765103	26.4286286405683	2.73457291846726e-07	4.98890274534846e-06	0.284299965688796	4.34610449765103	23.8903127118852	1.01983667821721e-06	1.10622827904467e-05
FBgn0034140	0.497857665179766	6.81267870190528	39.5876159593965	3.13666073825032e-10	5.05773342608781e-09	0.287612867414142	6.81267870190528	13.2405143586726	0.000273962722628359	0.00242067800492106	-0.663858275543005	6.81267870190528	69.509071875179	7.6063855633326e-17	4.58201012110689e-15
FBgn0260049	-0.183449860497799	5.86650674742171	39.4063672325848	3.44172875994081e-10	5.48500466933662e-09	-0.0796382248541732	5.86650674742171	7.66717662162513	0.00562343813269964	0.0307603029326083	0.092231332151266	5.86650674742171	10.5045994651188	0.00119077767721855	0.00563223140365398
FBgn0035346	0.284796292010472	5.81247694054297	39.3552236557092	3.53306440530439e-10	5.62121110863878e-09	0.256135712658948	5.81247694054297	32.0560584745119	1.49787239744207e-08	3.63476629332499e-07	0.342052817660438	5.81247694054297	57.4486608865908	3.46917309995741e-14	1.33444738760611e-12
FBgn0039821	-0.342787962426245	4.13460730347661	39.2879514480741	3.65690913546382e-10	5.80860293523591e-09	-0.211947735598611	4.13460730347661	15.5851980896858	7.88695954858298e-05	0.000792668400381194	-0.142626892721016	4.13460730347661	7.1482208050869	0.00750383911118565	0.0267678849187844
FBgn0038407	-0.354171502542588	6.43364714492085	38.9099395837386	4.43815078550998e-10	6.99321531643506e-09	-0.163849024683666	6.43364714492085	8.4245345909396	0.00370191389696101	0.0221191087368014	-0.16236651660239	6.43364714492085	8.2765970795727	0.00401593227427622	0.0159076093147302
FBgn0020278	-0.22728919933769	5.87856383473014	38.8834360404917	4.49881779683413e-10	7.0754806006695e-09	-0.108206161037433	5.87856383473014	9.01851241279649	0.0026725881367173	0.0169075622017691	0.265331475017645	5.87856383473014	55.628847124119	8.75297209528032e-14	3.15172807250357e-12
FBgn0035132	-0.234449124165572	5.59176163883269	38.7835246745895	4.73507565469626e-10	7.43484501978374e-09	-0.177481004726504	5.59176163883269	22.6870148339965	1.90651899186362e-06	2.8414166293044e-05	0.180585298272742	5.59176163883269	24.1778749846511	8.78355711727895e-07	9.73714236913169e-06
FBgn0052685	-0.222075706891883	7.05999547683757	38.7769334980618	4.75109144158976e-10	7.44778295049864e-09	-0.14527206640523	7.05999547683757	16.7467226037829	4.27159859570335e-05	0.000463870423465382	-0.168784282217049	7.05999547683757	22.6045172539723	1.99016126729076e-06	2.04087415611466e-05
FBgn0013305	-0.21264823470689	8.71133656566282	38.5098655982335	5.44776040825513e-10	8.48861107629227e-09	-0.131157659620279	8.71133656566282	14.7090466400904	0.000125443021839574	0.00120510858894628	0.141994364872555	8.71133656566282	17.2935792303794	3.20267202094687e-05	0.000243647280513337
FBgn0038179	-0.320786424925242	5.11506770921067	38.4790355746576	5.53450165401836e-10	8.57758201329901e-09	-0.141698629676256	5.11506770921067	7.69448626836036	0.0055389773506352	0.0304373637776156	0.228033177385225	5.11506770921067	20.3732371196782	6.37146580792311e-06	5.79543205206909e-05
FBgn0038088	-0.335059019031677	6.14776582511158	38.428195921401	5.6805712455643e-10	8.76143500644361e-09	-0.259708865317643	6.14776582511158	23.3867038366013	1.32491155797744e-06	2.03691860390175e-05	0.457525504237739	6.14776582511158	73.7765990939035	8.74775232592444e-18	6.11576436333608e-16
FBgn0032774	-0.220705414646255	9.76334166772086	38.2952426113032	6.08107167662529e-10	9.31912072299472e-09	-0.152268674619696	9.76334166772086	18.2695683448833	1.91745988729564e-05	0.00022729493564997	0.437267319463384	9.76334166772086	150.489228778108	1.35527393981602e-34	6.83200726081992e-32
FBgn0053296	0.335453836160857	4.23184553622404	37.995295347741	7.09154259253657e-10	1.0764309817958e-08	-0.464804233933118	4.23184553622404	68.7972452081981	1.09125020891599e-16	1.33999929499966e-14	-0.23596437669922	4.23184553622404	18.2445569176157	1.94280332216054e-05	0.000156371178316417
FBgn0010548	-0.198881043376714	7.68335568069063	37.9910682411813	7.10692364000768e-10	1.0770587756961e-08	-0.125194825115396	7.68335568069063	15.1660484611605	9.84578849248754e-05	0.000972779655042913	-0.110163249310594	7.68335568069063	11.7576727489911	0.000605929395708262	0.00319229469312087
FBgn0001089	0.278271093250186	4.69309366927269	37.8214989888316	7.75227149485045e-10	1.16563981754596e-08	-0.255806850885054	4.69309366927269	30.8765223665844	2.74978286055248e-08	6.39257772776011e-07	-0.154246017929942	4.69309366927269	11.3882133300901	0.000739115859130003	0.00378569609558672
FBgn0265052	0.221700358726856	5.5920955359348	37.6244288560955	8.57636368281739e-10	1.27751806149339e-08	0.128839910754188	5.5920955359348	12.801552336927	0.000346331859846787	0.00298306344749328	0.170067083821524	5.5920955359348	22.4569596916493	2.14905396880948e-06	2.19441779459032e-05
FBgn0054054	0.60604830439041	4.78504247616791	36.8767585177877	1.25837100815838e-09	1.85140975670369e-08	-0.364476534517209	4.78504247616791	13.0930426367882	0.000296394539763421	0.00258535481942725	1.06105768690347	4.78504247616791	112.408155780977	2.90829924164368e-26	6.330838667378e-24
FBgn0259247	-0.31340419895512	4.76814065154807	36.5556346701485	1.48370454767134e-09	2.15643735320123e-08	-0.305150482232116	4.76814065154807	35.1554963782984	3.04401038185179e-09	8.78178657752302e-08	-0.21256651651619	4.76814065154807	17.2441308755413	3.28711399266063e-05	0.000249082103019807
FBgn0035423	0.214167109799822	7.39697033569926	36.507841686679	1.52053302890414e-09	2.20661596224907e-08	0.101441684572885	7.39697033569926	8.21422544734768	0.00415632524114434	0.0241708136840579	0.152780085203817	7.39697033569926	18.6640438418442	1.558947356391e-05	0.000128388630950241
FBgn0003028	-0.338472973752238	4.03828457424503	36.403926916601	1.60379764327712e-09	2.30302456181532e-08	-0.168934360612135	4.03828457424503	9.43527632946013	0.00212851015719672	0.0139827642562621	-0.133213486113729	4.03828457424503	5.9078809875305	0.0150732927156508	0.0472112484076206
FBgn0051102	0.336813812920465	4.37336320306061	36.384032203016	1.62025206515038e-09	2.32154728952762e-08	-0.469597000994968	4.37336320306061	67.111924623153	2.56522082083706e-16	3.07121062774717e-14	-0.136281311527199	4.37336320306061	5.85026394858571	0.0155747150322428	0.0484333183697474
FBgn0033574	-0.361494389461124	5.84651234369934	35.5755985538806	2.45341657007463e-09	3.40069810537985e-08	-0.284954141104946	5.84651234369934	22.2961849838662	2.33670378777816e-06	3.4117300120944e-05	0.350560555196852	5.84651234369934	34.2906794896631	4.74649515254534e-09	8.04635939311138e-08
