WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44	WT2U_old_ZT00	WT2U_old_ZT04	WT2U_old_ZT08	WT2U_old_ZT12	WT2U_old_ZT16	WT2U_old_ZT20	WT2U_old_ZT24	WT2U_old_ZT28	WT2U_old_ZT32	WT2U_old_ZT36	WT2U_old_ZT40	WT2U_old_ZT44
FBgn0259714	9.1972536653138	11.8273414131766	9.44219076623155	8.59120949377619	8.06786291045644	9.1207601352587	9.85015229894309	10.5822820303929	9.49690173077935	8.80359706387155	7.78282618262774	9.87234154685949	10.3612666585879	12.7807678929347	9.69484337277235	11.8116375816406	11.5842732978037	14.2672502817996	9.77094381037117	11.9101893404843	10.8053081817129	10.8888340729802	12.3149671085463	15.1258413840478
FBgn0001108	20.2508994311891	22.0484164789369	19.9933517800543	20.6153624514803	20.7638639962408	18.4078157374498	18.7166796506029	21.0664501876563	21.0986112945458	21.1619030467253	20.832332637607	17.3944683543463	21.5483232863661	22.1056638148194	19.9802574623387	22.5810388149155	24.0777073377947	21.2498104197156	20.2239663821576	20.0727559140785	18.8322043030536	21.4893326775655	21.7000301931238	21.4891828893844
FBgn0051809	3.46881802310609	4.59108589919112	3.03620702753153	2.96165573916612	2.92682082709157	1.93179474368522	3.26217657491635	4.12474242416497	3.53023842954389	3.53857806078179	2.82332407631918	2.49677734485852	4.23944539368736	4.28881590826762	3.91397354858678	4.46847553003472	5.80459700831501	3.05592382717522	5.10059442107146	4.93475608597039	3.11143014598904	5.10515028075734	5.00114220317372	3.91210260011846
FBgn0034532	1.80946530795943	3.03795652106303	1.98671997400097	2.11755163578991	1.72362951877135	1.78912517883017	2.07889676809326	2.78680249968684	2.60478401807884	2.49500775599245	1.78961109331247	1.56327267891514	1.95748365860446	3.08772760411129	1.65750802595636	2.80695786816266	2.52945103835857	2.37196483558226	2.61698253075028	2.38910278633645	3.00692924184423	2.72331747930138	2.36776665893717	2.1529044223476
FBgn0038279	8.98203655445842	9.62461363039407	9.16144169454262	8.33894551839745	7.11917376346725	7.91839973573497	8.83886502754398	10.1545691224942	9.01031526119985	8.4908431037376	7.50313796297389	6.94589916816224	8.28975590621078	9.37185330064371	8.37704719058453	10.8373313863128	8.91656589166418	9.88930689635957	8.07626038188634	8.72176454048005	8.96100341807335	9.43717050216498	8.72934880165074	7.74191823417575
FBgn0053143	15.6107043161654	18.0673560397536	16.4290807336906	15.4072834164798	15.6728572973464	14.5860821837112	15.761508262122	18.1616145484461	20.0110958310654	15.4797294418557	14.7761298596179	15.2474437629534	16.502973146435	17.2647281364203	14.9748284149762	21.6742568979482	18.0768033055497	19.2208073940917	13.3580691961417	13.9573982727051	15.8272602808635	19.0897504757923	16.8652685267186	17.6698561110147
FBgn0044328	14.6791194123962	16.4546526764732	15.6036824232845	14.7248593258916	15.385530983099	14.2847073674601	15.009486645412	16.792766832552	17.348528975186	14.9940994401868	12.903508164589	13.6842275013386	13.6345599045334	15.5087244606326	13.2492250777533	17.2973998851847	15.5568944917089	19.2876207415109	14.1227501269677	13.7607760169527	13.486767772047	18.5573488799752	17.7978934863014	17.8384304763702
FBgn0034143	6.64657926112658	8.41049628388139	7.12425714861383	7.33550613764847	6.03144665959098	4.82714670810016	5.81108939112682	6.81775535722503	7.7927332892429	7.37578110066058	5.9692230230004	5.02882644007284	10.2880803146586	8.04466531610303	7.87642593436741	9.07345022172788	6.25560619135495	6.67655328147824	9.15386962474504	9.54982700380864	9.5659134429799	11.7174396967056	9.9892498415685	8.9388740462731
FBgn0038201	1.92543820389155	2.96942788509444	1.70385190490925	1.92378795392082	1.18545273298725	1.24662164781512	1.96421695320185	2.1618642029125	2.1310722749046	2.03866115788932	1.10485079055751	1.32989175454646	2.43181317719719	1.78075985769392	2.03790347856935	2.83781583835712	1.91395890890642	1.43126873846079	2.08707622987319	2.14227480041926	2.27648689331502	2.85518536203662	1.9559553809515	1.76317754986966
FBgn0052944	11.7714979325676	12.7267210987795	11.6983793107572	11.6742360503026	11.4347663297808	11.1311393820299	10.6990457246918	13.3913848568996	11.419896420236	11.7167135879834	10.4410816266719	10.7075319893243	11.6951995740215	12.6374378783873	11.3420533454891	15.6296718586607	13.7321341428157	15.3095062866377	11.5730218650988	12.0207612635353	12.08907320635	14.1838647082745	14.237137397147	13.9076550678566
FBgn0037409	1.63533266326041	2.29106374183254	1.98674156526298	1.61759174569008	1.2878596112742	1.15332843279179	1.73243280092801	2.30076845889383	1.55711847961168	1.59877550144528	1.42223681918772	0.896969481776752	1.17839141384414	1.56401388318318	1.81291910560575	1.78435692552599	1.39112387260565	1.62231593162476	1.37530606614327	1.50979664101155	1.61833020028507	1.37333896538158	1.99350218514525	1.05932508742126
FBgn0036436	2.68307559544739	3.44242383526728	2.93326811783442	3.49973832727757	2.19103096542269	2.15985073148483	3.06363498415467	3.78363095532479	2.87775759970889	2.71156024789897	1.69820893322331	1.92716040401102	1.73797383513181	1.96335930763247	1.81105508810741	1.91513206389613	1.33917592846374	2.29742792709159	2.12751216457054	2.76397709197765	1.82220067599992	2.06116206265942	1.49672716382653	2.24772006083126
FBgn0037439	5.58738659947306	6.99120039542278	6.98118911127131	6.49283353478378	6.42895380246517	5.56916880752466	5.38177041399396	6.46566318740236	6.67146366905663	6.94027832619734	6.45138350971748	6.05246768374822	6.08558946116692	6.97408876847981	6.12761683979775	5.85844419775092	7.39327631171318	6.48926372649905	6.13539317285025	7.57640472524708	5.89134064548222	7.2811710011447	7.09196313088379	6.14607085526603
FBgn0030468	10.2943904682557	11.1001824903262	11.5641421189372	10.7148249035553	10.5758502571526	9.72736076958565	9.35570434212367	11.7559866001978	13.1263482907643	11.2922429928258	10.765382978265	9.90915400128468	10.3296941714195	10.7872984081326	13.3114983906385	11.8545177234197	11.0650447507124	12.349324568242	9.8852102485499	11.2893177947594	10.1204905048859	13.0889833281502	12.8812047968092	15.6685176499201
FBgn0264598	18.7022778897624	25.6409807558829	27.5757044872623	22.9741638590712	19.0935346828265	19.4279734343223	18.8146256934312	27.1968415627997	29.7489227021415	24.0419855987661	16.0782600988793	18.4042756639693	17.8858347620566	22.3993337197157	21.1254773198828	22.7211853690914	19.3472000942605	23.1805723401293	14.7814414287576	15.4910148023452	20.7738328345155	22.0382640594564	19.0656509015681	22.2436920205257
FBgn0085400	10.0934236709612	13.5109409863283	15.3714475631287	12.9035939467068	11.295857919749	11.166717845098	10.9630481853561	13.6286301893905	15.9166823415529	13.4452801956803	10.0918230620846	9.81702407225598	10.5145039746449	12.174721379493	11.3494696697451	12.6554889300354	12.6845672741118	13.8117823040534	9.02350606569933	10.5022532054833	12.9381856094666	12.7736633706414	11.5766168678142	12.3904408212526
FBgn0000529	2.7195939817442	2.87468879999893	3.01063403274021	2.83420243613019	2.73707570202509	2.51991531043722	2.73530502765806	3.0721540791037	3.71151281411121	2.88145663488013	2.58640518067886	2.2219814638294	1.93011789406285	2.33558222032864	3.01226545572039	2.49155607987201	2.85934422985255	3.31111661609535	2.40356437825733	2.2952663809238	2.0691319758118	3.05547811535188	3.09323520285134	2.35143450939602
FBgn0020372	52.6909157987299	58.0051468641955	63.017273747111	54.6021152089798	55.6978634821824	61.4947636253357	55.8673752970349	63.8405559191389	55.2101016966198	52.2838510176546	56.0064542636401	56.5181327620859	50.3589656530537	53.6902937823194	46.9909997338178	60.3949879164714	55.2465061693545	68.9468207206194	46.9793147837827	48.644680909724	53.4388053794093	60.5621720640979	63.7958814104623	75.7408493472238
FBgn0261555	8.63034449369136	9.92870026160724	10.9321756881172	9.70305165002038	9.57836477512442	9.1564724541274	8.8085510709841	10.1551710207721	9.97421039278145	10.199133188061	9.80768811042213	8.92842504933863	10.2708523045655	10.6490444780114	10.4371434434676	12.5776286795465	11.943098263964	11.8947034190034	9.14039399210508	9.52760679109208	10.5956689457164	11.4208995885451	11.6882708668362	11.6155285126865
FBgn0005677	8.0118416756879	8.84727172508703	9.04975615524212	8.14802586473153	8.106109920677	7.25344692371749	8.18022391253625	8.7735308067401	9.15598525165251	8.07793020579513	7.72952016340654	7.48453921869409	7.41825049011884	8.44375756341569	7.87782091381124	9.85915455147938	8.85038944997297	10.3651251545461	7.41170782900106	7.36965318452011	7.87876851901131	9.63669211797165	9.81526086905801	9.53676939933149
FBgn0038341	3.48202336343801	4.05840707561373	4.28049747831917	3.75622764987729	3.85014399198416	3.37581059509543	3.71216227564246	4.52058561991628	4.106471795926	3.95481938358745	3.74271870701905	3.65365954952782	3.90984783046835	3.92629963571253	3.81387353525736	4.22202036478281	4.0058244450796	3.13117733750717	3.07531177281855	2.89755444840467	3.83942961849427	3.24431052657148	3.54654895170433	3.49618064269712
FBgn0265050	0.795045782179084	1.4280769343526	1.56420423943952	1.17963108386878	0.796600135607916	1.01111807874242	1.35111374574002	1.54475463389362	1.28111174904522	1.02206915842046	0.972300659550382	1.55897711445708	1.5976529207856	1.69120302353271	1.14906170717235	1.30974969688631	1.63836469215799	1.5774349375847	0.882590638215782	1.39745017536828	1.78675139885014	1.50857991906792	0.72342080996593	1.52889582744819
FBgn0024273	19.0888456983996	22.4015418132397	22.9237968017241	21.0003524865865	20.9249542847919	20.4393394256019	19.8123613763329	22.8314907327203	23.5075309031182	20.7009069691153	19.0946500788576	18.424877357445	20.10639810197	22.9898903674122	22.9529059421595	24.8866093742383	24.182327053399	26.743742448229	18.6279815459326	22.6797145250473	22.6472288322134	24.1220976271643	25.9200792875909	29.119332456483
FBgn0259239	7.88436328688104	9.37539480110137	9.79617720815689	8.16961401510143	8.26284186696938	7.88185937227773	8.15395417787165	9.07866989724872	9.62985068487829	8.55043392704635	7.71926186609974	8.14189062979018	7.18672317778747	8.90978897907054	9.17988140718284	10.7625822096313	9.00679851301986	10.2770564689719	6.29969759622892	7.81864438015128	9.61766922246145	8.69746379198093	9.05958703478574	9.74862411452695
FBgn0039630	2.11720756802122	2.96801264143798	2.87683364439907	2.76597607373211	2.36817018373573	1.91022775412587	2.05600971980535	2.45485242662453	3.31044902609256	2.84423094818258	2.96273061997778	2.16917364148812	4.28130921699756	3.76845655060637	3.56032181863234	4.13655090578345	4.87200727495142	3.63148903329727	3.3998623017778	3.4639548555204	2.91771536175681	4.62773136768944	4.09398832779402	3.12766439084884
FBgn0046258	0.515898239861718	0.779242373473839	0.766036544508444	0.688907044280496	0.732284698752913	0.446151848345625	0.676331383691223	0.792577750201109	1.11632007784129	0.688719861990621	0.488452162245769	0.389079456109933	0.990627289742541	0.548703409694218	0.714548734526592	0.922732393181242	0.911246133653114	0.521097159183686	0.859057994482996	0.846340292762639	0.676320938239516	0.978904287505001	0.76589811145701	0.49604355119689
FBgn0025625	17.1975319431624	21.2409688345619	22.0058351440904	24.5785797419935	21.7222360034579	17.9627929979631	17.2175070750642	21.9405507301286	23.1205642216981	23.7312838354911	19.9515819475738	16.9176111951543	17.1781529221589	19.127830967872	16.4598786979125	19.3548807037349	20.9864307253859	20.7177612122661	15.9525445267833	19.2216109768419	18.2643231184754	22.566841999461	22.7080168792125	21.5437228890801
FBgn0025641	19.9046995551491	23.1504849850436	25.0471929732844	26.7121494799059	25.1162189295447	19.3653647158938	18.1865074221436	24.8231092696041	26.5996407456971	27.0928185011922	23.0898300040462	16.7730256139214	21.0145167228623	25.1065495461178	22.7353031991345	24.7717299963081	24.7797806983296	24.3292204901741	19.3645280644216	23.7196240300907	22.9586280552728	28.0426751700695	26.421610143227	26.0099899502299
FBgn0023508	17.1153437643321	23.3297477898395	23.9779616248573	21.9876026598102	21.6129806270088	19.8664523977605	17.7012229615427	24.2903665566332	24.5052917276832	20.9205367108595	19.3989323669639	17.03753055941	19.2967804414426	23.4621422474185	21.235922717042	22.6837019261225	23.4211482048999	25.5092864311786	18.210750938061	21.576989416878	21.9561975803319	24.3953252701904	23.5111453520005	25.8022194976193
FBgn0029843	10.2236866273418	13.1575567551964	12.7136814192693	14.1155382356536	13.8216411455882	10.3188049086631	11.0961912761452	14.1582433444603	14.3787849675498	13.7589103430386	12.9079827738894	9.87065275397372	10.9789722058209	12.4344667155032	12.3133860893418	15.3047205273755	14.5749769064821	15.4952203143993	11.211775248649	13.5686882094678	10.556561308682	16.3585594446885	16.0112669543845	14.9882521121215
FBgn0033033	34.5460482365357	44.0251440077479	50.5626381934788	50.7404351871909	39.107603742437	40.2448009812217	35.6579178074168	47.2119876506023	53.5094061762511	50.5731428744195	38.5136135100155	40.0316082790201	47.1752891109386	53.8246718387278	55.102327040827	67.0202822014746	51.5025781175629	57.0980912490901	38.8643786531285	45.3426969004113	55.2097967592343	59.5719468036366	53.3628922233757	61.6025338863341
FBgn0025743	17.8444608742723	20.3165578131463	19.750338966291	21.3761854450909	20.0531209547522	17.3494005447737	18.3300724223991	21.7312174485755	20.2702301114041	20.2323973587733	19.7156964021963	15.9451085093182	19.4476190174603	21.0234550701378	18.8818507594377	23.7200060168679	23.6450511529553	25.4470668837741	18.1254053930279	19.1004711627965	20.4460807489672	23.6714505221915	24.3202333578009	26.1738139581307
FBgn0000533	15.9012540717142	18.9648055751599	17.6727189289858	18.956782244985	17.7649351077908	15.5923015820027	15.9698130763672	20.3263416925397	19.0900392561628	20.7550421938033	17.2666399907429	13.8664486852182	21.83112560415	21.9856633827314	19.228504208123	23.6128914573683	21.6094090847696	19.9672253452667	18.8242653573875	21.5948607060446	19.1441724351994	24.4752051826665	24.3622486292787	23.4239384891179
FBgn0034639	11.8398871725535	15.6693478483931	19.6750086064168	16.06623822655	16.1671321703829	15.4816597124654	12.2863032840967	18.0004192434383	19.2063325512653	17.8371325185029	15.7830303658994	14.6136836720066	14.2009865567829	18.2635645014231	24.1440768837798	23.9812697656311	21.031779436452	25.472669794462	13.7604606022085	16.9960207864986	23.3744495845199	22.2823443412763	21.0838674934745	25.480928315813
FBgn0031979	6.86215545797135	8.46494832659227	8.63878708345966	8.77975703037624	8.59446413482022	7.74056428183158	6.51893964738512	7.54952550492415	7.82950677041351	10.6213570980986	8.82756102379281	6.52536739123486	8.46027008770074	8.27808237340204	8.983440446023	8.28538802799767	9.97521367375865	8.55650627587406	11.0402431996661	9.38124067005753	6.56540210253056	10.1305778221249	9.14445756989637	8.196348841587
FBgn0031769	7.79825533840726	8.73187339462362	9.24841446319321	11.3400759642661	9.60620940201923	9.27361282667487	8.08425993999591	9.37207146311362	9.39991844523329	10.2553733543462	9.58881006730396	7.8824400657973	9.58783105778624	9.04814652453475	8.19683073532646	12.1078927943086	10.2732153401131	10.4780990875552	8.15101910671867	9.41489246350589	9.84384644924646	10.3771159731407	12.1834874352235	10.8646435314522
FBgn0004569	8.55232043854108	9.04635810743817	9.74275245567538	10.7371091365563	10.4221968692918	9.15925360400716	7.86800440786454	10.0130387885498	10.0268493226047	11.7442672279526	10.258259875759	8.32142882492128	9.47818697931093	9.75102075460137	9.21614402384167	12.1903656813811	11.4745481049031	9.36795730763929	9.0808396542966	9.30480187954168	9.24043938575246	11.7394938755913	11.8228396638165	9.25048149845925
FBgn0000500	159.360150285524	171.262394444646	179.765486254093	221.669058665205	193.567532951651	174.45344430176	169.512162049458	181.027855369024	220.262060861679	214.476590991958	182.302322183273	166.205535208437	165.869318334436	167.238359231722	181.69521415991	222.841793356456	172.098925521894	198.172150662879	162.514950781728	157.895551222496	182.832320039939	222.944976107188	180.760985813984	187.995648836462
FBgn0001961	59.0102993387879	66.5580770549406	65.0463655704197	69.2238441059933	72.2584239443662	63.7690455408035	52.976630594804	66.9406257950898	66.906578864224	70.6834178162333	68.4365332834746	60.416940855574	63.5358729636383	65.7680182327367	73.1782137533515	72.916328085477	87.0020338387868	83.9085267727927	68.0288455690743	74.7452601061029	69.2035191646154	81.4398214273909	83.8345750703641	87.1197762164549
FBgn0030396	1.59035036832372	2.21604362666584	3.77831566484113	3.79640849212278	3.71807235603022	2.71832775981907	2.0591750911638	2.16540384055277	3.59257795736719	4.80188578417155	3.37955613153364	2.79328877816146	2.67029009442531	2.92209002181775	2.65604150687104	3.27365959704387	3.44224055666983	3.56462702353173	1.82431753067399	2.13689379102105	4.13005311044974	3.81176957346725	3.67608360188485	3.72820034113853
FBgn0041781	39.9713091777812	40.7587138877591	42.9259314019667	43.1799203910648	42.5980091545314	39.9820604218894	40.063648706347	42.310427777385	43.4415684822237	44.9810659756434	40.0181822691498	38.8074687738991	43.5637058200874	44.5758894705018	38.4979894931877	48.380447155799	47.6561214494534	47.7968765053172	41.6881601480657	41.6299819617947	42.535043451816	49.2757403950158	52.6168785510472	50.8472480779077
FBgn0032034	6.79845492240147	9.35998781467592	10.342172646572	11.2078363962121	11.1303043049355	10.5109379759911	9.19094401399561	7.64966964440552	9.94218620196474	11.0070595173518	11.6219517598829	13.4715974956175	9.2862940301561	11.4040089995111	9.15134376677405	11.9212493361888	14.800157434051	14.9553665982559	8.75556804230001	11.5070500130848	13.3562510915751	13.1129033512347	14.4275884003215	15.0603017873277
FBgn0261270	8.41444519202121	10.9921400877543	11.4755075454889	14.5719342268243	14.3109052537169	13.5395730164294	8.29693696509624	12.1901417886616	11.252290896815	15.5152773102083	14.6057852551414	10.9346378995347	9.66554146819551	12.3557069447201	10.1031570294383	12.8199398978112	14.1549336959693	13.8789804013167	11.2331329813243	12.7624237596175	9.43088561554575	15.8757071710619	17.3834269653624	14.9542916704174
FBgn0031110	14.9217767023817	18.8621387758069	18.3327390770338	24.7247017408094	25.2344706135781	18.9578526026983	14.4904630043125	16.9075302299855	24.5501303003745	27.9388120092804	22.411056087536	18.5847672898005	9.2679281733483	13.4502795772486	16.6033478383008	12.763373004107	18.2210206962626	20.6572608731282	12.402622047997	10.4142657272303	12.7669620301559	19.970126732807	22.780288134697	16.4387624344155
FBgn0263445	2.06331747980423	2.18807414399919	2.25378363541591	3.28426091084891	2.73270582927536	2.65423404010073	1.77336958530673	2.27186007197852	2.29294127122802	2.7908632652754	2.48871514106055	2.5279335898529	1.82160008424502	1.88634457966722	2.28510815228935	2.90233993164391	3.29141850702652	2.36130732819276	2.89605408690271	2.68643590616509	2.02091919190939	2.84217381788626	3.06659079421301	2.1989142788754
FBgn0039849	16.9245600398053	20.3589412168054	25.549441724376	31.4729932090127	39.7562645430541	37.3660203843952	18.6541289736616	22.2540618123052	23.8692336864215	30.0976352895485	43.7326139518789	31.1161427786689	25.1422685240726	25.4097777702045	28.3336259379272	23.5796428768768	41.6860031237383	30.3845332213872	25.259655738728	22.7629285641522	24.8815706309419	27.0151465751878	34.8252553224941	28.788078153803
FBgn0036892	21.2647054364528	22.7284410675374	21.9694840763833	26.7775733291123	27.8096616250299	23.6043405065795	21.331236220101	21.7410534076312	24.783193646087	31.2405776444414	26.9757371312202	23.277234511252	25.987619042252	24.5925921187225	28.8340730816893	32.0994890482573	34.4279729185816	26.8510913306684	25.2477497348387	22.1932625643823	23.4154321112771	31.6535993933872	32.3239996055673	26.2203209846996
FBgn0050489	0.0981035407929813	0.364890717643773	0.388453337429449	0.355810634154887	0.573389471773335	0.310527401389417	0.243462307967318	0.246269761871161	0.381401675934914	0.441947643768652	0.722434043624989	0.482289536730289	0.214176903526209	0.292358646963357	0.315081846968946	0.153918758603297	0.375905246715427	0.125831327786562	0.161342242208418	0.229915162721233	0.163313808507126	0.370120954567815	0.334093022550319	0.209617689863211
FBgn0001220	82.2953739342782	87.6543087894541	81.6798918263807	110.675771173672	109.701566718444	97.5929370213405	82.4008299314171	88.1816063013743	90.3247419017872	128.386709071773	109.585922594441	87.5960509293687	112.488872209671	116.440634205952	117.622657589389	123.901629759163	133.305692277799	93.8633072954196	112.355822049443	108.202072732761	93.2814017326536	142.581575963146	126.128948554153	95.7236490053311
FBgn0259715	97.1865500730996	116.297081206428	110.451228666462	140.272096669364	130.057326948017	122.433993778177	91.1850487899867	99.0163522058584	100.242887311625	120.106689170798	142.543942080832	114.994842370896	85.1434516578963	80.6982174103612	90.5999582076166	103.932247994338	138.015537224941	95.0725487640101	105.694572384205	121.464328585632	113.961357563382	143.682703166161	136.730648539323	134.74361862855
FBgn0265101	26.8367886964822	34.741845243858	33.2965373833594	36.3443793331177	37.2584628480096	34.7258765725722	26.7606978704639	31.4959096875527	45.1511685003	41.4997033672893	36.0601121821386	32.8725881196453	33.9417722695506	32.9409820896426	43.7650863424983	40.0990001076951	40.4868836814042	32.6820200003576	33.7407893409151	39.0804919815909	30.4426346534732	43.3045128759325	40.3247006569973	40.7284411460968
FBgn0263260	25.1519253824756	29.2859362282895	28.745067160815	35.3846196356185	35.1493250217958	29.322943830369	24.8937176554544	22.6864093995021	25.5153912737706	39.3851273734974	37.9756674122038	30.8747620262666	39.9687925461437	32.1917472929099	40.3518035923782	36.7200271315191	41.6207340854384	25.9139175078862	34.3882575206991	34.8848549761318	26.8070458503743	36.2072910630692	38.0084872175141	30.171898017712
FBgn0030801	6.83907742024868	8.103751783371	8.12405676908267	9.08922827814261	9.45872116630377	8.92077615774898	7.05009517500767	7.6385136689814	6.97547019482188	8.49715980855355	9.35311670283556	9.09904065025274	8.80191175784298	8.95257077927507	6.37837169643866	9.37647000722819	10.3838386208752	9.96978411651618	8.82506159571301	7.61674438568519	9.29415894621724	9.49193560405112	10.6487204298582	9.65906319538332
