x	BH.Q	ADJ.P	PER	LAG	AMP	INC1_ZT00	INC1_ZT04	INC1_ZT08	INC1_ZT12	INC1_ZT16	INC1_ZT20	INC1_ZT24	INC1_ZT28	INC1_ZT32	INC1_ZT36	INC1_ZT40	INC1_ZT44
FBgn0259878	0.0482676546163388	9.57491582491583e-05	24	10	171.219466401332	344.035993672028	526.553236696865	683.116350588032	537.943398204188	382.611101417187	290.107425923479	356.970533461574	593.3830376628	657.730017601021	490.276648572094	381.355936205897	265.56770462247
FBgn0051189	0.0482676546163388	9.57491582491583e-05	28	26	113.114125269866	371.168169829128	252.639179223244	171.271246401034	135.561736347455	192.23421843048	278.119515761352	405.32100917539	301.119750455749	227.063483783282	177.358142455803	151.938644768049	167.953629409886
FBgn0032495	0.0482676546163388	9.57491582491583e-05	24	6	73.1381396778037	592.566727271064	637.35989425092	639.806380233748	572.371775689257	521.911259700144	466.32970530675	623.412516650472	722.204321280232	622.539366977781	564.834848585361	480.971339067068	551.232424729883
FBgn0035921	0.0482676546163388	9.57491582491583e-05	24	2	70.1971825042947	197.522242423688	156.902227096541	53.1531454348037	36.5801510778848	45.5047183724325	125.873056702336	172.827232338745	144.923944069612	72.8949191481386	33.8900909151217	65.4040523835972	83.2590641519094
FBgn0259164	0.0482676546163388	9.57491582491583e-05	24	22	32.4542964915578	82.481815517584	47.8684760633514	41.3413353381806	47.3390190419686	59.4347342007281	99.4996543456562	98.7584184792828	48.3079813565373	31.8391600876927	53.094475767024	80.4972952413504	127.759598439999
FBgn0033820	0.058697547148068	0.000294161856661857	24	22	11176.4950411491	42550.8492236568	29099.6011802155	20320.2506362238	30448.6722251535	37181.0695811649	43502.9271873436	38877.897408011	29295.5701606494	18354.437917921	25292.1748499553	37098.1847281668	47075.8232723744
FBgn0086367	0.058697547148068	0.000294161856661857	24	0	2628.7736200024	9829.44477819419	6214.92380889179	3043.50973489654	3121.1475963807	5206.11124889503	6864.27735883406	10557.8921755508	6573.91112960211	3325.51648389612	3172.11250965539	5504.00256212733	7700.02793294555
FBgn0003068	0.058697547148068	0.000294161856661857	24	14	2107.51531218312	829.159303360976	1252.55845699103	2864.36394843109	4251.90461940591	3796.39364707151	1301.88704360702	784.923680205133	1202.86873577778	3810.64473891649	4742.35338872269	4240.19502683813	1191.46591803594
FBgn0027601	0.058697547148068	0.000294161856661857	24	22	913.984780578631	6266.44740524382	5357.72350605363	4189.25531426897	4746.81254575376	5855.24998649361	6751.59100331007	6203.26316072995	5334.00627478432	4504.40327977463	4926.48954936152	5812.91093261601	5881.24803155815
FBgn0259985	0.058697547148068	0.000294161856661857	24	2	776.134183700764	5236.5099983203	4025.38425562368	3693.1592902108	2850.02412368579	3520.57933367126	3932.03453317774	5154.9836979134	4153.6812636396	3269.37901742571	2780.11712473715	3529.80639633321	3924.66002398828
FBgn0037515	0.058697547148068	0.000294161856661857	24	0	700.063991956874	2899.88698767085	1910.30677623189	1608.37480815684	1662.24510045094	1758.8966652528	2663.71363802467	3249.7692080839	2359.84488926685	1758.69465852808	1667.39247302399	1791.06481912005	2774.82363802829
FBgn0002936	0.058697547148068	0.000294161856661857	24	0	672.950856292757	3083.30049849284	2341.12306080206	1576.87664789918	1467.50959030103	2212.08651353335	2591.78617705191	3345.4414259857	2435.52739339209	1596.98524018796	1500.20135784272	2437.05561343188	2807.84016346784
FBgn0004797	0.058697547148068	0.000294161856661857	24	22	661.547277797248	2182.51225007712	1128.45500053049	1023.690208374	1226.51094790555	1275.98944987188	2318.46182535541	2013.23151004121	1204.479001823	973.608000576288	1026.86975472819	1237.64591433576	2424.56136814784
FBgn0039084	0.058697547148068	0.000294161856661857	28	18	539.213984794258	1375.05868764183	1036.26386144551	1214.64780493607	1797.8068367984	2441.46744083929	2138.6431729235	1417.59479858804	1077.26798425078	1183.91403168184	1631.24304271452	2163.36480961129	2385.80283828402
FBgn0033980	0.058697547148068	0.000294161856661857	28	22	337.371502725925	2770.73782916305	2438.63291944962	2378.11109945344	2415.36585793681	2785.07449793725	3423.74714230354	2904.11474340641	2680.28783226521	2234.6063145757	2201.72623978574	2676.5350667749	3791.15842112401
FBgn0036752	0.058697547148068	0.000294161856661857	24	0	305.052531170668	1639.86872693512	1303.08629283568	1277.64412545139	946.780380839372	1136.68929158893	1551.23557497927	1651.11730895051	1333.30028544043	1069.12548083937	887.920381976188	1160.16726766596	1596.27722994695
FBgn0031999	0.058697547148068	0.000294161856661857	24	20	268.804075083615	604.504884780188	324.441893318271	240.173471964668	331.37313329378	739.219506621556	686.907252289891	513.338029387105	301.119750455749	192.71070579393	334.382230362534	763.718088602312	648.846499942466
FBgn0010583	0.058697547148068	0.000294161856661857	24	0	196.732328200719	2780.50541257961	2648.72234217211	2397.79744961448	2287.33532916421	2419.17941551401	2655.32210091119	2698.36803824124	2513.62529658516	2206.95651765744	2418.62282164252	2448.12399152757	2593.9504986638
FBgn0051321	0.058697547148068	0.000294161856661857	28	0	189.201513943294	885.594229767744	646.224426855244	610.27685499219	426.051171377717	421.615145736415	625.768910463042	917.630305036669	753.604509161981	574.780626846242	443.960190988094	387.393233348999	440.698839562693
FBgn0027086	0.058697547148068	0.000294161856661857	24	18	183.394048440091	1444.517058604	1327.02053086735	1342.60908098282	1583.70536431313	1724.535959543	1497.28997924969	1417.59479858804	1322.0284231239	1403.43666176014	1504.7200366314	1773.95914388126	1731.21433391729
FBgn0032116	0.058697547148068	0.000294161856661857	28	12	166.268653955161	119.38157509124	139.173161887892	309.075697528303	389.471020299832	419.757810292643	233.764248161481	101.84461905676	127.211017572215	255.551153335428	349.067936425753	356.200531442975	268.438706834604
FBgn0034053	0.058697547148068	0.000294161856661857	24	4	158.625474900501	564.34926406768	570.875899718487	549.249169492971	339.980227665047	298.102338725527	496.299480712068	560.659771575095	600.62923486628	552.995938365189	309.529497024778	315.9518838223	417.730821865614
