baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	logFC	logCPM	PValue	FDR
FBgn0031240	186.557554400006	2.09723056630236	0.300218849835387	6.9856725100782	2.83494673518833e-12	3.48116920892741e-10	2.08627066149974	3.03967804860356	3.50870594510623e-11	4.09833970027164e-09
FBgn0031247	348.340426277673	0.429758598033925	0.092773612518517	4.63233657035989	3.6156172856315e-06	8.1101598036952e-05	0.425101758847653	3.93542721335304	4.87026333128542e-06	0.000114331819085911
FBgn0036970	472.935301991649	4.02100018104629	0.566249663190401	7.10110829627855	1.23760346729635e-12	1.79602515299461e-10	4.00655147952408	4.36654645147344	1.1829517494101e-10	1.0526298935613e-08
FBgn0052436	305.316213087987	4.26708048363126	0.769147777433552	5.54780317752384	2.89281259159299e-08	1.02241177130176e-06	4.24895324563732	3.74087185484471	7.87027105956371e-07	2.14761983500004e-05
FBgn0053288	63.8855735146069	0.457953180506718	0.150395717168935	3.0449881760417	0.00232689457703465	0.0240358265412083	0.451873465443443	1.51878034975219	0.00268752193327025	0.0286649054308045
FBgn0026371	129.87033573663	0.387135768933894	0.0985458830444284	3.9284824182798	8.54835990358892e-05	0.00140922876345223	0.382529838199644	2.52578811207544	0.000146697045665467	0.00236145261072915
FBgn0037065	32.0475066618938	1.58574030544753	0.326986533174794	4.84955845138692	1.23736604246646e-06	3.05450823575871e-05	1.56997373723637	0.567531393425519	1.97164294158483e-06	4.91781148294259e-05
FBgn0037064	186.829808080324	3.4864673045983	0.709781233187731	4.91203083651573	9.0137872251727e-07	2.30224144113878e-05	3.47077564641237	3.04231187928156	5.53251507490817e-06	0.000126468805220693
FBgn0029091	59.2713987067645	1.2843697782724	0.274256403201577	4.68309860145141	2.82570501119943e-06	6.50591408588177e-05	1.27237924283636	1.42292732711007	4.56800533238261e-06	0.00010776442136345
FBgn0015075	470.170614939138	0.180937303388409	0.0529565883330988	3.41670997101073	0.000633827649779133	0.00809440163944605	0.177117346942142	4.36563118643465	0.00121794654904619	0.0146367528817621
FBgn0260481	42.6990420101414	1.82694635069543	0.29897414602526	6.11071684620204	9.91846079108319e-10	5.05313922643589e-08	1.8146576251447	0.96912064806097	2.59577025067263e-09	1.37360704204102e-07
FBgn0037410	394.996434496109	-0.935685279225825	0.161366306414138	-5.79851705116456	6.69039014387113e-09	2.79827758943221e-07	-0.938465629331878	4.12085944618128	8.20182847048513e-09	3.81345209176245e-07
FBgn0026077	846.751446923701	-0.49074860843719	0.141217974283617	-3.47511434664534	0.000510635635955052	0.00673673294928029	-0.493500080303508	5.21205205253564	0.000487183087399324	0.00673339049222327
FBgn0037396	295.165571452635	0.481811655532188	0.164527552164834	2.92845574612014	0.00340650321385072	0.0330907583998603	0.478121258879669	3.69754609786393	0.00375655056220075	0.0382768524305944
FBgn0037375	1094.42596406393	0.221644195781503	0.0680941761873347	3.25496552262758	0.00113406132179627	0.0129773468819172	0.217883652736223	5.58151046838889	0.00172004173501981	0.0193363377206804
FBgn0037378	404.009418652195	0.294128388052743	0.0744536423892597	3.95049024619879	7.79912764215212e-05	0.00131052709748304	0.289134071518398	4.14794148169306	0.000110607827155145	0.00184564768029962
FBgn0037329	1028.82943689199	0.316519712768812	0.0716047835877033	4.42037105497472	9.8531566198671e-06	0.000204714824522966	0.311802862703945	5.49232127193096	1.68188049189981e-05	0.000348061694256491
FBgn0037369	288.232474364622	0.293567868978716	0.0948192785862931	3.09607785838136	0.00196098863516218	0.0208461144812246	0.288411314048008	3.66330321041968	0.00231951943065511	0.025245860348653
FBgn0037301	556.819504040583	0.156965327463388	0.0490890918622307	3.19756022180882	0.00138595468768199	0.0154536367853529	0.153006018882338	4.60916773258233	0.00310841814926528	0.0326094512964543
FBgn0051538	505.972159270882	2.5754951546078	0.41706921356318	6.17522241117817	6.60703945395369e-10	3.59558090283912e-08	2.56410972230672	4.46647212243061	2.20106947607717e-09	1.19106460123543e-07
FBgn0053293	86.1866540615296	2.02859045740902	0.289105649084429	7.0167790350461	2.27041235388194e-12	2.97890541444949e-10	2.01602236350116	1.94289147158229	1.96828420442446e-11	2.58249672739418e-09
FBgn0037298	4708.97212298549	-0.485571384054685	0.0526069105240187	-9.23018248397211	2.70171225178717e-20	1.0350799979047e-17	-0.489011051642372	7.684610372321	2.28668402740557e-18	8.76074384579624e-16
FBgn0037292	135.611683159979	0.927689758842501	0.140597452177022	6.59819750982739	4.16186586404056e-11	3.29440919386615e-09	0.922517424160344	2.58486173317976	7.64397912965269e-11	7.54783836121788e-09
FBgn0037291	51.7659413414998	0.794044823266169	0.164213372911341	4.83544554982667	1.32847736433042e-06	3.23903402227126e-05	0.787106913869285	1.23181535253356	1.66529861139311e-06	4.23083026523163e-05
FBgn0037265	748.469238263399	-0.72384368312999	0.0569337668538153	-12.7137852127113	4.95753840219753e-37	5.935412852031e-34	-0.727237385116834	5.0344030440667	5.61622805703425e-35	6.72402904128426e-32
FBgn0010750	727.765663325618	-0.160259647370269	0.0436888714804727	-3.66820295282516	0.000244261262656853	0.00349071593820709	-0.16365842988134	4.99396457477494	0.000514510065690586	0.00703996772740634
FBgn0040466	289.787067655918	-0.456839764764507	0.064843445032474	-7.04527288048497	1.85098397158969e-12	2.60716536468913e-10	-0.460029913570399	3.67162018994115	1.31187562314339e-11	1.90380980582839e-09
FBgn0037213	2708.89789193539	-0.159673999871371	0.0421716396923251	-3.78628862990192	0.000152914050471453	0.00232477900859615	-0.162999691406561	6.88714941093079	0.000397757834146033	0.00559430915631528
FBgn0037215	2829.91686057676	-0.197653492742311	0.0521924790701432	-3.78701100740353	0.000152470348256897	0.00232171859396591	-0.201194278844043	6.95025662217901	0.000239791729864442	0.00358303461566556
FBgn0037228	906.411710244548	-0.424771617051357	0.0992784816670506	-4.27858695981985	1.88083508994439e-05	0.000369152428104248	-0.427946036554277	5.30922756913041	1.82125475898073e-05	0.000373583037307316
FBgn0037225	591.858755185738	-0.214475182351758	0.0663398771416751	-3.23297527207844	0.00122508166441897	0.0138370662521284	-0.217995818755931	4.69779767301092	0.00140880099567937	0.0162733237050538
FBgn0031711	432.894707481867	0.200369844132523	0.0602391565405293	3.32623920452327	0.000880263508626112	0.0104734955100881	0.196436152631448	4.24705807849122	0.00135827365691995	0.0158459745261624
FBgn0031741	183.519847811481	0.581255733106587	0.134267670597368	4.32908182975493	1.49732294283198e-05	0.000302560319545247	0.57495504730606	3.01761164673071	1.82150008793607e-05	0.000373583037307316
FBgn0031751	252.712573044797	3.62320931631189	0.571950972426988	6.33482499546657	2.37610816846852e-10	1.49726079194681e-08	3.60983612278996	3.47426442362175	5.05921612936597e-09	2.47230469831976e-07
FBgn0031734	4571.13296656746	-0.252034473183297	0.070263939930483	-3.58696756021157	0.000334545924639137	0.00455800976698955	-0.255055443629408	7.64159670552476	0.000406071689531934	0.00568619099756852
FBgn0051642	28.7870824776501	1.57119591035377	0.305630777648027	5.140830129887	2.735272666426e-07	7.72815386402012e-06	1.55805195722811	0.424838444244264	3.92162110523299e-07	1.16288814074061e-05
FBgn0031775	1021.63976486735	-1.31844155272557	0.170458296702929	-7.73468688956406	1.03657901845137e-14	2.61272469440191e-12	-1.3217306514411	5.48753251124327	3.54658475662479e-14	9.18086183755465e-12
FBgn0001089	590.720829651926	-0.249461584975673	0.0656010202063926	-3.80270892420305	0.000143122478785364	0.00220745104960743	-0.253702664931006	4.69343454666079	0.00015859971906602	0.00252336895218329
FBgn0015623	6229.6839152976	0.314193687030582	0.100928894948605	3.11302018307616	0.00185183353189734	0.0198177224229192	0.309267920569868	8.08717477054583	0.0022070756138146	0.0241592802618472
FBgn0031808	981.222209530692	-0.347204550270532	0.102559013773538	-3.38541233476756	0.000710714068594752	0.00887512301043095	-0.350828511785129	5.42464950930155	0.00071200195601469	0.00927830576150844
FBgn0031821	551.519459681901	-0.439546684794999	0.0684859821553652	-6.41805331487919	1.38027921296016e-10	9.1174581391258e-09	-0.443265522447797	4.59579028913648	2.58564596061813e-10	1.99720298474197e-08
FBgn0031800	460.368702101539	-0.35021422203202	0.105168073618394	-3.3300431393541	0.000868325298581593	0.0103830458299806	-0.353260002349178	4.3345517276047	0.000825856493900475	0.0105326944055643
FBgn0051637	2002.89427235574	-0.159974408493977	0.0462388959711302	-3.45973676780387	0.000540703683465256	0.00706529315174656	-0.163994056877248	6.45188565285602	0.000907013088188224	0.0114007498145234
FBgn0028703	6638.4335226756	-0.141766309794282	0.0352935494169673	-4.01677678035206	5.89995604073776e-05	0.00101636293090263	-0.145166389869324	8.17967164419593	0.000528894358427629	0.00720590350642934
FBgn0031871	556.74851562256	0.33294555634684	0.0873094697430603	3.81339569838934	0.000137070387438756	0.00212436920855729	0.329172507902278	4.60818464403232	0.000173059112570676	0.0027352478221154
FBgn0015776	5954.90004799706	-0.153778148493054	0.0522591079618473	-2.94260951804464	0.00325458645283551	0.0319362518409289	-0.157559045868336	8.02274557544668	0.00435824883520173	0.0426387204735058
FBgn0031895	352.719580123529	0.211607545212885	0.0629540719273017	3.36130036921593	0.00077576412154755	0.00949541556521497	0.208162699082368	3.95309661816967	0.0013722054808645	0.0159502234171361
FBgn0002938	67538.9765165644	-0.252516914920994	0.0788068613941095	-3.20425037178131	0.00135414661547084	0.0151518881810511	-0.25561500674538	11.5258720461901	0.00173647891637561	0.0194982357104872
FBgn0031914	4921.81282836027	-0.269040072810607	0.0535108329554874	-5.02776835924804	4.96220777954983e-07	1.32022294757023e-05	-0.271782194850644	7.74811486152624	1.93713764713507e-06	4.86979117697105e-05
FBgn0025697	3035.91122854625	-0.262585458382275	0.0677567360755684	-3.87541480878618	0.000106443215869587	0.00171059248590421	-0.266140234378732	7.05151916431292	0.000118200836289518	0.00196549932288368
FBgn0053296	429.253747672411	-0.466656430057066	0.0823929051272094	-5.66379385866511	1.48062266978636e-08	5.71830803677975e-07	-0.470020447809632	4.23334339609359	1.77876377309868e-08	7.70553419247147e-07
FBgn0031986	54.8218330546103	0.495234047080181	0.139224599084724	3.55708725567104	0.000374989628678213	0.00504445317904484	0.489342046118029	1.30967658552927	0.000503708009415751	0.00693177487670124
FBgn0032018	1181.62227168863	-0.20329448977892	0.064249950240335	-3.16411902294822	0.00155553167160967	0.0170663028071907	-0.207163386168032	5.69154658178776	0.00155513310838452	0.0177533550799845
FBgn0003502	987.285501488815	-0.232364222856987	0.0539405732654109	-4.30778185677884	1.64899895126818e-05	0.000328359915909494	-0.235898210747999	5.43225318956092	2.0453612657429e-05	0.000411564500069024
FBgn0032004	71.072192038506	1.41718640248359	0.270635477230078	5.23651376747914	1.63638041078377e-07	4.85239986826221e-06	1.40474480618855	1.67118593603107	3.3594850634081e-07	1.01185999802902e-05
FBgn0032040	25.9160569057693	0.557283794828876	0.18906980388157	2.94750289780778	0.00320351749820671	0.0315777724047974	0.550270966749145	0.292556915313278	0.00316376958984358	0.0329375925342628
FBgn0029173	326.981369500648	-0.832299321726576	0.0793358463378236	-10.4908356076839	9.5182848067818e-26	5.36271363996212e-23	-0.836057921817274	3.84522667047262	2.13532460706828e-25	1.20306700508823e-22
FBgn0032047	137.641367813648	1.19374449136784	0.200023830428255	5.96801135550704	2.40162658733944e-09	1.09537045016843e-07	1.18461006050769	2.60634495258948	4.74582958139839e-09	2.34306988302236e-07
FBgn0014417	503.286735025147	-0.388988512543965	0.0870367551756778	-4.46924419182238	7.84964750022817e-06	0.000165968926616303	-0.392087582960595	4.46289070615353	8.20529527692484e-06	0.000180667398074451
FBgn0032074	45.6537670997109	1.7681502493744	0.270611356921054	6.53390999362315	6.40744608440631e-11	4.68477241194227e-09	1.75393048036091	1.04858550066718	1.65041673235123e-10	1.37458186630087e-08
FBgn0032075	862.821788977975	0.305864493481545	0.0939790369121878	3.25460340445219	0.00113550814224914	0.0129783973585468	0.29998308789203	5.23849445830374	0.00133271935656934	0.0156623141070198
FBgn0026439	8991.11501929415	-0.199562138005196	0.0697843839578119	-2.85969620546972	0.00424047012831824	0.0396633036025704	-0.203777703987012	8.61715911417305	0.0047533314864385	0.045710249977016
FBgn0032140	1746.51231295658	-0.357191331321363	0.107011903882135	-3.3378653996735	0.000844246355309225	0.0101713101775494	-0.35989058452053	6.25634760067669	0.000893389785408151	0.0112442672334287
FBgn0032149	178.092516150102	-0.221306817759385	0.058476401542939	-3.78454918428728	0.000153987453396573	0.00233738800100217	-0.224517392160312	2.97506828101953	0.00030881107546047	0.0044545067481331
FBgn0032172	1762.27919969357	0.150119680327672	0.0483190672979405	3.10684143387987	0.00189097798617249	0.0201690280084189	0.146987681482851	6.26742955952133	0.00433104335135791	0.0424158826373273
FBgn0028704	9754.37195575236	-0.380823882926501	0.110447577210496	-3.44800576476846	0.000564741983682254	0.00734931891264759	-0.383103456680725	8.73469364189508	0.000595315240785363	0.00796358851430476
FBgn0000180	208.715324812795	0.847969136723026	0.100313930272031	8.45315435676287	2.83536431894777e-17	8.48659982715053e-15	0.844353453423832	3.20347271268539	1.81362357613602e-16	5.60351181039702e-14
FBgn0032187	138.032726965073	0.678771811259974	0.123870641652182	5.47968269322369	4.26089282331247e-08	1.44719260502436e-06	0.67382606154392	2.61154081332	7.54204964414522e-08	2.63641428801544e-06
FBgn0032195	278.435869066061	-0.26345521017558	0.0786671929513512	-3.34898450410584	0.00081108331859322	0.009833615222134	-0.266831059637372	3.61490742733651	0.000953629713843449	0.0119085598424936
FBgn0032189	377.894775629328	0.316538007193391	0.083279145688483	3.80092764612938	0.000144155394603151	0.00221269289985413	0.312852276892738	4.05141026995549	0.000209800472195635	0.00321001425349807
FBgn0032181	56.3500954531285	-0.927964439146235	0.274711702096063	-3.37795744435284	0.000730263808731476	0.0090601901036659	-0.926490661117126	1.33613878002285	0.000793915563325923	0.0101799062956902
FBgn0051755	85.4786700320017	-0.525095971464844	0.111336520463682	-4.71629586839954	2.40177101734438e-06	5.58353466119525e-05	-0.527453777384645	1.93492698880054	4.11641054557614e-06	9.8321646397826e-05
FBgn0051875	30.0158333896166	0.86214774772211	0.235759036863794	3.65690223030645	0.000255281693540021	0.00361699417267207	0.851449956621849	0.478348730852086	0.000254982836004021	0.00377145900030662
FBgn0040965	124.633334564842	1.1043043209701	0.109129835186747	10.1191788577374	4.54210165357654e-24	2.28969734936611e-21	1.10024666160999	2.46427943582689	4.85501150769279e-23	2.58340556781564e-20
FBgn0032224	894.936316310683	-0.194486688988475	0.0480379717245623	-4.04860326126201	5.15242006613796e-05	0.000905745258846623	-0.198308721949485	5.29112599315253	8.74816414045731e-05	0.00151793326335689
FBgn0032225	347.303281601435	-0.225308702727156	0.0600477858470286	-3.75215671234121	0.000175319810356443	0.00262787659404383	-0.228481084132094	3.93183876692826	0.000288448537947002	0.00419872355084558
FBgn0032229	1244.86354961506	0.274769252203003	0.0531006213372744	5.17450164015552	2.28520103120264e-07	6.53362850055488e-06	0.270768313101581	5.76647947963309	8.16768886439349e-07	2.21615081991957e-05
FBgn0003087	29.3276594052639	1.06571829188599	0.272290713122727	3.91389878730697	9.08177150626182e-05	0.00148947273094136	1.0544360603436	0.449033717187299	9.25990155685086e-05	0.00158945048586949
FBgn0032230	711.046009709388	-0.24465446020237	0.0644958214829524	-3.79333815086047	0.00014863552474398	0.00227103286026338	-0.248829960260365	4.96041262768605	0.000153231073863999	0.00245016231297058
FBgn0032233	1396.23576533749	0.324105819634106	0.0816508057452615	3.96941361050702	7.20497225552604e-05	0.00122574110592235	0.319610227190175	5.93142704588595	9.3989685012661e-05	0.001601838439593
FBgn0032235	82.1710902611829	1.4380519800049	0.253618361557928	5.67014143286483	1.42679685389206e-08	5.53273695003163e-07	1.4271689293107	1.87574434749807	3.63669050330229e-08	1.41021140245463e-06
FBgn0032252	246.508371442263	0.377796392054486	0.0723449496587323	5.22215294691113	1.76854799593052e-07	5.18016902294268e-06	0.373398170084328	3.44018834032526	5.46094757282476e-07	1.5566951146582e-05
FBgn0027611	7264.19840399449	-0.251241677038653	0.0684973417947278	-3.66790404497114	0.000244546919454683	0.00349071593820709	-0.254302631896725	8.31000291768637	0.000364618042146448	0.00519689227333136
FBgn0032256	352.671946376059	-0.221392936756012	0.0591742081156845	-3.7413755723303	0.000183015782698761	0.00273041303222545	-0.224661619394355	3.95195014041994	0.000232489057777752	0.00350674046518946
FBgn0032248	348.216751630274	0.452426624240533	0.0823448841015844	5.49428940457794	3.92286734031469e-08	1.34190083519765e-06	0.447413507612706	3.93473524509349	6.51251330743791e-08	2.32749449472538e-06
FBgn0032213	4091.7232926177	-0.29255797196308	0.0960862936713589	-3.04474197915998	0.00232880006580093	0.0240358265412083	-0.295449848376874	7.48224135197586	0.00239355122386333	0.025875207248491
FBgn0032208	7148.5622288613	-0.195615700574539	0.0549807959656173	-3.55789138987491	0.000373843820757194	0.00503611267962364	-0.199340383093321	8.28641079582736	0.000591025998710776	0.00794025900396682
FBgn0032266	303.957106692146	-1.27126948401201	0.212747807373774	-5.97547631491463	2.29418871589382e-09	1.05642978465534e-07	-1.27334156285297	3.74128300075214	5.28857905184373e-09	2.55828334134138e-07
FBgn0051871	137.512436870298	0.815701416752691	0.131399438997337	6.2077998428077	5.37315242367817e-10	2.99209615779009e-08	0.811474592655114	2.60822014626054	1.15062251534337e-09	7.06452721279407e-08
FBgn0024740	214.659628087262	-0.376225157907483	0.119118017987055	-3.15842358918673	0.00158624887000206	0.0173437119599084	-0.379471855756322	3.24039421513662	0.00162354457452323	0.0184166079075718
FBgn0032271	23.8335823194902	1.33410196093119	0.349402088796908	3.81824265998204	0.000134405688109804	0.00209664117380407	1.31896812669942	0.187605628434916	0.000153133700606556	0.00245016231297058
FBgn0032262	577.691387573336	0.43169511613428	0.132935938446653	3.24739209861989	0.00116467816368881	0.0132801041092993	0.42809748369866	4.66015586089412	0.00122269079262302	0.0146753538994277
FBgn0040211	772.456844634558	-0.363886946461352	0.124634379154327	-2.91963540822692	0.00350441112069778	0.0338700804379852	-0.367581630340489	5.08024795380514	0.00320785335468008	0.0333246637865145
FBgn0010197	118.492394092579	-0.340566807326543	0.113789475846307	-2.99295523416014	0.00276290272117343	0.0279441206582884	-0.344289672567713	2.3965702933524	0.00305791536230728	0.0322562922248669
FBgn0027582	1589.26897402869	0.237867443751432	0.0634212724437856	3.750593997657	0.000176416154589615	0.00264017801353021	0.233569743576536	6.11798304417489	0.000258507812206112	0.00379752733943273
FBgn0015400	3212.05506312537	1.10110712430431	0.0907570963452905	12.1324631201849	7.10788283372974e-34	6.80793017814635e-31	1.0975100006085	7.13176254662871	8.38996293810951e-33	8.92878500235699e-30
FBgn0051704	483.088944340813	0.976256303746041	0.236870598366629	4.12147522942037	3.76453954085894e-05	0.000681602263182362	0.966978886763912	4.40368611040492	5.83902655492207e-05	0.00106121814692682
FBgn0032382	5571.04570217926	0.351311481520007	0.0954093142943226	3.68215078494608	0.000231274547976701	0.00333606569355548	0.346960894317246	7.92686063018826	0.000312517431902615	0.00449443237652139
FBgn0014019	14591.7428048582	-0.752995683766694	0.0905475214333636	-8.3160275604103	9.0960677812656e-17	2.64006476390794e-14	-0.75674704711705	9.3161269937112	4.67468883485493e-16	1.39919280188252e-13
FBgn0032402	1426.1808854629	-0.22483768200678	0.0591503662474368	-3.80112070762576	0.000144043105107077	0.00221269289985413	-0.228018194104472	5.96250354351595	0.000189557096070424	0.00295696720873374
FBgn0027505	799.942302956374	0.498926003098804	0.12767518156026	3.90777594362238	9.31496268681967e-05	0.00152186240099652	0.491961902445636	5.12873916139757	0.000100988780334988	0.00170294108811358
FBgn0032397	728.243335113064	0.395724131869552	0.0794597252870525	4.98018499862638	6.352351990706e-07	1.65333770018973e-05	0.390880918288558	4.99465756230679	9.25958624007803e-07	2.48426658284222e-05
FBgn0051860	38.1228531141524	1.78968831418345	0.307346635168108	5.82302881957552	5.77905850172633e-09	2.46008099242377e-07	1.77522190720649	0.797152198277369	1.21247302851809e-08	5.45214397518605e-07
FBgn0000114	1736.84916509335	0.371313769265073	0.0864992543516945	4.29268173521312	1.76527956266032e-05	0.000347898099818119	0.365958561768112	6.24541514643817	1.89628307113353e-05	0.00038486463796273
FBgn0032428	44.9398726979115	0.48661343594299	0.163381549170409	2.97838671755674	0.00289770122895916	0.0290012354973572	0.48023231516049	1.03497619445777	0.00347015444952073	0.0356239435343082
FBgn0032431	44.9425704165272	1.22014679482857	0.3036898923854	4.01773923143987	5.87591693952836e-05	0.00101484414179324	1.20712802388676	1.03303174376658	8.30804349450793e-05	0.00145208833194155
FBgn0021796	1394.74479494592	-0.153360103739218	0.050707286563864	-3.02441944997524	0.00249110797492398	0.0254912737006644	-0.15689817819853	5.93040151567246	0.00322250259139852	0.0334104477693009
FBgn0032470	328.032565646055	-0.742353419576117	0.174368599886654	-4.25738017084885	2.06836459453536e-05	0.000401028260859508	-0.745923800451003	3.8468419754555	2.08906043432636e-05	0.000418598762342633
FBgn0032478	57.6523114152879	1.6049828070322	0.276078120792352	5.81350960527353	6.11764599046081e-09	2.59269085383335e-07	1.59431127987237	1.38362264467943	1.51384114748723e-08	6.72875354182697e-07
FBgn0032482	5258.91744480936	0.287242393090148	0.0942320740256206	3.04824441211015	0.00230182627673576	0.0238344779227839	0.2821687280372	7.84293300198111	0.00286988837676405	0.0305080919785195
FBgn0027586	6000.85433592967	-0.404844406415621	0.1096311474299	-3.69278636506552	0.00022181034997248	0.00320921379461694	-0.409476937500329	8.0336615633066	0.000194411972903774	0.00300820335455952
