logFC	logCPM	LR	PValue	FDR
FBgn0026077	-0.491657063175884	5.21214719886455	60.4258658504165	7.64023863201074e-15	7.86862425993536e-13
FBgn0051205	-0.582376858105621	6.57730656114881	59.9315005463923	9.82168418352881e-15	1.00076692670041e-12
FBgn0038680	0.494108938638426	3.22220347919985	59.4362342484716	1.26321635790092e-14	1.27358802905001e-12
FBgn0051200	-0.310214238252444	6.41601600798209	59.2336671796127	1.40017669196154e-14	1.39696795370913e-12
FBgn0039805	-1.20596135147747	1.23796403201453	59.0431621837047	1.54251043677279e-14	1.52310979004225e-12
FBgn0027341	-0.342616733058978	6.4648608468401	58.8230400208395	1.72509358431632e-14	1.68601493373283e-12
FBgn0069973	-0.565393656754571	6.81712399063765	58.7687800654691	1.77332833944259e-14	1.71565038739204e-12
FBgn0038639	-0.344954735057271	4.74400930611593	58.535973376715	1.99607677757387e-14	1.91184233756025e-12
FBgn0016013	-0.378679767635133	4.92989079488408	57.9774371109806	2.6514152755206e-14	2.51438173355805e-12
FBgn0033289	-0.634823201315286	3.42685620490604	57.7773300686481	2.93533227024783e-14	2.75633455729742e-12
FBgn0051704	0.912450018069357	4.4039971709803	57.1499965072262	4.03808563183664e-14	3.75502759045935e-12
FBgn0038398	-0.811116992741623	6.91016779668504	56.4825858128394	5.66982895477817e-14	5.22169439700628e-12
FBgn0038610	-0.345750982283159	5.58890189225053	55.9404612242353	7.4699284907409e-14	6.81399762707774e-12
FBgn0038072	-0.242047195784278	4.49533775321422	55.4917912531786	9.38501046137256e-14	8.48015379236098e-12
FBgn0027617	-0.530252527547553	2.94161478530998	55.0085199681999	1.20008478793738e-13	1.07424412138918e-11
FBgn0250835	0.948008803582984	3.03375971357199	54.4086109590182	1.62847712566897e-13	1.44421795459791e-11
FBgn0034566	3.00271239601099	2.13516248854137	54.2450905907298	1.76978762626881e-13	1.55513998939474e-11
FBgn0050456	-0.369938553579932	4.42305148429053	53.8237180411621	2.19309202940542e-13	1.9095850416041e-11
FBgn0033033	-0.307228667220252	7.10309841011725	53.8032403150438	2.21606936674685e-13	1.91220832384696e-11
FBgn0032515	0.235462752839584	6.92753858333032	53.4982650683313	2.58821303103901e-13	2.21338432243675e-11
FBgn0032810	-0.377559876940454	6.04958547590719	53.426627828625	2.68433570932402e-13	2.27527145344296e-11
FBgn0010041	-2.2538898530431	0.768390343084097	53.3649527772635	2.76994785939608e-13	2.32474183517102e-11
FBgn0051207	-0.376364581804906	5.16213569090113	53.3499075894086	2.79124358994224e-13	2.32474183517102e-11
FBgn0041150	-0.295239728242611	8.05485477750403	53.3310735558478	2.81813330565409e-13	2.32690351737542e-11
FBgn0039449	1.20417923999633	0.801357192724896	53.2601714099569	2.92170710754841e-13	2.39180433129048e-11
FBgn0027562	-0.455941688933584	6.34737377996947	52.2562391460791	4.87109301074001e-13	3.95384142854812e-11
FBgn0039494	-0.456396139590373	4.40375866986606	52.2124118523889	4.98103057005318e-13	4.00910174789659e-11
FBgn0041713	-0.320934437150084	6.44309937921573	52.0787402358517	5.33190893067962e-13	4.25575197817078e-11
FBgn0051997	-0.282993275541658	6.32810125166903	52.0129351237455	5.51362235254796e-13	4.36441941262019e-11
FBgn0263346	-0.295104362984611	8.39591720235907	51.8042365870479	6.13193552907331e-13	4.81407200798887e-11
FBgn0032233	0.320211327670642	5.93137547242803	51.7247540199983	6.38526069740912e-13	4.97219731380362e-11
FBgn0043799	0.669550857583075	2.10313030451894	51.6331857799622	6.69011457348275e-13	5.1675739826466e-11
FBgn0038889	-0.35059604362351	4.46141344982036	51.3328347778594	7.79607066362452e-13	5.97366118529565e-11
FBgn0085384	-0.401515912280061	6.91861475645914	51.309436633381	7.88954726415042e-13	5.98945381738691e-11
FBgn0038878	-0.434717482383452	6.15816595271504	51.2964906515644	7.9417481186901e-13	5.98945381738691e-11
FBgn0086711	-0.427669823376008	3.91720041035792	51.166178860603	8.4868313934288e-13	6.35053680361415e-11
FBgn0036785	3.18411460904961	1.90202725847276	51.13563825389	8.61990342100772e-13	6.40011123770635e-11
FBgn0031304	0.248602305485348	6.52114165819611	50.7793580918175	1.0335498556531e-12	7.57500336388002e-11
FBgn0284247	-0.542079553703255	2.87740977645057	50.774622415354	1.03604660750499e-12	7.57500336388002e-11
FBgn0000241	-0.574777587076636	5.68147536628096	50.5129622545852	1.18380326678581e-12	8.58974824945040e-11
FBgn0051199	-0.325889266369743	6.34736388775183	50.3691827986643	1.27378872867604e-12	9.17319431823995e-11
FBgn0036778	2.3232983815376	3.11835825161811	50.1752961977212	1.40606826346858e-12	1.00502401697776e-10
FBgn0034709	-0.354438710556641	5.87211206647216	49.8673798489444	1.64496824498343e-12	1.16707450744084e-10
FBgn0038877	0.311365747348788	8.58916598610903	49.6257021884	1.86060170017421e-12	1.3103561091374e-10
FBgn0054034	4.18903224795689	2.80657871116309	49.6053681433464	1.87998601192643e-12	1.31434350527236e-10
FBgn0041711	-0.785521215554133	2.89400677334267	49.2100213284259	2.2997283191817e-12	1.59614477109582e-10
FBgn0264750	0.761645366267291	5.10647668329864	48.9617861500763	2.60998194331575e-12	1.79844655058117e-10
FBgn0250847	3.45720262084107	1.40348583551412	48.7629025263015	2.88852039402163e-12	1.97616059528137e-10
FBgn0031629	-0.377011773549087	6.32740314996837	48.6486733886094	3.06175343532965e-12	2.07982087968705e-10
FBgn0260461	2.80792305484281	2.66126559526874	48.5068376050532	3.2913928575871e-12	2.22006766126544e-10
FBgn0035638	2.26449442131493	1.44169886653422	48.4549631161297	3.37961904205426e-12	2.26363574718851e-10
FBgn0031690	2.83518632097981	1.63350715786356	48.1414964920046	3.96544933672957e-12	2.63757456577749e-10
FBgn0011280	-0.315705224887511	9.800598835414	48.0621256010132	4.12926098295315e-12	2.72759046170519e-10
FBgn0032140	-0.372471838666521	6.25690002405203	48.0414835449738	4.17296218592753e-12	2.73757752169958e-10
FBgn0032850	0.944639014894191	1.4861107046402	47.7864892182976	4.75255935923736e-12	3.09659956073303e-10
FBgn0035988	3.26225311332807	4.03707093425659	47.0543591104071	6.90449263263918e-12	4.46663726922015e-10
FBgn0035047	1.15124211676318	4.799819810509	47.0419017881485	6.94851694627065e-12	4.46663726922015e-10
FBgn0034532	1.05896256080382	2.50573109109908	46.8852962588329	7.52652825904426e-12	4.78860376970143e-10
FBgn0003187	2.6602183179751	1.63586604449425	46.8793561734883	7.54937533122694e-12	4.78860376970143e-10
FBgn0025111	1.84485347082383	2.43206660268754	46.7099016092635	8.23120579712195e-12	5.18674270558118e-10
FBgn0267668	0.466730362773894	3.94184777123106	46.6252089228637	8.5947451797428e-12	5.38042283212919e-10
FBgn0033464	-0.413222946447828	5.25216729933604	46.4753995270206	9.27759272966556e-12	5.77018072498291e-10
FBgn0260959	0.60104199452076	5.59929991009644	46.3554281913221	9.86338737353912e-12	6.09493704927469e-10
FBgn0036359	-0.466305785764502	3.23015393506279	46.2464619282757	1.04274675418111e-11	6.40219769970943e-10
FBgn0036016	1.4087540447556	1.63674939568569	46.1781972944615	1.07971842264733e-11	6.58697009688927e-10
FBgn0050271	1.464948924986	2.2682354149403	46.0763960252743	1.13730457153814e-11	6.89436910518503e-10
FBgn0039955	-0.266308981852851	6.77565749275912	46.0155254421138	1.17319560322569e-11	7.06721225641236e-10
FBgn0023550	1.31504004039783	1.91311215016315	45.9988486819932	1.18322503867399e-11	7.08308088776216e-10
FBgn0038722	0.444588174000947	3.94331691197829	45.9491555190894	1.21362230380873e-11	7.21992200365217e-10
FBgn0036454	-0.238559032535506	8.27384580426444	45.8128521869811	1.30107123620857e-11	7.69238290148499e-10
FBgn0036417	-1.09735142334209	0.550623936434696	45.7127821587861	1.36926357267581e-11	8.04589355772327e-10
FBgn0034505	2.19674423567115	1.6872400128492	45.5796798722223	1.46554084232996e-11	8.5591159681929e-10
FBgn0035670	2.41197289146106	3.82470632914702	45.4502810177929	1.56563070084245e-11	9.08824900161755e-10
FBgn0038909	2.71032743845326	1.5859669721319	45.1974272100857	1.78138956972134e-11	1.02784031920428e-09
FBgn0038665	-0.373650660837005	5.3198331082247	45.0409796211692	1.9295401934906e-11	1.10665484869778e-09
FBgn0083984	0.640241429062386	4.4493692360787	44.9992092509	1.97114027210147e-11	1.12378461465404e-09
FBgn0036415	3.08485948536601	2.13924003287645	44.9859590216321	1.98452311291888e-11	1.12471966719154e-09
FBgn0054041	2.27467498410865	1.04310385772088	44.8785494559692	2.0964188330058e-11	1.18114703426644e-09
FBgn0051659	2.90821052994752	1.13072665949644	44.8481742284165	2.12919308745808e-11	1.19259715740781e-09
FBgn0030164	-0.343049428011537	4.53144623153368	44.6194610503793	2.39301189079516e-11	1.33257371453698e-09
FBgn0032229	0.269659545877398	5.76665234021159	44.5098661981618	2.53078612657519e-11	1.40114852718712e-09
FBgn0033845	0.685718972382819	2.75931282213441	44.4332543949399	2.63178481500958e-11	1.44869166426217e-09
FBgn0031501	2.52335324720153	1.61376875343332	44.2011848978571	2.96301879204964e-11	1.62170251372865e-09
FBgn0038395	3.15893907503165	4.13770675014628	44.1199628932819	3.08854975961747e-11	1.68080281804637e-09
FBgn0032478	1.67460296703377	1.38562883981955	44.0496388853035	3.20152929374839e-11	1.7324433658487e-09
FBgn0259226	-0.480402777699256	3.54715393141061	43.9643832459368	3.34405908094618e-11	1.79940437512936e-09
FBgn0031240	2.0555013534361	3.04123430098	43.8934737413856	3.46743130926825e-11	1.855366317328e-09
FBgn0034201	-0.852025539145864	2.07221379013407	43.8284961821982	3.58447887883125e-11	1.90734103896921e-09
FBgn0029791	-0.428778425897238	5.56894010407681	43.8116024478001	3.61555292750927e-11	1.9132467369991e-09
FBgn0039319	-0.865109563626704	2.78977760266169	43.6508810503936	3.92500382822798e-11	2.06558717949272e-09
FBgn0029728	2.43004074879533	1.20625330468341	43.6144275444036	3.99880093806754e-11	2.09292433796781e-09
FBgn0039628	-0.353641914305498	5.89300299803925	43.4734894792127	4.29742038889265e-11	2.22176856906017e-09
FBgn0040763	1.64363681289744	1.48132768348211	43.4623584311728	4.32193485865323e-11	2.22176856906017e-09
FBgn0032252	0.376234200874408	3.44085320520196	43.4535171094085	4.34150625406903e-11	2.22176856906017e-09
FBgn0037759	2.7922450204626	2.59999480530047	43.4531558121558	4.34230791559081e-11	2.22176856906017e-09
FBgn0028539	-0.282122482042846	6.91256963741265	43.4447695898113	4.36095730824088e-11	2.22176856906017e-09
FBgn0037616	2.54822161156269	2.9260595775758	43.319580174989	4.64907950152799e-11	2.35602558019233e-09
FBgn0033900	0.482876461537781	4.12629515408262	43.2284448789396	4.87074088326478e-11	2.45536611473211e-09
FBgn0053293	1.94113709261131	1.94348604434599	43.0635538203172	5.29902412547692e-11	2.65728026564492e-09
FBgn0266869	-1.13889740894017	0.163832234352724	43.0309008979619	5.38820627444813e-11	2.68792915086793e-09
FBgn0028583	3.39633374003839	5.95409080101536	42.8165066191211	6.01226975237504e-11	2.98370568332892e-09
FBgn0037547	2.58782074739473	4.2023494847499	42.7880654764609	6.10031970744558e-11	3.01179701844916e-09
FBgn0028704	-0.39258483538489	8.73462382586981	42.679764744345	6.44758308555316e-11	3.16692055350914e-09
FBgn0023197	5.21514755630625	3.45897052673671	42.5933950704508	6.73865470357681e-11	3.29300177300300e-09
FBgn0032637	2.47368565971285	2.12788664327534	42.5163197921803	7.00949226750991e-11	3.38266174033319e-09
FBgn0037537	-0.274423122766117	7.20599838213684	42.5152517782908	7.01332074666359e-11	3.38266174033319e-09
FBgn0030933	2.03976867993963	1.57397999655358	42.511139374587	7.02808192029969e-11	3.38266174033319e-09
FBgn0036970	4.09379826634002	4.36673840073402	42.4659541362959	7.19233355131444e-11	3.42731907657727e-09
FBgn0037410	-0.905460481329238	4.12419889735726	42.4659273715078	7.19243197318888e-11	3.42731907657727e-09
FBgn0262598	1.42892310118876	1.18994090660959	42.2694256346842	7.95261519667776e-11	3.77079942345444e-09
FBgn0261349	2.57706484401393	1.3173068719423	42.232497425029	8.10420736604614e-11	3.82374867743793e-09
FBgn0058470	-0.356122700906548	6.47990280576237	42.1015093404855	8.66562813430489e-11	4.06859736619472e-09
FBgn0038598	3.32754892143254	3.28341480892083	41.9496490556409	9.36541907314823e-11	4.37570653085921e-09
FBgn0016080	1.16229383645786	2.85698558343718	41.9246566154095	9.48589081523742e-11	4.41047874894874e-09
FBgn0036560	-0.330254126626492	6.31777930177307	41.8547824699038	9.83100197724724e-11	4.54885685691179e-09
FBgn0262538	0.344767886982172	5.40777347198504	41.8176759251264	1.00193534891705e-10	4.61143033081394e-09
FBgn0261402	-0.591707518514754	3.69495964408801	41.8010385074973	1.0104973245516e-10	4.61143033081394e-09
FBgn0052282	-0.684097858583795	3.75779615477081	41.7999357390696	1.01106741435678e-10	4.61143033081394e-09
FBgn0051029	3.45345751179508	3.42726845754827	41.7840825518419	1.01929858760908e-10	4.62693927588616e-09
FBgn0031925	-0.558816067773665	7.61265212882694	41.7118649284534	1.05765191155338e-10	4.77839151361238e-09
FBgn0039501	2.11803377849272	2.7892330642265	41.6281121669183	1.10394410696838e-10	4.96412049602966e-09
FBgn0085209	-0.650831805489164	2.01728548395271	41.6104602113793	1.11395663835442e-10	4.98573676736384e-09
FBgn0035581	3.1619067193292	1.45516006017005	41.5538446124871	1.14668756061351e-10	5.10835974677034e-09
FBgn0016684	2.44866344017475	2.00908534399106	41.5370022886297	1.15660907018659e-10	5.12870447881813e-09
FBgn0038052	3.73556652247762	3.14093957973042	41.4610288798756	1.20244261634872e-10	5.30737114257515e-09
FBgn0034800	2.68198649576178	1.57071822115026	41.3871826550895	1.24873477367477e-10	5.4864136065399e-09
FBgn0032187	0.670687179739306	2.61197429582797	41.3712173507853	1.25897520663981e-10	5.50614818684755e-09
FBgn0034490	1.66854744174931	1.98428912845361	41.2522866798188	1.33795233810067e-10	5.82495795196738e-09
FBgn0262867	-0.255435757083918	4.7333944736166	41.0873921509257	1.455723477704e-10	6.28085350573703e-09
FBgn0035078	1.98524630230081	1.71356132080055	41.0873115056987	1.45578354382295e-10	6.28085350573703e-09
FBgn0036145	-0.462202999612269	6.4974061165385	41.0026232601817	1.52025031306142e-10	6.52957735358845e-09
FBgn0267689	3.36111982577621	1.43050548850436	40.9776898337147	1.53976923364246e-10	6.58388826778014e-09
FBgn0051601	3.26987695447502	1.42079352351873	40.8651282382144	1.63105733389375e-10	6.94322984179302e-09
FBgn0000615	3.36517209122887	4.49058342291737	40.7824655478381	1.70152997143159e-10	7.21117436565121e-09
FBgn0020018	0.466042982958547	3.5822182404469	40.7438028326607	1.73552955642525e-10	7.32286435746303e-09
FBgn0028527	-0.226399669051103	6.15948582058297	40.7323210619547	1.74575687128737e-10	7.33371022508353e-09
FBgn0034937	1.49892246319444	1.55714701915106	40.5918018728753	1.87592073287459e-10	7.84609990369994e-09
FBgn0028519	-2.36531852239763	2.663254712433	40.5754628823461	1.89167279079494e-10	7.87758347401475e-09
FBgn0039324	0.593401637907993	5.66167653832234	40.5410966571001	1.92523798784383e-10	7.98265344050571e-09
FBgn0052591	3.11730123567395	1.60198738673167	40.2458907205891	2.23925859265653e-10	9.24466327606219e-09
FBgn0050156	1.08647623010336	2.91664717643703	39.9823268348862	2.56271056993624e-10	1.05193060358734e-08
FBgn0032074	1.71598910794714	1.04597910792105	39.9744957318633	2.57300539145084e-10	1.05193060358734e-08
FBgn0002673	1.44403021523593	1.68771685991288	39.9684714338986	2.58095314097958e-10	1.05193060358734e-08
FBgn0037997	0.868282289036675	1.707309050773	39.876988060212	2.70471058643496e-10	1.09769991512178e-08
FBgn0033138	1.33888829057342	0.747950089116624	39.7857052759735	2.83411797570349e-10	1.14536632790245e-08
FBgn0039896	-0.478012603131063	3.61137567958547	39.7420768370573	2.89813937022678e-10	1.16631844067362e-08
FBgn0029722	2.62921693477202	1.43257642585929	39.7019432567054	2.95831008121968e-10	1.18555204844863e-08
FBgn0033592	-1.24135191856503	1.01564365461713	39.6871382360009	2.98082107840097e-10	1.18959601203852e-08
FBgn0053092	3.7347213890013	1.90860410280428	39.6750653382935	2.99930476722363e-10	1.19200585313145e-08
FBgn0031347	3.64123111558561	3.08657026991124	39.6626948638046	3.01836307414693e-10	1.19462320347848e-08
FBgn0039310	2.72518179327989	2.19975275505372	39.5850389166345	3.14080261654717e-10	1.23796738523822e-08
FBgn0035434	-1.00441779202592	6.55618235430144	39.5455457362064	3.20496616085318e-10	1.25808056920704e-08
FBgn0041604	-0.271190460318967	5.34206943562628	39.5096427761201	3.26443483199629e-10	1.27619415595349e-08
FBgn0034468	-0.53244323771972	5.15005784746587	39.385003921407	3.47958975693018e-10	1.35172821207962e-08
FBgn0039312	-1.15218855143428	3.77214308790697	39.3814813676359	3.48587250348366e-10	1.35172821207962e-08
FBgn0003889	3.97737136386746	4.25324192273464	39.349441615078	3.54354185699771e-10	1.36855015751307e-08
FBgn0032494	-0.45864908546252	7.44901947463628	39.3350066925932	3.56983488670642e-10	1.37316781304715e-08
FBgn0031110	-0.537732841133232	3.47597287221809	39.3161632395867	3.6044521216786e-10	1.3809376968575e-08
FBgn0028997	2.23888925750547	0.98153558454745	39.289006700068	3.65493330893608e-10	1.39119043110581e-08
FBgn0025697	-0.262231026151032	7.05146186481584	39.2806775980693	3.67055762395496e-10	1.39119043110581e-08
FBgn0033819	3.01514527285453	1.66765028674303	39.2784286364207	3.67478783743758e-10	1.39119043110581e-08
FBgn0040075	0.341012478723809	4.1245303963739	39.2673293668903	3.69573674407058e-10	1.391241683735e-08
FBgn0028983	-0.419957807124361	5.01071523157589	39.2629823020399	3.70397399616231e-10	1.391241683735e-08
FBgn0039518	3.26363270601181	2.17411619838492	39.1321272365923	3.96072479909415e-10	1.48186805178608e-08
