baseMean_INC1	log2FoldChange_INC1	lfcSE_INC1	stat_INC1	pvalue_INC1	padj_INC1	baseMean_WAKED2	log2FoldChange_WAKED2	lfcSE_WAKED2	stat_WAKED2	pvalue_WAKED2	padj_WAKED2	baseMean_WT2U_old	log2FoldChange_WT2U_old	lfcSE_WT2U_old	stat_WT2U_old	pvalue_WT2U_old	padj_WT2U_old
FBgn0053296	429.253747672411	0.33410586649867	0.0532740987116633	6.27145037792115	3.57700300810748e-10	5.1675014798874e-09	429.253747672411	-0.461808183938326	0.0549540711321472	-8.40352997374522	4.33254164824638e-17	5.0606199886468e-15	429.253747672411	-0.241757366215267	0.0541413247956088	-4.4653020059619	7.9955884909166e-06	6.73542186156545e-05
FBgn0011230	6254.37610528575	-0.339930701366568	0.0361120393596304	-9.41322360615767	4.81149198775612e-21	2.33931321110295e-19	6254.37610528575	-0.0978150838365408	0.035979872745607	-2.71860560842266	0.00655577240062409	0.0335961412804588	6254.37610528575	-0.119605648432126	0.0359755368017079	-3.32463832552034	0.00088533302977757	0.00418338419299929
FBgn0032139	878.898635024541	-0.194722600260531	0.0549214498938161	-3.54547450289464	0.000391906900483125	0.0017798408216346	878.898635024541	-0.156211385387532	0.0545841400014197	-2.86184568234417	0.00421181923534839	0.0235086274103537	878.898635024541	0.466766280043539	0.0538186719407333	8.67294311085112	4.21092362230255e-18	2.8008490593343e-16
FBgn0032140	1746.51231295658	-0.837287350782287	0.0530194980627824	-15.7920648322778	3.5283843027954e-56	6.10517608119237e-54	1746.51231295658	-0.369067543784935	0.0523747236765584	-7.04667285815428	1.83246449097446e-12	1.14714672513421e-10	1746.51231295658	0.575019412471201	0.0517963102150857	11.1015516372386	1.23284732331455e-28	3.1914085574883e-26
FBgn0024320	4414.2028673457	-0.130989601798643	0.0328416114726865	-3.98852540800514	6.64852829337241e-05	0.000368303088455298	4414.2028673457	-0.125176062249144	0.0327509214517355	-3.82206230238787	0.000132340241441406	0.0012129579954416	4414.2028673457	-0.080678520437711	0.0327174604732906	-2.4659163416297	0.0136663248736101	0.0417797828405483
FBgn0032283	646.601583468398	-0.666927364745173	0.118980985750582	-5.60532727593334	2.07861819388281e-08	2.28480618604352e-07	646.601583468398	-0.469207757788668	0.118469540219312	-3.96057718228723	7.47688208630797e-05	0.000730750781863855	646.601583468398	0.339571374906319	0.117830981312546	2.8818513698499	0.00395346170260566	0.0148962455497864
FBgn0032282	1124.17222955882	0.347401511746405	0.0627875083164274	5.53297178151458	3.14850140266667e-08	3.36473442373354e-07	1124.17222955882	-0.342132987499577	0.0632296494340382	-5.41095815905944	6.26884192601729e-08	1.25089516598737e-06	1124.17222955882	-0.173157633120296	0.0630117025394125	-2.74802340108156	0.00599557297757221	0.0213002959863452
FBgn0032262	577.691387573336	0.461628783300605	0.101401756849023	4.5524732277363	5.30189096376445e-06	3.77557707441902e-05	577.691387573336	0.434391102302024	0.10124888300052	4.29032982319215	1.78407954298726e-05	0.000202703604540118	577.691387573336	-0.365156907736535	0.102061015636938	-3.57782945287857	0.000346459384697999	0.00186008295215103
FBgn0040211	772.456844634558	-0.23932959493253	0.0734356639602634	-3.25903766679407	0.00111790824486106	0.00439725879641858	772.456844634558	-0.35863671767329	0.0733315441954463	-4.89062001363883	1.00518848245694e-06	1.50668157824296e-05	772.456844634558	0.309971570712927	0.0725802979820154	4.2707398471929	1.94825568042589e-05	0.00014728013344214
FBgn0032382	5571.04570217926	0.452076045436998	0.0685878927772367	6.59119309737761	4.36305969070112e-11	7.24252785399226e-10	5571.04570217926	0.348188068152219	0.0685688932661924	5.07793040789666	3.81568396794924e-07	6.29029622117347e-06	5571.04570217926	0.441319568602285	0.068551519687682	6.43777950675521	1.2123393810784e-10	2.55766224492707e-09
FBgn0014019	14591.7428048582	-0.763565749673617	0.050408324329873	-15.1476122212837	7.85696830217863e-52	1.09063829562706e-49	14591.7428048582	-0.756943880939623	0.0503851953627541	-15.0231407358832	5.17943073167363e-51	3.30723916986467e-48	14591.7428048582	-0.266494672955922	0.0503392520107237	-5.29397363510985	1.19686696016397e-07	1.48108420470937e-06
FBgn0032414	427.390585964334	-0.732287328855894	0.0877484755796693	-8.34529972194252	7.10335026129766e-17	2.31414587764316e-15	427.390585964334	-0.22429252533531	0.0862612713686891	-2.60015325274608	0.00931821362211282	0.0446026237244361	427.390585964334	-0.812249633266841	0.087273719404598	-9.30692124511481	1.31591394884129e-20	1.23566900019626e-18
FBgn0021796	1394.74479494592	-0.337002231670553	0.0436543701876462	-7.71978223994449	1.16528615015188e-14	3.06623921597658e-13	1394.74479494592	-0.152520215399791	0.0432445915889593	-3.52692001000953	0.000420423757681169	0.00333070202735338	1394.74479494592	-0.165271632042652	0.043217539211579	-3.82417960526479	0.000131208245259641	0.000793880336763642
FBgn0032465	918.579214236693	0.0914103706850139	0.0345886727599853	2.64278341407664	0.00822276156548512	0.0242854179075598	918.579214236693	0.0955276826028937	0.0342640235270156	2.78798788845024	0.00530365265812522	0.0282684391538806	918.579214236693	0.209500835413103	0.0339763340082945	6.16608123059887	7.00031333238462e-10	1.28200766916979e-08
FBgn0032482	5258.91744480936	0.230769551968588	0.0564786500527682	4.0859608321548	4.38947833698061e-05	0.00025459306105908	5258.91744480936	0.283453657497794	0.0564275458204133	5.02332067391192	5.07856433827485e-07	8.18897125117787e-06	5258.91744480936	-0.277065459001072	0.0565369539747014	-4.90060817788398	9.55404325410032e-07	9.69371041184034e-06
FBgn0027586	6000.85433592967	-0.282149050730251	0.0725298385286626	-3.89011000787972	0.000100198788390365	0.000526442125728425	6000.85433592967	-0.412543482209749	0.0725145118762249	-5.68911617186254	1.27698575400932e-08	2.89021308176386e-07	6000.85433592967	-0.346271351513291	0.0725002603122697	-4.77613942380134	1.78692521869441e-06	1.72880502471263e-05
FBgn0032494	4000.97767149155	-0.372820349914017	0.0723760976948349	-5.15115296055293	2.58889925739621e-07	2.33049596685535e-06	4000.97767149155	-0.455045853390713	0.0723404179426851	-6.29034039796733	3.16770583455415e-10	1.03905090696437e-08	4000.97767149155	-0.358851245918687	0.0723152744272612	-4.96231603573102	6.96575318480082e-07	7.29158295125926e-06
FBgn0051729	6255.87924392036	-0.218865592770021	0.0416637511310286	-5.25314180381188	1.49526322942052e-07	1.39996395028248e-06	6255.87924392036	-0.131449704151122	0.0415912335525899	-3.16051467877025	0.00157490669339518	0.0104823285878789	6255.87924392036	-0.109724104485616	0.0415766965544691	-2.63907702099101	0.00831320913394093	0.0278795227888257
FBgn0051852	506.577497913716	0.102354282751631	0.0411827845696017	2.48536576196408	0.012941838669346	0.0354466487775226	506.577497913716	0.115453292647088	0.040675776417627	2.83837956678944	0.0045343226916182	0.0249452858933482	506.577497913716	0.124438485093289	0.040524378891879	3.07070678184351	0.00213552756049702	0.00895930047062657
FBgn0032507	897.788574045698	-1.11628346841183	0.16341713330781	-6.83088392151158	8.43930015809453e-12	1.54553760830267e-10	897.788574045698	-1.68904629521643	0.163674545220269	-10.3195417035884	5.74969440222261e-25	1.31120411867829e-22	897.788574045698	-1.33980466005022	0.163370879531326	-8.20100047140478	2.38394596786737e-16	1.19546777383423e-14
FBgn0032479	6590.94894433152	-0.16288600404672	0.0436425102797323	-3.7322785284962	0.000189755513154973	0.000931543995114878	6590.94894433152	-0.136756653400274	0.0435948326448378	-3.13699227875045	0.0017069062227894	0.0111901080094982	6590.94894433152	-0.116548037360301	0.0435825418930849	-2.674190909888	0.00749097940539733	0.0256428165635796
FBgn0032475	1229.56543627732	-0.115711316988807	0.0261505923072741	-4.42480673589255	9.65286602467562e-06	6.51092611157345e-05	1229.56543627732	-0.0667064542506284	0.0257373484425351	-2.59181533014432	0.00954710039206566	0.0453807084641215	1229.56543627732	-0.0764660918487591	0.0256679636020788	-2.9790478525755	0.00289145618275619	0.0115489438358794
FBgn0024846	781.974943181509	-0.108091401366361	0.0338171348094393	-3.19635007446549	0.00139178135680372	0.00529197373380947	781.974943181509	-0.105254058303618	0.0334132287249487	-3.15007146331321	0.00163230529667695	0.0107932915428065	781.974943181509	-0.101743904779437	0.0333024301541781	-3.05514955840758	0.00224948317428122	0.00935136711947289
FBgn0028519	144.19560117953	1.06610645362665	0.356577377871749	2.98983199660552	0.00279130926165797	0.00961005036238678	144.19560117953	-2.37495946922145	0.372979100154436	-6.3675403480733	1.92083530062941e-10	6.76388254023108e-09	144.19560117953	2.10172721005969	0.355359411412301	5.91437047271891	3.33147281044093e-09	5.45450368861593e-08
FBgn0015791	3680.42635879755	-0.16863685059697	0.027400859983913	-6.15443641900205	7.53449429367375e-10	1.05197356187766e-08	3680.42635879755	-0.101611497247289	0.0272416240707814	-3.73000879034501	0.000191473090314009	0.00168870097516351	3680.42635879755	-0.139677430685639	0.0272355290479588	-5.1285007329831	2.92058761588317e-07	3.34210133631171e-06
FBgn0041713	1989.30027920174	-0.382821071863824	0.0434182826790652	-8.81704775597692	1.17517127680801e-18	4.57552458913299e-17	1989.30027920174	-0.317519166824192	0.043180540167886	-7.35329307113059	1.93382288212606e-13	1.44704340351589e-11	1989.30027920174	0.289129448446039	0.0427584263640866	6.76192912208956	1.36166319328566e-11	3.34410514494616e-10
FBgn0000317	939.890013534825	-0.342096178676407	0.0503276336852034	-6.79738254367769	1.06536941797639e-11	1.93259626617004e-10	939.890013534825	-0.23472149955678	0.0499265622000521	-4.70133510527458	2.58465939201348e-06	3.51147058960356e-05	939.890013534825	-0.21399384682431	0.0498473578207678	-4.29298274130698	1.76288714340151e-05	0.000134756049956103
FBgn0001987	1268.38189996127	0.348397773077946	0.0509375077385476	6.83970984340664	7.93537413296312e-12	1.46163487395232e-10	1268.38189996127	-0.267552560080213	0.051381244618364	-5.20720278513044	1.91708553442122e-07	3.41298238823168e-06	1268.38189996127	0.275960441391114	0.0508056542758937	5.43168758131812	5.58235932767879e-08	7.47801925042062e-07
FBgn0028523	684.990725115636	0.278432658049827	0.0483160153833396	5.76274048761554	8.27589967368558e-09	9.76189249686705e-08	684.990725115636	-0.316555542672534	0.0491160747145122	-6.44504970139648	1.1556253997222e-10	4.2408352791338e-09	684.990725115636	0.131254534347593	0.0481940413627046	2.72345980200709	0.00646020768100585	0.0226568543275994
FBgn0032753	478.980322884251	-0.991387055328121	0.087851871032358	-11.2847574408856	1.5607149877328e-29	1.02387179126745e-27	478.980322884251	-0.536569935717677	0.0865910563979651	-6.19659763996466	5.76967433519736e-10	1.78264325104904e-08	478.980322884251	-0.434513305751732	0.0863765866477119	-5.03045237853518	4.89323917160863e-07	5.3319049813046e-06
FBgn0032772	488.486321482931	-0.26246073377438	0.0551269161905429	-4.76102695219156	1.92610320566267e-06	1.48656055631242e-05	488.486321482931	-0.177345103204816	0.0544162276192336	-3.25904809950722	0.00111786713573945	0.00781527841322079	488.486321482931	0.355069420809726	0.0532282450356877	6.67069561605242	2.54593772390448e-11	6.00615554668895e-10
FBgn0032775	1562.74158113106	-0.319543005041586	0.0460410302797357	-6.94039649200092	3.91000976121334e-12	7.67419538788962e-11	1562.74158113106	-0.19766051899377	0.045719643185943	-4.32331718316085	1.53700509056613e-05	0.000177580636398581	1562.74158113106	0.143384807531285	0.0454337143153613	3.15591207304848	0.00159997084464356	0.00695936455494822
FBgn0032774	19893.8396913841	-0.221735976435379	0.031898130476321	-6.95137843893331	3.61734038594621e-12	7.1732683678246e-11	19893.8396913841	-0.148862828729092	0.0318659247796617	-4.6715364376967	2.98955051336149e-06	4.00474333104565e-05	19893.8396913841	0.431674338689267	0.0318137102348313	13.5688146872177	6.13053987424505e-42	7.33978886443988e-39
FBgn0041180	7164.75280028469	-0.792234055927928	0.0559067486128144	-14.1706336996021	1.39238339572881e-45	1.64645039065316e-43	7164.75280028469	-0.341905933047692	0.0557660063687258	-6.13108155507863	8.72836444908455e-10	2.5578430630296e-08	7164.75280028469	0.254361836233949	0.0556815490655538	4.56815301482523	4.92040786661185e-06	4.3307254744746e-05
FBgn0032810	1513.46529509899	-0.97975947626586	0.0510819360698863	-19.1801554844247	5.42179983627627e-82	1.573636328238e-79	1513.46529509899	-0.3742650404191	0.0501766798789611	-7.45894390226541	8.72187291581113e-14	7.07949989725754e-12	1513.46529509899	0.170917102300839	0.0497737833202776	3.43387805586417	0.000595011813411933	0.00296669606916163
FBgn0032850	62.2313391609494	0.893146734067387	0.137752436343222	6.48370916534668	8.94946603834126e-11	1.40291302316256e-09	62.2313391609494	0.950987047649451	0.13639155982134	6.97247724782348	3.11408035915547e-12	1.86416635499944e-10	62.2313391609494	0.367462247619949	0.139852069756395	2.6275066808809	0.0086013152807993	0.0286152823061812
FBgn0032897	7983.52444068272	0.216315671651812	0.0448690742316844	4.82104156049336	1.42810597400413e-06	1.12579415794334e-05	7983.52444068272	0.127157032345165	0.044843477095532	2.83557477209622	0.00457433058822886	0.0251077010739576	7983.52444068272	0.155870304428176	0.0448340895626578	3.47660242348268	0.000507810225168053	0.0025981871456515
FBgn0032943	1035.29832672104	-0.305389370073638	0.0713620756270358	-4.27943508355495	1.87368275957448e-05	0.000118769910464622	1035.29832672104	-0.265554089693447	0.0711262283550822	-3.73356068267427	0.000188791680856354	0.00166966456070374	1035.29832672104	-0.237342981525482	0.0710668428478847	-3.33971472510048	0.000838644898151969	0.00399827816550501
FBgn0037490	100.957162066305	0.368445695939231	0.106827189321335	3.44898801775034	0.000562691670455715	0.00242877909852404	100.957162066305	0.450385396499819	0.10549515374366	4.26925200369108	1.96129580171219e-05	0.000221263736028261	100.957162066305	0.282345362871059	0.106110570635656	2.66085990471701	0.0077941379292759	0.0264536687053879
FBgn0037470	1103.51311264845	0.0860427866315854	0.0295598491244263	2.91079924898823	0.0036050556292708	0.0119354382361409	1103.51311264845	0.109386248868263	0.0292078040086861	3.74510349479656	0.000180319426091429	0.00160064825125459	1103.51311264845	0.0794230118261094	0.0291754710355184	2.72225294081523	0.00648384942206807	0.0227148170316635
