WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44	INC1_ZT00	INC1_ZT04	INC1_ZT08	INC1_ZT12	INC1_ZT16	INC1_ZT20	INC1_ZT24	INC1_ZT28	INC1_ZT32	INC1_ZT36	INC1_ZT40	INC1_ZT44
FBgn0037715	59.4929093699939	55.2502111005752	51.8867247386183	46.9203422751846	53.2039202450253	54.5714625776687	57.9078590402925	56.457227633756	47.761014191411	48.7578565979082	56.2622410612883	51.7409450335809	49.0449394642144	54.4089158506508	48.907988991527	48.3986927844577	48.4358813118424	52.7954040669076	59.3504333641619	62.2675400876915	51.4258534670647	56.7660720006754	52.8150358633313	45.2737988594511
FBgn0035480	35.6252838276526	34.8815893844722	29.4676647395	27.8093452584152	25.6032320853695	25.0986603397036	35.6661904873352	34.7480868022709	34.135549090961	30.2548882548683	27.6190188533786	22.5197798973643	30.7395556761781	35.6825103876532	26.1306603920796	31.7041884198353	26.7661892048353	19.251290207754	38.689703125623	38.7593701543278	29.9104937117029	30.452333956841	25.1764927953865	22.3238421732152
FBgn0033792	1.55999199693631	1.74760272142509	1.14920650716752	1.02871227539956	1.10059148892504	1.14423527768339	1.52664386956778	1.45349388782149	1.49208747880666	0.992557203379625	1.07817150029047	1.1552321210868	1.85511876531566	1.28527750352361	0.921079796315973	1.13592483280785	1.11150900298264	0.83021310996302	1.26973448670815	1.10912857420873	0.916245289539723	0.985379344252175	1.13400746742291	1.2866325353221
FBgn0038631	44.202652523009	48.6954002119299	41.2441592227853	34.7971878035253	31.4332321186614	34.8591493058802	41.0765316886701	45.3617387455735	37.5851408210611	33.9511543403979	33.8746508377665	35.2330442969206	47.3729528915707	58.9284584349425	44.670857187454	46.4162283907808	49.8662311219543	42.8198018724474	52.2545413310913	52.6871083120805	45.3774399737576	52.7141565165513	43.5324993538514	48.0382865953231
FBgn0053113	141.914259726129	147.508579649307	139.010797167126	124.861809948019	118.105473028441	133.625538869907	142.428185594157	143.243012005197	133.998837410772	122.572439206553	118.244824331304	139.132755989094	142.763856593409	135.254121059996	144.233128392633	121.015749933983	116.417438254396	130.562725684983	132.167899874478	132.130869661622	121.013498102434	122.392742627076	113.582578295922	144.135071809271
FBgn0036875	7.92348408670818	9.4137533260765	7.51816120654933	6.62499404826878	6.12630162168878	6.18168914357609	7.2459001898814	7.0481438679007	7.73747572591918	6.85157997653861	6.41983037946086	5.44871586450969	7.60753890552871	9.02923698880029	5.98840831288385	6.64420410624175	7.78116051188407	6.01359415307557	10.164606073379	9.35638178481645	7.09505477292653	7.74898100793304	7.99975161478483	7.7306244786242
FBgn0001092	436.652945303067	469.847320446229	434.357054060406	403.885082490674	388.646006539355	358.624425240766	433.894990951603	453.567584803931	473.452609427769	481.148877103968	389.129860656047	339.979120714434	386.190661581522	423.125577485956	344.512445494975	398.241059348639	388.01547186612	323.668045233469	446.562294641333	498.004878834682	434.627158181781	411.546408575884	378.742391239905	359.007214812777
FBgn0030589	26.3493377367013	27.357352736273	26.5173115923009	23.806393564059	21.1583856282478	17.7418711943016	23.9549487419494	27.3937406834938	27.5131480044004	25.8901381384092	19.197702893156	17.438666197566	20.0058865347667	24.0698408160932	18.7229764575938	24.3796300427115	20.080625903827	15.1158106386253	22.2918254142787	25.3687941489599	21.7704979887144	22.8646308226233	20.5691252620551	18.692867506317
FBgn0259714	9.1972536653138	11.8273414131766	9.44219076623155	8.59120949377619	8.06786291045644	9.1207601352587	9.85015229894309	10.5822820303929	9.49690173077935	8.80359706387155	7.78282618262774	9.87234154685949	8.88939527788886	9.28320399704572	7.71629077862057	6.55590903506246	8.0450852876753	6.95065543738	8.08722145066541	9.3907319608972	6.84205932101564	6.09591912537554	7.43669802715364	6.45230038901392
FBgn0261560	403.009865331426	441.576777973664	501.07972303207	274.143503606449	275.984666805196	362.364148860105	382.877616230228	428.588687780994	361.014672904238	291.282316679607	261.455988537414	364.586586556645	472.402643324393	493.78463496324	475.985797653429	267.558916935012	311.606572319039	450.478276305991	457.927056078922	499.972299248743	499.400581038578	267.297831886339	288.118664469569	430.104243789258
FBgn0033446	283.348724450754	294.369836761304	257.824091637591	264.333744286807	256.65675686433	240.437853057395	247.113340304027	274.545462658235	280.542571425594	270.020575731925	249.820996557654	230.522594267718	303.663119213853	330.675926084363	247.122798934443	290.612319928403	297.580454990705	235.890924249049	309.698467848135	334.469664092643	268.414455458283	306.615056925581	295.176454382702	254.300150019017
FBgn0001108	20.2508994311891	22.0484164789369	19.9933517800543	20.6153624514803	20.7638639962408	18.4078157374498	18.7166796506029	21.0664501876563	21.0986112945458	21.1619030467253	20.832332637607	17.3944683543463	18.9880716867978	20.3616501761226	15.9913407742347	16.4644838017309	17.4384875833834	16.2174376293436	18.0003842107486	18.3805305317479	16.1720634130389	18.2088421003948	17.5542380907777	16.2890633826101
FBgn0035432	29.136118300312	31.1090833862042	28.5781436428783	29.2062828125722	28.9172012081523	26.7862305590111	28.5856293995731	30.6602083399211	30.5618094107789	31.4706499076077	26.9817265611649	24.9489915210349	27.7743542635206	29.59617858288	26.358770983362	26.464432243529	26.6600527735543	24.1584727204408	28.8523274408595	30.465555098378	25.6083597172275	28.0603878463965	29.4958098876004	26.7155891320355
FBgn0051809	3.46881802310609	4.59108589919112	3.03620702753153	2.96165573916612	2.92682082709157	1.93179474368522	3.26217657491635	4.12474242416497	3.53023842954389	3.53857806078179	2.82332407631918	2.49677734485852	2.37114687712359	1.69238243942621	1.36098232792164	1.71492388809556	1.83857328549518	1.88007901583554	2.37180521661452	2.4332129805546	1.80988620120583	2.41523209358776	1.97044871444075	1.96427499472262
FBgn0000406	608.670659719024	551.346530514169	467.08426407747	388.808097285167	320.550440700898	436.823972695968	576.085297920633	460.766567769008	414.229023772995	419.111044486511	336.475594638027	447.545428916612	480.172637095452	449.591722940494	370.036466995682	494.566524378442	419.820218749072	537.1691514322	551.011662935831	504.08095014646	509.966050321332	446.687433443386	392.289270971433	492.25530366355
FBgn0032262	10.2853817505063	12.7199532007383	11.0371602402223	9.78907715981464	7.3430225864567	8.88166835886547	10.3448002173835	10.974346976755	10.3858200449734	8.16247039017658	9.90527048624347	8.43059407549517	13.3403970678867	12.1216901902919	11.3805581465824	13.9071571091223	12.7799062181679	12.9801120907531	13.4396787123005	13.6094822105369	12.4393969189012	12.5734373563115	12.597265031202	11.5207349211335
FBgn0039821	6.71001493882346	8.90442047491156	7.35592171207208	7.31374247483785	6.17367616762599	6.26268863491315	7.00072784682612	9.62206428874718	8.42517418615648	8.29884222543192	6.72348641427509	5.98529725662385	5.63654951277152	6.57339118464364	5.93128497330623	5.81994138774971	6.36761235208179	3.8071066563571	5.29628054621063	5.9338168896373	5.37964974863363	6.46787465684831	5.18386297510396	4.50794794097219
FBgn0262531	1.14665194703884	1.83896327778641	0.760097032323446	1.05319730801741	1.09418448355644	0.541647394604112	1.03397170713392	2.14649797877551	1.47060153858188	1.53887013464931	0.678530885064376	0.370620196079906	2.85204750656318	1.50537263898322	0.597286679282495	6.33996356655166	2.42207610723198	1.99144441157657	6.55910124550105	3.40385330454459	1.15992227863173	3.92577540631999	3.22434108547171	1.95823782653543
FBgn0265048	32.7694777546431	37.8119450683165	37.3498927947702	32.18987115343	30.8351895205382	32.5963581240073	33.5724017696226	37.7668093848496	35.815676370638	33.5355836103578	32.3229408768751	32.1132382671969	31.7612246965043	34.6304138012123	32.2602654863759	32.8990571326921	29.9360937479754	31.4521772194546	31.376272553474	34.8888036061831	33.5664673403797	30.4759914300519	31.5773217482953	30.396410245063
FBgn0034335	36.2742269137138	46.9449241923291	50.3702674625463	26.3435327212135	26.9005123611536	33.6162327196742	37.4523062934676	47.3390582806995	45.7431994822832	36.7430219976676	29.0842109832038	33.8751021818514	31.1510615053618	32.9339350278133	48.8761630299506	27.5098647613821	32.6103121666156	36.6619178803967	36.2007312998453	44.948653375734	44.7108163962041	33.928242310028	35.3150775870835	36.4764211896047
FBgn0266441	5.78311702870591	8.31105381570125	7.67400803485676	7.35107507568691	6.59847601169352	5.61761390597548	5.66677926319888	7.52013671388712	8.6982870699693	7.14206144808318	6.11136415387591	5.71008313880629	5.98449398590859	7.38171065045484	8.65100599359277	5.37124408633537	5.83520871801736	5.7887143940527	6.12383814701887	6.46886468403573	6.41122654430971	5.49370949696307	6.22729409150248	4.78622378467709
FBgn0267923	0.568388362204074	0.928136727826202	0.690526649269748	0.306666653003645	0.323579312090868	0.420573789537619	0.652315307567828	0.723790867348554	0.761253499530867	0.536520825563878	0.26499799794675	0.46763605914683	0.63218952905353	0.557440945373834	0.2512120600684	0.561766300965553	0.330388531270771	0.49269360189356	0.666682019479992	0.740494354806196	0.365887699208793	0.346738766982319	0.479975622043642	0.308854802625167
FBgn0042119	368.831638637807	418.377240284559	390.370402652453	384.583206355186	324.401712083942	253.257782381405	364.03334332561	361.687653406274	451.734755330987	391.183667642655	347.142998138882	265.999767193417	31.3815350540393	65.1681514379866	32.6629008912825	64.7074038156513	71.5628782055892	36.6651151034999	59.9189970929974	59.1656045328109	36.699301395032	46.6564226483579	30.6488724587297	44.414025229216
FBgn0261999	10.8632862540918	14.2961515522353	13.4647779167211	12.033896993237	9.46783518150154	8.75875376145233	10.5573917482035	13.8845132372589	13.0396700535775	13.4591094421003	8.07043158031762	9.00101950826653	10.0587809531802	10.5427429801112	9.29624160655955	9.31759354904447	8.29540396730103	6.20220069492209	9.36908678288435	8.71133201636678	7.65091752802729	8.46879193848001	7.59371739890205	7.57630701946712
FBgn0034143	6.64657926112658	8.41049628388139	7.12425714861383	7.33550613764847	6.03144665959098	4.82714670810016	5.81108939112682	6.81775535722503	7.7927332892429	7.37578110066058	5.9692230230004	5.02882644007284	6.77827452404866	7.1900597592837	4.15609803665218	5.8180214088258	7.6353299034056	5.84849504678188	7.37849475289809	7.79461817469056	5.93224642536966	7.04771137598632	6.54170999134371	5.74846881657668
FBgn0038201	1.92543820389155	2.96942788509444	1.70385190490925	1.92378795392082	1.18545273298725	1.24662164781512	1.96421695320185	2.1618642029125	2.1310722749046	2.03866115788932	1.10485079055751	1.32989175454646	1.26297552611121	1.58528433040805	1.76501806747633	1.28558607817779	1.0259372769153	0.649063018338481	1.69597214042929	1.2263553403124	1.03288262221909	1.54747752770063	1.1183690397235	1.20900917403415
FBgn0035589	27.1419796193915	34.5702805759871	28.5932323716819	29.560543192401	26.1931208624517	26.5101678671879	25.4141222198709	29.743995222408	32.6209366929817	32.6603280033232	28.0423909294614	26.6036908234569	26.2971221469307	28.1281537736358	23.5205983274256	23.0102893465859	25.4838238047682	21.1399553952117	26.8460306104359	29.5204137070372	25.61220313544	24.3758511881192	26.3368010342099	27.2554068156622
FBgn0052944	11.7714979325676	12.7267210987795	11.6983793107572	11.6742360503026	11.4347663297808	11.1311393820299	10.6990457246918	13.3913848568996	11.419896420236	11.7167135879834	10.4410816266719	10.7075319893243	12.3963980850495	14.5836955573576	10.1242548172847	10.7334130425315	11.4499202256171	8.97937580980476	12.6103800013963	12.7678602147937	11.0376103387949	10.7829984052591	10.9446967623961	10.7979238250576
FBgn0029937	32.58573892796	42.6358431341728	43.0129158403499	39.6178357610988	35.4818350810725	29.0736510807603	33.3894075461404	47.0668910248451	43.6697154561805	39.4703379635382	33.7104568568027	26.8348834991202	33.877444918825	38.6731959848713	29.4287028619814	32.3500437972291	33.1169502745927	26.4123511466799	37.4025529388106	42.2724475453137	37.4993297851509	34.7724075190111	39.999499423186	32.1224437470305
FBgn0037439	5.58738659947306	6.99120039542278	6.98118911127131	6.49283353478378	6.42895380246517	5.56916880752466	5.38177041399396	6.46566318740236	6.67146366905663	6.94027832619734	6.45138350971748	6.05246768374822	6.88305025604822	8.14952996260417	6.55179583100134	5.78807851254072	7.53362842116186	7.32006176659889	6.30560057129867	8.10479849859811	7.49471027124556	7.09811585065159	6.91209098850761	6.67944817359326
FBgn0030468	10.2943904682557	11.1001824903262	11.5641421189372	10.7148249035553	10.5758502571526	9.72736076958565	9.35570434212367	11.7559866001978	13.1263482907643	11.2922429928258	10.765382978265	9.90915400128468	9.75743915767028	11.2747510025583	13.552249408705	9.50646914076597	9.59582938885187	10.0256243370298	10.7919137520794	11.8967293059716	11.6354485872115	11.6031420398958	10.0155988439567	11.6633497634591
FBgn0000529	2.7195939817442	2.87468879999893	3.01063403274021	2.83420243613019	2.73707570202509	2.51991531043722	2.73530502765806	3.0721540791037	3.71151281411121	2.88145663488013	2.58640518067886	2.2219814638294	2.10244832444756	2.81362786276376	3.10870762438355	2.11192857877905	1.92133780289108	2.54684881038468	2.35510782157394	2.57505807767023	2.78545649977684	2.37431364857582	2.66369884879488	3.13502975300858
FBgn0038088	56.3987024361221	79.3697097697864	78.5889658286955	101.987670984398	72.6591500138646	53.0609955010433	52.0519037522946	75.707192594228	76.0334770470371	94.8958736328964	75.3598113412213	53.5984931624847	55.6645018458875	56.286842651659	49.1394848999202	61.8697467067168	59.2903628744917	46.9652367466356	50.0508905186547	58.2016069874752	42.1644794443233	59.0938381770843	62.3119973128436	46.6399489987559
FBgn0005677	8.0118416756879	8.84727172508703	9.04975615524212	8.14802586473153	8.106109920677	7.25344692371749	8.18022391253625	8.7735308067401	9.15598525165251	8.07793020579513	7.72952016340654	7.48453921869409	10.9734606501438	12.0212122879012	11.1561450529814	9.57818534216252	9.80505639682755	8.61180847739307	10.2790703998504	10.0832716468626	9.87427493925977	10.7450490130119	8.32834915441442	10.3866593043571
FBgn0038341	3.48202336343801	4.05840707561373	4.28049747831917	3.75622764987729	3.85014399198416	3.37581059509543	3.71216227564246	4.52058561991628	4.106471795926	3.95481938358745	3.74271870701905	3.65365954952782	4.04881964750575	4.62751557674181	4.69215150775789	3.80754681542852	4.50725995072568	3.86747937739964	3.95151386648121	4.24421581864838	4.30144334766486	3.74313181017289	4.08489665062113	3.8081657590822
FBgn0265464	9.81316910198946	11.3170836285754	11.4487843388012	10.2787134747766	9.75919692975311	9.89495819110201	10.1931825918752	11.243680941487	10.8106768550554	10.2412632498891	10.1759699147538	10.4669630555738	9.87869398058569	9.57833368069655	10.1096935670616	9.05317424138826	9.10368237113226	9.10630492545721	10.0572493661214	9.29163710952746	9.43040110823009	9.47441116819662	9.50296477227941	9.36398353653491
FBgn0030691	0.591841525112171	1.15348577988234	0.822104791787238	0.944227303682905	0.765159489380328	0.330211645473472	0.760132535411087	1.2422389563872	1.31844443106396	1.17052372821899	0.466962684871989	0.556742951837806	1.18587558786568	1.96809498463734	0.123757198277802	0.51475267415243	0.839245291002748	0.618937914031742	0.6625315957827	0.615595614715057	0.878723848148668	0.603961906883203	0.624917738467919	0.70751767818249
FBgn0267189	1.38010065861313	1.99068325785237	2.35664434688396	2.22971009107539	1.38279882296911	0.936093498135166	1.60825064747166	2.57756785340135	4.02411090287261	1.50123348030054	1.63334815553229	0.878933666514253	1.64522219247894	1.13962982697773	2.01288985419214	1.88053120643749	1.65456756523577	1.88617678205137	1.67830780090601	1.87889983572259	1.85677671537751	1.80811160498427	1.54650202891274	1.70483779516854
FBgn0033785	0.512919299894012	1.15164471936965	1.1233795236567	0.862503315320051	0.770883123356007	0.469668328355691	0.821854071030793	1.06611925132811	0.873730702127234	1.09051663264781	0.607039629457668	0.438410510160197	0.555134649447309	0.696803891160986	0.332487842932174	0.914526048927251	0.512438248550712	0.464619118699048	0.616142345345098	0.496160371041207	0.817197211658065	0.491700793673464	0.385696196021421	0.766462508876891
FBgn0265050	0.795045782179084	1.4280769343526	1.56420423943952	1.17963108386878	0.796600135607916	1.01111807874242	1.35111374574002	1.54475463389362	1.28111174904522	1.02206915842046	0.972300659550382	1.55897711445708	1.45907697246569	1.55657778252099	2.12589994364637	1.00265914332465	1.42974023944702	1.21293227167547	0.990417765142017	1.70904169032366	1.1259457106653	1.02891091629758	0.879183522496539	1.37813576250297
FBgn0016700	169.613299912	187.658603476294	177.498735374993	178.086629168382	179.67723043	161.628996025074	164.395042417787	172.126214730491	186.05072188123	191.616067589641	177.115421022443	167.09976281803	167.479020866487	182.244220458197	165.852156238187	167.377036227148	165.650095128207	159.067931908904	170.539480477618	184.154768412784	157.612910770961	166.153438926466	176.500341853107	192.436812771971
