logFC	logCPM	LR	PValue	FDR
FBgn0263660	0.688674288546271	2.87701943508222	91.0901084303282	1.37276201795065e-21	1.54686054210957e-19
FBgn0043791	-2.57459445820751	5.75512258593129	90.3901093352477	1.95541184691666e-21	2.17778310113579e-19
FBgn0031643	0.422707122346467	5.75485538133861	88.3298685360437	5.54005716781371e-21	6.09915719003675e-19
FBgn0030027	-0.627381573652328	4.51011671687412	87.8845189131086	6.93896475509707e-21	7.55243232094542e-19
FBgn0052412	0.448610982392063	5.15032307123239	87.2493067877817	9.56688072571184e-21	1.02956835495357e-18
FBgn0033602	-0.803532766636569	4.14307103433892	87.1631479133683	9.99285074690988e-21	1.06346138282114e-18
FBgn0039152	-1.86917750140936	4.77261166290621	86.8759858567469	1.15543849783651e-20	1.21613076178881e-18
FBgn0039241	1.01872192423742	7.58413373404557	84.8106303303608	3.28354231027278e-20	3.41845307041225e-18
FBgn0038774	-0.464718688359598	5.59609366018578	84.7046604261611	3.46432895427403e-20	3.56788631441254e-18
FBgn0032414	-0.807019892155823	4.22834146803676	84.255887701402	4.34706952503907e-20	4.42938637349194e-18
FBgn0263830	-0.993848920529882	4.30812354990746	84.1334841534277	4.6247129519235e-20	4.66268427931824e-18
FBgn0051675	-0.569073792006705	3.86712049404307	83.8088764902265	5.44995568683259e-20	5.40729289026609e-18
FBgn0011828	-0.495928728205283	6.97251403884611	83.799390759688	5.47616841048038e-20	5.40729289026609e-18
FBgn0030159	0.402027934262179	6.37209769865118	83.4594684149186	6.50358277319089e-20	6.34275922036853e-18
FBgn0034622	0.793565853445722	5.40722416279839	83.4436010157318	6.5559946002974e-20	6.34275922036853e-18
FBgn0010222	1.74422744722197	5.90005124637218	82.1836791323294	1.24009660301546e-19	1.18776452636821e-17
FBgn0038631	0.729092916015437	5.05471498600948	81.7922514460973	1.51170063727305e-19	1.4335711587922e-17
FBgn0033205	0.818599062911424	4.82770292997805	81.7620356904811	1.53498962923964e-19	1.44138535969189e-17
FBgn0050069	0.337181017267203	7.33752152362414	81.1489082172213	2.09334602436344e-19	1.9466085651799e-17
FBgn0039178	0.464166255424648	6.23518341280548	80.9397214883675	2.32708787081101e-19	2.14315842563729e-17
FBgn0262524	0.964174625169815	2.34922971454048	80.4105209686894	3.04171364667592e-19	2.77462221979637e-17
FBgn0040837	1.33400833026835	2.69119747858511	80.3528818862878	3.13174613415787e-19	2.82979853518529e-17
FBgn0031068	0.700435797087406	4.31919421113575	80.1535577549196	3.46414362288339e-19	3.08105200595648e-17
FBgn0015037	0.592484113513768	5.38155690589891	80.1478611963285	3.47414508919712e-19	3.08105200595648e-17
FBgn0040775	-0.610382388951198	7.89055869367157	79.5100926006707	4.79768260892277e-19	4.21579853470297e-17
FBgn0045761	0.346744470138901	5.46116978601779	79.2688320914476	5.42081770619701e-19	4.72005381726863e-17
FBgn0038858	0.570730049943013	5.61116136235195	79.1471401596008	5.76521555710549e-19	4.97470582035643e-17
FBgn0039897	-0.428522839128845	6.36159980756907	79.1262786829643	5.82641536069491e-19	4.98262556470856e-17
FBgn0022355	0.676843426385985	11.4870016727495	78.7985900651167	6.87761352568538e-19	5.82953826097474e-17
FBgn0037181	1.15889111453805	0.704742852019331	78.4916288166544	8.03379618913493e-19	6.74979823680126e-17
FBgn0250871	0.374837086657285	6.4559098246347	78.2910029242799	8.892595966375e-19	7.40637253616867e-17
FBgn0000250	0.248298624870941	7.53900289807053	77.7001447629798	1.1993255528496e-18	9.90270702171849e-17
FBgn0086367	-0.471884637607575	8.37528520595971	77.4009293299705	1.39549532574406e-18	1.1423977974339e-16
FBgn0023511	-0.297830060290474	5.99471804354955	77.3501562904	1.43183388513183e-18	1.16221228405022e-16
FBgn0019643	-0.367008254758178	7.02949694455422	77.2253333502839	1.52524551542551e-18	1.22763038207946e-16
FBgn0051864	0.792225620780527	1.70860429406794	77.1056064284793	1.62056639833257e-18	1.29348208026912e-16
FBgn0037796	0.386991009245749	6.40808244098667	76.5117359438896	2.18908185437863e-18	1.73281206621806e-16
FBgn0050101	-1.29027435694045	0.717157135331316	76.4790052357013	2.22566610790323e-18	1.74733032635222e-16
FBgn0031114	0.479632227156714	4.59219731144698	76.4126615776132	2.30170770092896e-18	1.7923379154063e-16
FBgn0037151	1.10414190920822	2.9592534211979	76.3853036401784	2.33381655612163e-18	1.80268507859137e-16
FBgn0053329	0.383951159503892	5.12900861576482	76.3096700016474	2.4249353871532e-18	1.85808249105226e-16
FBgn0034709	0.432594474123267	5.87211206647216	76.159344674238	2.61673973647849e-18	1.98913755523738e-16
FBgn0003328	0.581669716851651	5.66858648421154	75.9527896942921	2.90528358935756e-18	2.19108710384777e-16
FBgn0005614	-0.606745010470272	11.0921019942246	75.9120808085111	2.96580018685358e-18	2.21925267106903e-16
FBgn0038412	0.543612797246042	4.96121932159882	75.0729164170046	4.53646789052795e-18	3.36823949267261e-16
FBgn0261113	0.419695159014128	9.70817681264774	74.9161119894168	4.91145474651276e-18	3.61860873554609e-16
FBgn0025620	-1.01386847500685	6.03288463447342	74.8173330522033	5.16343883184942e-18	3.77522268179037e-16
FBgn0053519	-0.518311442582999	7.16101278893685	74.5547483017783	5.897973972629e-18	4.27960565983641e-16
FBgn0033374	0.72624163500792	3.22534471179553	74.5015488378742	6.05907135143455e-18	4.36344251158196e-16
FBgn0028542	-0.717214979540426	4.23621575394283	74.227457464988	6.96152527902938e-18	4.9759320240704e-16
FBgn0039684	1.33437169486315	1.89148566626418	74.107414395341	7.39799430284477e-18	5.24873995797387e-16
FBgn0025574	-0.324994084084667	6.82039449813724	74.0458116810102	7.63250078716898e-18	5.37530092202239e-16
FBgn0038088	0.457525504237739	6.14776582511158	73.7765990939035	8.74775232592444e-18	6.11576436333608e-16
FBgn0032139	0.472270580431891	5.2663689567222	73.5754752756618	9.68607085141829e-18	6.722694682238e-16
FBgn0039023	0.741157101609058	4.35193928336364	73.4389838279592	1.03795685238117e-17	7.15219477129986e-16
FBgn0034013	-0.310697490974685	5.65245652355368	73.0381341709074	1.27168852755903e-17	8.70016622640025e-16
FBgn0266000	0.636585003750888	6.88052986828803	73.0054774127567	1.29290524310878e-17	8.78258611240844e-16
FBgn0044812	2.82079234143869	8.2550922383524	72.8838864148294	1.37506270308934e-17	9.27447783623307e-16
FBgn0038144	0.910242367343659	1.43235980331131	72.8701251469975	1.38468399517783e-17	9.27447783623307e-16
FBgn0034371	0.256713106069021	6.49145475237193	72.8157644032781	1.42335371012726e-17	9.46727905249925e-16
FBgn0025879	0.3299413198088	7.13950543490457	72.6102030228711	1.57960309702764e-17	1.04340954919522e-15
FBgn0035715	0.306523651081639	6.6007377575673	72.5684802437201	1.61335355766095e-17	1.05840413529291e-15
FBgn0032781	0.391071831961623	4.97740367660184	72.3280859014351	1.8223525755803e-17	1.18738047407538e-15
FBgn0013307	-1.19690264639525	6.39196845270699	72.3075253919173	1.84143841727686e-17	1.19170926761336e-15
FBgn0038243	0.404395156322591	4.88884385649043	72.209124872092	1.93558674597995e-17	1.24423153375812e-15
FBgn0039685	2.60759291440536	4.63582412980751	72.1053351472427	2.04011439898005e-17	1.30268104756206e-15
FBgn0039024	0.446999424319688	6.92124050173835	71.8606000939427	2.30949552586522e-17	1.46492371832696e-15
FBgn0050022	0.71610380973751	5.57690687818812	71.6087181582084	2.62394755743689e-17	1.6534322174428e-15
FBgn0038820	-0.647585606479162	3.8399925070256	71.5526496933896	2.69957813490878e-17	1.68997120105597e-15
FBgn0035112	0.730894590500324	4.22219727512053	71.1996954212652	3.22837939603706e-17	2.00788427631448e-15
FBgn0040074	-1.41388636866335	6.29691770177371	71.0817190317945	3.42731043699936e-17	2.11785673326322e-15
FBgn0038074	0.967452871359882	7.99687956951823	70.949614516918	3.66465306900305e-17	2.25000301890457e-15
FBgn0020621	-0.259608826097105	8.56449373873432	70.7725236751249	4.00881483932791e-17	2.44563239051483e-15
FBgn0036030	0.539110803222823	8.51978615476062	70.7351414887925	4.08549919119419e-17	2.47663995273785e-15
FBgn0034140	-0.663858275543005	6.81267870190528	69.509071875179	7.6063855633326e-17	4.58201012110689e-15
FBgn0041627	0.668986768920244	4.01425319242519	69.2083655089637	8.85914821631487e-17	5.30330760099149e-15
FBgn0050033	-0.600799013202708	6.2903385603061	68.9174708652212	1.02671242355558e-16	6.10798235578594e-15
FBgn0038250	0.406560832739023	5.29119620325253	68.6582221644395	1.17095476210689e-16	6.92308932806158e-15
FBgn0259680	-0.418050255227696	5.4015056903235	68.6129161465458	1.19816776246762e-16	7.04052198092936e-15
FBgn0032507	-1.33345853939986	5.29557152706374	68.3161826525978	1.39273329214907e-16	8.13390211719746e-15
FBgn0034187	-0.835890367036392	3.48829596937874	68.2572619071738	1.43497612195077e-16	8.32981896729969e-15
FBgn0033760	0.614328862889545	3.63153233317781	67.9388930312413	1.68641695439582e-16	9.73042264409829e-15
FBgn0041337	1.60466089710718	0.365465976836071	67.8235976391057	1.78796788897915e-16	1.02545846949954e-14
FBgn0041182	0.572523747541513	8.50541878251164	67.7742987471783	1.83323601666418e-16	1.04516277188152e-14
FBgn0000078	1.66854639060579	6.04511879671322	67.6059122487075	1.99667935509221e-16	1.13160916349545e-14
FBgn0038455	0.77066064923252	2.98138452207108	67.4562576810128	2.15413701115345e-16	1.21366613487222e-14
FBgn0027929	0.561406719355674	3.43033594061525	66.9190313633737	2.82890669060705e-16	1.58451861301955e-14
FBgn0037222	0.957580615483697	2.68499296662403	66.8976661254648	2.85973263883875e-16	1.59247204737195e-14
FBgn0040294	0.375965569428325	4.49279516118429	66.8854888206964	2.87745227183122e-16	1.59307733292482e-14
FBgn0038467	0.695718745224503	5.66278627860227	66.5743598479067	3.36940400222359e-16	1.85472135248836e-14
FBgn0029975	-0.326671083694427	7.09508827381498	66.5049271776259	3.49020100967042e-16	1.91023687260705e-14
FBgn0030160	0.50889450833143	8.25504707596908	66.3653840707051	3.74623612228876e-16	2.03871872609555e-14
FBgn0005660	0.905780029516061	2.50533454134567	66.2086900993317	4.05620303135796e-16	2.19493291719472e-14
FBgn0036837	-0.589780299538126	9.12406156616087	66.1857608947242	4.10366401539283e-16	2.20814010895688e-14
FBgn0012042	1.7898974415701	6.4699697758278	66.1614693904401	4.1545510150248e-16	2.22303293977137e-14
FBgn0031775	1.10519815316982	5.4897671800199	66.144496899631	4.19047996326429e-16	2.22980094934141e-14
FBgn0037387	-0.384135627879168	7.99377620123351	66.0530807459726	4.38941240407874e-16	2.32275093957272e-14
FBgn0035282	-0.758671042331099	2.83409362129089	66.0385681395451	4.4218512375901e-16	2.32705995349659e-14
FBgn0035348	0.763732737361653	9.51469474557386	65.9338144350173	4.6632220356325e-16	2.44067435285727e-14
FBgn0032638	2.71624431564535	6.22448697429928	65.6874547630376	5.28411534837068e-16	2.75061178297252e-14
FBgn0033520	0.718576009546345	3.46738133305754	65.4704438394782	5.89920893670083e-16	3.05419584841733e-14
FBgn0260745	0.407410053976607	8.55373102941409	65.2245990274868	6.68300759987722e-16	3.4413896124529e-14
FBgn0038589	-0.465659841740754	3.58259063018787	64.8343033747322	8.1468469141035e-16	4.17275399696702e-14
FBgn0051100	0.403738261248612	5.68523130831039	64.714543546397	8.65735079179033e-16	4.41064392998765e-14
FBgn0050104	0.540707477436131	5.0153658586151	64.4893803378272	9.70540426012191e-16	4.91843185203427e-14
FBgn0261990	0.352590773461023	5.79489808717246	64.3840593528682	1.02383145537673e-15	5.16118825242017e-14
FBgn0053460	0.834303078250521	2.92253766636071	64.355336785564	1.03886613228893e-15	5.20956011259862e-14
FBgn0263132	-0.612441730748121	3.32258451507829	64.0449260752711	1.21614097119554e-15	6.06676990734941e-14
FBgn0037144	-0.686989783200055	2.90878623009356	63.7928906445742	1.38211453619504e-15	6.85901193143841e-14
FBgn0044011	0.515674282600459	3.31365251119891	63.4213203106948	1.66901769131348e-15	8.24012961206213e-14
FBgn0033134	0.428345280908067	6.14862400495612	63.3499312157906	1.73061427137938e-15	8.50042230321626e-14
FBgn0029766	0.937126004473023	7.891446616383	63.0411366001873	2.02434272586435e-15	9.89242583077999e-14
FBgn0039666	2.70660167523618	3.24900155972758	62.9436233799648	2.12708577596489e-15	1.03417398792851e-13
FBgn0036502	0.42341086834714	4.59773980351363	62.8167093621203	2.26865974819696e-15	1.09743550849649e-13
FBgn0028582	-0.368822374575182	8.65390324083408	62.6952558755482	2.41296193538304e-15	1.16137434256778e-13
FBgn0032694	0.259293233448597	6.32642710592116	62.6788872808735	2.43309959911332e-15	1.16521139801537e-13
FBgn0283461	2.02318361178474	6.9778394045412	62.3228470771326	2.91523311298981e-15	1.38915934110529e-13
FBgn0052638	0.249645359666966	6.08580428683255	62.2228630138948	3.06706378381001e-15	1.45427410501645e-13
FBgn0046685	0.429477044078528	4.05976671931756	62.0754708043742	3.30543199164768e-15	1.55272116884025e-13
FBgn0035996	0.723387877533527	2.67223703710697	62.0744706150604	3.30711128046994e-15	1.55272116884025e-13
FBgn0040736	0.872993498259028	8.73361476151747	61.9623477685179	3.50087665615156e-15	1.63567788354242e-13
FBgn0034500	-0.403320334925965	5.42628474717348	61.851567845443	3.70347396113657e-15	1.72193561163913e-13
FBgn0086676	-0.399829128832877	7.9634510715619	61.6086777668034	4.18968087732993e-15	1.93858760594522e-13
FBgn0053192	1.14125581677596	2.38986086041268	61.4456326204131	4.55138777347251e-15	2.09582654299614e-13
FBgn0011774	0.528077390188945	4.04039473941866	61.257610356243	5.00746275197675e-15	2.28837587978931e-13
FBgn0264776	0.758556044936742	5.21493530954351	61.2537383953191	5.01732026264099e-15	2.28837587978931e-13
FBgn0036587	-1.09474842717186	5.54785299721532	61.0809843703565	5.47746465270696e-15	2.46857813414622e-13
FBgn0041588	0.325615735797689	4.62107730856752	61.0789297537082	5.48318401191293e-15	2.46857813414622e-13
FBgn0001124	0.347536817970291	8.02414146955751	61.0765778022626	5.48973838560393e-15	2.46857813414622e-13
FBgn0010173	0.323312523879216	5.8588422451917	60.9421084100971	5.8778077424358e-15	2.63073096060982e-13
FBgn0063493	0.89916825636553	3.71271800671522	60.8968678716554	6.01444543164193e-15	2.67936550438448e-13
FBgn0033945	0.459775567543509	4.48749522189537	60.8599519726658	6.12829188063315e-15	2.71744350151409e-13
FBgn0031678	0.831123985696968	1.65317597131763	60.7376188081439	6.52119755909364e-15	2.87834240649764e-13
FBgn0085256	0.810415051915724	7.22356077391691	60.6480965663559	6.82460282116514e-15	2.9984424688587e-13
FBgn0050026	0.801633800398502	5.75460269276275	60.5223462808078	7.2747929581087e-15	3.18164232661028e-13
FBgn0260474	0.697606279402434	5.7106331824663	60.4874557045355	7.40488667144772e-15	3.2238183881421e-13
FBgn0000053	0.899051245077431	7.29979936237738	60.4284912320955	7.63005526745947e-15	3.30681761772519e-13
FBgn0034915	0.330328251124881	4.99295449888754	60.2262372905638	8.45575189247874e-15	3.64816178496222e-13
FBgn0001258	1.68143777185709	5.55372463140722	60.1247211496522	8.90330472450322e-15	3.82402926687407e-13
FBgn0010341	0.247329700017451	7.14535525772234	60.1141665714699	8.95117573876147e-15	3.82742684044006e-13
FBgn0036627	0.883610211363686	4.46259103050768	60.0517169110244	9.23973682926118e-15	3.93325330447394e-13
FBgn0027836	0.577806040463521	5.85589626505029	60.0352473561829	9.31737651660116e-15	3.94875364053124e-13
FBgn0030749	0.298646495394825	6.41984296763304	59.9793108664049	9.58597456311921e-15	4.04469006015664e-13
FBgn0032601	0.394440543896206	4.70662014119736	59.7801902359728	1.0606559620943e-14	4.44043258059915e-13
FBgn0036348	-1.2822526381798	2.0173621811228	59.7783259240682	1.06166116199332e-14	4.44043258059915e-13
FBgn0005536	-0.257927522515823	7.86894516218518	59.6431398499683	1.13714959846516e-14	4.73548645830403e-13
FBgn0033592	1.3171197567622	1.01564365461713	59.4363468566524	1.26314407631819e-14	5.23739998397211e-13
FBgn0261625	-0.414992751843531	6.46216828231173	59.4189142239876	1.27438324660943e-14	5.2612253172522e-13
FBgn0051781	0.645605339198704	7.14035656588633	59.3779931154636	1.30116058408005e-14	5.34871934520115e-13
FBgn0031942	-0.709141903294976	3.9284726891602	59.3614949941952	1.31211494700771e-14	5.37069955659821e-13
FBgn0037555	0.272230374115569	5.04477506967686	59.2644610083989	1.37843633600118e-14	5.61815456434866e-13
FBgn0044810	1.7095085546081	6.42360158036699	59.2529416157616	1.38652917147423e-14	5.62719339168652e-13
FBgn0038470	0.84788453330279	2.53084934886565	59.2432071286674	1.39340508777503e-14	5.63123794544694e-13
FBgn0025631	0.258551201307225	6.80602838047708	59.1049893529649	1.49479748454451e-14	6.0156177760367e-13
FBgn0032387	0.893391802505143	3.47993035940084	58.6981568820479	1.83813613545248e-14	7.3663882449221e-13
FBgn0262141	1.18884071728853	1.13287831470256	58.5898062184013	1.94220147161434e-14	7.75100237296757e-13
FBgn0062961	0.751842220728081	3.48937672733221	58.5698494703001	1.96200213172374e-14	7.79753378325724e-13
FBgn0030318	0.302265068570746	5.0960760428652	58.548489467609	1.98341890150727e-14	7.85007695811431e-13
FBgn0052666	-0.367930620156285	6.92464901035625	58.5364223769753	1.9956212962862e-14	7.8658686320285e-13
FBgn0052726	-0.483886959441549	6.40832986226433	58.2003030208746	2.36742596757511e-14	9.29311717927641e-13
FBgn0050295	0.425623175035571	5.42382353722624	57.9971573708683	2.62496827146316e-14	1.02620188179895e-12
FBgn0001149	0.450745606902214	8.54415036083744	57.8573416710649	2.81833141902142e-14	1.09731619233281e-12
FBgn0063497	0.406138471575983	5.32116576765638	57.7761080222791	2.93715644393862e-14	1.13895078623661e-12
FBgn0033875	0.535681287232645	7.83480935096307	57.6007714464223	3.21099631561809e-14	1.2401178512496e-12
FBgn0035346	0.342052817660438	5.81247694054297	57.4486608865908	3.46917309995741e-14	1.33444738760611e-12
FBgn0260763	0.84989338052939	1.92352060683331	57.3427777982384	3.66105205620894e-14	1.40262226377477e-12
FBgn0041579	1.6172624400315	8.42097619827199	57.0794030687786	4.18566455268809e-14	1.59722291177874e-12
FBgn0036714	0.286322005909553	5.6090458510041	56.9469423352081	4.477298916954e-14	1.7017289296264e-12
FBgn0038072	-0.24414281179557	4.49533775321422	56.9199390452785	4.53920123094295e-14	1.71843752529532e-12
FBgn0033782	-0.831974976528007	5.75693103362775	56.8704474969969	4.65488716463278e-14	1.7552956402698e-12
FBgn0035251	0.26946770949068	6.36066484618065	56.5973274719724	5.34844840579718e-14	2.00891916983237e-12
FBgn0038660	0.626317361284006	3.03277086936391	56.5119164061897	5.58588313217152e-14	2.08990580624761e-12
FBgn0040475	0.26474535238249	5.44825591871581	56.4860710539405	5.65978828027012e-14	2.10931720421896e-12
FBgn0041581	1.46282219250312	6.16932483564682	56.3362688273434	6.10783270645607e-14	2.26747370784637e-12
