baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0031080	92.4077756728922	0.67766957866229	0.153115960620166	4.42585851871695	9.60594704473869e-06	0.00017197338466263
FBgn0027343	214.773083820046	-0.41721074483259	0.0751803893459894	-5.54946241249876	2.86549348045521e-08	1.05155925501149e-06
FBgn0015799	1444.54958580585	0.18525512678495	0.0538201867391493	3.44211230040556	0.000577190578965901	0.00546953438225581
FBgn0025620	1499.03945583889	-0.918888049726579	0.167798333200649	-5.47614527629305	4.34690857885258e-08	1.51724031200628e-06
FBgn0025633	1626.51738196712	-0.238080058104527	0.0705168547582073	-3.376214933591	0.000734904840560849	0.00671075155892723
FBgn0040349	629.631922999627	1.00187848286213	0.231993658194187	4.31855978590378	1.57050681142916e-05	0.000260272956277785
FBgn0040364	813.197477717916	-0.202412673951773	0.0560700470417067	-3.6099965067126	0.000306201128899689	0.00319756360508855
FBgn0040360	27.0169710381077	-0.858065175936623	0.28608340613741	-2.99935318696703	0.00270553478350412	0.0192666261385892
FBgn0024361	31.6660359043246	1.30049274622271	0.328709384656301	3.95636025902487	7.6100370316364e-05	0.000979431279946117
FBgn0024365	1241.0746950426	0.230652082120493	0.0448797689594659	5.13933309970492	2.75715261080837e-07	7.50227491656891e-06
FBgn0026876	109.36844053667	0.288432032380312	0.0867856182122956	3.32350034858019	0.000888953116788929	0.00780420985573268
FBgn0025381	1721.29818419459	0.169285308263076	0.0496026936666769	3.41282490424107	0.000642932365355632	0.00597284791016124
FBgn0025391	529.174672103269	-0.129806305219457	0.0446518616520383	-2.90707487698962	0.00364825859168993	0.0239993682260171
FBgn0023530	322.316811696507	0.403795609013833	0.112019911040491	3.60467710841045	0.000312541256305017	0.00323974042520503
FBgn0025628	2706.50854198295	0.560839391045234	0.0902848209124256	6.21189016467383	5.23510159517337e-10	2.93226918588132e-08
FBgn0025625	2319.02885650936	-0.185676697163297	0.0623964704766577	-2.97575641290092	0.00292266906202314	0.0204181796324271
FBgn0025631	2560.94833803324	0.253743227505915	0.0805279429327363	3.1509960178402	0.00162714708694005	0.0128906656730454
FBgn0023511	1458.55321103378	-0.309559655826383	0.057752460069885	-5.36011202729357	8.31703601628801e-08	2.67009484113032e-06
FBgn0023518	1341.79898374854	-0.221388111485605	0.0732588596679941	-3.02199778277912	0.00251112387523473	0.0181933014198171
FBgn0023540	1388.8864525904	-0.200245352440969	0.0722432969168041	-2.77181913045265	0.00557440006562785	0.0335163865841705
FBgn0011576	949.940851670108	0.191331914964895	0.0604353268093115	3.16589526467847	0.00154606450424026	0.0124229914610849
FBgn0015036	95.7606494701738	-0.284867936332849	0.106302235623903	-2.67979252422038	0.00736678048320209	0.0416277424590617
FBgn0003048	1204.31587427125	-0.231024805885738	0.0704433357243968	-3.27958356188017	0.00103960417754265	0.00889047215402097
FBgn0023541	47.8378492025192	0.518511111184119	0.174236788619241	2.97589915019163	0.00292130912420863	0.0204181796324271
FBgn0013432	751.257572314573	0.225282557404745	0.0811168911999118	2.77725827595559	0.00548195989354624	0.0330643651513765
FBgn0000928	26.840167785975	0.94798701817091	0.198053456183934	4.78652095467854	1.69697228856466e-06	3.76240754163711e-05
FBgn0003996	105.451377094145	-1.05431954105376	0.287184930833142	-3.67122166889159	0.000241393861684084	0.00261842628223121
FBgn0040384	1623.61803183487	-0.206086356856354	0.0524855615234064	-3.92653428628077	8.61786127111948e-05	0.00107897876150042
FBgn0024992	1168.11911227871	0.233245617415338	0.0803759302953483	2.90193365797766	0.00370867071545106	0.0243255342163427
FBgn0004647	703.344652342933	-0.350515086326177	0.0606313632467129	-5.78108535841275	7.42202179530571e-09	3.07740799807091e-07
FBgn0028746	526.984684452773	-0.159046265643825	0.0554180842349428	-2.86993438765502	0.00410556980707518	0.026215431741444
FBgn0029648	256.333724157421	0.484521872394967	0.122760591420734	3.94688447479353	7.91747355628387e-05	0.00100772239342458
FBgn0029664	657.869028532912	0.364552081918648	0.088677058846335	4.11100781488893	3.93935865686773e-05	0.000574294934786593
FBgn0029688	5124.20073165572	-0.15936284826898	0.0414617193352094	-3.84361408123394	0.000121235602751251	0.00144747701284286
FBgn0019661	16973.8386205264	0.399210994953735	0.110191687154316	3.62287759869459	0.000291343708224411	0.00307322691340684
FBgn0026084	3226.09547108752	0.55206791689668	0.118291728644792	4.66700354472322	3.05624059563193e-06	6.26823820663011e-05
FBgn0026085	26.0634199961692	0.700834292020573	0.214156219617418	3.27253765159185	0.00106586675082179	0.00909071392642128
FBgn0026083	3423.67125808531	-0.146571623993895	0.0547303332020848	-2.67806927929157	0.00740479006963161	0.0417265674078903
FBgn0066114	448.424441698491	-0.169470458827067	0.0522275490159185	-3.24484801642547	0.00117513325157018	0.00981292614083626
FBgn0029710	294.984745022124	0.234829424304091	0.0542628987816998	4.32762402260912	1.50726475691824e-05	0.000252387794436415
FBgn0003210	1254.61322013053	-0.104576433591736	0.0339882908839563	-3.07683707747424	0.00209209613831199	0.0157408458859012
FBgn0024332	78.6336279305111	0.379012802527868	0.121493839756287	3.11960510333822	0.00181093641184215	0.0140788546693378
FBgn0026751	416.786885887363	0.297225999833183	0.0590583173188869	5.03275428976928	4.83482646995874e-07	1.21225046935248e-05
FBgn0029761	6522.97452652181	-0.323232922084297	0.087808600160894	-3.68110779003456	0.000232222798721889	0.00253329153320985
FBgn0029763	1197.399580642	-0.247764075741209	0.0489424452716887	-5.06235588282981	4.14107082417088e-07	1.05533031865327e-05
