pval	qval	lfdr	statistic	param.cutoff	param.N.cens	param.eta0	param.eta0.SE	INC1_ZT00	INC1_ZT04	INC1_ZT08	INC1_ZT12	INC1_ZT16	INC1_ZT20	INC1_ZT24	INC1_ZT28	INC1_ZT32	INC1_ZT36	INC1_ZT40	INC1_ZT44
FBgn0003159	0.000243142489618791	0.00706840960412733	0.0100812051812755	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1989.33115583857	2048.59348485935	2767.900832642	1618.1337417982	2010.56561788401	2756.02054627305	1924.76042682019	1851.8059520006	2485.96810474169	1678.68916999569	2021.48832674841	2568.11147875458
FBgn0023529	0.00681792305285547	0.0338328411372378	0.0826477165530036	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	3196.17035130638	3678.7810307946	5472.80534476868	3699.97469284841	3834.46902366885	4433.12917795466	3190.102663586	4199.57384592831	5563.47428900736	3710.96495520582	4303.58664684069	4843.38073187142
FBgn0023528	0.00463954842597728	0.0277026126282814	0.0490544783602209	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1849.32912686794	1880.16736537719	3039.57246486433	1987.16291296627	2150.79444388885	2469.50949339821	1928.87536092349	1931.51412123888	2441.5608551457	1926.08683367608	2051.67481246392	2535.09495331503
FBgn0023525	0.000803550136249492	0.0118309683892874	0.0205836653357562	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	769.468515815356	620.517282302703	472.472403864922	675.656908144461	580.417326178986	481.913988517515	718.056001026452	698.855463624573	509.426561403084	707.173230428872	592.661336214442	478.021868320445
FBgn0000377	0.0292508951761214	0.0765160836933451	0.177412456439611	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	626.210625705868	624.063095344433	578.778694734529	689.64343649777	657.496747095555	556.239031522704	708.797399294019	628.808890657593	589.024461622315	708.302900126043	664.102685741141	614.394473396848
FBgn0004397	0.000491677627004648	0.00932467521573458	0.0185087804404684	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	2365.92576089912	3854.29877636022	4360.52656067	3587.00657922553	2655.06101687315	2414.36510665243	2275.55855912681	4520.01678892667	5318.81547991246	4113.1273673986	2513.52804391117	1906.34546885751
FBgn0013432	0.000295989355152748	0.00756850323797672	0.011299207176668	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	639.234070261276	711.821968127244	917.383917504389	618.634907934817	734.576168012124	879.91260590014	686.16526172585	794.666293315038	855.46795919827	658.597433450531	812.016465747122	881.397679125385
FBgn0040066	0.0029252276067891	0.0223834918646791	0.0424560989286136	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	431.944244421032	507.937718227784	734.300861006732	451.872454491518	474.549205883939	596.997926073937	441.326682579295	512.869735401904	682.86619661762	449.608539473948	562.474850498936	578.506945745163
FBgn0001404	0.0114515213882468	0.0458080423222136	0.106439504215873	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	3075.70348916886	2965.18615614649	4307.3734152352	3016.78657712909	3639.44880207271	3939.22727927501	2962.75255437848	3045.01309150707	3521.57868022559	2932.6225338552	3349.69369823069	4091.1781522921
FBgn0003371	0.00698578286915956	0.0343199199661952	0.0876544162516582	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	9017.65006757376	9783.78463539277	16898.7629782354	8635.06742797363	9532.77416516366	12365.5293322343	8397.55177131651	9344.37386039953	12012.5799520329	7741.62643471096	9302.46868132855	13437.725853897
FBgn0003068	1.02356119774033e-05	0.00248458217469844	0.00354399115705058	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	829.159303360976	1252.55845699103	2864.36394843109	4251.90461940591	3796.39364707151	1301.88704360702	784.923680205133	1202.86873577778	3810.64473891649	4742.35338872269	4240.19502683813	1191.46591803594
FBgn0024996	0.0181849525901998	0.0590826896276876	0.126820134140994	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	833.500451546112	804.013107212217	620.12003007271	877.923625869236	881.305668070172	697.696371435806	935.118774975709	918.656778796817	779.221549514585	930.847830468675	889.495112416922	534.006411457074
FBgn0024997	0.0314536888053117	0.0799426104836206	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	700.01014485318	516.802250832109	679.179080555825	929.566192096838	951.884414933537	654.539894852148	723.199668655581	491.131143791462	811.060709602278	1178.24549414906	1072.62645909099	545.490420305613
FBgn0024991	0.0479620636465508	0.101116430886526	0.224205984038706	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	271.321761571	303.167015067892	293.326617399472	246.378076377518	335.249047600982	276.920724745139	281.872986076286	300.31461743314	276.497969182595	282.417424292681	305.889721917131	291.406724531683
FBgn0024980	0.000428673757942736	0.00869945395574034	0.0159412448238994	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1109.16336130225	800.467294170487	679.179080555825	512.122115090387	578.559990735213	780.412951554484	1048.27946281655	818.015150970698	577.294244747902	488.017309177752	632.909983835117	1000.54427092898
FBgn0024992	0.0222867833072544	0.0659330020123843	0.140197420660141	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1363.1205301327	1312.83727870043	946.913442745947	1355.61736347455	1445.93564297709	1190.39947909924	1427.8821338463	1250.37158411171	1135.31741891641	1439.1991941955	1508.3180695848	1116.81986052044
FBgn0000092	0.0362381512276295	0.0867719271792757	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	15.194018647976	17.7290652086487	25.5922552093499	29.0489435030262	34.360705709796	10.7891191459145	15.4310028873879	17.712926497397	18.4331979455063	39.5384394009753	29.1802695249895	11.4840088485392
FBgn0040396	0.010387938031873	0.0433259530946294	0.100365211936488	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	339.694845486892	326.214799839136	433.099703542845	407.761095838775	376.110427363983	425.570810755517	364.171668142355	371.166323422728	434.018024353285	376.180009157851	334.063775251604	465.102358365839
FBgn0029639	0.010781547930111	0.0442439246087181	0.100365211936488	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	745.592200797108	1043.35548752897	2769.8694676581	1086.64566437246	1567.5911145442	2046.33626467512	954.6647119664	1328.46948730477	2139.08883431262	1156.78176990282	1457.00104386844	1623.55175096223
FBgn0029666	0.0368211666905607	0.0875504625308639	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	830.24459040726	817.309906118704	1498.13124725502	814.446304881141	860.874978188672	998.5929165052	813.728218928257	826.066481196787	1040.63781128722	846.122603180871	781.829980031615	1291.95099546066
FBgn0028665	0.0370551719460375	0.0878598854402279	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	4878.36527304658	5291.2395115212	4514.0800919261	5063.12326389782	5517.21493572697	4867.09152582366	5247.56971523772	5406.46824681913	4955.17875680565	5155.81249788718	5313.82770211964	5017.07636570557
FBgn0029687	0.0176423485410522	0.0581278044496666	0.126820134140994	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	5725.97445619439	5122.81339203903	10750.7158229431	5847.44473847953	6007.55149288297	7746.58754676663	5407.02341174073	5188.2771976921	7148.7293123209	5370.44974034961	5469.79121164976	8175.17879905386
FBgn0029689	0.00577900638658624	0.0308163109261772	0.0590810094633481	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	527.449504494024	470.706681289622	230.330296884149	481.997284790953	402.113123576801	279.318306777565	557.573570997617	460.536088932322	335.14905355466	469.942594023021	519.20755430671	358.875276516851
FBgn0026084	0.00150457344903735	0.0163021436470806	0.0320911181195023	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	2169.48880552172	2709.00116388152	4581.01368247364	2474.53963173927	2926.23199166397	3975.1910097614	2222.06441578386	2864.66329444266	3449.52163371134	2370.04702466418	2673.51641820335	3667.70532600221
FBgn0029706	0.00168443707962008	0.0172060837815576	0.0320911181195023	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1380.48512287325	1291.56240045006	972.505697955297	1426.62589203751	1448.72164614275	1134.05630133724	1386.73279281326	1382.41339981958	1149.56125369248	1442.58820328701	1475.11293529775	1093.85184282336
FBgn0026079	0.0167435189213941	0.0564853751157891	0.126820134140994	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	479.696874457528	520.348063873838	401.601543285183	521.805096258063	508.909911593735	469.926078355388	459.84388604416	522.531331673212	455.802712834338	513.999712212679	544.362959069632	422.037325183816
FBgn0029693	0.0143820549164765	0.0518258768233193	0.10652279451872	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	764.042080583936	765.895617013623	661.46136541089	742.36188952178	736.433503455897	690.503625338529	692.337662880805	762.46097241068	633.431711218308	698.135872851506	786.8610609842	658.895007684938
FBgn0000179	0.00194841147954721	0.0184030651564205	0.0343645803253423	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	608.846032965324	620.517282302703	901.634837375559	544.398718982639	655.639411651782	767.226250376144	587.406843246567	561.177716758441	754.923243131872	619.058994049556	658.065388598039	785.219105018869
FBgn0029709	0.0348664269076613	0.0848961351781447	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1701.73008857331	1505.19763621427	1561.12756777034	1934.44445994226	1511.87105123102	1457.72987571467	1887.72601989046	1598.99418290138	1618.76992866901	1967.8846124714	1660.25671435285	1732.64983502336
FBgn0029713	0.00115112976141649	0.0141626562389297	0.0320911181195023	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	253.957168830456	244.661099879352	143.71035617558	244.226302784702	209.878905146321	160.637996172505	240.723645043252	235.098842601815	186.007724722836	228.193278828486	233.442156199916	170.824631622021
FBgn0011760	0.0130386230615856	0.0492217549364867	0.10652279451872	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	13703.9195334281	13829.5573160064	25846.2091264273	12583.5719707924	14557.7952082909	18547.6946028433	13161.6167294161	13475.5113994061	17219.9583716384	11960.9427536436	13809.3109986537	20869.3150800079
FBgn0029737	0.000553521929506271	0.00992467534526991	0.0205836653357562	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1229.63022343977	1269.40106893924	690.990890652448	1279.22940092956	1223.05538972436	859.533158624524	1380.56039165831	1313.1719598752	969.418637406855	1318.32453659823	1186.3288886194	861.300663640442
FBgn0029771	0.0118146403703797	0.04662431661977	0.106439504215873	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	947.455591405932	812.877639816541	769.736291296601	894.061927815361	829.300275644535	730.063728873549	1005.07265473187	975.821223402053	718.894719874746	924.069812285651	868.364572416067	742.154071836847
FBgn0029762	0.0167162900697019	0.0564343933252691	0.126820134140994	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1991.50172993114	1910.30677623189	1671.37112867216	1619.20962859461	1686.46058294566	1750.23488367058	2053.35211754842	1984.65290073107	1511.52223153152	1693.37487605891	1526.42996101411	1778.58587041751
FBgn0029756	0.0010025972289916	0.0131847463542808	0.0254550562215448	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	344.035993672028	359.900023735568	271.67163222233	355.042642814764	343.60705709796	270.926769664076	362.114201090703	309.171080681839	242.145191193242	362.623972791802	320.982964774885	279.922715683144
FBgn0028474	0.00759662233277053	0.036085441292139	0.0876544162516582	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1047.30199966406	1119.59046792616	1181.1810096623	1094.17687194732	999.246468749742	1050.14093020235	967.00951427631	1096.5911767934	1183.07615904795	1182.76417293775	1017.28456861257	964.656743277295
FBgn0029801	6.78268058681734e-05	0.00451782187213829	0.00731895382928924	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	2304.06439926093	2489.16075529427	3937.27003220768	2298.09419712829	2555.69357063131	4044.72088870173	2235.4379516196	2524.89715890168	3403.43863884758	2306.78552162262	2770.11317249297	4213.19574630783
FBgn0029814	0.0106277912632494	0.0438888743766776	0.100365211936488	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	7524.29509188697	8403.57690889947	12477.2087320661	6683.40877928884	7221.32020538847	9664.65317270699	6632.24504099933	7294.50518483713	9451.20331024142	6352.13270719097	7285.00521934221	9652.30943719722
FBgn0029819	0.0067087144098558	0.0335106439050116	0.0826477165530036	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1168.85414884787	1187.84736897946	740.206766055044	1108.16340030063	1013.17648457804	861.930740656949	1149.09534834749	1138.45809396906	909.091807767016	1183.89384263492	1090.7383505203	1000.54427092898
FBgn0029818	7.2755933912782e-05	0.00463808285351129	0.00731895382928924	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	821.562294036988	721.572953992001	568.93551965401	819.825738863183	783.795557272102	605.389463187426	915.572837985017	723.81458732545	584.835098452882	823.529209237457	819.05997908074	544.054919199546
FBgn0029804	0.0246118634653653	0.0695257624358091	0.154385359631737	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1021.25511055324	996.373464726055	818.952166699197	1115.69460787549	1106.04325676668	893.09930707848	1108.97474084028	966.159627130745	947.633948925802	1147.74441232545	1175.26051052372	780.912601700667
FBgn0013987	0.00287417728083565	0.022197092360499	0.0424560989286136	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	2416.93425207447	2535.25632483676	3128.161040589	2592.88717934419	2749.78512450556	3098.87477690989	2570.80508103883	2706.85722201131	3016.34148199194	2624.22270652759	2723.82722772919	2875.30871545301
FBgn0053080	0.0102238313532869	0.0429342945749228	0.100365211936488	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1643.12458807398	1561.93064488195	1041.40792351893	2119.4969889245	1884.26680770746	1398.98911592025	1815.71467308265	1644.88676519009	1299.5404551582	2000.64503368935	1789.05238673901	1261.80547223325
FBgn0027564	0.00111830716464015	0.0139341746227588	0.0320911181195023	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	600.163736595052	558.465554072433	440.97424360726	614.331360749183	570.201981238236	465.130914290537	648.102121270293	563.593115826268	469.208674976524	619.058994049556	563.481066689453	340.213762137974
FBgn0015794	0.00295693663662375	0.0224975535877011	0.0424560989286136	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1158.00127838503	940.526909318812	769.736291296601	1101.70807952218	898.021687064127	847.545248462396	1229.33656336191	937.979971339432	661.081508136567	1043.81480018575	993.13538004016	842.639149261566
FBgn0029783	0.00406269020520714	0.0260901518702965	0.0490544783602209	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	357.059438227436	384.720715027676	309.075697528303	388.395133503424	333.391712157209	286.511052874841	416.637077959474	400.15111223665	283.200950253688	395.384394009753	384.374584777448	271.309709046739
FBgn0029824	0.000172373579330555	0.00631260203486887	0.00994755996568951	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1173.195297033	1095.65622989449	868.168042101793	1250.18045742653	1184.98001312702	882.310187932565	1289.00310785981	1143.28889210472	938.417349953049	1294.60147295765	1176.26672671423	960.350239959093
