pval	qval	lfdr	statistic	param.cutoff	param.N.cens	param.eta0	param.eta0.SE	INC1_ZT00	INC1_ZT04	INC1_ZT08	INC1_ZT12	INC1_ZT16	INC1_ZT20	INC1_ZT24	INC1_ZT28	INC1_ZT32	INC1_ZT36	INC1_ZT40	INC1_ZT44
FBgn0024291	0.00128918841604385	0.0150639012761727	0.0320911181195023	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	2106.54215683724	2292.36813147827	3275.80866679679	2046.33668676873	2274.30725089974	2732.0447259488	2168.57027244092	2263.22892655377	2692.08477267781	2020.97908823842	2293.16669818797	2810.71116567997
FBgn0032482	0.00352450167457226	0.0243905401552406	0.043597298587375	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	6406.44943421445	5620.11367114163	4697.16314842376	7083.63866755275	5429.92016986965	5147.60862361744	6647.67604388672	5411.29904495478	5387.52103589116	6580.32598601946	5828.00417547377	5797.98896740624
FBgn0032486	0.0180375261526433	0.0588258822790593	0.126820134140994	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	157.36662171118	131.195082544	159.459436304411	181.824868593016	178.304202602184	178.619861415696	170.769765287093	153.78040731831	144.951965662391	198.821866702047	201.243238103376	180.873139364493
FBgn0027586	0.0366787227725849	0.0873612570837772	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	6140.55410787487	5587.31490050563	4303.43614520299	6393.99523105498	6286.15180944889	5627.12503010253	6672.36564850654	5960.39976637409	4542.10754829953	6749.77644059507	5920.57606500132	5762.10143975456
FBgn0032494	0.0187016839068812	0.059988616986842	0.13222443416446	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	4710.14578087256	3552.01821455276	2482.44875530694	3614.97963593215	3493.64796973655	4419.94247677632	5030.50694128847	3898.45409547256	2620.86559879744	3304.28386422436	3008.58640964547	4180.17922086828
FBgn0032495	0.00394949095271495	0.0257447174450101	0.0490544783602209	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	592.566727271064	637.35989425092	639.806380233748	572.371775689257	521.911259700144	466.32970530675	623.412516650472	722.204321280232	622.539366977781	564.834848585361	480.971339067068	551.232424729883
FBgn0032499	0.0255926181011549	0.0710727928624265	0.164831486047783	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	723.886459871428	695.86580943946	557.123709557387	685.339889312136	721.574819905715	545.44991237679	804.469617195824	721.399188257623	667.784489207661	755.749027407213	637.941064787702	542.619418093478
FBgn0032513	0.0259140964158061	0.0715778794217485	0.164831486047783	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	950.711452544784	864.291928921623	700.834065732967	877.923625869236	986.245120643333	1096.89377983464	887.797032787719	853.441003965492	926.687133078636	946.663206229065	1018.29078480308	1191.46591803594
FBgn0032514	0.047270528808006	0.100310783097375	0.224205984038706	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	472.09986513354	442.340176955784	486.252848977648	522.880983054471	538.627278694099	430.365974820368	421.780745588603	502.403006107988	503.561452965877	546.76013343063	517.195121925676	446.440843986962
FBgn0032512	0.030203532241119	0.0780176127533357	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	593.652014317348	608.106936656649	570.904154670114	545.474605779047	679.784772420828	701.292744484444	618.268849021343	570.839313029749	558.861046802396	571.612866768386	657.059172407522	778.041599488532
FBgn0028406	0.0273037879304804	0.0737000925670118	0.164831486047783	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	856.291479518076	667.499305105622	677.210445539721	783.245587785298	633.351386326509	697.696371435806	821.958087134864	631.22428972542	538.752103589116	753.489688012872	705.357549552333	544.054919199546
FBgn0032485	0.000134051361860931	0.00571553995588671	0.00994755996568951	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1531.34002230672	1383.75353953503	1096.52970396984	1548.20110003165	1413.43227271107	1004.58687158626	1502.97968123158	1392.88012911349	1155.42636212969	1466.3112669276	1424.8021257719	1205.82092909662
FBgn0032484	0.00966098381238606	0.0415491530737048	0.100365211936488	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1138.46611155192	856.313849577731	1118.18468914698	840.267587994942	1280.63278848131	1168.82124080741	1127.49194430514	843.779407694184	879.766265580983	817.880860751603	1272.86348100385	1194.33692024808
FBgn0051849	0.00931168482898469	0.040655435324078	0.100365211936488	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	146.51375124834	210.089422722487	218.518486787526	159.23124586844	156.016177276911	151.047668042803	180.028367019526	197.257590539194	202.765177400569	169.450454575608	152.944860958566	152.163117243145
FBgn0028546	0.0341123540564729	0.0838377449203176	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	832.415164499828	853.654489796433	679.179080555825	966.146343174722	887.806342123377	731.262519889762	804.469617195824	958.913429927265	762.464096836852	954.570894109261	813.022681937639	809.622623822015
FBgn0032524	0.000326418126031482	0.00780885100595632	0.011299207176668	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	628.381199798436	540.736488863784	454.754688719987	651.987398623476	555.343297688054	523.871674084961	613.125181392214	509.649203311468	468.370802342638	654.078754661848	540.338094307564	519.6514003964
FBgn0032518	0.00317723361052346	0.0232700513208991	0.043597298587375	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	16646.132715904	15302.8426348451	9020.28564378779	19351.9758069975	18515.7770389706	12588.5044612498	20039.7290830878	17361.8884995395	13144.5458804138	19354.630921626	17207.3030740292	11321.7972235536
FBgn0032516	0.0435924095112581	0.0958576656268505	0.199290196070081	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	367.912308690276	391.812341111136	509.876469170895	398.078114671099	404.899126742461	443.552675998708	366.229135194007	426.720501982746	499.372089796444	405.551421284289	431.666745731741	617.265475608983
FBgn0028527	0.00357672125819281	0.0245607569142846	0.0474982650367591	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1547.61932800098	1523.81315468335	1185.11827969451	1231.89038188759	1573.16312087552	1769.41553992998	1665.51957831207	1643.27649914488	1233.34851708115	1387.23438812565	1528.44239339514	1665.18128303819
FBgn0024846	0.00144154752290688	0.0159588537362379	0.0320911181195023	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	828.074016314692	787.170495264001	543.34326444466	903.744908983037	813.512924372467	683.310879241253	867.222362271202	809.963820744608	620.025749076122	820.140200145945	795.917006698852	700.524539760893
FBgn0028538	0.0152132730984408	0.0535008123722296	0.126820134140994	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1632.27171761114	1586.75133617406	1255.98914027425	1505.16562817532	1658.60055128907	1333.05561002855	1530.75548642888	1456.4856378996	1424.38347760731	1558.9441820956	1516.36779910894	1149.83638595999
FBgn0028919	0.000122508347309191	0.00549526098844602	0.00994755996568951	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	200.77810356254	202.997796639027	279.546172286745	186.128415778649	225.66625641839	256.541277469523	188.258235226133	190.816526358322	256.389025969315	159.283427301072	222.37377810423	264.132203516402
FBgn0028509	0.0281615503897453	0.0749624492375634	0.164831486047783	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	2605.77419812788	2788.78195732044	2563.1627909672	2499.28502805666	1938.12953557687	2075.10724906423	2385.63304639017	2509.59963147211	2278.1756915378	2409.58546406515	1891.68643817173	2166.17116905571
FBgn0027929	0.000814088793388517	0.0118964546559629	0.0218271195931046	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	240.933724275048	247.320459660649	114.180830934023	295.868869012304	208.021569702549	170.228324302207	284.959186653764	248.786103986167	164.223036241784	293.714121264388	184.137562864589	120.582092909662
FBgn0028940	0.0352243549827953	0.0853916684798846	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	3112.60324874251	3013.05463220984	2651.75136669187	3271.77174787787	3351.56180828794	2943.03194480224	3505.92385601454	3353.3790391663	2604.10814611971	3142.74109752895	3234.98505251177	2868.13120992267
FBgn0001970	0.0178794133755061	0.0585482871210015	0.126820134140994	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	366.827021643992	366.105196558595	198.832136626488	353.966756018356	353.82240203871	258.938859501949	407.378476227041	402.566511304477	320.067346144701	410.070100072972	368.275125729178	282.793717895278
FBgn0028886	0.00220893687071026	0.0194696306673029	0.0343645803253423	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	657.683950048104	623.176642084001	555.155074541283	503.51502071912	539.555946415985	585.01001591181	622.383783124647	632.029422748029	509.426561403084	486.887639480581	498.077014305855	673.250018745612
FBgn0040228	0.00519633356424907	0.0292473548512131	0.0590810094633481	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	319.074391607496	290.756669421838	240.173471964668	323.841925718921	287.886993784777	280.517097793778	329.194728264276	318.832676953146	241.307318559355	335.511900059705	322.995397155918	278.487214577076
FBgn0028862	0.0144571593167838	0.0519644915587531	0.10652279451872	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1214.4362047918	1256.99072329319	1498.13124725502	1062.97615485148	1236.98540555265	1430.15768234178	1102.80233968532	1139.26322699167	1346.46132265585	1139.83672444526	1242.67699528835	1692.45580405347
FBgn0024183	0.0393232262287707	0.0907714022486803	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	6099.31320011608	6198.08119694357	10148.3135080153	6612.40025072588	6891.64316411881	8046.28530081981	5743.41927468579	6061.04139420021	7301.22213168827	6458.32165872502	7072.69360314315	8914.46186867857
FBgn0010422	0.000211244130300233	0.00676764953162567	0.00994755996568951	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	796.600691972456	872.270008265515	1295.36184059633	819.825738863183	950.027079489764	1251.53782092608	862.078694642072	922.682443909862	1193.13063065459	928.588491074334	1013.2597038505	1179.98190918741
FBgn0028507	0.00271052834818688	0.0215755104577637	0.0424560989286136	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	609.931320011608	546.941661686811	462.629228784402	562.688794521581	574.845319847667	497.498271728281	655.303255951074	552.321253509743	518.643160375837	603.243618289166	563.481066689453	488.070376062917
FBgn0041627	0.0362419282518415	0.0867770062060256	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	348.377141857164	255.298539004541	157.490801288307	347.511435239906	264.670300737618	228.96908409663	309.648791273584	247.980970963558	203.603050034456	285.806433384193	353.181882871425	213.889664804043
FBgn0001989	0.00272598962069521	0.0216358633258834	0.0424560989286136	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1435.83476223373	1354.50058194076	710.677240813486	1625.66494937306	1358.64087711977	1125.66476422375	1690.20918293189	1386.43906493262	1115.20847570313	1723.87595788252	1440.90158482017	961.78574106516
FBgn0040079	0.0212123711959869	0.0642102344159224	0.140197420660141	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1187.3040286347	1099.20204293622	992.192048116335	1058.67260766584	1105.11458904479	977.014678213371	1215.96302752617	1001.58548012554	935.065859417502	1081.09390019238	1103.81916099702	989.060262080441
FBgn0011708	0.00965897869806683	0.0415440991347709	0.100365211936488	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1622.50413419458	1867.75701973114	2531.66463070954	1796.73095000199	2017.06629193721	2413.16631563622	1738.55965864571	2020.88388674848	2697.11200848113	1797.30448819862	2063.74940675012	2015.44355291863
FBgn0000307	0.00709379713159141	0.0346408611243316	0.0876544162516582	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1449.94349383542	1550.40675249633	2055.25495681241	1521.30393012144	1630.74051963248	1811.37322549743	1371.30178992587	1463.73183510308	1705.07080995933	1360.12231539355	1593.84644577874	1836.00591466021
FBgn0000250	0.0265542088108862	0.0725675503133077	0.164831486047783	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	4010.13563601938	4065.27465234314	4441.24059633026	3495.55620153082	3984.91319461444	4801.15801993196	4016.17568482417	4242.24589612658	4328.45002665844	3430.80687030748	3865.88260396585	4741.46015334063
FBgn0015338	0.0209442279631581	0.063767743991421	0.140197420660141	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	722.801172825144	600.128857312757	458.691958752195	691.795210090586	703.930133189874	616.178582333341	763.32027616279	640.885885996728	572.267008944582	724.118275886433	670.139982884242	552.66792583595
FBgn0028523	0.044538867766757	0.0970225133146616	0.224205984038706	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	845.438609055236	782.738228961839	698.865430716863	828.43283323445	840.444288307171	712.081863630358	886.768299261893	879.205260688978	695.43428612592	847.252272878042	856.289978129865	812.49362603415
FBgn0032597	0.00263346525810426	0.0212694010105828	0.0424560989286136	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	612.101894104176	530.099049738595	397.664273252976	699.326417665445	630.56538316085	426.76960177173	732.458270388014	582.916308368883	434.855896987172	750.10067892136	649.009442883387	493.812380487187
FBgn0004797	0.00394915547768097	0.0257436782770932	0.0490544783602209	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	2182.51225007712	1128.45500053049	1023.690208374	1226.51094790555	1275.98944987188	2318.46182535541	2013.23151004121	1204.479001823	973.608000576288	1026.86975472819	1237.64591433576	2424.56136814784
FBgn0032615	0.00188350818048236	0.0181131595953851	0.0343645803253423	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	26.046889110816	24.8206912921081	27.5608902254538	59.1737738024607	83.580094969774	73.1262519889762	25.7183381456466	27.3745227687045	31.8391600876927	53.094475767024	67.4164847646309	47.3715365002243
FBgn0032613	0.0190757819105456	0.0606382840025906	0.13222443416446	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	780.321386278196	632.041174688325	592.559139847256	458.327775269969	448.54650967112	629.365283511681	697.481330509935	742.332646845456	656.892144967134	442.830521290923	406.511340968819	795.267612761341
FBgn0027779	0.000792027061318131	0.0117582257025827	0.0205836653357562	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	5304.88308223619	4959.70599211947	3931.36412715937	4818.89696111312	4933.08293866044	4180.18427353377	5375.13267244013	5084.41503777555	4214.49934844985	4951.34228269928	4948.57122496201	3562.91374525929
FBgn0040985	0.0274909365990418	0.0739785320070383	0.164831486047783	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	3108.26210055738	2989.12039417817	5319.25181351258	3325.56608769829	3133.32489364464	4735.22451404026	3161.29812486287	3333.25071360107	3979.89501096159	3139.35208843744	3196.74883727213	3743.78688462379
FBgn0032635	0.00879392408464456	0.0392946594196675	0.0906149805231898	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	503.573189475776	470.706681289622	366.166112995314	478.769624401728	425.329816623961	353.643349782754	525.682831697016	473.418217294065	411.395463238345	466.553584931508	444.747556208461	409.11781522921
FBgn0032642	0.00132631047251584	0.0152909823997849	0.0320911181195023	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	805.282988342728	685.228370314271	505.939199138687	732.678908354105	700.215462302328	563.431777619981	760.234075585312	700.46572966979	539.589976223003	755.749027407213	692.276739075613	640.233493306062
FBgn0032644	0.0198459244140861	0.0619417146598077	0.133515738690273	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	243.104298367616	165.766759700865	167.333976368826	248.529849970335	241.453607690458	294.90258998833	232.493776836645	199.672989607021	198.575814231136	232.711957617169	227.404859056815	265.56770462247
FBgn0032652	0.000534538030973372	0.00974544894294777	0.0205836653357562	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	2641.58867065526	1153.2756918226	1502.06851728723	1870.96713895417	2497.18750415247	2643.33419074906	2710.71284055115	1369.53127145783	1357.35366689637	1891.06707306379	2800.29965820848	3328.92706497031
FBgn0024689	0.0216466797653396	0.0649161622117396	0.140197420660141	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	896.447100230584	882.020994130271	858.324867021274	892.986041018953	960.242424430514	785.208115619335	961.865846647181	899.333586254202	878.09052031321	961.348912292285	951.880516228968	806.75162160988
FBgn0032638	0.00583234356984653	0.0309517264038319	0.0590810094633481	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	111.784565767252	577.081072541514	946.913442745947	235.619208413435	387.254440026619	1969.61363963751	223.235175104212	604.654899979325	774.194313711265	206.729554582242	281.740533344726	1271.85397997572
FBgn0011274	0.012382222102577	0.047857094326461	0.106439504215873	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	3381.75443622094	3746.15147858746	4862.52848977649	3767.75556102214	3971.91184650804	4429.53280490602	3573.82026871904	3792.17653648818	4123.17123135621	3562.97822487646	3659.60828490989	4247.64777285345
FBgn0032670	0.000285314691539933	0.00747615026118202	0.011299207176668	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	186.669371960848	140.059615148324	100.400385821296	210.873812096042	148.58683550182	117.481519588847	219.120241000909	162.636870567009	121.491531913564	195.432857610535	172.062968578386	94.7430730004486
FBgn0032684	0.00216373069501712	0.0192949016130969	0.0343645803253423	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	608.846032965324	731.323939856758	763.83038624829	1369.60389182786	1185.9086808489	1066.92400442933	738.630671542969	831.70241235505	847.92710549329	1172.59714566321	1009.23483908843	933.075718943812
FBgn0032685	0.0225167145592458	0.0662915870466745	0.140197420660141	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	846.52389610152	1022.0806092786	1334.7345409184	1125.37758904316	994.60313014031	870.322277770438	973.181915431266	1144.89915814993	1414.32900600067	1046.07413958009	886.476463845371	971.834248807632
FBgn0032694	0.00365216296652919	0.024808228653666	0.0474982650367591	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1903.59347918214	1548.63384597546	1805.23830976722	1959.18985625965	2131.29242172924	1909.67408882687	1833.20314302169	1590.94285267529	1483.87243461326	1941.90220943647	2130.15967532423	2064.25059052493
FBgn0032701	0.0129156564368701	0.0489709539258425	0.10652279451872	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	351.633002996016	472.479587810487	616.182760040502	452.948341287927	520.053924256371	713.280654646571	365.200401668181	498.377340994943	774.194313711265	465.423915234338	564.487282879969	572.764941320894
FBgn0027074	0.00250582435031786	0.0207421514246556	0.0424560989286136	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	424.347235097044	310.258641151352	297.26388743168	224.860340449351	360.323076091914	535.859584247088	445.441616682598	352.648263902722	301.634148199194	219.15592125112	352.175666680908	505.296389335726
FBgn0032713	0.0383985413841001	0.0896031772931107	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	823.732868129556	819.969265900001	478.378308913233	490.60437916222	768.93687372192	767.226250376144	890.883233365197	691.609266421092	493.506981359237	545.630463733459	723.469440981636	650.282001048534
FBgn0015808	0.020006247536714	0.0622089577111988	0.133515738690273	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1873.20544188618	1577.0003503093	1324.89136583788	2415.36585793681	2062.57101030964	1600.38600664399	2099.64512621058	1863.07781431712	1544.1992642531	2340.67561253774	1816.22022388297	1231.65994900583
FBgn0032719	3.42483626804561e-05	0.00338279636945081	0.00430786640166955	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1500.95198501077	1792.40849259438	2391.89154456617	1567.56706236701	1779.3273551343	2284.89567690145	1595.56569855591	1784.97991112405	2134.89947114319	1554.42550330691	1939.98481531654	2335.56029957166
FBgn0032717	0.00632786476422642	0.0323529630555096	0.0826477165530036	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1820.02637661827	1989.20111641038	3232.49869644251	1656.8656664689	1818.33139945353	2607.37046026268	1626.42770433069	1767.26698462666	2525.34811853437	1613.16832755979	1773.95914388126	2247.99473210155
FBgn0025608	0.00162996948988651	0.0169434649274066	0.0320911181195023	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1960.0284055889	1995.40628923341	2210.77712308461	1957.03808266684	2114.57640273528	2162.61899324776	1963.85230080157	2070.80213415023	2193.55055551525	1970.14395186574	2120.09751341907	2303.97927523818
FBgn0032702	0.00499593998660749	0.0286667199459723	0.0590810094633481	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	956.137887776204	994.60055820519	1569.00210783476	955.387475210639	1185.9086808489	1390.59757880676	1003.01518768022	1120.74516747166	1235.86213498281	915.032454708285	1173.24807814268	1281.90248771819
FBgn0005617	0.00886127306808527	0.0394645351277398	0.0906149805231898	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	859.547340656928	832.379611546055	1149.68284940464	882.227173054869	859.017642744899	1083.7070786563	815.785685979909	850.220471875056	956.012675264668	819.010530448774	871.383220987618	993.366765398643
FBgn0032724	0.043379551418799	0.0956141658514597	0.199290196070081	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	337.524271394324	328.874159620433	269.702997206226	322.766038922513	405.827794464347	305.691709134245	308.620057747759	340.571268563588	268.957115477615	340.030578848387	346.138369537807	277.051713471009
FBgn0032728	0.0497267308747145	0.103125585383467	0.224205984038706	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	411.323790541636	440.567270434919	513.813739203102	380.863925928565	462.476525499416	415.980482625816	407.378476227041	475.833616361892	446.586113861585	403.292081889948	486.002420019653	450.747347305165
FBgn0032741	0.00178057237087163	0.0176480456766905	0.0320911181195023	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	835.67102563868	913.046858245406	1537.5039475771	1102.78396631859	777.294883218898	549.046285425428	865.16489521955	866.323132327235	1777.96572910747	1314.93552750672	882.451599083303	571.329440214826
FBgn0000075	0.0194932212167613	0.0613495605260428	0.13222443416446	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	85.737676656436	70.0298075741622	61.027685499219	139.865283533089	152.301506389366	87.5117441835289	86.4136161693724	90.1748985322029	64.5161928092721	138.949372751999	159.988374292184	142.114609500673
FBgn0051800	0.0060442263329544	0.0314770903261591	0.0590810094633481	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	378.765179153116	421.065298705406	600.433679911671	378.712152335749	442.974503339802	608.985836236064	354.913066409922	490.326010768853	486.804000288144	411.199769770143	524.238635259294	594.297457911905
FBgn0001202	0.0409134097694945	0.0927225538767253	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	4022.0737935285	4354.25841524411	3352.58543242484	4049.63790168113	3404.49586843546	3120.45301520172	4034.69288828903	3805.86379787253	3085.04703797065	3644.31444307275	3728.03098586504	3010.24581942334
FBgn0010309	0.00974575725587832	0.0417620349065284	0.100365211936488	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	536.131800864296	466.27441498746	313.012967560511	461.555435659194	458.76185461187	327.269947426074	478.361089509026	454.900157774059	417.260571675552	492.535987966435	457.82836668518	386.149797532131
FBgn0032779	0.00362948849870356	0.0247344126166336	0.0474982650367591	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	456.905846485564	484.003480196109	344.511127818172	519.653322665246	440.188500174143	459.136959209474	464.98755367329	503.208139130597	389.610774757293	513.999712212679	455.815934304146	390.456300850334
FBgn0032782	0.0160069256808211	0.0550796741014402	0.126820134140994	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1320.79433532763	1209.12224722984	1118.18468914698	1549.27698682806	1398.57358916088	1219.17046348834	1474.17514250846	1415.42385374654	1132.80380101475	1458.4035790474	1356.37942481675	1145.52988264179
FBgn0032783	0.00299870193557943	0.0226458256238968	0.0424560989286136	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	3348.11053778614	2843.74205946725	2960.82706422018	4796.30333838854	5887.75335675963	4863.49515277502	3740.47509990283	3336.47124569151	3173.86153716263	5315.09592518825	5843.09741833152	3847.14296426064
FBgn0032773	0.0300510862826175	0.0777785704457883	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	12629.4853576069	8970.90699557623	7035.90154755512	10785.765133994	9864.3085418771	14915.3578237187	13074.1743797209	10280.7435656937	9776.29789218944	9646.2495441408	10469.6794623281	12803.2343650152
FBgn0032785	0.0131818350043012	0.0495111065761855	0.10652279451872	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	481.867448550096	599.242404052325	824.858071747509	785.397361378115	756.864193337398	740.852848019464	563.745972152572	683.557936195002	793.465384290658	815.621521357262	737.556467648873	656.024005472803
FBgn0032798	0.0107574157811288	0.0441884950179751	0.100365211936488	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	2633.99166133127	2840.19624642552	2004.07044639371	2406.75876356554	2242.7325483556	1820.96355362713	2478.2190637145	2588.50266768779	2015.92155713128	2513.51507620486	2434.03696486033	1969.50751752448
FBgn0032800	0.0293167133730913	0.0766139041618423	0.177412456439611	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1334.90306692932	1318.15599826303	1336.70317593451	1155.5024193426	1221.19805428059	1162.82728572634	1242.71009919764	1344.57214775695	1444.49242082059	1251.67402446516	1272.86348100385	1078.06133065662
FBgn0032803	0.000371129848659873	0.00816790895773204	0.0130977991271718	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	109.613991674684	153.356414054811	161.428071320515	135.561736347455	124.441474732775	99.4996543456562	108.017020211716	161.026604521791	165.06090887567	143.468051540682	118.733510480992	107.662582955055
FBgn0032810	0.0350615579005689	0.0851668238788658	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	902.958822508288	819.082812639568	710.677240813486	824.129286048817	1001.10380419351	1051.33972121856	1044.16452871325	885.64632486985	837.872633886651	856.289630455408	932.762408609147	933.075718943812
FBgn0032816	0.0150884216699987	0.0532460896702714	0.126820134140994	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	383.106327338252	354.581304172973	283.483442318953	361.497963593215	297.173671003641	284.113470842416	314.792458902714	315.61214486271	273.146478647048	370.531660671997	307.902154298165	277.051713471009
FBgn0032833	0.000488442222848922	0.00929412720045027	0.0185087804404684	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	8331.74865432227	6920.54060419601	3862.46190159573	8841.63769288404	7573.28527198341	5735.01622156168	9371.7624202736	7755.04127376945	5485.5521340559	8946.98400159212	7898.79709555751	5413.27467098018
FBgn0032835	0.000430704144040902	0.00871812404404453	0.0159412448238994	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	1389.16741924352	2030.86441965071	5949.2150186658	2954.3851429374	2973.59404548018	7193.94488829256	1627.45643785651	2268.86485771203	4760.79230574395	2046.96149127335	2439.06804581292	7725.86695285476
FBgn0014000	0.0298831236655072	0.0775140914193928	0.197934659502213	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	2436.46941890758	2145.21689024649	1342.60908098282	3624.66261709982	2624.4149820509	2319.66061637162	2735.40244517097	2522.48175983385	1829.91383240845	3074.96091569871	2348.5085886664	1914.95847549392
FBgn0032834	0.00269326320893882	0.0215077013652818	0.0424560989286136	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	121.552149183808	186.155184690811	234.267566916357	188.280189371466	176.446867158412	280.517097793778	132.706624831536	128.821283617433	266.443497575955	166.061445484096	169.044320006836	331.60075550157
FBgn0032818	0.0178353123822947	0.0584704552322902	0.126820134140994	pvalue	0.696421315226748	1566	0.538574330092805	0.0124475197784018	300.624511820668	350.149037870811	214.581216755319	292.641208623079	299.031006447413	207.390845804801	348.740665254967	285.01709000357	245.496681728789	309.529497024778	288.784046678344	244.035188031458
