logFC	logCPM	PValue	FDR
FBgn0260991	1.83784216622881	0.506320889157476	9.63237501523418e-11	8.95717358212747e-09
FBgn0036016	1.46898263747672	1.64092592911864	1.04000863114748e-10	9.57807948954865e-09
FBgn0032637	2.51492236179936	2.12698818707363	1.06403426158236e-10	9.70601919755797e-09
FBgn0035047	1.19918559844698	4.79934110166098	1.1413082685579e-10	1.0312689241743e-08
FBgn0036970	4.00655147952408	4.36654645147344	1.1829517494101e-10	1.0526298935613e-08
FBgn0039501	2.10601293480758	2.78694495268216	1.18692867513698e-10	1.0526298935613e-08
FBgn0033819	3.09491487687468	1.66607900655657	1.25381458280651e-10	1.10174642881842e-08
FBgn0041711	-0.774970572286227	2.89291601566234	1.38677658990731e-10	1.20750419801202e-08
FBgn0052591	3.16207469200875	1.60095340552104	1.40743925296023e-10	1.21445524007686e-08
FBgn0054041	2.37370588856565	1.04569470019183	1.42194930789024e-10	1.21602057776542e-08
FBgn0030159	-0.613346828699374	6.37177733236066	1.55557795762519e-10	1.31852439629505e-08
FBgn0000615	3.48915620341239	4.48954917250343	1.58329001882439e-10	1.33024138599123e-08
FBgn0032074	1.75393048036091	1.04858550066718	1.65041673235123e-10	1.37458186630087e-08
FBgn0034490	1.75631566588589	1.98383996593732	1.67115985463967e-10	1.37985940411541e-08
FBgn0034166	-0.976739843371368	3.20514532063587	1.810950712044e-10	1.48250307008183e-08
FBgn0036931	1.46462610127947	2.95503107570602	1.8516995582083e-10	1.5030151159762e-08
FBgn0004379	1.3093171802779	1.4584319570191	1.94852912117764e-10	1.56832032963356e-08
FBgn0039026	-0.406545169294844	8.64189747192294	1.97863297876698e-10	1.57927888921917e-08
FBgn0029722	2.60900386655699	1.43018952562741	2.08962438348938e-10	1.65408449132738e-08
FBgn0029890	2.30900087197021	0.863972853958697	2.32069029675147e-10	1.82193210346603e-08
FBgn0038921	2.86057909105717	2.1202523960318	2.36108569184681e-10	1.83857550865925e-08
FBgn0031821	-0.443265522447797	4.59579028913648	2.58564596061813e-10	1.99720298474197e-08
FBgn0036125	3.50722075862773	3.05401605688407	2.82603762573178e-10	2.16542307034072e-08
FBgn0051029	3.47908246297873	3.4256727615327	2.98267963628812e-10	2.26730996479108e-08
FBgn0040092	2.30480166328381	2.44023448109292	3.20833428417577e-10	2.41963982471146e-08
FBgn0034876	-0.296454965681867	5.96526892862917	3.52979761243748e-10	2.64128136968173e-08
FBgn0031347	3.67718007931133	3.08527556829038	3.69406491975861e-10	2.74277161251535e-08
FBgn0050156	1.10677790517527	2.91558860793688	3.77836538411218e-10	2.77093781164754e-08
FBgn0038052	3.72135275544108	3.1384635521107	3.80898746798207e-10	2.77093781164754e-08
FBgn0036687	3.16041118263864	2.30426315940161	3.81879088679762e-10	2.77093781164754e-08
FBgn0263048	1.23494818692503	5.21823632831896	3.8598907691074e-10	2.77970178845945e-08
FBgn0039310	2.72440071067818	2.19781152524162	3.94808227837897e-10	2.82199493002342e-08
FBgn0051102	-0.468267380159412	4.37384078668692	3.98842132128149e-10	2.82971106779512e-08
FBgn0036031	3.21297124081398	1.35596957278956	4.45547986070742e-10	3.13783721366586e-08
FBgn0032867	2.98742987896314	1.3077938202331	4.56947232560583e-10	3.1946281704126e-08
FBgn0036145	-0.463783707380809	6.49766274261115	4.61126703316928e-10	3.20048664084749e-08
FBgn0032850	0.9583548042007	1.48608505029232	4.80655402263599e-10	3.31202693732428e-08
FBgn0032481	0.908326823285666	5.46624978748401	4.99563146135005e-10	3.41772558120077e-08
FBgn0267689	3.26773417836606	1.42960636008243	5.33715347246404e-10	3.62547914604685e-08
FBgn0039752	2.87490174663635	1.71602203566997	5.73292795995385e-10	3.86690028172099e-08
FBgn0003889	3.91017960137271	4.25188895057663	5.79163329471289e-10	3.87917927949371e-08
FBgn0038889	-0.351710323146184	4.46183528826065	6.52407879977601e-10	4.33196190650409e-08
FBgn0028997	2.31916331258937	0.980334971841784	6.55809643394334e-10	4.33196190650409e-08
FBgn0028583	3.42423781397325	5.95388245889385	6.85708362355546e-10	4.49843472235714e-08
FBgn0038919	1.17200476224041	3.1330778206158	6.99667552642314e-10	4.55878627157013e-08
FBgn0035078	1.98857524201101	1.71133401837324	7.41015678210478e-10	4.78509415393937e-08
FBgn0031142	2.18873170398611	0.912199419586747	7.44392387697814e-10	4.78509415393937e-08
FBgn0051103	-0.481280200811813	5.68549877660403	7.62866690669788e-10	4.87115810882349e-08
FBgn0038952	3.00340383236906	1.90342840399518	8.6786502715954e-10	5.50490809942654e-08
FBgn0034532	1.08345500383498	2.50450774597296	8.75220347255055e-10	5.51503979342692e-08
FBgn0036763	0.864930964056301	4.77814330548278	9.43674867550604e-10	5.90752802705862e-08
FBgn0051161	1.63067021750063	2.39515454745334	1.01579069487699e-09	6.31769043865704e-08
FBgn0013810	1.81843566542625	1.50026272742252	1.05950884112758e-09	6.54708108407741e-08
FBgn0051871	0.811474592655114	2.60822014626054	1.15062251534337e-09	7.06452721279407e-08
FBgn0030164	-0.341946960913571	4.53183563845696	1.24321913602678e-09	7.58442858908568e-08
FBgn0040075	0.342523964617237	4.12391619810963	1.26033968306197e-09	7.64021106605541e-08
FBgn0034745	2.40576315705196	1.37995668776672	1.29794715923957e-09	7.8187030762243e-08
FBgn0033138	1.41834031278723	0.748687771858526	1.32589394724204e-09	7.93713264167766e-08
FBgn0038639	-0.350219937460715	4.74427719398003	1.37857448022728e-09	8.20123377119062e-08
FBgn0086907	3.78357674703278	2.02325865281244	1.42122448037561e-09	8.40277041545528e-08
FBgn0023197	4.80065439117025	3.45654585978815	1.43253058518588e-09	8.41765518092662e-08
FBgn0036778	2.27421884611018	3.11755302215992	1.44808331219458e-09	8.45715973426807e-08
FBgn0085384	-0.409274555607967	6.91880710926505	1.50582761567449e-09	8.66549167399007e-08
FBgn0035707	0.720357892199301	5.02116837275825	1.50940909477964e-09	8.66549167399007e-08
FBgn0038722	0.440860190797302	3.94212494080173	1.51089696132422e-09	8.66549167399007e-08
FBgn0053092	3.76155666205866	1.90717364459153	1.6091490828174e-09	9.17406542572919e-08
FBgn0039312	-1.20805996156562	3.77283843032882	1.66670509645098e-09	9.44597716793342e-08
FBgn0038565	2.95168720330145	1.47680795731534	1.79423461203128e-09	1.01089288906092e-07
FBgn0029838	1.26254247737026	3.0889639382507	1.8197586054916e-09	1.0192776563391e-07
FBgn0002570	1.92525197565536	4.60154696590768	1.93998254443344e-09	1.07604400767744e-07
FBgn0031251	0.568583302910923	3.30030555592945	1.96044559611163e-09	1.07604400767744e-07
FBgn0023090	2.10423150937533	1.0502405634117	1.96086817250688e-09	1.07604400767744e-07
FBgn0262598	1.44606079389306	1.18823454628302	1.96604407333005e-09	1.07604400767744e-07
FBgn0033705	2.79662099152447	1.78662294083078	2.16259433896588e-09	1.1768936692395e-07
FBgn0051538	2.56410972230672	4.46647212243061	2.20106947607717e-09	1.19106460123543e-07
FBgn0052548	3.39807678693967	2.38684198142913	2.22735166659783e-09	1.19851540801539e-07
FBgn0038575	2.49126256762003	0.786826459627307	2.50652013817865e-09	1.34119831751258e-07
FBgn0262537	0.580561624742928	3.99954654966956	2.58111310669163e-09	1.37343896310514e-07
FBgn0260481	1.8146576251447	0.96912064806097	2.59577025067263e-09	1.37360704204102e-07
FBgn0034937	1.55335235343781	1.55517336123849	2.61938412400464e-09	1.37848687580859e-07
FBgn0000251	1.83694777338526	1.78298973628536	2.70113957183571e-09	1.41374397918265e-07
FBgn0039431	0.48105942002854	4.48015608958495	2.73185457971892e-09	1.42204908502977e-07
FBgn0051287	2.9683663716488	1.27672969159856	2.8178670254971e-09	1.45889353352493e-07
FBgn0039251	2.51899642649941	1.00392330724403	2.84718479826586e-09	1.4661470966554e-07
FBgn0027376	3.14614868379394	1.8582582613218	2.8671294534907e-09	1.46852224093764e-07
FBgn0085488	1.34618741041883	0.846336878351035	3.43183022394122e-09	1.74840797260154e-07
FBgn0031208	1.51380131774204	0.48176762899877	3.78766404678058e-09	1.91948392804574e-07
FBgn0086681	1.89466486635259	0.828192772881086	3.8809413756174e-09	1.95640297345597e-07
FBgn0026563	2.21216421928283	3.60813425350249	4.10906258882749e-09	2.06055505108847e-07
FBgn0002873	2.24000065514353	1.49529503501113	4.65763041319574e-09	2.32113186625243e-07
FBgn0004569	-0.334796400341654	4.75622632739144	4.67716068267613e-09	2.32113186625243e-07
FBgn0032047	1.18461006050769	2.60634495258948	4.74582958139839e-09	2.34306988302236e-07
FBgn0265508	1.89162617028585	3.0506693889835	4.87304750149782e-09	2.39354097278698e-07
FBgn0031751	3.60983612278996	3.47426442362175	5.05921612936597e-09	2.47230469831976e-07
FBgn0037612	-0.877739590686713	6.96430176899951	5.09988881132727e-09	2.47952969720267e-07
FBgn0032266	-1.27334156285297	3.74128300075214	5.28857905184373e-09	2.55828334134138e-07
FBgn0028539	-0.281855205973295	6.91267122731235	6.2497094916927e-09	3.00802600559963e-07
FBgn0033063	1.9470292872267	1.01008083667917	6.77190429920598e-09	3.23882833128237e-07
FBgn0020018	0.46473731866672	3.58102236556086	6.79687298588177e-09	3.23882833128237e-07
FBgn0039045	-0.788746269375472	3.15410971126451	6.91516919065744e-09	3.27888566871866e-07
FBgn0260959	0.59385540455913	5.59912226104889	7.03532857879091e-09	3.31942744471228e-07
FBgn0051773	3.29940828917233	1.94822098792183	7.26156325541124e-09	3.4093751402122e-07
FBgn0015010	3.31533728870833	3.36698396596181	7.64699136601101e-09	3.57282357578797e-07
FBgn0037410	-0.938465629331878	4.12085944618128	8.20182847048513e-09	3.81345209176245e-07
FBgn0040001	2.29405577697928	3.4271040861575	8.31346017534906e-09	3.84668220094171e-07
FBgn0038292	1.79299304546441	0.616434391875019	8.49956649932405e-09	3.91388691973682e-07
FBgn0035781	3.11291718282777	1.55462216202439	8.84760050548063e-09	4.04765078365748e-07
FBgn0042627	3.3072520045932	4.5934167148798	8.87457365387419e-09	4.04765078365748e-07
FBgn0037751	1.71909176082044	0.305467061809625	1.00707602953652e-08	4.57145697199089e-07
FBgn0024361	1.88714874609807	0.561998809295209	1.13541624307327e-08	5.12972489441308e-07
FBgn0051860	1.77522190720649	0.797152198277369	1.21247302851809e-08	5.45214397518605e-07
FBgn0051104	2.5436986862343	1.30092659755539	1.33669102811976e-08	5.98262928379956e-07
FBgn0032478	1.59431127987237	1.38362264467943	1.51384114748723e-08	6.72875354182697e-07
FBgn0250822	1.87972392479228	0.617480218230346	1.52124342758413e-08	6.72875354182697e-07
FBgn0028519	-2.27761475063027	2.668540164313	1.52638105936757e-08	6.72875354182697e-07
FBgn0033440	1.05725189932038	0.684325867425176	1.5314974651475e-08	6.72875354182697e-07
FBgn0040859	3.64152962562877	3.00663039976414	1.67973668964827e-08	7.34635525728362e-07
FBgn0035434	-1.0646534186848	6.556240529764	1.69575783268204e-08	7.3827129642857e-07
FBgn0053296	-0.470020447809632	4.23334339609359	1.77876377309868e-08	7.70553419247147e-07
FBgn0263988	1.07174973465322	1.59280498328193	1.78599769338971e-08	7.70553419247147e-07
FBgn0039628	-0.353727858767789	5.89271805004976	1.81740576602158e-08	7.80588001208729e-07
FBgn0050395	4.3556581321214	3.26499440592241	1.92001946137436e-08	8.19667876800316e-07
FBgn0038200	4.22902786419095	3.31251117183699	1.92550921152716e-08	8.19667876800316e-07
FBgn0000241	-0.572150187167489	5.68105077699535	2.02051119645546e-08	8.56303373435856e-07
FBgn0036962	2.22623729552632	0.951769031989347	2.03010869617133e-08	8.56580664842687e-07
FBgn0036437	3.77760436323995	1.64083612165905	2.05313918887131e-08	8.624985592548e-07
FBgn0038419	0.884268330103614	1.28864950369262	2.10584429099953e-08	8.80776271580503e-07
FBgn0267326	2.81719087578745	1.08866789376152	2.23611585844005e-08	9.3119642139734e-07
FBgn0033963	1.78118056384586	0.510515620330034	2.36482617009493e-08	9.80532686457544e-07
FBgn0035461	0.742096610539659	3.45602777606663	2.43281225547391e-08	1.00437395616074e-06
FBgn0261004	0.601394302613619	2.23971993745628	2.45235271543999e-08	1.00809589306799e-06
FBgn0051467	0.754737928406059	1.62861942223429	2.47528169992141e-08	1.01317299666014e-06
FBgn0086915	4.02907763005425	3.45757259511716	2.52829841551266e-08	1.0274191728519e-06
FBgn0028899	1.36362942434565	1.93289519576612	2.53154024632541e-08	1.0274191728519e-06
FBgn0037610	0.593328448128487	3.89825812649229	2.55356040114784e-08	1.03198318659046e-06
FBgn0034664	1.17787270228114	2.0461723676854	2.59809902400076e-08	1.0455711114235e-06
FBgn0038680	0.495665401167836	3.22127107675644	2.66542146983123e-08	1.06817601832818e-06
FBgn0015568	-0.382940056414202	6.25605311065182	2.72406708328323e-08	1.08712977182028e-06
FBgn0259964	3.58132238444629	2.12890342171524	2.74096235437943e-08	1.08933350332972e-06
FBgn0038660	-0.498640042759008	3.03286866972044	3.31905858017373e-08	1.3136340116076e-06
FBgn0051200	-0.309984904787051	6.41592656247279	3.43808224836104e-08	1.35514204834577e-06
FBgn0036835	1.35081256810029	0.693145822373694	3.46320123974785e-08	1.35944842107807e-06
FBgn0036354	1.04990813308583	1.99579900147704	3.51953637857772e-08	1.37592324220479e-06
FBgn0027795	1.11840274754087	2.39555284349851	3.56400403782374e-08	1.38764352334454e-06
FBgn0032235	1.4271689293107	1.87574434749807	3.63669050330229e-08	1.41021140245463e-06
FBgn0040318	0.727817542902119	1.29710070199231	3.68312950145667e-08	1.42246025665129e-06
FBgn0020908	1.19401072548507	2.24953631211881	3.82311157434569e-08	1.47059287787482e-06
FBgn0052392	0.706136775385278	3.21681117058551	4.00099779403214e-08	1.53286227484959e-06
FBgn0010038	-1.46784244810035	2.70155139014626	4.13058147474417e-08	1.57620356036254e-06
FBgn0017456	1.40341080006595	1.27930030099747	4.18565896744066e-08	1.5908826027836e-06
FBgn0034808	0.255241567271897	5.97367103362282	4.27018049913671e-08	1.61659244350717e-06
FBgn0050360	2.61896226412271	3.46968237331593	4.34411816516219e-08	1.63793947268265e-06
FBgn0031127	1.85450725840015	0.86090143731002	4.3607701559206e-08	1.63793947268265e-06
FBgn0037483	2.82285396789545	1.32426973877143	4.61315168875366e-08	1.7259674560501e-06
FBgn0036895	3.16555006937014	1.94906031665482	4.75769643058386e-08	1.77312126117246e-06
FBgn0029859	1.32128752449984	2.69929270360161	4.96346146730384e-08	1.8426369741797e-06
FBgn0038946	-0.737967164286501	6.28078113833488	5.08660716581028e-08	1.88106268085447e-06
FBgn0086711	-0.425470173413618	3.91765047098935	5.23307212835611e-08	1.92778326328442e-06
FBgn0039250	-0.517369787667765	2.76834639230874	5.58008460775931e-08	2.04774139360608e-06
FBgn0036731	1.35566120224922	1.10588754794949	5.84882686331499e-08	2.13817037010805e-06
FBgn0265541	1.74230933142587	1.38119368704161	6.1372396406903e-08	2.23507533378448e-06
FBgn0033221	1.22876988181605	1.78985657990353	6.20121878733327e-08	2.24308733598023e-06
FBgn0035168	1.21104636474897	1.43548757585551	6.20607792894927e-08	2.24308733598023e-06
FBgn0051627	1.02663043159648	1.70907607700907	6.25730554846898e-08	2.2494616340444e-06
FBgn0069973	-0.569895904642948	6.81700639205803	6.27068549060196e-08	2.2494616340444e-06
FBgn0032248	0.447413507612706	3.93473524509349	6.51251330743791e-08	2.32749449472538e-06
FBgn0039325	-0.649073906285213	5.82416123325642	6.62125683948404e-08	2.35756126425941e-06
FBgn0031496	1.27261002842753	0.621183138398269	6.69045366458064e-08	2.37337648886494e-06
FBgn0038213	2.17168950002913	0.855784911307196	7.27574225426684e-08	2.56878048286469e-06
FBgn0040629	-2.11438667472211	0.824694506553919	7.29492891354348e-08	2.56878048286469e-06
FBgn0030594	3.68730730704726	2.40599073692938	7.53826584168492e-08	2.63641428801544e-06
FBgn0032187	0.67382606154392	2.61154081332	7.54204964414522e-08	2.63641428801544e-06
FBgn0034293	-0.629496014632404	3.53778851073681	9.00854232741269e-08	3.1375933967985e-06
FBgn0033728	-0.601726261436724	4.71000453728428	9.55246518850187e-08	3.31498230345909e-06
FBgn0038577	0.362606414745337	4.61195187668443	9.72052229713136e-08	3.36112500223553e-06
FBgn0037746	1.39085213341288	1.61717140621228	1.01012130467987e-07	3.4801949123107e-06
FBgn0030242	1.11539737438499	1.74451688269701	1.05637635706941e-07	3.626513529753e-06
FBgn0033730	-1.03744103455878	3.97183262456902	1.06632900395085e-07	3.64760685708615e-06
FBgn0035360	1.5724204914134	0.544559262637732	1.0702502256283e-07	3.64799169433019e-06
FBgn0036186	1.62645761223183	1.71678115451303	1.0992494776015e-07	3.73355017605218e-06
FBgn0031304	0.247782794817189	6.52104482749188	1.15389945388361e-07	3.90531765699549e-06
FBgn0039855	1.37564303030885	0.917832786218956	1.16374210142811e-07	3.92476121390085e-06
FBgn0051361	0.438336625843738	5.40584373415762	1.16854560796686e-07	3.92713327477425e-06
FBgn0034382	4.11345647217618	2.23491604519177	1.17946364063059e-07	3.94996599648945e-06
FBgn0040227	0.230825241414092	6.94122259615418	1.22245990795232e-07	4.07944845848718e-06
FBgn0035915	4.38380891988589	5.13975075417576	1.22664560038036e-07	4.07944845848718e-06
FBgn0039459	0.523601182330899	1.91416025948498	1.26452154547619e-07	4.19086067909029e-06
FBgn0082831	-0.452206404778662	6.78970311899278	1.3673627325464e-07	4.5160690525274e-06
FBgn0036520	1.31460959871728	0.962174311219158	1.41505768061967e-07	4.65753349311862e-06
FBgn0011606	1.17994288628437	2.64262678984201	1.47914573018463e-07	4.85180061770835e-06
FBgn0051004	2.14905219480348	1.56421168562893	1.51735372007839e-07	4.9601412733484e-06
FBgn0025388	0.732930321098342	3.16246685070832	1.53596373340641e-07	5.00374148376444e-06
FBgn0053189	1.81145298235417	1.18687831403738	1.54113983891262e-07	5.00374148376444e-06
FBgn0054002	1.67759509488752	0.896549840410761	1.60214071103793e-07	5.18422423321666e-06
FBgn0034175	1.44771534709284	1.28257747998283	1.75733593771908e-07	5.66726047524356e-06
FBgn0058470	-0.360093491065556	6.48004590001652	2.03434263992853e-07	6.520049323694e-06
FBgn0038488	0.347154872406869	5.54122021058597	2.03538812673262e-07	6.520049323694e-06
FBgn0039305	0.304490763628103	3.54013265750789	2.14184640172853e-07	6.83820161191863e-06
FBgn0250824	2.33550599609976	0.776398242256661	2.19520694385837e-07	6.98527977019118e-06
