logFC	logCPM	LR	PValue	FDR
FBgn0011693	-1.04955917440481	8.47277962053906	198.279006761119	4.95905666134741e-45	6.16855126005006e-43
FBgn0040532	0.681974301008972	7.9807064703197	195.866861116418	1.66656176252158e-44	2.04645237967073e-42
FBgn0034166	-1.41420461463529	3.20541309416494	193.663957965581	5.04205103383219e-44	6.11300820279047e-42
FBgn0085474	1.59732704542564	1.28161986441949	193.459799104966	5.58684340107844e-44	6.68884826194116e-42
FBgn0001083	-0.928491484272021	3.62148669520896	190.583446642622	2.37125492887938e-43	2.80393576651934e-41
FBgn0033033	-0.580067562604247	7.10309841011725	188.60254887729	6.41756408707658e-43	7.49602790561214e-41
FBgn0041180	-0.791249225331943	8.29023783047864	187.150439509943	1.33153535123361e-42	1.5365597101344e-40
FBgn0029851	1.83251101946803	2.67764584768799	185.640849499902	2.84378183417364e-42	3.24258838187085e-40
FBgn0052082	-0.56822764703861	7.61088510898244	182.657332033609	1.27420664652872e-41	1.43580603064143e-39
FBgn0035726	-0.723151630889035	7.46949209409015	180.832069984179	3.18968611412195e-41	3.55242018616977e-39
FBgn0005614	-0.939380844579102	11.0921019942246	180.111915153654	4.58125789093651e-41	5.04359633096436e-39
FBgn0266696	-0.571727331730362	8.84068090798123	179.813311668889	5.32331380051838e-41	5.79394313424602e-39
FBgn0028984	0.528390380871578	6.67675818425097	178.821981350722	8.76262344471101e-41	9.43015812960023e-39
FBgn0039703	1.51929796055402	4.83133617119969	178.667134931056	9.47206540917759e-41	1.00803824987892e-38
FBgn0031821	-0.675536887146685	4.5962464078437	178.627015870926	9.6650624707508e-41	1.01727437741595e-38
FBgn0038279	0.545929010547701	5.25250780096591	177.904227555219	1.39003898170657e-40	1.44715145291147e-38
FBgn0038439	-1.88355376967717	1.75620528530057	174.488431698661	7.74320850329539e-40	7.97467215532938e-38
FBgn0025827	-0.644619304773025	4.75878486116467	172.629217458457	1.97216978149178e-39	2.00951512416258e-37
FBgn0035523	0.426607635307396	5.55358712065901	172.52508855387	2.07818951617019e-39	2.0952525458819e-37
FBgn0037217	-1.20229135244005	3.59398282029672	170.791664600348	4.96891236533693e-39	4.9575252744997e-37
FBgn0035696	-0.620896922148723	6.29265137616466	166.708018137922	3.87443582324266e-38	3.82570580567198e-36
FBgn0034755	1.59348403024673	1.34095777067808	164.734159480884	1.04564082798219e-37	1.02195386228709e-35
FBgn0039789	-0.641779085839156	6.06742606894659	164.6293059891	1.10226954161131e-37	1.06641794641951e-35
FBgn0036417	-2.39308848926425	0.550623936434696	161.94456991464	4.25401253449916e-37	4.07449320554329e-35
FBgn0052282	-1.37844806237481	3.75779615477081	158.147684381711	2.87323599613999e-36	2.72473805653751e-34
FBgn0259685	-0.540782120546539	7.13601932626624	157.709889614172	3.58122647844273e-36	3.34408577130852e-34
FBgn0265045	-0.488016247705135	7.47667983556864	157.701615228119	3.59616657386487e-36	3.34408577130852e-34
FBgn0036945	1.52889720722712	3.37603863006566	155.337966241089	1.18124040706696e-35	1.08787698258532e-33
FBgn0035539	0.822939506172659	4.23159934859619	154.337591313305	1.95412497634426e-35	1.78253419270718e-33
FBgn0259713	-2.464804570242	1.94988248785465	153.534047403414	2.92791805595526e-35	2.64562256037165e-33
FBgn0011283	2.58565571325322	1.86131381081297	149.764733094636	1.95156822691705e-34	1.74692714742164e-32
FBgn0030234	-0.60219831429411	5.1623888249196	149.423263050136	2.31751349387628e-34	2.05529113373583e-32
FBgn0033289	-1.05504761568986	3.42685620490604	148.255873948563	4.17060053274342e-34	3.664771734185e-32
FBgn0030895	-0.729804284196636	5.97983591587717	145.569142843502	1.61262660328352e-33	1.4041579642045e-31
FBgn0012037	0.729187706302509	5.71680757043143	144.515161545558	2.74132080599851e-33	2.36543879998682e-31
FBgn0263986	-1.40224380535387	2.63487205076451	144.281397976742	3.08366934417827e-33	2.63708794451245e-31
FBgn0086367	-0.64553347026107	8.37528520595971	143.659457231072	4.2174115189787e-33	3.57472279015735e-31
FBgn0031850	-0.593379116247224	6.94971709774832	143.605312748348	4.33395162958274e-33	3.64127971124065e-31
FBgn0030317	-0.683722067240316	9.14242935279779	142.957501804127	6.00513739592153e-33	5.00149617201186e-31
FBgn0036380	-1.05329134315233	4.22667092978431	142.890468571985	6.21125696852699e-33	5.1285706245303e-31
FBgn0039756	0.408054224168094	5.70889661002034	139.932553324542	2.75399277702211e-32	2.25450793318955e-30
FBgn0029835	-0.612955865684083	3.79505180414872	139.745443988798	3.02607445248448e-32	2.4562492462624e-30
FBgn0035791	2.21087827339476	5.16658366349657	139.493551546581	3.4352923327769e-32	2.76497730784346e-30
FBgn0085475	1.58899254636213	0.472210237575506	135.015687170894	3.2757055845628e-31	2.61455900741187e-29
FBgn0004635	0.678926894047272	5.09021028531843	134.468056822517	4.31609696202834e-31	3.41649394233946e-29
FBgn0033817	-0.775881520945839	3.93174865311454	132.386252213996	1.23165324898523e-30	9.66948755637748e-29
FBgn0035583	-1.47752475470629	3.11597300997523	131.312336083209	2.11557875292664e-30	1.64739945492125e-28
FBgn0034165	-0.640111559193083	4.28822940285727	131.073536645755	2.38601562080453e-30	1.84300464645692e-28
FBgn0023178	-0.732363116678309	6.29650798667886	129.421140425297	5.48530391508688e-30	4.20305927189617e-28
FBgn0042129	1.59082179348563	2.05249148595321	129.193419346489	6.15214290981379e-30	4.67660514207908e-28
FBgn0041604	-0.497634302874236	5.34206943562628	128.284182100175	9.72692273773399e-30	7.3357847229934e-28
FBgn0051248	0.568851088943029	5.35036542922303	128.084617887707	1.07558136851084e-29	8.04837370906005e-28
FBgn0033875	0.794041004310356	7.83480935096307	125.730720013916	3.52170012330459e-29	2.61479409155127e-27
FBgn0037324	2.06039303267756	0.994841908721461	125.414488139236	4.13009190653564e-29	3.04292463698449e-27
FBgn0266590	-1.13590396767418	2.26075227753524	124.317839584054	7.17747453996271e-29	5.24777489647044e-27
FBgn0032753	-0.989599781713603	4.39385841246876	123.582948385588	1.03948619386876e-28	7.54257482187496e-27
FBgn0259878	-0.602525318578229	4.80108276010037	123.209324163436	1.25486623600463e-28	9.03692391612959e-27
FBgn0038610	-0.519131176313535	5.58890189225053	123.16008528007	1.28639683769576e-28	9.19485739660447e-27
FBgn0034622	-0.978878097927054	5.40722416279839	122.376590813037	1.90929366963681e-28	1.35460850131714e-26
FBgn0016756	-0.365398676550118	7.61528088804976	120.366611160734	5.25864034344735e-28	3.70347479481902e-26
FBgn0002938	-0.620426646590994	11.525874744368	119.6390454775	7.58853281624812e-28	5.30532608131566e-26
FBgn0051632	0.783826864502615	3.23249402471912	118.982375845263	1.0566416458851e-27	7.33370556832426e-26
FBgn0037163	-0.776325539691761	5.88502210212694	118.775625339714	1.17272066826544e-27	8.08080471988948e-26
FBgn0038398	-1.18469720288338	6.91016779668504	118.742962888977	1.19219115839029e-27	8.15629065361585e-26
FBgn0026619	0.328357672815026	5.74378369650308	118.694045543213	1.22195775017036e-27	8.30064633413596e-26
FBgn0026059	-0.455423688217077	8.18844457563842	117.451520246982	2.28620468835631e-27	1.53548070032622e-25
FBgn0031879	-0.846771083808272	5.50853754355866	117.446083528725	2.29248005999843e-27	1.53548070032622e-25
FBgn0036448	-0.428674512548333	7.54071036734695	115.750086975937	5.39129568347886e-27	3.58596042058059e-25
FBgn0002576	-0.738940350356169	5.27293038661378	115.24354432321	6.96023704170609e-27	4.59759657830765e-25
FBgn0036663	-0.474682692545547	9.55290582645027	114.950465875571	8.06879954921946e-27	5.29335356728931e-25
FBgn0024993	0.764394535206698	2.69338580444656	114.739230261123	8.97575290971716e-27	5.84828308634496e-25
FBgn0003861	-0.509192500815956	11.4672701401721	113.340715206647	1.81707472169592e-26	1.17594200570294e-24
FBgn0015777	0.428316865915721	8.38939740573757	111.928899236633	3.70356755590844e-26	2.38072282218061e-24
FBgn0263346	-0.42953710639344	8.39591720235907	109.112061693022	1.53365470488534e-25	9.79289650892787e-24
FBgn0000723	-0.399772176679569	6.68756495983879	108.836643629069	1.76227238458028e-25	1.11781754301391e-23
FBgn0003053	-0.721950423706607	4.81006700466229	106.85419127871	4.79157253571557e-25	3.0193211675713e-23
FBgn0284247	-0.81000348160501	2.87740977645057	106.44488303057	5.89083240954828e-25	3.68773809272244e-23
FBgn0030773	-1.43442984754266	6.83652376862837	106.178925949213	6.73692906908445e-25	4.19001991062928e-23
FBgn0033710	-0.417586383342122	8.52807674872862	105.495456593985	9.51157458703184e-25	5.87753944481232e-23
FBgn0026192	0.37171112664232	6.84927676443459	105.226383568262	1.08949534559683e-24	6.68922206418363e-23
FBgn0034076	3.55793411128437	1.87844380655893	105.011037384936	1.21457397072866e-24	7.40967483543891e-23
FBgn0004512	-0.531575922615201	5.70373045450084	103.113938390491	3.16417064936446e-24	1.91812825820334e-22
FBgn0030600	-0.665186976094733	7.37465499410425	102.88423081993	3.55316655569919e-24	2.14039177801804e-22
FBgn0036454	-0.358108672189884	8.27384580426444	102.653885456833	3.99127907897718e-24	2.38927943865271e-22
FBgn0035802	-0.372143121752214	6.79738278814687	100.478993899824	1.19659308231722e-23	7.118614001512e-22
FBgn0038732	2.50695582569434	0.79905710353725	99.3760220829387	2.08835763706227e-23	1.23470922517175e-21
FBgn0030798	-0.557619062104137	4.97836894838906	98.1772952988384	3.82551155322638e-23	2.24789875195106e-21
FBgn0036939	-0.648117629715079	4.05692513608706	96.6187192200101	8.40498531160679e-23	4.90871642162011e-21
FBgn0003162	-0.505489800824002	7.05289965053159	96.4351036679962	9.22175299440739e-23	5.35308788972327e-21
FBgn0025864	-0.26749647806026	7.16468551358229	95.6858688106061	1.34638072237571e-22	7.76845455356301e-21
FBgn0284244	-0.946319641128279	3.08322555034213	94.385447816059	2.59694421569882e-22	1.48943303580618e-20
FBgn0267435	-0.812830819980687	10.6323596548176	93.7146866489346	3.64446632051608e-22	2.07777966773232e-20
FBgn0031414	-0.666549557118872	7.68319627498604	93.5389111242684	3.98292848170905e-22	2.25730704129049e-20
FBgn0024315	0.300415074368498	7.28407630138604	92.6746638165371	6.16376299467924e-22	3.47273658606105e-20
FBgn0050203	-0.604517343609946	4.98770592710726	92.6143930426251	6.35436172462487e-22	3.55918576599164e-20
FBgn0086408	-0.555463487877481	3.98383506034516	92.4780060389281	6.80771615535809e-22	3.79094798465231e-20
FBgn0263973	-0.651557783575486	4.18021931613334	91.2141397192975	1.28935610875431e-21	7.13841202869871e-20
FBgn0001257	-1.02042357024482	6.76439815796896	91.1871481684858	1.30706429639304e-21	7.18417074807023e-20
FBgn0001316	-0.417119306607024	7.35331555455085	91.178751423546	1.31262255263342e-21	7.18417074807023e-20
FBgn0038877	0.422029472479353	8.58916598610903	90.9663168263261	1.46138755895113e-21	7.9529375225193e-20
FBgn0032322	0.998008344164194	6.7627018026783	90.6738084730372	1.69421119935493e-21	9.16788410588787e-20
FBgn0033139	1.00723786237548	3.00335602726219	90.6415708163174	1.72204091944556e-21	9.26612804856715e-20
FBgn0001296	-0.442875701152201	5.95798449670127	90.6174707877641	1.74314396209418e-21	9.32728093236765e-20
FBgn0033697	1.05262836357234	2.15409306615201	90.1702685078935	2.18521278133417e-21	1.16277600108993e-19
FBgn0033540	0.521614152802382	4.70576969654227	89.6769731935665	2.80399689681266e-21	1.48379460097633e-19
FBgn0036046	-0.649740352198553	6.52875734558383	89.6658041856665	2.81987152810587e-21	1.48399612616473e-19
FBgn0042201	-1.15110795302161	5.04322933879397	89.4555415670974	3.13607379053229e-21	1.64138332053105e-19
FBgn0027074	-0.637766739781366	4.55162500934773	89.3108816681875	3.37398191550676e-21	1.75630428188716e-19
FBgn0000500	-0.46497058917292	6.60257209246423	88.4236847723304	5.28343952524434e-21	2.73539371744813e-19
FBgn0050101	-1.43899934428812	0.717157135331316	88.2848009099672	5.66772799398061e-21	2.9185752003412e-19
FBgn0034797	-0.439903648977777	7.17859029719914	88.1349101634458	6.11390127254259e-21	3.13149445927342e-19
FBgn0262719	-0.610330032284799	3.53549341386755	87.6847113772494	7.67654712173857e-21	3.91095576234106e-19
FBgn0035371	-0.344723001287784	6.86254276287519	87.6139466062146	7.95616574407481e-21	4.03196589929886e-19
FBgn0028699	0.349278720582217	6.1321339003585	86.6570304003637	1.29070924119705e-20	6.50653321693963e-19
FBgn0035873	-1.06798122936124	2.76466308163302	85.784964681404	2.00605657026957e-20	1.00596910104932e-18
FBgn0033304	0.779449003221018	5.3124430576459	85.5007221421296	2.31616999773559e-20	1.15543105407872e-18
FBgn0031629	-0.50228660586237	6.32740314996837	85.4707704666801	2.35152041443934e-20	1.16698769582902e-18
FBgn0032652	-0.82308711346159	7.02792896413166	85.4277886865021	2.40319458531939e-20	1.18648441949428e-18
FBgn0028983	-0.625448469960217	5.01071523157589	85.2089048479094	2.68450177468948e-20	1.3185722050244e-18
FBgn0031374	-0.416020402424356	8.04893214537388	85.0700169918614	2.8798453825572e-20	1.40730403439453e-18
FBgn0037730	-0.770614933805571	3.08218078808515	84.7471229888844	3.39072130905717e-20	1.64854460396699e-18
FBgn0036620	-0.929703286470205	6.0075999163035	84.6881390965678	3.4933982375399e-20	1.68988728884632e-18
FBgn0053126	0.496338251432682	5.32748484873887	83.8026425000002	5.46716842567762e-20	2.63138387844926e-18
FBgn0260746	-0.796908733901972	5.57595744070144	83.7518555759959	5.60943811948888e-20	2.68635991542322e-18
FBgn0260006	-0.470291046027065	4.55325572955073	83.6204833842113	5.99486840003847e-20	2.85665918087405e-18
FBgn0037976	0.467428403636823	6.05083788271851	83.2192469493856	7.34391810310478e-20	3.4821805738385e-18
FBgn0261397	-0.423878433180268	7.11418412875828	82.725509614146	9.42766777415675e-20	4.44818728772775e-18
FBgn0033809	-0.436230330649139	4.61483787728203	82.6471104032403	9.8091105191211e-20	4.60547355647755e-18
FBgn0037913	-0.702892475538165	7.94828913808919	82.4619891066335	1.07721898926317e-19	5.03297730690861e-18
FBgn0043005	0.694174753696151	4.04446290493857	82.32258818671	1.15593523036212e-19	5.37453768757688e-18
FBgn0050052	0.415706461064084	7.53647654977459	82.1939808127683	1.23364994596698e-19	5.70816385626652e-18
FBgn0044011	0.59113753546163	3.31365251119891	82.1626530490689	1.25335921879262e-19	5.77147817192101e-18
FBgn0033196	0.29170914921234	7.03711053418579	82.1053289494351	1.29024266947313e-19	5.9102345778194e-18
FBgn0038072	-0.301476284081021	4.49533775321422	82.096783147422	1.29583343218007e-19	5.9102345778194e-18
FBgn0000206	-0.569546563351875	7.42989966710516	81.9446730964078	1.39949997618734e-19	6.35280131370726e-18
FBgn0003090	-0.507566177593053	4.89932653248102	80.9037538277253	2.36983073217992e-19	1.07067163928393e-17
FBgn0023001	-0.512441250990896	3.16600375507581	80.2588777807171	3.28433539425866e-19	1.47687156836664e-17
FBgn0263258	-0.346235429136779	6.42137900733499	80.1196954941938	3.52402178134645e-19	1.57724675802506e-17
FBgn0035112	0.776345740271104	4.22219727512053	79.9412822236899	3.85703179677349e-19	1.71826281625565e-17
FBgn0034049	0.375363952015478	5.37067576448779	79.8853877098771	3.96770026826037e-19	1.7593811652499e-17
FBgn0010403	3.96219724735481	2.2382541052091	79.5490498386907	4.70400970553472e-19	2.07626750965952e-17
FBgn0037896	-0.680714467849557	5.59508902703408	79.4330804777475	4.98838449434343e-19	2.19168562783584e-17
FBgn0030421	-0.418641935086351	5.74207149993446	79.1736264159238	5.68844032624919e-19	2.48784846779976e-17
FBgn0039048	-0.400122230542492	6.34045515519338	79.0026321300175	6.20272386437287e-19	2.70044041695288e-17
FBgn0019940	-0.601473816099866	9.91255628725674	78.7547671746489	7.03188397737122e-19	3.04757396992134e-17
FBgn0040236	-0.569455221729362	6.770839545359	78.7135079525858	7.18029177610978e-19	3.09787543385493e-17
FBgn0036225	-0.931345214396188	2.15741558681313	77.3248410155358	1.45030427971123e-18	6.22915443545927e-17
FBgn0028371	-0.390031135958211	8.41424066567637	76.954339786535	1.74956454670841e-18	7.48095054838087e-17
FBgn0011230	-0.338987200642613	8.09364367159795	76.7077662530066	1.98222322610015e-18	8.43810402648323e-17
FBgn0036463	0.46326677274914	3.38238871869814	76.3781972973118	2.34223002864971e-18	9.92649522761366e-17
FBgn0011281	3.87987005854393	2.43640545906057	76.3554323555682	2.36938713780053e-18	9.99735242548613e-17
FBgn0004567	0.500983004160634	3.534718191461	76.3382643656876	2.39007558282547e-18	1.00404140053957e-16
FBgn0035482	0.490867022447331	2.91861559622449	76.2467755856905	2.50341098277593e-18	1.0470598424903e-16
FBgn0038912	0.438495119393732	6.99459836458127	76.1344047116474	2.64999795362106e-18	1.10355132172967e-16
FBgn0002936	-0.682335778828792	7.14370167521604	75.6851761862093	3.3269595231016e-18	1.37946399620204e-16
FBgn0030555	-0.386372865160839	7.41498260172858	75.6033917892421	3.46765365239202e-18	1.43160287425046e-16
FBgn0263705	-0.459402190710659	5.60065728675851	75.4622049938932	3.72468742839562e-18	1.53111829138083e-16
FBgn0003248	-0.425884129133761	8.42390790301795	75.2346697267391	4.17963034240258e-18	1.71079057348427e-16
FBgn0038816	-0.502927670011966	5.73015126784761	75.0788500661553	4.52285466749553e-18	1.84340008533073e-16
FBgn0023458	-0.680535965368231	8.02786750428541	74.7642186526346	5.3042382332961e-18	2.15271160163178e-16
FBgn0032817	-0.564530992081185	6.48035114463346	74.6168958984453	5.7151981567073e-18	2.3097117276347e-16
FBgn0036880	-1.48167706061989	0.770559779277705	74.3691667948268	6.47931230890258e-18	2.60751484431382e-16
FBgn0051103	-0.361796128960475	5.68546491129148	74.2640037382347	6.83383198923884e-18	2.73867961476693e-16
FBgn0037721	-0.652336707221789	4.05384043938174	74.2200356094218	6.9877475083211e-18	2.78869356811248e-16
FBgn0051199	-0.395835504252182	6.34736388775183	73.5605434681369	9.75962187579136e-18	3.87874100939127e-16
FBgn0041713	-0.381807734158472	6.44309937921573	72.9074623755046	1.35873456751014e-17	5.37766929240169e-16
FBgn0037950	-0.512375651698293	4.51837872891675	72.8322075866868	1.41154418683051e-17	5.56369144916156e-16
FBgn0025366	0.346188061940332	7.36678315747359	72.5625049955473	1.61824576207403e-17	6.35227783161682e-16
FBgn0033359	-1.43875987430284	0.751408891833778	72.550025710246	1.6285110280955e-17	6.36648107228519e-16
FBgn0030258	0.391793366408247	6.68496686769055	72.3500789008736	1.80215598206803e-17	7.01668699034453e-16
FBgn0264560	-0.32471405917272	6.78686318298525	72.335386867648	1.81562297609413e-17	7.04050075507269e-16
FBgn0032538	-1.24788246334146	0.73850247646663	72.285006083266	1.86257208667761e-17	7.19343364766056e-16
FBgn0085400	-0.393129801370607	5.99285834198846	72.2521646144693	1.89382848713266e-17	7.28477479909905e-16
FBgn0036030	0.545037621272399	8.51978615476062	72.2236132311409	1.92142792382183e-17	7.36137466174618e-16
FBgn0023511	-0.289755511564894	5.99471804354955	72.0709171619942	2.07600919192488e-17	7.92191874113803e-16
FBgn0010812	-0.308159901257061	5.07444341198495	71.8471354542994	2.32530842242544e-17	8.83801748809163e-16
FBgn0010414	-0.459894508441972	4.68153411201021	71.8260147820968	2.35033105401395e-17	8.89781455942516e-16
FBgn0051019	1.49145206193964	0.82677739023132	71.7282902815006	2.46966230922141e-17	9.31276598335539e-16
FBgn0037537	-0.355904196638946	7.20599838213684	70.998741042591	3.57452910606036e-17	1.34262116775867e-15
FBgn0033635	0.688901907413872	3.91793529239672	70.6491071671388	4.26760801354623e-17	1.59668552944319e-15
FBgn0267668	0.575754151455875	3.94184777123106	70.4362544796729	4.75381991890324e-17	1.77167654409554e-15
FBgn0035720	-0.41098018477722	10.9153797916716	70.3797484478526	4.89195547223788e-17	1.81609106639901e-15
