pval	qval	lfdr	statistic	param.cutoff	param.N.cens	param.eta0	param.eta0.SE	WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44
FBgn0025624	0.00869927238459708	0.0213305762524348	0.0619153800478861	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	664.061869573572	676.939418341678	556.64249518606	772.052294518884	590.494199581178	528.22528581886	739.996249881413	749.887012235047	500.89363587406	811.185428767836	572.895672384148	431.777800159161
FBgn0040395	0.00775565386691981	0.019820870750268	0.0549794965785133	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	5525.3649635599	5129.53559246074	5147.46489478581	4859.78345620958	6338.94158471813	6387.44524804566	5696.72457603961	4951.47467298134	5258.86032319551	4828.88917543994	6024.92397452936	6462.81316922723
FBgn0023540	0.00637627490980351	0.0176998904702618	0.0438024515603463	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1315.39781481734	1447.99875581108	1731.5889455712	1377.14407832178	1354.77020520243	1575.60761220647	1223.88353732301	1420.04175802787	1524.64075387136	1177.49298495226	1418.39275987556	1594.34529951819
FBgn0003116	0.00413095034983132	0.013639075628335	0.0320277614255583	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	907.011334051709	757.48434913367	610.701857389258	831.440932558798	643.26563806455	533.892939100178	851.052348638501	664.099130620001	665.069629260757	753.85033301723	675.013027884645	569.161645664349
FBgn0040900	0.0102161779738471	0.0237147590681209	0.0709348291518216	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	48.5898928956273	46.1549603414781	21.1169383606244	24.6518874882663	21.8364573034642	26.0712050940639	45.3290199008523	59.5468825327964	21.9598462491759	13.8028934214422	22.5004342628215	33.4800968037852
FBgn0000810	0.000221467389355625	0.00242056172721466	0.00513470523767884	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	571.509692629521	814.499300143731	1052.46820789352	659.99826048131	847.072572896882	1102.92532854453	641.405631597059	813.470971549728	952.639044428537	678.465299715507	928.575614000287	1005.55739021024
FBgn0003159	0.0138614696517218	0.0287765646187637	0.0725776964160374	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	2121.75865644239	2191.90811660902	2467.30307805536	1874.66398944861	2154.5304539418	2934.71086906659	2132.7303863351	2309.20791923794	2488.7825749066	1847.46419640842	2364.27640023186	2991.27347650371
FBgn0040389	0.0345189631618197	0.0515240030011661	0.131173190276929	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	328.560228151384	343.899704505131	293.103104445467	330.559400410843	406.704017277021	367.263932629422	319.569590301008	295.71587427304	255.152499276139	323.837114887683	355.67994161614	375.207981421731
FBgn0023529	0.0396423802321068	0.0560528792770252	0.150333611639008	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	2968.61107548047	3789.23174411311	4501.2865809507	3490.48316027043	4197.14906420335	4201.99814276934	3076.70722577035	3567.76660599043	4911.68561106568	3837.20437116094	4282.00572047849	4258.89921066082
FBgn0023528	0.00120010447709523	0.00655702265576465	0.0170205845596442	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1904.26104062387	1968.37330868068	2507.84759970776	2027.05747573971	2122.68562037425	2539.10867003057	2023.94073857305	2017.52912174678	2278.59547509306	2042.82822637345	2108.98301148062	2554.87773195782
FBgn0023525	0.01452153968676	0.0296006253379298	0.0843660065452099	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	620.099585525148	521.279552091988	490.757647500911	618.538267887408	563.198627951848	444.34401725535	556.413719282961	524.819981644986	450.69970159023	539.374604468666	482.893935332862	446.78611941603
FBgn0000377	0.0106182299435036	0.0243279600799974	0.0709348291518216	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	720.750077951804	604.539480551124	543.12765463526	617.417727547032	652.364161940993	545.228245662815	699.200131970646	619.691286019271	631.607006404869	649.797751840204	646.454784397218	555.307812504162
FBgn0004397	1.62180414544163e-06	0.000178216333632817	0.000270084008293351	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	3102.81173204934	5484.29528763445	6095.19308841063	5736.04600238341	3409.21689650335	3091.13809963097	2935.05403858018	5978.91071397095	6030.59206280941	5250.40830531014	3312.75624454157	2897.76010267245
FBgn0004655	0.00178662953795297	0.00822142348413967	0.0175648301498911	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1733.03951327737	2026.29325891313	2350.73757830471	1743.56076962465	2118.13635843603	2239.85657677697	1821.09337451674	2032.66815967885	2082.00256581473	1623.43261856809	1903.88289916182	2222.38573611333
FBgn0013432	0.000565064876925048	0.00416158186231694	0.0100498854690037	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	581.921812535726	671.509423007387	802.443657703728	614.056106525905	696.037076547922	808.207357915981	624.40724913424	628.774708778511	841.79410621841	655.106557002297	726.071705634894	781.587087453883
FBgn0004861	0.00318673352007021	0.0117278632614093	0.0283963426523282	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1056.25171937399	1253.42392299896	1473.96229757158	1162.00033296964	1280.16230941559	1481.52456773659	1016.50327127661	1295.90164698493	1234.97992477508	1042.6493338351	1215.88885151016	1439.64416256276
FBgn0004860	0.00145836222173783	0.00735806742333049	0.0170205845596442	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	787.850406236242	940.294192054818	1165.65499750647	782.137157582266	937.147959273672	1119.92828838848	823.85493669799	1049.63996328997	999.695857819628	849.408825934907	980.499693068337	1090.98936136473
FBgn0040066	0.000291113178254009	0.00282172222301807	0.0064868699700037	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	432.681427213443	428.969631409031	591.274274097484	388.827498110381	452.196636659238	579.234165350724	409.094404605192	447.106253593709	538.539086586933	380.110449605871	506.259770913484	535.681548860564
FBgn0001404	0.0342444360277085	0.051274410117657	0.131173190276929	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	3080.83059002513	3055.27737476137	3805.27229258452	3121.82538828681	3477.45582557668	4034.23560564232	3237.62524641837	3201.40188803441	3566.90645504472	3354.10310141046	3574.97284383522	4240.4274331139
FBgn0040336	0.00714236862152323	0.0189084863345621	0.0438024515603463	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	286.911748526561	229.869802485008	199.343898124294	231.951850457778	226.553244523441	184.765496970975	309.370560823317	229.104107371946	149.536095887246	258.007930877728	226.735145263817	181.254317179113
FBgn0029629	0.00804063267540704	0.0202805265063179	0.0549794965785133	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1790.8846238674	1954.79832034495	2086.35351002969	1867.94074740636	2112.67724411016	2240.99010743323	1732.70178571008	1819.71235943444	2157.29346724047	1673.33538709177	2031.09689287854	2133.4903066688
FBgn0040375	0.0220441455828012	0.0390675102986131	0.112282138956453	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	702.239642562994	756.579349911288	780.482041808678	803.427424049405	718.78338623903	816.142072509827	771.72656381201	739.794320280335	705.852200866369	685.897626942437	680.20543579145	677.68333875248
FBgn0003714	0.0325303504131228	0.0496799274979646	0.131173190276929	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	446.564253755051	345.709702949895	307.462622530691	460.542079894429	429.450326968129	430.741649380186	393.229247639893	331.040296114529	273.975224632576	355.689945860242	408.46942200199	488.347618896591
FBgn0003371	2.83277014005043e-06	0.000255434230719349	0.000656464021215535	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	10705.9730680032	11038.2755153923	13717.5631590616	9629.9236851891	11738.9155053873	13648.8426320706	10780.3741579202	10948.5522324708	14477.8129199924	9804.30137335366	11348.0074803222	14145.9181426476
FBgn0003068	1.34946034982773e-06	0.000167442039902836	0.000253479546619537	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	773.967579694634	1897.78336933489	6010.72533496813	6878.99714956666	4393.67717993453	1138.0647788887	780.79236779218	1947.88954725927	6826.37506260097	6065.84077820765	4357.29563512716	1119.85151378178
FBgn0024996	0.00450590983221925	0.014323416654858	0.0320277614255583	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	738.103611128814	722.189379460774	598.876371907308	835.923093920301	821.596706042841	654.047188664125	814.789132717819	790.257780053892	619.058522833912	831.35888838379	764.14936361813	678.837824849162
FBgn0024997	0.020164129451947	0.0368285134869742	0.112282138956453	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	497.467951074279	245.254789265501	441.766350504263	562.511250868621	789.751872475289	413.738689536232	524.683405352365	275.530490363617	387.957283735441	543.62164859834	708.763679278877	322.101620974347
FBgn0024980	0.000317967882400661	0.00296920096734526	0.00711961034164425	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	978.739271183349	777.394332026072	639.420893559707	487.435048063446	544.091727811317	680.118393758189	1002.90456530636	732.729435912038	590.824434799257	497.965924204339	490.682547193069	727.326240909817
FBgn0000376	0.0370466170664893	0.0537672946564484	0.134437415548285	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	664.061869573572	794.589317251328	948.572871159249	654.395558779431	815.22773932933	888.6880345107	700.333357468167	803.378279595016	810.422897291016	715.626935850159	752.89914648672	764.269796003649
FBgn0024973	0.0171576595398388	0.0331229793711341	0.100040407555858	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1177.72645161306	1040.74910573921	931.679320470749	1164.24141365039	1033.59231236397	871.685074666745	1107.16131107832	1141.48346007784	961.004700142508	1060.69927138621	978.768890432735	796.595406710752
FBgn0024998	0.000902623558061988	0.00552973114939808	0.013979820618483	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	434.995231637044	461.549603414781	516.942651068086	389.948038450757	496.779403653811	478.34993694326	379.630541669638	455.180407157478	528.082016944469	332.331203147032	472.509119519252	476.802757929769
FBgn0024994	0.00565347712967369	0.016448693784174	0.0418401656425924	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	365.581098929005	368.334683509443	334.492303632291	406.756143556393	339.37494059134	257.311458971848	415.893757590319	367.37398715149	282.340880346548	401.345670254243	360.872349522945	245.905538593319
FBgn0000479	0.0208011578234691	0.0376023617714125	0.112282138956453	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	5014.01418594401	4957.58574020817	5942.30645467971	5229.56176853357	5477.31137361894	5723.19628347516	5583.40202628748	5386.4696962294	6652.78770653606	5104.94704386879	5268.56322277143	6443.18690558363
FBgn0003285	0.0278126861054787	0.0451773684904264	0.112282138956453	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	263.773704290548	378.289674955644	410.513281730539	317.112916326334	282.96409255739	303.786215878658	269.707668410071	363.336910369605	379.59162802147	274.996107396426	246.639375573236	249.368996883366
FBgn0029639	0.000788225326314884	0.00508375347609135	0.013979820618483	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1318.86852145274	1894.16337244536	2715.6382731763	1711.06509975375	2038.06934832333	2526.63983281167	1296.40996916437	2105.33554175277	2398.85177598141	1437.62443789483	2415.33507798211	2811.17364542128
FBgn0029666	0.000606900317954646	0.00434831073105389	0.0113381088147656	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	769.339970847432	788.254322694655	1118.35305557867	848.249037664434	818.867148879908	1025.8452439186	797.790750255	849.804662586688	1122.04357263647	906.743921685513	777.130383385143	1047.1188896908
FBgn0023215	0.000742233519658828	0.00489898375494222	0.0113381088147656	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1329.28064135895	1525.82868893592	2653.97681316328	1303.18841585698	1512.1746682649	2107.23348999412	1243.14837078087	1591.61752125797	2161.47629509746	1373.91877594971	1568.1071878551	2027.27758577403
FBgn0029663	0.018511298383474	0.0348264676249842	0.100040407555858	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1289.94596615772	1350.25883979383	1527.17698224036	1181.04951875603	1295.62980000554	1498.52752758054	1362.13704802061	1326.17972284906	1556.01196279875	1288.97789335622	1099.92507492485	1540.08445297412
FBgn0028665	0.00678610619335676	0.0183606717393832	0.0438024515603463	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	4656.53140249761	4788.35088562275	4641.50305166525	4830.64940735981	4983.26152712806	4469.51137764756	4675.68840277291	5053.41086172393	4607.38488446996	4656.88388818812	5067.79011704164	4393.97408397264
