pval	qval	lfdr	statistic	param.cutoff	param.N.cens	param.eta0	param.eta0.SE	WT2U_ZT00	WT2U_ZT04	WT2U_ZT08	WT2U_ZT12	WT2U_ZT16	WT2U_ZT20	WT2U_ZT24	WT2U_ZT28	WT2U_ZT32	WT2U_ZT36	WT2U_ZT40	WT2U_ZT44
FBgn0038404	0.0244436595965083	0.0417392154766009	0.112282138956453	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	48.5898928956273	62.4449463443527	57.4380723408984	75.0762028051745	110.092138904965	97.4836364386737	52.1283728859801	74.6859204648633	64.8338317832813	107.237864274282	129.810197670124	98.1313182179912
FBgn0038412	0.00307604580775879	0.0114852685430368	0.0283963426523282	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	630.511705431354	704.994394235518	832.852048943027	652.15447809868	566.838037502425	795.738520697081	613.074994159027	681.25670694301	734.086288901024	673.156494553413	630.012159359002	802.367837194163
FBgn0038407	0.00267899554443208	0.0105537547705562	0.0283963426523282	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	2856.3915609358	2420.87291987164	1870.96073875132	2028.17801608009	1940.71514284538	2528.9068941242	2678.94507614037	2361.68991740243	1892.72960528612	1810.30256027377	2074.36695876858	2211.99536124319
FBgn0038400	0.0424110676196927	0.0584457228459094	0.150333611639008	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	3422.11674250632	3842.62669823364	3918.45908219747	3310.07616546993	3480.18538273961	4016.09911514211	3372.47908062341	3892.75128693213	3775.00214092977	3152.36850525092	3488.43271205513	3651.63952380595
FBgn0038418	0.039702423896242	0.056106093417508	0.150333611639008	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	233.694246783731	287.789752717452	384.328278163364	240.916173180784	293.882321209122	362.729810004367	253.842511444773	331.040296114529	318.940624095174	245.266798488704	302.025059912489	280.540121493787
FBgn0038432	0.00211724070773313	0.00909696932053238	0.0259551023081566	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	540.273332910903	569.24451087823	678.276060143256	682.409067288825	603.232133008199	571.299450756879	580.211454730909	604.552248087204	684.93806158144	710.318130688066	603.184718507177	498.737993766732
FBgn0038426	0.00749323082981309	0.0194254184623974	0.0438024515603463	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	389.876045376819	314.939729388909	259.316003068468	335.041561772346	326.637007164319	281.115602753385	407.96117910767	333.058834505472	266.655275882851	314.281265595915	351.352935027136	258.604885656824
FBgn0027109	0.00400968983912323	0.013406297815522	0.0320277614255583	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1053.93791495039	1049.79909796303	837.075436615152	1148.55384888513	1063.61744115624	1006.57522276212	1115.09388956097	1177.8171511148	839.702692289918	1133.9607826231	994.34611415315	972.077293406454
FBgn0015019	0.0274309081607489	0.0448046878582731	0.112282138956453	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1119.88134102303	1514.96869826734	1558.43005101408	1389.47002206592	1329.29433834838	1380.64033932912	1055.03293819234	1563.35798378477	1563.33191154848	1669.08834296209	1330.98722677767	1206.43797103295
FBgn0051217	0.0237409811149712	0.040977235732682	0.112282138956453	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	2399.41518727455	1953.89332112257	1557.58537347966	1604.61376741806	1545.83920660774	1768.30782377129	2280.04970101287	1804.57332150237	1531.96070262108	1613.87676927632	1690.12877366502	1820.62457446791
FBgn0038454	0.0175281675049693	0.0335980286012863	0.100040407555858	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	197.830278217911	167.424856140656	234.820354570143	177.045373779367	207.44634438291	239.17496847163	149.585765672812	186.714801162158	226.918411241485	181.561136543586	208.561717589999	251.67796907673
FBgn0022344	0.0293836048231152	0.0466684973483038	0.112282138956453	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	754.300242094023	590.964492215396	522.855393809061	745.159326349866	676.93017640739	586.035349288306	711.66561244338	674.191822574712	461.156771232694	703.947564493554	726.937106952695	621.11352001505
FBgn0027562	0.00137007605089571	0.00709839607092448	0.0170205845596442	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1793.19842829101	1926.74334445111	2528.96453806838	2938.05677246519	2437.49454649919	2140.10587902577	1699.83824628196	1708.69274793262	2457.41136597921	2944.26334289687	2177.34971558688	2146.1896537323
FBgn0038462	0.0149697882929998	0.0301873948598882	0.0843660065452099	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	432.681427213443	373.764678843734	339.560368838841	439.25181342729	417.622245928753	346.860380816676	445.357620525873	355.262756805836	275.020931596822	440.630828453733	444.816277349625	339.418912424581
FBgn0038461	0.00677492936135309	0.0183430951081359	0.0438024515603463	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	389.876045376819	300.459741830798	323.511495684766	434.769652065787	309.349811799076	265.246173565694	397.762149629979	238.187530131186	259.335327133125	359.936989989917	297.698053323485	284.003579783833
FBgn0038460	0.00203769876554075	0.00887202971620282	0.0259551023081566	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	830.655788072866	680.559415231206	601.410404510583	854.972279706689	717.873533851386	474.949344974469	829.521064185596	681.25670694301	677.618112831714	725.182785141927	782.322791291948	504.510424250143
FBgn0038471	0.000333645518456279	0.0030528251574509	0.00711961034164425	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	377.150121047012	312.224731721763	281.277618963517	340.644263474225	296.611878372056	281.115602753385	372.83118868451	306.817835423222	284.432294275041	334.454725211869	318.467684950704	264.377316140235
FBgn0038491	0.00683760659113539	0.0184413484568872	0.0438024515603463	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	388.719143165018	345.709702949895	312.530687737241	406.756143556393	360.301545507159	329.857420972722	368.298286694425	329.021757723587	311.620675345449	394.975104059732	352.218336344937	350.963773391404
FBgn0028992	0.0307092884181248	0.0479147012081506	0.131173190276929	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	596.961541289135	562.909516321556	482.310872156662	758.605810434375	576.846413766513	465.881099724359	580.211454730909	561.153672681946	512.396412480772	645.550707710529	604.050119824977	441.013688932619
FBgn0038498	0.00557874731451905	0.0163160561128638	0.0418401656425924	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1669.40989162834	1814.52344087576	2115.91722373457	1755.88671336878	1928.88706180601	1999.54807764908	1840.3582079746	1740.98936218769	2283.8240099143	1638.29727302195	1716.95621451684	2030.74104406408
FBgn0038526	0.0367222720181807	0.053483833983588	0.134437415548285	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	19.667337600611	19.9099828924023	13.5148405507996	33.6162102112722	18.1970477528868	12.4688372189001	28.3306374380327	19.1761147139514	15.6856044636971	39.2851581994894	24.2312368984232	17.3172914502337
FBgn0038532	0.00983420880793532	0.0231170519468929	0.0709348291518216	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	848.009321249876	823.54929236755	966.311099382173	804.54796438978	813.408034554042	919.293362229819	840.853319160809	768.053857753527	899.307989251966	802.691340508487	877.516936250039	975.5407516965
FBgn0051360	0.00241007932893128	0.00987640958757099	0.0259551023081566	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	252.204682172541	199.099828924023	110.652757009672	295.822649859195	219.274425422286	103.151289719992	264.041540922464	168.547955643678	182.998718743133	249.513842618379	200.773105729792	136.229359408505
FBgn0010926	0.0452293550702336	0.0607598308804762	0.150333611639008	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	357.482783446401	401.819654737574	440.076995435413	386.58641742963	429.450326968129	437.542833317768	361.498933709297	401.689139797508	418.282785698589	376.925166508615	450.00868525643	397.143217258694
FBgn0038515	0.00289145828672506	0.0110646094512325	0.0283963426523282	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1367.45841434837	1468.81373792586	1689.35506884995	1399.5548851293	1545.83920660774	1733.16837342712	1384.80155797104	1500.78329366556	1527.7778747641	1363.30116562553	1539.54894436767	1665.92343751249
FBgn0016650	0.0016018585610725	0.00775231006455432	0.0170205845596442	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1079.38976361001	1189.16897820985	1332.05647178819	1166.48249433114	1032.68245997633	1002.04110013706	1083.36357563037	1208.09522697894	1331.18496548576	1005.48769770045	999.538522059955	892.417752735378
FBgn0038548	0.0267174056365445	0.0440969735025167	0.112282138956453	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	241.792562266336	259.734776823612	342.93907897654	247.639415223038	287.513354495612	308.320338503712	258.375413434858	255.345106454195	362.860316593526	276.057868428845	270.870612471659	279.385635397104
FBgn0003499	0.0111245404293047	0.0250778820919343	0.0709348291518216	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	451.191862602253	476.934590195273	580.293466149959	508.725314530585	457.655750985104	469.28169169315	436.291816545703	497.569713367265	537.493379622687	542.559887565922	430.104454947011	417.923966998974
FBgn0042693	0.00397165765450082	0.0133320704080062	0.0320277614255583	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	6283.13591228932	6350.37954345395	7012.51289079616	6471.12046566989	6578.23276266859	6954.21057617748	6555.70950316076	6371.51643100922	6934.08287991836	6663.61223945934	6533.77994939624	7215.53810426406
FBgn0038578	0.00940493823004535	0.0224371126327578	0.0627582192317196	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	357.482783446401	348.42470061704	315.909397874941	354.090747558733	406.704017277021	307.186807847449	326.368943286136	357.281295196779	287.56941516778	340.825291406381	397.21920487058	300.166385137385
FBgn0011701	0.0272920553589358	0.0446681151182761	0.112282138956453	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1557.19037708367	1467.90873870348	1343.88195727014	1461.18460384996	1349.31109087656	1287.6908255155	1572.91699055957	1419.0324888324	1236.02563173933	1443.99500408934	1281.65935166302	1235.30012345001
FBgn0020238	0.000127331200212484	0.00178778275254232	0.00340257837864403	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	13609.7976196228	16994.0753978877	23542.0075619585	16497.715431352	16673.0450035826	21059.8660627223	14573.279898124	17355.3930853215	23236.6544525209	15837.2275595563	17207.6398031516	22188.0682921361
FBgn0038589	0.0440360290252217	0.0597943669423757	0.150333611639008	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	338.97234805759	357.47469284086	266.073423343868	293.581569178444	197.437968118822	224.439069940202	385.296669157244	393.614986233739	221.689876420252	231.463905067262	174.811066195767	195.1081503393
FBgn0024432	0.00539174606185864	0.015977995492068	0.0418401656425924	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1085.17427466901	1411.7987869158	1974.01139795117	1410.76028853306	1392.07415309584	1711.63129095811	1142.29130150148	1507.84817803386	2003.57454349624	1326.13952949087	1414.93115460435	1675.15932628594
FBgn0038609	0.0123175410307059	0.0267529562362195	0.0709348291518216	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	123.788536662669	133.034885690143	87.0017860457726	121.01835676058	135.568005759007	86.1483298760373	126.921255722386	102.945457938055	61.6967108905419	111.484908403956	112.502171314108	83.1229989611219
FBgn0010877	0.000229651918241452	0.00246703641251814	0.00513470523767884	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1735.35331770097	1800.04345331764	2100.71302811492	1680.81051056361	1794.22890843464	2136.70528705698	1669.24115784888	1872.19435759894	1964.88338581912	1761.46155278251	1701.37899079643	2196.98704198632
FBgn0038593	0.0035427653276279	0.012463061982241	0.0283963426523282	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	485.898928956273	485.984582419093	459.504578727187	523.29233895547	487.680879777367	423.940465442604	519.017277864758	457.19894554842	437.105511055026	519.201144852712	484.624737968463	424.850883579068
FBgn0038584	0.0034093554807047	0.0121952988101634	0.0283963426523282	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	320.46191266878	308.604734832236	229.752289363594	281.25562543431	276.59512584388	189.299619596029	273.107344902635	330.031026919058	222.735583384499	306.848938368985	301.159658594688	212.425441789534
FBgn0011481	0.000336610007011596	0.00306826027566495	0.00711961034164425	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	2525.51752836082	2413.63292609259	3053.50928694629	2428.21091759423	2609.45664776397	3009.52389237999	2580.35445785601	2588.77548638344	3334.759508982	2325.25666099681	2475.91317022817	3294.90331993114
FBgn0038619	0.00338758431171719	0.0121507459933352	0.0283963426523282	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	149.240385322284	145.70487480349	107.274046871972	162.478349354482	141.027120084873	91.8159831573555	159.784795150504	130.195726215775	120.256300888344	148.646544538609	119.425381856514	93.5133738312622
FBgn0023083	0.00549823029781208	0.0161715871356794	0.0418401656425924	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	2383.21855630934	2332.18299607822	2750.27005208772	2139.11150977729	2226.4087925657	2846.29547787802	2198.45746519133	2400.04214683034	2552.57069972564	2046.01350947071	2271.67845922717	3030.5260037909
FBgn0038629	0.0175519053431625	0.0336282344250992	0.100040407555858	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	54.3744039546305	32.5799720057492	29.5637137048742	30.2545891901449	40.033505056351	58.9435941257097	46.4622453983736	16.148307127538	31.3712089273942	24.4205037456286	43.2700658900414	66.9601936075704
FBgn0051122	0.00195356898040868	0.00863344828808186	0.0210249737921825	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1502.81597312904	1602.75362283839	1741.7250759843	1482.4748703171	1611.34857851813	1639.08532895724	1557.05183359428	1605.74728999456	1718.09654225695	1489.65072848334	1533.49113514307	1738.65606160347
FBgn0038617	0.0316274392248521	0.0488141557452207	0.131173190276929	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1044.68269725599	843.459275259952	803.288335238153	802.306883709029	1071.80611264503	910.225116979709	1067.49841866507	777.137280512767	760.228963007186	867.458763486023	977.038087797134	908.58055808893
FBgn0044871	0.0163705661002186	0.0320909110891646	0.100040407555858	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	343.599956904793	390.959664068991	356.45391952734	379.863175387375	404.884312501732	350.260972785467	388.696345649808	409.763293361277	317.894917130928	358.875228957498	430.104454947011	305.938815620796
FBgn0038638	0.00600069440340265	0.0170634566510097	0.0438024515603463	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	143.45587426328	198.194829701641	222.994869088194	242.03671352116	175.601510815358	124.688372189001	114.455775249652	271.493413581733	208.095685885048	234.649188164518	135.86800689473	129.302442828412
FBgn0038631	0.000184065541741334	0.00218578975962907	0.00513470523767884	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	725.377686799007	765.629342135107	665.605897126881	559.149629847494	485.861175002079	550.895898944133	679.935298512784	718.599667175442	605.464332298708	517.077622787874	527.029402540704	573.779590051078
FBgn0003248	0.00187485159336091	0.00843249402091665	0.0175648301498911	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	10290.6451739668	9379.41194076625	6955.91949598968	9694.91502493089	9426.07073599538	8190.89252216112	10511.7997150076	9755.5960434239	6124.70568959159	9344.55884631639	9520.2798971269	7118.56127214275
FBgn0038675	0.00195104457541648	0.00862686967434243	0.0210249737921825	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	499.78175549788	551.144526430591	645.333636300682	521.051258274719	646.905047615127	746.996702477744	514.484375874673	629.783977973983	690.166596402672	501.151207301595	594.530705329168	682.301283139209
FBgn0004876	0.0299518432029427	0.0471916831407797	0.112282138956453	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	2761.52557956815	1963.84831256877	2219.81256046884	1734.59644690164	2181.82602557113	2315.80313074663	2780.93537091729	1917.61147139514	2304.73814919923	1881.44054944582	2020.71207706493	2340.14331797492
FBgn0038672	0.0113199502445481	0.0253608988217982	0.0709348291518216	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	434.995231637044	387.339667179463	380.949568025664	457.180458873301	364.850807445381	421.673404130077	440.824718535788	427.930138879757	368.088851414758	483.101269750478	352.218336344937	360.199662164862
FBgn0038681	0.0119097425190971	0.0261943125884815	0.0709348291518216	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	2280.25425945908	2180.14312671805	1906.43719519717	2176.08934100968	2104.48857262136	1847.65496970975	2408.10418223278	1915.5929330042	1716.00512832846	2126.70734793452	2162.63789318427	1887.58476807548
FBgn0025680	2.83935494382809e-05	0.000801747979835928	0.00111433311047861	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	6279.66520565392	6695.18424718147	4519.86948670805	2726.27464813417	1503.9859967761	2672.86528746968	6095.61995116711	6747.97384091995	4192.23921966411	2495.13842618379	1409.73874669755	2238.54854146688
FBgn0038692	0.0254704867086414	0.0428238631846594	0.112282138956453	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	225.595931301127	220.819810261189	202.722608261994	202.817801608009	235.651768399885	200.634926158666	208.51349154392	211.946531048936	230.055532134224	220.846294743076	203.369309683194	205.49852520944
FBgn0038678	0.0193143405538906	0.0357966786082254	0.100040407555858	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	301.951477279969	323.084722390346	299.015847186442	335.041561772346	343.924202529561	378.599239192058	313.903462813402	274.521221168146	249.923964454907	296.231328044799	369.526362700953	420.232939192339
FBgn0038704	0.0012473642570788	0.00671338973968718	0.0170205845596442	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1112.93992775222	1253.42392299896	1459.60277948636	1223.63005169031	1372.05740056767	1480.39103708032	1185.35387040729	1216.16938054271	1465.03545690931	1234.82808070287	1292.90956879444	1544.70239736085
FBgn0038716	0.00134183299294828	0.00701235415073946	0.0170205845596442	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	160.80940744029	108.599906685831	88.6911411146225	69.4735011032958	87.3458292138568	142.82486268922	151.852216667855	110.010342306353	69.0166596402672	91.3114487880025	87.4055330978835	166.245997922244
FBgn0038737	0.0490393651008809	0.0638192112709106	0.16207603718473	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	237.164953419133	205.434823480697	197.654543055445	224.108068075148	219.274425422286	197.234334189875	230.044775996825	222.039223003648	185.090132671626	222.969816807913	192.119092551784	207.807497402805
FBgn0038742	0.0437623980178011	0.0595700444107726	0.150333611639008	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1783.9432105966	1562.0286578312	1201.97613148674	1540.74296801664	1544.01950183245	1159.60186135771	1586.51569652983	1328.19826124	1469.21828476629	1441.8714820245	1613.97345769854	1252.61741490024
FBgn0038751	0.00180684276682168	0.00827064055641713	0.0175648301498911	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	38.1777729894214	40.7249650071865	17.7382282229245	17.9286454460118	30.9349811799076	45.3412262505459	53.2615983835014	40.370767818845	24.0512601776689	9.5558492917677	18.1734276738174	40.4070133838787
FBgn0038772	0.00118975071287009	0.00652212977632414	0.0170205845596442	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	115.690221180065	110.409905130595	134.303727973571	156.875647652603	136.477858146651	137.157209407901	112.189324254609	117.075226674651	131.759077495056	148.646544538609	160.099243793153	130.456928925094
FBgn0038761	0.00501771011105669	0.0152742134136652	0.0418401656425924	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	224.439029089326	175.569849142093	142.750503317821	243.157253861535	211.085753933487	172.296659752075	206.247040548878	177.631378402918	164.175993386696	238.896232294192	179.138072784771	144.310762085281
FBgn0038755	0.00794983933514105	0.0201353917091255	0.0549794965785133	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	913.952747322513	1001.83413917679	1045.71078761812	908.758216044724	1008.11644550993	1110.86004313838	959.841996400547	920.453506269667	1209.88295763317	900.373355491001	912.998390279873	1130.24188865192
FBgn0038746	1.85007031935862e-05	0.000697173193964794	0.00111433311047861	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	216.340713606721	289.599751162215	394.464408576464	242.03671352116	273.865568680947	375.198647223268	205.113815051356	258.372914040608	371.225972307498	207.043401321633	307.217467819294	384.443870195189
FBgn0038774	0.0105018730021767	0.0241521387618884	0.0709348291518216	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	918.580356169715	1118.57903886406	1673.30619569588	851.610658685561	1000.83762640878	1319.42968389089	967.774574883196	1228.28061088836	1340.59632816398	779.332597795277	957.999258805516	1293.02442828412
FBgn0038787	0.0353570506522497	0.0522764144364262	0.131173190276929	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1354.73249001856	1428.99377214106	1768.7547570859	1400.67542546967	1385.70518638233	1599.41175598801	1311.14190063215	1505.82963964292	1547.64630708478	1402.58632382501	1498.00968111323	1534.31202249071
FBgn0038816	0.00720236615857712	0.0189984302117122	0.0438024515603463	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1618.50619430911	1470.62373637062	1341.34792466686	1453.34082146733	1405.72193891051	1288.82435617177	1510.5895881959	1477.57010216973	1285.17385905891	1524.68884255316	1391.56531902373	1333.431441668
FBgn0051199	0.037041058302058	0.053762453306068	0.134437415548285	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	2382.06165409754	2295.98302718294	2121.82996647554	1930.6910064674	1855.18901840681	2260.26012858971	2153.12844529048	2196.16976934517	1700.31952386476	1902.67577009419	1864.07443854298	2132.33582057211
FBgn0015279	0.0451149753851336	0.0606681847807598	0.150333611639008	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1431.0880359974	1655.24357773654	1787.33766284325	1544.10458903777	1497.61703006259	1726.36718948954	1431.26380336941	1586.57117528061	1910.50662367831	1733.85576593963	1493.68267452423	1784.83550547076
FBgn0038814	0.00524081218953509	0.0156985360157177	0.0418401656425924	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	54.3744039546305	52.4899548981515	41.3891991868239	75.0762028051745	63.6896671351039	35.1394503441731	78.1925593289701	56.5190749463831	34.5083298201336	71.1379891720484	53.6548817036513	40.4070133838787
FBgn0023212	0.0178830810388652	0.0340468011168861	0.100040407555858	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	2486.18285315959	2791.01760182585	3464.02256867683	2481.99685393226	2714.08967234307	3491.27442129204	2409.2374077303	2949.08458916663	2854.78001239287	2310.39200654295	3282.46719841854	3720.90868960689
FBgn0038826	0.00800439016415827	0.0202227374235845	0.0549794965785133	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	9346.61296913744	7866.25324094367	10326.1828583453	8564.28982149177	7731.92559020162	8523.01700444637	9051.07204870268	7539.24089016931	10768.6903178102	9305.2736881169	7730.62997191479	9792.35107205884
FBgn0053094	0.00255073769558566	0.0102305332551659	0.0283739532043445	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	5641.05518473996	4871.61081408189	4958.25712707461	5397.64281958993	7370.71419230681	6305.83104079467	5603.80008524286	4789.99160170596	4754.82956642871	4816.14804305092	6995.03885178409	6055.2795770984
FBgn0044812	0.0357888139084877	0.0526585180832251	0.131173190276929	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	3591.02446542921	3423.61205827081	3396.44836592283	4233.40140593954	3680.35290802136	2916.57437856637	2431.90191768072	976.97258121605	1352.09910477069	2250.9333887275	3452.9512580253	3563.8985804581
FBgn0038842	0.00748743601379797	0.0194170552654665	0.0438024515603463	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1140.70558083544	1145.72901553551	996.719490621472	1159.75925228889	1020.85437893695	1047.38232638761	1073.16454615268	1161.66884398727	923.359249429635	1247.56921309189	1095.59806833585	1044.80991749744
FBgn0051191	0.000548285471749444	0.00408959259219055	0.00929631682216252	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	775.124481906435	899.569227047631	1319.38630877181	868.418763791198	905.30312570612	1225.346639421	852.185574136023	1057.71411685374	1129.36352138619	883.385178972303	936.364225860495	1242.2270400301
FBgn0038839	0.0300477885611587	0.0472791992904721	0.112282138956453	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	3403.60630711751	3660.72185453488	4229.30041486586	3704.50636528219	3822.28988049388	3754.2535335452	3614.98933709297	3625.29495013228	4333.40965983738	3447.5380722633	3663.2437782509	3936.79758968647
FBgn0027493	0.0460084730537802	0.0613791451097442	0.150333611639008	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	3662.75240256085	3396.46208159936	3109.25800421834	3696.66258289956	3452.88981111028	3284.97184185205	3394.01036507631	3527.39583817159	2527.47373258372	4214.12953766956	3356.89171174941	3226.78864022689
FBgn0038830	0.00573646027363906	0.016596780682194	0.0438024515603463	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	338.97234805759	283.264756605542	270.296811015992	374.260473685497	294.792173596767	255.044397659321	356.966031719212	306.817835423222	309.529261416956	353.566423795405	270.870612471659	245.905538593319
FBgn0028468	0.0349916436566509	0.0519501173304093	0.131173190276929	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	365.581098929005	336.659710726075	267.762778412718	395.550740152636	339.37494059134	279.982072097121	294.63862935554	352.234949219423	289.660829096273	413.025041610848	342.698921849128	289.776010267244
FBgn0015790	9.97315109369268e-06	0.000539631655645245	0.00104558269572436	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	4295.57791241581	5001.02570288251	6403.50038847575	4523.62135409686	4804.02060676213	5922.69767897756	4195.20079182388	4942.3912502221	6029.54635584516	4370.20840943509	5090.29055130447	5977.92900862069
FBgn0010770	0.00879866002508619	0.0214896911799745	0.0619153800478861	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	222.125224665725	279.644759716014	351.38585432079	228.590229436651	265.676897192148	282.249133409648	205.113815051356	250.298760476839	285.478001239287	226.155099905169	280.390026967468	310.556760007525
FBgn0038858	0.04369796942016	0.0595170641139212	0.150333611639008	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1451.91227580981	1269.71390900184	796.530914962753	899.793893321718	641.445933289261	847.880930885209	1478.8592742653	1079.9180391541	801.011534612798	816.494233929929	659.43580416423	800.058865000799
FBgn0038862	1.29852055020105e-06	0.000165241784098317	0.000253479546619537	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1016.91704417277	2865.22753806117	6022.55082045008	6676.17934795865	3292.75579088487	1089.32296066937	1039.16778122704	2942.01970479833	5575.70953336219	5616.71586149457	3367.27652756302	1034.4195426273
FBgn0038857	0.0308680294823031	0.0480716118900812	0.131173190276929	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	308.892890550773	327.609718502256	328.579560891316	352.970207218358	378.498593260046	381.999831160849	322.969266793572	322.96614255076	317.894917130928	322.775353855264	398.08460618838	371.744523131684
FBgn0003257	0.0184307104807805	0.0347274833799008	0.100040407555858	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	244.106366689937	190.049836700204	199.343898124294	251.001036244165	329.366564327252	245.976152409212	242.51025646956	192.770416334985	207.049978920802	213.413967516145	347.025928438132	220.50684446631
FBgn0038849	0.0365906455333097	0.0533682302325474	0.134437415548285	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	606.21675898354	428.06463218665	287.190361704492	289.099407816941	255.66852092806	355.928626066786	573.412101745781	361.318371978663	259.335327133125	295.16956701238	225.004342628215	331.337509747805
FBgn0051207	0.0357213682749069	0.0525990738689451	0.131173190276929	pvalue	0.809527550902106	754	0.413298993038079	0.0144468780762746	1130.29346092923	1038.93910729445	929.145287867474	809.030125751283	675.110471632102	918.159831573555	1120.76001704857	894.212507187418	848.068348003889	868.520524518442	692.321054240662	980.158696083229
