probe	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	fdr_BH
FBgn0267408	1	burg	1	20.1616161616	393.384367295	17.5427446557	2848.78865251	0.545751599732	0.444807510784	0.129481160064	0.0286959316576	0.252387174854
FBgn0267435	0	mle	1	22.8114285714	7622.13067274	10.9918560525	26242.4142168	0.744437788284	0.687646185681	0.249953139654	0.0021564275468	0.0730863036884
FBgn0267495	0	burg	1	22.0552486188	11.88257627	3.5172715776	50.474965657	0.699736791529	0.633011634091	0.230586125572	0.0044540957032	0.100053691082
FBgn0267533	0	mle	1	23.9041916168	11.2977343596	21.516751617	66.9697439696	0.536228488713	0.433168152872	0.16515343674	0.031504188846	0.262431921227
FBgn0267541	0	mle	1	20.6839378238	8.99352188734	15.0928318893	26.5655102474	0.558299068945	0.460143306488	0.312706842518	0.0252974890247	0.239426235058
FBgn0267613	1	mle	2	26.972972973,24.1939393939	23.1325959374,20.8935042675	0.859059754212,16.3273417199	29.6183000322	0.894837687716	0.83474493784	0.273037293291	0.00155834495495	0.0643354654246
FBgn0267665	0	burg	1	20.0603015075	13.6166495648	3.12006873307	66.1223763577	0.503821443757	0.39355954237	0.246786482432	0.0426944044456	0.307164632949
FBgn0267698	0	mle	1	27.3424657534	422.678628357	9.99869348558	2632.15705494	0.702519848027	0.636413147588	0.128646183749	0.00427130885518	0.0978722397485
FBgn0267791	0	mle	1	20.0603015075	428.992921973	5.6650114584	3840.02701918	0.70826894466	0.643439821251	0.0967755744243	0.00391220842363	0.0931863788765
FBgn0267810	0	burg	1	20.2639593909	6.75593903397	12.5338235167	31.5975286226	0.593464352057	0.503123096958	0.200000323279	0.0174158169493	0.196014917439
FBgn0267821	1	yule-walker	1	23.2093023256	202.009795745	8.09252578475	1968.64543858	0.548623154203	0.44831718847	0.0999619899279	0.027888602239	0.250154326617
FBgn0267976	0	burg	1	26.972972973	206.979125473	18.541201339	2130.37417793	0.504224388551	0.394052030451	0.100597360492	0.0425386021671	0.307064216254
